field_id,crop,time,expected_et,expected_eto,expected_etof
CA_244113,47,2024-01-01,0.383,0.927,0.413
CA_244113,47,2024-01-02,0.508,1.133,0.388
CA_244113,47,2024-01-03,0.505,1.099,0.384
CA_244113,47,2024-01-04,0.553,1.059,0.381
CA_244113,47,2024-01-05,0.569,1.043,0.378
CA_244113,47,2024-01-06,0.572,1.043,0.371
CA_244113,47,2024-01-07,0.579,1.017,0.402
CA_244113,47,2024-01-08,0.614,0.991,0.428
CA_244113,47,2024-01-09,0.622,0.991,0.449
CA_244113,47,2024-01-10,0.608,1.004,0.465
CA_244113,47,2024-01-11,0.61,1.004,0.476
CA_244113,47,2024-01-12,0.59,1.017,0.481
CA_244113,47,2024-01-13,0.624,1.03,0.481
CA_244113,47,2024-01-14,0.681,1.043,0.476
CA_244113,47,2024-01-15,0.728,1.069,0.428
CA_244113,47,2024-01-16,0.725,1.107,0.384
CA_244113,47,2024-01-17,0.719,1.159,0.344
CA_244113,47,2024-01-18,0.768,1.184,0.309
CA_244113,47,2024-01-19,0.798,1.223,0.279
CA_244113,47,2024-01-20,0.819,1.262,0.253
CA_244113,47,2024-01-21,0.818,1.313,0.231
CA_244113,47,2024-01-22,0.817,1.365,0.214
CA_244113,47,2024-01-23,0.818,1.403,0.2
CA_244113,47,2024-01-24,0.864,1.403,0.188
CA_244113,47,2024-01-25,0.886,1.442,0.176
CA_244113,47,2024-01-26,0.907,1.455,0.164
CA_244113,47,2024-01-27,0.975,1.545,0.154
CA_244113,47,2024-01-28,1.004,1.596,0.143
CA_244113,47,2024-01-29,1.067,1.658,0.133
CA_244113,47,2024-01-30,1.185,1.707,0.124
CA_244113,47,2024-01-31,1.338,1.717,0.114
CA_244113,47,2024-02-01,1.426,1.754,0.11
CA_244113,47,2024-02-02,1.484,1.739,0.111
CA_244113,47,2024-02-03,1.484,1.775,0.116
CA_244113,47,2024-02-04,1.488,1.772,0.126
CA_244113,47,2024-02-05,1.511,1.834,0.141
CA_244113,47,2024-02-06,1.496,1.846,0.16
CA_244113,47,2024-02-07,1.4,1.846,0.185
CA_244113,47,2024-02-08,1.304,1.923,0.245
CA_244113,47,2024-02-09,1.251,2.025,0.298
CA_244113,47,2024-02-10,1.313,2.139,0.341
CA_244113,47,2024-02-11,1.41,2.318,0.376
CA_244113,47,2024-02-12,1.436,2.368,0.403
CA_244113,47,2024-02-13,1.422,2.356,0.42
CA_244113,47,2024-02-14,1.397,2.458,0.43
CA_244113,47,2024-02-15,1.474,2.508,0.431
CA_244113,47,2024-02-16,1.479,2.521,0.391
CA_244113,47,2024-02-17,1.485,2.47,0.357
CA_244113,47,2024-02-18,1.421,2.47,0.329
CA_244113,47,2024-02-19,1.388,2.318,0.306
CA_244113,47,2024-02-20,1.396,2.305,0.289
CA_244113,47,2024-02-21,1.456,2.318,0.278
CA_244113,47,2024-02-22,1.603,2.267,0.272
CA_244113,47,2024-02-23,1.723,2.279,0.271
CA_244113,47,2024-02-24,1.843,2.305,0.29
CA_244113,47,2024-02-25,1.932,2.407,0.309
CA_244113,47,2024-02-26,1.986,2.453,0.328
CA_244113,47,2024-02-27,2.066,2.612,0.346
CA_244113,47,2024-02-28,2.089,2.697,0.363
CA_244113,47,2024-02-29,2.101,2.676,0.372
CA_244113,47,2024-03-01,2.113,2.655,0.38
CA_244113,47,2024-03-02,1.994,2.664,0.396
CA_244113,47,2024-03-03,1.98,2.71,0.412
CA_244113,47,2024-03-04,1.939,2.793,0.414
CA_244113,47,2024-03-05,1.954,2.826,0.416
CA_244113,47,2024-03-06,2.017,2.864,0.417
CA_244113,47,2024-03-07,2.002,2.989,0.418
CA_244113,47,2024-03-08,2.128,3.064,0.42
CA_244113,47,2024-03-09,2.227,3.265,0.422
CA_244113,47,2024-03-10,2.398,3.517,0.423
CA_244113,47,2024-03-11,2.357,3.617,0.424
CA_244113,47,2024-03-12,2.398,3.63,0.426
CA_244113,47,2024-03-13,2.408,3.73,0.428
CA_244113,47,2024-03-14,2.391,3.78,0.429
CA_244113,47,2024-03-15,2.462,3.73,0.43
CA_244113,47,2024-03-16,2.489,3.642,0.432
CA_244113,47,2024-03-17,2.402,3.667,0.433
CA_244113,47,2024-03-18,2.278,3.592,0.435
CA_244113,47,2024-03-19,2.19,3.617,0.436
CA_244113,47,2024-03-20,2.061,3.718,0.438
CA_244113,47,2024-03-21,2.007,3.818,0.437
CA_244113,47,2024-03-22,1.994,3.982,0.434
CA_244113,47,2024-03-23,1.885,4.082,0.428
CA_244113,47,2024-03-24,1.733,4.245,0.421
