time,expected_et,field_id,crop,expected_eto,expected_etof
2024-03-23,1.07,CA_42143,69,1.983,0.539
2024-03-24,1.406,CA_42143,69,2.433,0.578
2024-03-25,1.61,CA_42143,69,2.614,0.616
2024-03-26,2.063,CA_42143,69,3.154,0.654
2024-03-27,1.56,CA_42143,69,2.253,0.692
2024-03-28,1.777,CA_42143,69,2.433,0.73
2024-03-29,1.663,CA_42143,69,2.163,0.769
2024-03-30,2.109,CA_42143,69,2.614,0.807
2024-03-31,2.231,CA_42143,69,2.794,0.798
2024-04-01,2.906,CA_42143,69,3.678,0.79
2024-04-02,2.67,CA_42143,69,3.415,0.782
2024-04-03,3.184,CA_42143,69,4.116,0.774
2024-04-04,1.139,CA_42143,69,1.489,0.765
2024-04-05,1.392,CA_42143,69,1.839,0.757
2024-04-06,2.229,CA_42143,69,2.977,0.749
2024-04-07,2.658,CA_42143,69,3.59,0.74
2024-04-08,2.949,CA_42143,69,3.766,0.783
2024-04-09,2.966,CA_42143,69,3.59,0.826
2024-04-10,3.501,CA_42143,69,4.028,0.869
2024-04-11,3.674,CA_42143,69,4.028,0.912
2024-04-12,4.264,CA_42143,69,4.466,0.955
2024-04-13,1.66,CA_42143,69,1.664,0.998
2024-04-14,2.187,CA_42143,69,2.102,1.041
2024-04-15,2.846,CA_42143,69,2.627,1.083
2024-04-16,3.441,CA_42143,69,3.415,1.007
2024-04-17,3.67,CA_42143,69,3.941,0.931
2024-04-18,3.371,CA_42143,69,3.941,0.855
2024-04-19,3.685,CA_42143,69,4.729,0.779
2024-04-20,3.449,CA_42143,69,4.904,0.703
2024-04-21,3.021,CA_42143,69,4.816,0.627
2024-04-22,2.607,CA_42143,69,4.729,0.551
2024-04-23,1.914,CA_42143,69,4.028,0.475
2024-04-24,1.679,CA_42143,69,3.59,0.468
2024-04-25,1.974,CA_42143,69,4.291,0.46
2024-04-26,1.624,CA_42143,69,3.59,0.452
2024-04-27,1.908,CA_42143,69,4.291,0.445
2024-04-28,2.297,CA_42143,69,5.254,0.437
2024-04-29,2.407,CA_42143,69,5.605,0.429
2024-04-30,2.143,CA_42143,69,5.079,0.422
2024-05-01,2.324,CA_42143,69,5.612,0.414
2024-05-02,2.254,CA_42143,69,5.439,0.414
2024-05-03,2.149,CA_42143,69,5.18,0.415
2024-05-04,0.573,CA_42143,69,1.381,0.415
2024-05-05,1.542,CA_42143,69,3.712,0.415
2024-05-06,1.722,CA_42143,69,4.144,0.416
2024-05-07,1.903,CA_42143,69,4.576,0.416
2024-05-08,2.156,CA_42143,69,5.18,0.416
2024-05-09,2.121,CA_42143,69,5.094,0.416
2024-05-10,2.438,CA_42143,69,5.871,0.415
2024-05-11,2.466,CA_42143,69,5.957,0.414
2024-05-12,2.566,CA_42143,69,6.216,0.413
2024-05-13,2.487,CA_42143,69,6.044,0.412
2024-05-14,2.515,CA_42143,69,6.13,0.41
2024-05-15,2.543,CA_42143,69,6.216,0.409
2024-05-16,2.395,CA_42143,69,5.871,0.408
2024-05-17,2.212,CA_42143,69,5.439,0.407
2024-05-18,2.22,CA_42143,69,5.353,0.415
2024-05-19,2.154,CA_42143,69,5.094,0.423
2024-05-20,2.493,CA_42143,69,5.785,0.431
2024-05-21,2.768,CA_42143,69,6.303,0.439
2024-05-22,2.858,CA_42143,69,6.389,0.447
2024-05-23,2.674,CA_42143,69,5.871,0.455
2024-05-24,2.441,CA_42143,69,5.267,0.464
2024-05-25,2.321,CA_42143,69,4.921,0.472
2024-05-26,2.593,CA_42143,69,5.353,0.484
2024-05-27,3.005,CA_42143,69,6.044,0.497
2024-05-28,3.214,CA_42143,69,6.303,0.51
2024-05-29,3.52,CA_42143,69,6.734,0.523
2024-05-30,3.699,CA_42143,69,6.907,0.536
2024-05-31,3.787,CA_42143,69,6.907,0.548
2024-06-01,3.578,CA_42143,69,6.378,0.561
2024-06-02,3.318,CA_42143,69,5.783,0.574
2024-06-03,3.044,CA_42143,69,5.102,0.597
2024-06-04,4.055,CA_42143,69,6.548,0.619
2024-06-05,4.531,CA_42143,69,7.058,0.642
2024-06-06,5.03,CA_42143,69,7.568,0.665
2024-06-07,4.617,CA_42143,69,6.718,0.687
2024-06-08,3.985,CA_42143,69,5.612,0.71
2024-06-09,4.424,CA_42143,69,6.038,0.733
2024-06-10,4.882,CA_42143,69,6.463,0.755
2024-06-11,4.926,CA_42143,69,6.718,0.733
2024-06-12,4.535,CA_42143,69,6.378,0.711
2024-06-13,4.276,CA_42143,69,6.208,0.689
2024-06-14,4.876,CA_42143,69,7.313,0.667
2024-06-15,4.823,CA_42143,69,7.483,0.645
2024-06-16,4.975,CA_42143,69,7.993,0.622
2024-06-17,4.185,CA_42143,69,6.973,0.6
2024-06-18,5.203,CA_42143,69,7.472,0.728
2024-06-19,5.275,CA_42143,69,7.579,0.729
2024-06-20,5.368,CA_42143,69,7.568,0.735
2024-06-21,5.563,CA_42143,69,7.504,0.763
2024-06-22,5.748,CA_42143,69,7.377,0.789
2024-06-23,5.974,CA_42143,69,7.271,0.812
2024-06-24,6.229,CA_42143,69,7.132,0.834
2024-06-25,6.251,CA_42143,69,6.984,0.854
2024-06-26,6.289,CA_42143,69,7.005,0.871
2024-06-27,6.407,CA_42143,69,7.005,0.887
2024-06-28,6.47,CA_42143,69,6.882,0.9
2024-06-29,6.42,CA_42143,69,6.824,0.908
2024-06-30,6.398,CA_42143,69,6.754,0.913
2024-07-01,6.479,CA_42143,69,6.792,0.917
2024-07-02,6.605,CA_42143,69,6.819,0.918
2024-07-03,6.849,CA_42143,69,6.932,0.918
2024-07-04,6.924,CA_42143,69,7.12,0.916
2024-07-05,6.946,CA_42143,69,7.33,0.911
2024-07-06,6.96,CA_42143,69,7.565,0.905
2024-07-07,7.148,CA_42143,69,7.683,0.903
2024-07-08,7.27,CA_42143,69,7.768,0.901
2024-07-09,7.286,CA_42143,69,7.768,0.899
2024-07-10,7.082,CA_42143,69,7.715,0.898
2024-07-11,6.815,CA_42143,69,7.629,0.897
2024-07-12,6.647,CA_42143,69,7.49,0.896
2024-07-13,6.558,CA_42143,69,7.405,0.896
2024-07-14,6.481,CA_42143,69,7.469,0.896
2024-07-15,6.363,CA_42143,69,7.522,0.894
2024-07-16,6.248,CA_42143,69,7.597,0.892
2024-07-17,6.129,CA_42143,69,7.726,0.889
2024-07-18,6.007,CA_42143,69,7.875,0.885
2024-07-19,5.988,CA_42143,69,7.843,0.88
2024-07-20,5.974,CA_42143,69,7.683,0.875
2024-07-21,5.925,CA_42143,69,7.501,0.869
2024-07-22,5.935,CA_42143,69,7.169,0.862
2024-07-23,5.926,CA_42143,69,6.998,0.857
2024-07-24,5.918,CA_42143,69,6.944,0.852
2024-07-25,5.927,CA_42143,69,6.998,0.848
2024-07-26,6.004,CA_42143,69,6.923,0.843
2024-07-27,6.058,CA_42143,69,6.912,0.839
2024-07-28,6.147,CA_42143,69,7.019,0.835
2024-07-29,6.268,CA_42143,69,7.154,0.832
2024-07-30,6.319,CA_42143,69,7.344,0.828
2024-07-31,6.397,CA_42143,69,7.351,0.827
2024-08-01,6.374,CA_42143,69,7.135,0.826
2024-08-02,6.156,CA_42143,69,6.982,0.824
2024-08-03,5.91,CA_42143,69,6.882,0.822
2024-08-04,5.76,CA_42143,69,6.825,0.819
2024-08-05,5.607,CA_42143,69,6.694,0.816
2024-08-06,5.444,CA_42143,69,6.534,0.812
2024-08-07,5.347,CA_42143,69,6.448,0.809
2024-08-08,5.146,CA_42143,69,6.555,0.802
2024-08-09,5.042,CA_42143,69,6.853,0.796
2024-08-10,4.988,CA_42143,69,6.896,0.79
2024-08-11,5.118,CA_42143,69,6.747,0.784
2024-08-12,5.107,CA_42143,69,6.512,0.778
2024-08-13,5.327,CA_42143,69,6.32,0.772
2024-08-14,5.375,CA_42143,69,6.203,0.766
2024-08-15,5.452,CA_42143,69,6.15,0.76
2024-08-16,5.503,CA_42143,69,6.033,0.741
2024-08-17,5.512,CA_42143,69,5.756,0.724
2024-08-18,5.476,CA_42143,69,5.511,0.712
2024-08-19,5.318,CA_42143,69,5.5,0.704
2024-08-20,5.249,CA_42143,69,5.628,0.698
2024-08-21,4.945,CA_42143,69,5.745,0.697
2024-08-22,4.718,CA_42143,69,5.852,0.699
2024-08-23,4.467,CA_42143,69,5.809,0.705
2024-08-24,4.386,CA_42143,69,5.852,0.726
2024-08-25,4.282,CA_42143,69,5.926,0.743
2024-08-26,4.35,CA_42143,69,6.065,0.756
2024-08-27,4.42,CA_42143,69,6.374,0.766
2024-08-28,4.484,CA_42143,69,6.544,0.773
2024-08-29,4.435,CA_42143,69,6.454,0.777
2024-08-30,4.465,CA_42143,69,6.331,0.777
2024-08-31,4.522,CA_42143,69,6.262,0.774
2024-09-01,4.574,CA_42143,69,6.232,0.768
2024-09-02,4.573,CA_42143,69,6.079,0.763
2024-09-03,4.616,CA_42143,69,5.811,0.76
2024-09-04,4.886,CA_42143,69,5.393,0.757
2024-09-05,5.079,CA_42143,69,5.071,0.756
2024-09-06,4.982,CA_42143,69,4.935,0.755
2024-09-07,4.865,CA_42143,69,4.904,0.756
2024-09-08,4.658,CA_42143,69,4.852,0.758
2024-09-09,4.454,CA_42143,69,4.581,0.764
2024-09-10,4.388,CA_42143,69,4.467,0.769
2024-09-11,4.302,CA_42143,69,4.404,0.775
2024-09-12,3.954,CA_42143,69,4.404,0.78
2024-09-13,3.739,CA_42143,69,4.342,0.786
2024-09-14,3.736,CA_42143,69,4.446,0.792
2024-09-15,3.811,CA_42143,69,4.394,0.797
2024-09-16,3.859,CA_42143,69,4.227,0.803
2024-09-17,3.752,CA_42143,69,4.206,0.784
2024-09-18,3.648,CA_42143,69,4.102,0.763
2024-09-19,3.536,CA_42143,69,4.04,0.74
2024-09-20,3.448,CA_42143,69,3.967,0.716
2024-09-21,3.264,CA_42143,69,3.946,0.69
2024-09-22,3.169,CA_42143,69,3.79,0.662
2024-09-23,3.061,CA_42143,69,3.644,0.632
2024-09-24,2.907,CA_42143,69,3.603,0.601
2024-09-25,2.905,CA_42143,69,3.665,0.592
2024-09-26,2.854,CA_42143,69,3.894,0.583
2024-09-27,2.869,CA_42143,69,4.071,0.574
2024-09-28,2.757,CA_42143,69,4.222,0.564
2024-09-29,2.766,CA_42143,69,4.331,0.555
2024-09-30,2.843,CA_42143,69,4.379,0.544
2024-10-01,2.844,CA_42143,69,4.447,0.534
2024-10-02,2.843,CA_42143,69,4.578,0.523
2024-10-03,2.758,CA_42143,69,4.449,0.514
2024-10-04,2.712,CA_42143,69,4.32,0.505
2024-10-05,2.509,CA_42143,69,4.345,0.497
2024-10-06,2.383,CA_42143,69,4.211,0.49
2024-10-07,2.223,CA_42143,69,4.098,0.484
2024-10-08,2.039,CA_42143,69,4.067,0.479
2024-10-09,1.9,CA_42143,69,4.057,0.475
2024-10-10,1.847,CA_42143,69,4.026,0.472
2024-10-11,1.86,CA_42143,69,3.964,0.469
2024-10-12,1.785,CA_42143,69,3.768,0.467
2024-10-13,1.766,CA_42143,69,3.499,0.467
2024-10-14,1.8,CA_42143,69,3.417,0.466
2024-10-15,1.826,CA_42143,69,3.468,0.467
2024-10-16,1.885,CA_42143,69,3.396,0.468
2024-10-17,1.858,CA_42143,69,3.138,0.47
2024-10-18,1.79,CA_42143,69,2.932,0.473
2024-10-19,1.673,CA_42143,69,2.9,0.459
2024-10-20,1.602,CA_42143,69,2.859,0.447
2024-10-21,1.496,CA_42143,69,2.777,0.437
2024-10-22,1.392,CA_42143,69,2.653,0.43
2024-10-23,1.341,CA_42143,69,2.488,0.425
2024-10-24,1.189,CA_42143,69,2.488,0.423
2024-10-25,1.085,CA_42143,69,2.56,0.423
2024-10-26,1.024,CA_42143,69,2.56,0.425
2024-10-27,1.041,CA_42143,69,2.467,0.443
2024-10-28,1.036,CA_42143,69,2.436,0.457
2024-10-29,1.076,CA_42143,69,2.401,0.468
2024-10-30,1.124,CA_42143,69,2.324,0.474
2024-10-31,1.163,CA_42143,69,2.207,0.477
2024-11-01,1.269,CA_42143,69,1.932,0.476
2024-11-02,1.291,CA_42143,69,1.761,0.471
2024-11-03,1.32,CA_42143,69,1.664,0.462
2024-11-04,1.228,CA_42143,69,1.629,0.453
2024-11-05,1.176,CA_42143,69,1.667,0.444
2024-11-06,1.092,CA_42143,69,1.678,0.435
2024-11-07,0.986,CA_42143,69,1.731,0.426
2024-11-08,0.816,CA_42143,69,1.688,0.418
2024-11-09,0.66,CA_42143,69,1.742,0.409
2024-11-10,0.602,CA_42143,69,1.805,0.4
2024-11-11,0.522,CA_42143,69,1.837,0.391
2024-11-12,0.513,CA_42143,69,1.858,0.382
2024-11-13,0.494,CA_42143,69,1.805,0.374
2024-11-14,0.541,CA_42143,69,1.657,0.365
2024-11-15,0.526,CA_42143,69,1.561,0.356
2024-11-16,0.527,CA_42143,69,1.487,0.347
2024-11-17,0.531,CA_42143,69,1.444,0.338
2024-11-18,0.523,CA_42143,69,1.359,0.329
2024-11-19,0.524,CA_42143,69,1.221,0.32
2024-11-20,0.525,CA_42143,69,1.2,0.315
2024-11-21,0.493,CA_42143,69,1.189,0.308
2024-11-22,0.426,CA_42143,69,1.285,0.3
2024-11-23,0.436,CA_42143,69,1.402,0.291
2024-11-24,0.424,CA_42143,69,1.402,0.28
2024-11-25,0.4,CA_42143,69,1.391,0.268
2024-11-26,0.366,CA_42143,69,1.391,0.255
2024-11-27,0.35,CA_42143,69,1.412,0.24
2024-11-28,0.309,CA_42143,69,1.352,0.225
2024-11-29,0.296,CA_42143,69,1.267,0.214
2024-11-30,0.289,CA_42143,69,1.345,0.206
2024-12-01,0.254,CA_42143,69,1.245,0.203
2024-12-02,0.255,CA_42143,69,1.271,0.205
2024-12-03,0.287,CA_42143,69,1.251,0.21
2024-12-04,0.348,CA_42143,69,1.242,0.219
2024-12-05,0.352,CA_42143,69,1.245,0.233
2024-12-06,0.349,CA_42143,69,1.198,0.231
2024-12-07,0.363,CA_42143,69,1.21,0.229
2024-12-08,0.349,CA_42143,69,1.046,0.228
2024-12-09,0.347,CA_42143,69,0.963,0.228
2024-12-10,0.322,CA_42143,69,0.916,0.229
2024-12-11,0.293,CA_42143,69,0.94,0.23
2024-12-12,0.238,CA_42143,69,0.975,0.232
2024-12-13,0.228,CA_42143,69,1.198,0.235
2024-12-14,0.244,CA_42143,69,1.257,0.255
2024-12-15,0.239,CA_42143,69,1.316,0.274
2024-12-16,0.232,CA_42143,69,1.351,0.294
2024-12-17,0.238,CA_42143,69,1.445,0.313
2024-12-18,0.249,CA_42143,69,1.457,0.332
2024-12-19,0.26,CA_42143,69,1.41,0.352
2024-12-20,0.27,CA_42143,69,1.363,0.371
2024-12-21,0.277,CA_42143,69,1.152,0.39
2024-12-22,0.331,CA_42143,69,1.198,0.41
2024-12-23,0.404,CA_42143,69,1.21,0.429
2024-12-24,0.441,CA_42143,69,1.269,0.449
2024-12-25,0.471,CA_42143,69,1.234,0.468
2024-12-26,0.508,CA_42143,69,1.222,0.488
2024-12-27,0.522,CA_42143,69,1.222,0.507
2024-12-28,0.57,CA_42143,69,1.198,0.526
2024-12-29,0.602,CA_42143,69,1.195,0.536
2024-12-30,0.575,CA_42143,69,1.112,0.546
2024-12-31,0.522,CA_42143,69,1.034,0.555
2024-01-01,0.656,CA_42021,69,0.967,0.678
2024-01-02,0.33,CA_42021,69,0.484,0.682
2024-01-03,0.663,CA_42021,69,0.967,0.685
2024-01-04,1.265,CA_42021,69,1.838,0.689
2024-01-05,0.803,CA_42021,69,1.161,0.692
2024-01-06,0.673,CA_42021,69,0.967,0.696
2024-01-07,1.014,CA_42021,69,1.451,0.699
2024-01-08,0.747,CA_42021,69,1.064,0.702
2024-01-09,0.819,CA_42021,69,1.161,0.706
2024-01-10,0.892,CA_42021,69,1.257,0.709
2024-01-11,0.965,CA_42021,69,1.354,0.713
2024-01-12,0.623,CA_42021,69,0.87,0.716
2024-01-13,0.626,CA_42021,69,0.87,0.72
2024-01-14,0.839,CA_42021,69,1.161,0.723
2024-01-15,0.632,CA_42021,69,0.87,0.727
2024-01-16,0.706,CA_42021,69,0.967,0.73
2024-01-17,0.709,CA_42021,69,0.967,0.734
2024-01-18,0.713,CA_42021,69,0.967,0.737
2024-01-19,0.716,CA_42021,69,0.967,0.74
2024-01-20,0.935,CA_42021,69,1.257,0.744
2024-01-21,0.94,CA_42021,69,1.257,0.747
2024-01-22,0.581,CA_42021,69,0.774,0.751
2024-01-23,0.948,CA_42021,69,1.257,0.754
2024-01-24,0.586,CA_42021,69,0.774,0.758
2024-01-25,1.031,CA_42021,69,1.354,0.761
2024-01-26,0.813,CA_42021,69,1.064,0.765
2024-01-27,0.743,CA_42021,69,0.967,0.768
2024-01-28,0.97,CA_42021,69,1.257,0.772
2024-01-29,1.199,CA_42021,69,1.547,0.775
2024-01-30,1.355,CA_42021,69,1.741,0.778
2024-01-31,1.664,CA_42021,69,2.128,0.782
2024-02-01,1.059,CA_42021,69,1.349,0.785
2024-02-02,1.064,CA_42021,69,1.349,0.789
2024-02-03,1.069,CA_42021,69,1.349,0.792
2024-02-04,1.15,CA_42021,69,1.445,0.796
2024-02-05,1.078,CA_42021,69,1.349,0.799
2024-02-06,0.851,CA_42021,69,1.06,0.803
2024-02-07,0.932,CA_42021,69,1.156,0.806
2024-02-08,0.858,CA_42021,69,1.06,0.81
2024-02-09,1.253,CA_42021,69,1.542,0.813
2024-02-10,1.259,CA_42021,69,1.542,0.817
2024-02-11,1.264,CA_42021,69,1.542,0.82
2024-02-12,1.215,CA_42021,69,1.542,0.788
2024-02-13,1.092,CA_42021,69,1.445,0.756
2024-02-14,1.046,CA_42021,69,1.445,0.724
2024-02-15,1.066,CA_42021,69,1.542,0.692
2024-02-16,0.953,CA_42021,69,1.445,0.66
2024-02-17,0.605,CA_42021,69,0.964,0.627
2024-02-18,1.033,CA_42021,69,1.734,0.595
2024-02-19,1.52,CA_42021,69,2.698,0.563
2024-02-20,1.028,CA_42021,69,1.831,0.561
2024-02-21,0.97,CA_42021,69,1.734,0.56
2024-02-22,1.182,CA_42021,69,2.12,0.558
2024-02-23,1.071,CA_42021,69,1.927,0.556
2024-02-24,0.907,CA_42021,69,1.638,0.554
2024-02-25,0.957,CA_42021,69,1.734,0.552
2024-02-26,1.113,CA_42021,69,2.023,0.55
2024-02-27,1.162,CA_42021,69,2.12,0.548
2024-02-28,1.266,CA_42021,69,2.312,0.547
2024-02-29,1.106,CA_42021,69,2.023,0.547
2024-03-01,0.933,CA_42021,69,1.71,0.546
2024-03-02,1.139,CA_42021,69,2.09,0.545
2024-03-03,0.879,CA_42021,69,1.615,0.544
2024-03-04,0.878,CA_42021,69,1.615,0.544
2024-03-05,1.031,CA_42021,69,1.9,0.543
2024-03-06,1.133,CA_42021,69,2.09,0.542
2024-03-07,1.183,CA_42021,69,2.185,0.541
2024-03-08,1.232,CA_42021,69,2.28,0.54
2024-03-09,1.282,CA_42021,69,2.375,0.54
2024-03-10,1.382,CA_42021,69,2.565,0.539
2024-03-11,1.329,CA_42021,69,2.47,0.538
2024-03-12,0.868,CA_42021,69,1.615,0.537
2024-03-13,1.631,CA_42021,69,3.04,0.537
2024-03-14,2.189,CA_42021,69,4.085,0.536
2024-03-15,1.879,CA_42021,69,3.61,0.521
2024-03-16,1.776,CA_42021,69,3.515,0.505
2024-03-17,1.769,CA_42021,69,3.61,0.49
2024-03-18,1.534,CA_42021,69,3.23,0.475
2024-03-19,1.616,CA_42021,69,3.515,0.46
2024-03-20,1.9,CA_42021,69,4.275,0.444
2024-03-21,1.631,CA_42021,69,3.8,0.429
2024-03-22,1.376,CA_42021,69,3.325,0.414
2024-03-23,0.94,CA_42021,69,2.28,0.412
2024-03-24,1.17,CA_42021,69,2.85,0.411
2024-03-25,1.204,CA_42021,69,2.945,0.409
2024-03-26,1.392,CA_42021,69,3.42,0.407
2024-03-27,1.001,CA_42021,69,2.47,0.405
2024-03-28,1.112,CA_42021,69,2.755,0.404
2024-03-29,0.955,CA_42021,69,2.375,0.402
2024-03-30,1.141,CA_42021,69,2.85,0.4
2024-03-31,1.206,CA_42021,69,2.945,0.409
2024-04-01,1.688,CA_42021,69,4.034,0.419
2024-04-02,1.645,CA_42021,69,3.846,0.428
2024-04-03,1.925,CA_42021,69,4.409,0.437
2024-04-04,0.753,CA_42021,69,1.689,0.446
2024-04-05,0.981,CA_42021,69,2.158,0.455
2024-04-06,1.523,CA_42021,69,3.283,0.464
2024-04-07,1.819,CA_42021,69,3.846,0.473
2024-04-08,2.359,CA_42021,69,4.315,0.547
2024-04-09,2.386,CA_42021,69,3.846,0.62
2024-04-10,3.06,CA_42021,69,4.409,0.694
2024-04-11,3.385,CA_42021,69,4.409,0.768
2024-04-12,3.868,CA_42021,69,4.597,0.841
2024-04-13,1.288,CA_42021,69,1.407,0.915
2024-04-14,2.226,CA_42021,69,2.251,0.989
2024-04-15,2.99,CA_42021,69,2.814,1.063
2024-04-16,3.58,CA_42021,69,3.659,0.979
2024-04-17,3.777,CA_42021,69,4.221,0.895
2024-04-18,3.422,CA_42021,69,4.221,0.811
2024-04-19,3.614,CA_42021,69,4.972,0.727
2024-04-20,3.498,CA_42021,69,5.441,0.643
2024-04-21,2.936,CA_42021,69,5.253,0.559
2024-04-22,2.495,CA_42021,69,5.253,0.475
2024-04-23,1.687,CA_42021,69,4.315,0.391
2024-04-24,1.545,CA_42021,69,4.034,0.383
2024-04-25,1.829,CA_42021,69,4.878,0.375
2024-04-26,1.515,CA_42021,69,4.128,0.367
2024-04-27,1.751,CA_42021,69,4.878,0.359
2024-04-28,1.975,CA_42021,69,5.628,0.351
2024-04-29,2.091,CA_42021,69,6.098,0.343
2024-04-30,1.948,CA_42021,69,5.816,0.335
2024-05-01,2.134,CA_42021,69,6.53,0.327
2024-05-02,2.061,CA_42021,69,6.162,0.334
2024-05-03,1.982,CA_42021,69,5.794,0.342
2024-05-04,0.514,CA_42021,69,1.472,0.35
2024-05-05,1.511,CA_42021,69,4.231,0.357
2024-05-06,1.677,CA_42021,69,4.598,0.365
2024-05-07,1.917,CA_42021,69,5.15,0.372
2024-05-08,2.27,CA_42021,69,5.978,0.38
2024-05-09,2.173,CA_42021,69,5.61,0.387
2024-05-10,2.542,CA_42021,69,6.53,0.389
2024-05-11,2.591,CA_42021,69,6.622,0.391
2024-05-12,2.749,CA_42021,69,6.99,0.393
2024-05-13,2.726,CA_42021,69,6.898,0.395
2024-05-14,2.776,CA_42021,69,6.99,0.397
2024-05-15,2.79,CA_42021,69,6.99,0.399
2024-05-16,2.619,CA_42021,69,6.53,0.401
2024-05-17,2.373,CA_42021,69,5.886,0.403
2024-05-18,2.411,CA_42021,69,5.794,0.416
2024-05-19,2.486,CA_42021,69,5.794,0.429
2024-05-20,2.886,CA_42021,69,6.53,0.442
2024-05-21,3.179,CA_42021,69,6.99,0.455
2024-05-22,3.313,CA_42021,69,7.082,0.468
2024-05-23,3.183,CA_42021,69,6.622,0.481
2024-05-24,2.906,CA_42021,69,5.886,0.494
2024-05-25,2.749,CA_42021,69,5.426,0.507
2024-05-26,3.048,CA_42021,69,5.978,0.51
2024-05-27,3.304,CA_42021,69,6.438,0.513
2024-05-28,3.563,CA_42021,69,6.898,0.517
2024-05-29,3.825,CA_42021,69,7.358,0.52
