time,expected_et,field_id,crop,expected_eto,expected_etof
2024-01-01,0.572,CA_42143,69,0.848,0.674
2024-01-02,0.319,CA_42143,69,0.471,0.677
2024-01-03,0.706,CA_42143,69,1.037,0.681
2024-01-04,1.161,CA_42143,69,1.696,0.684
2024-01-05,0.778,CA_42143,69,1.131,0.688
2024-01-06,0.651,CA_42143,69,0.942,0.691
2024-01-07,0.851,CA_42143,69,1.225,0.695
2024-01-08,0.658,CA_42143,69,0.942,0.698
2024-01-09,0.822,CA_42143,69,0.801,0.68
2024-01-10,0.896,CA_42143,69,0.777,0.69
2024-01-11,0.923,CA_42143,69,0.824,0.699
2024-01-12,0.96,CA_42143,69,0.777,0.707
2024-01-13,1.006,CA_42143,69,0.824,0.714
2024-01-14,0.997,CA_42143,69,0.86,0.72
2024-01-15,1.125,CA_42143,69,0.848,0.724
2024-01-16,1.395,CA_42143,69,0.86,0.728
2024-01-17,1.476,CA_42143,69,0.942,0.73
2024-01-18,1.463,CA_42143,69,0.978,0.729
2024-01-19,1.445,CA_42143,69,1.049,0.725
2024-01-20,1.422,CA_42143,69,1.084,0.718
2024-01-21,1.374,CA_42143,69,1.143,0.707
2024-01-22,1.362,CA_42143,69,1.178,0.693
2024-01-23,1.272,CA_42143,69,1.272,0.676
2024-01-24,1.071,CA_42143,69,1.39,0.656
2024-01-25,1.006,CA_42143,69,1.343,0.632
2024-01-26,0.979,CA_42143,69,1.367,0.609
2024-01-27,1.03,CA_42143,69,1.378,0.585
2024-01-28,1.12,CA_42143,69,1.426,0.562
2024-01-29,1.284,CA_42143,69,1.443,0.538
2024-01-30,1.336,CA_42143,69,1.508,0.514
2024-01-31,1.393,CA_42143,69,1.526,0.491
2024-02-01,1.375,CA_42143,69,1.462,0.467
2024-02-02,1.431,CA_42143,69,1.56,0.444
2024-02-03,1.448,CA_42143,69,1.625,0.42
2024-02-04,1.437,CA_42143,69,1.665,0.397
2024-02-05,1.406,CA_42143,69,1.74,0.373
2024-02-06,1.345,CA_42143,69,1.843,0.35
2024-02-07,1.4,CA_42143,69,1.992,0.326
2024-02-08,1.342,CA_42143,69,2.084,0.302
2024-02-09,1.361,CA_42143,69,2.164,0.279
2024-02-10,1.367,CA_42143,69,2.175,0.255
2024-02-11,1.42,CA_42143,69,2.244,0.236
2024-02-12,1.411,CA_42143,69,2.37,0.219
2024-02-13,1.489,CA_42143,69,2.404,0.207
2024-02-14,1.554,CA_42143,69,2.347,0.198
2024-02-15,1.556,CA_42143,69,2.347,0.192
2024-02-16,1.613,CA_42143,69,2.313,0.19
2024-02-17,1.662,CA_42143,69,2.29,0.192
2024-02-18,1.694,CA_42143,69,2.278,0.198
2024-02-19,1.689,CA_42143,69,2.232,0.207
2024-02-20,1.832,CA_42143,69,2.152,0.218
2024-02-21,1.824,CA_42143,69,2.13,0.233
2024-02-22,1.833,CA_42143,69,2.152,0.25
2024-02-23,1.918,CA_42143,69,1.946,0.27
2024-02-24,2.098,CA_42143,69,1.9,0.294
2024-02-25,2.139,CA_42143,69,1.935,0.32
2024-02-26,2.314,CA_42143,69,1.863,0.35
2024-02-27,2.379,CA_42143,69,1.837,0.371
2024-02-28,2.372,CA_42143,69,1.742,0.384
2024-02-29,2.378,CA_42143,69,1.74,0.386
2024-03-01,2.384,CA_42143,69,1.738,0.389
2024-03-02,2.39,CA_42143,69,1.745,0.386
2024-03-03,2.366,CA_42143,69,1.889,0.374
2024-03-04,2.266,CA_42143,69,1.965,0.355
2024-03-05,2.218,CA_42143,69,2.028,0.328
2024-03-06,2.039,CA_42143,69,2.208,0.292
2024-03-07,1.941,CA_42143,69,2.163,0.262
2024-03-08,1.87,CA_42143,69,2.276,0.237
2024-03-09,1.882,CA_42143,69,2.366,0.217
2024-03-10,1.877,CA_42143,69,2.287,0.202
2024-03-11,1.82,CA_42143,69,2.219,0.192
2024-03-12,1.701,CA_42143,69,2.219,0.188
2024-03-13,1.711,CA_42143,69,2.062,0.189
2024-03-14,1.759,CA_42143,69,1.938,0.195
2024-03-15,1.846,CA_42143,69,2.005,0.201
2024-03-16,1.756,CA_42143,69,2.05,0.207
2024-03-17,1.829,CA_42143,69,1.949,0.213
2024-03-18,1.969,CA_42143,69,1.983,0.22
2024-03-19,2.094,CA_42143,69,1.915,0.226
2024-03-20,2.405,CA_42143,69,1.972,0.232
2024-03-21,2.531,CA_42143,69,2.084,0.238
2024-03-22,2.629,CA_42143,69,2.208,0.244
