field_id,crop,actual_et,actual_eto,actual_etof
CA_33265,122,3.692266475644699,4.0708166189111745,0.9427535816618912
CA_33301,47,3.0740085959885386,4.444636103151863,0.6828051575931232
CA_33328,204,3.4149255014326645,4.363521489971347,0.7940659025787966
CA_33354,75,3.1547191977077365,4.13965329512894,0.7070458452722063
CA_33357,75,2.927077363896848,4.13965329512894,0.6654126074498568
CA_33359,61,2.858229226361032,4.13965329512894,0.6535931232091691
CA_33395,47,2.804091690544413,3.972220630372493,0.6991575931232091
CA_33420,47,2.967189111747851,4.460340974212035,0.6623810888252148
CA_33453,47,1.7086074498567334,4.257939828080229,0.5074183381088825
CA_33471,61,3.169971346704871,4.293212034383954,0.7632808022922636
CA_33486,61,3.4871977077363896,4.494464183381089,0.7638338108882521
CA_33489,61,1.685836676217765,3.993429799426934,0.49089971346704875
CA_33493,61,2.791862464183381,4.033739255014327,0.7217994269340974
CA_33498,61,2.236131805157593,4.016372492836676,0.5549340974212035
CA_33525,61,3.049386819484241,4.050532951289398,0.7147908309455587
CA_33557,61,3.1567965616045846,4.140017191977077,0.793214899713467
CA_33581,61,2.0433753581661893,4.2331117478510025,0.5614183381088825
CA_33611,61,2.1911690544412608,4.050532951289398,0.6358968481375358
CA_33629,61,3.5575787965616046,4.13965329512894,0.8829025787965615
CA_33638,37,2.363684813753582,4.220856733524355,0.5473896848137535
CA_33674,47,3.731879656160458,4.0970687679083095,0.9518595988538683
CA_33706,36,3.344277936962751,4.249137535816619,0.7779083094555874
CA_33710,0,3.588174785100286,4.241398280802293,0.8681289398280801
CA_33732,61,2.279160458452722,4.421461318051576,0.46318624641833805
CA_33809,36,1.4766618911174785,4.2329083094555875,0.40065042979942694
CA_33825,47,2.209687679083095,4.234707736389685,0.5538853868194843
CA_33854,37,3.7098825214899716,4.234707736389685,0.7887020057306591
CA_33889,61,3.6121719197707733,4.147232091690545,0.9192636103151862
CA_33893,61,1.4217908309455587,4.231283667621777,0.41284527220630374
CA_33928,61,3.3858510028653295,4.293212034383954,0.8274957020057306
CA_33940,241,2.0314412607449857,4.282065902578797,0.5310945558739255
CA_33941,36,2.1827421203438395,4.246404011461317,0.4753123209169055
CA_33976,61,3.506186246418338,4.277936962750716,0.8103438395415473
CA_34025,61,2.456489971346705,4.246404011461317,0.5811661891117479
CA_34035,47,2.4908968481375355,4.246404011461317,0.6183381088825215
CA_34079,61,2.738240687679083,4.246404011461317,0.6378739255014326
CA_34080,61,2.8752578796561608,4.246404011461317,0.6914957020057306
CA_34082,61,1.5199856733524355,4.246404011461317,0.46528653295128936
CA_34095,61,3.3619885386819486,4.246404011461317,0.7774040114613181
CA_34117,61,3.0779197707736388,4.333530085959885,0.7164985673352435
CA_34128,47,3.2265530085959884,4.313919770773639,0.7829598853868195
CA_34163,47,2.9870085959885384,4.36810888252149,0.6932320916905443
CA_34176,61,3.468401146131805,4.332830945558739,0.8770343839541547
CA_34187,47,3.0873381088825216,4.332830945558739,0.7657879656160458
CA_34188,47,3.6792005730659025,4.332830945558739,0.9066618911174785
CA_34217,61,3.3529025787965616,4.536275071633238,0.7304527220630372
CA_34221,47,3.0523037249283664,4.536275071633238,0.672647564469914
CA_34224,47,3.141005730659026,4.536275071633238,0.6870687679083095
CA_34225,61,3.2333610315186245,4.461813753581662,0.7512378223495703
CA_34226,69,3.3633810888252147,4.350747851002866,0.7434899713467049
CA_34235,47,3.2961518624641832,4.350747851002866,0.7889197707736388
CA_34281,61,3.0199942693409745,4.311401146131805,0.7090171919770774
CA_34296,47,1.8058825214899714,4.424638968481376,0.44955300859598857
CA_34388,36,3.6077478510028653,4.414598853868195,0.8293352435530086
CA_34433,47,2.653111747851003,4.365535816618911,0.6279627507163323
CA_34448,241,3.0629169054441263,4.472277936962751,0.679647564469914
CA_34456,241,3.490432664756447,4.4737421203438394,0.7453209169054442
CA_34482,241,1.5480315186246418,4.374312320916905,0.4204555873925502
CA_34494,47,2.507180515759312,4.439160458452722,0.6456704871060172
CA_34502,47,2.014300859598854,4.311401146131805,0.5351203438395415
CA_34505,61,2.9559312320916904,4.453252148997135,0.7174068767908309
CA_34506,61,2.4784212034383954,4.453252148997135,0.6307478510028653
CA_34559,47,1.7608968481375358,4.456724928366762,0.43435816618911177
CA_34561,241,3.2996647564469916,4.453252148997135,0.7669914040114614
CA_34583,241,2.7441719197707735,4.453252148997135,0.593650429799427
CA_34595,47,3.2888424068767907,4.372779369627507,0.7891060171919771
CA_34604,241,3.186859598853868,4.444853868194842,0.7362263610315186
CA_34644,241,2.5970458452722065,4.435074498567335,0.6128968481375359
CA_34664,36,2.482343839541547,4.435074498567335,0.6114498567335244
CA_34674,47,1.778922636103152,4.435074498567335,0.5297507163323782
CA_34711,61,3.1005300859598854,4.472277936962751,0.6845759312320917
CA_34718,47,2.599650429799427,4.472277936962751,0.6099025787965616
CA_34725,241,3.0728051575931237,4.453252148997135,0.7022722063037249
CA_34728,61,3.124510028653295,4.453252148997135,0.7112263610315186
CA_34748,47,1.526790830945559,4.541885386819484,0.40050143266475646
CA_34763,47,3.080699140401146,4.614859598853868,0.6635415472779369
CA_34773,36,3.74956446991404,4.563381088825214,0.8087020057306591
CA_34826,241,2.7723409742120344,4.210914040114613,0.6995272206303724
CA_34849,47,3.4428825214899716,4.2011346704871055,0.8439684813753582
CA_34874,37,3.9718997134670486,4.459702005730659,0.8429340974212034
CA_34925,241,3.105323782234957,4.473538681948424,0.729323782234957
CA_34927,241,3.2071146131805155,4.473538681948424,0.7563094555873926
CA_34962,47,4.117071633237822,4.48276217765043,0.9110888252148996
CA_34972,241,2.8061518624641835,4.39380229226361,0.6384928366762178
CA_34975,241,3.7325558739255014,4.439292263610316,0.8500974212034385
CA_35002,241,3.054561604584527,4.473538681948424,0.6834928366762177
CA_35030,36,3.241681948424069,4.187873925501433,0.733134670487106
CA_35040,241,3.491160458452722,4.210914040114613,0.8336819484240687
CA_35042,36,3.593369627507163,4.210914040114613,0.8357879656160458
CA_35048,61,3.363349570200573,4.2011346704871055,0.8451977077363897
CA_35049,47,3.4833209169054444,4.32404011461318,0.8199083094555875
CA_35058,47,2.885515759312321,4.36763323782235,0.618702005730659
CA_35059,61,3.9595501432664757,4.36763323782235,0.8428710601719197
CA_35070,61,3.580908309455588,4.210914040114613,0.8639598853868194
