field_id,crop,time,expected_et,expected_eto,expected_etof
CA_105521,47,2024-01-01,0.896,1.283,0.698
CA_105521,47,2024-01-02,0.891,1.283,0.694
CA_105521,47,2024-01-03,1.202,1.742,0.69
CA_105521,47,2024-01-04,1.51,2.2,0.686
CA_105521,47,2024-01-05,1.188,1.742,0.682
CA_105521,47,2024-01-06,1.741,2.567,0.678
CA_105521,47,2024-01-07,1.236,1.833,0.674
CA_105521,47,2024-01-08,1.598,2.383,0.67
CA_105521,47,2024-01-09,1.527,2.292,0.666
CA_105521,47,2024-01-10,1.093,1.65,0.662
CA_105521,47,2024-01-11,1.147,1.742,0.658
CA_105521,47,2024-01-12,0.9,1.375,0.654
CA_105521,47,2024-01-13,1.073,1.65,0.65
CA_105521,47,2024-01-14,1.061,1.65,0.643
CA_105521,47,2024-01-15,1.108,1.742,0.636
CA_105521,47,2024-01-16,1.557,2.475,0.629
CA_105521,47,2024-01-17,0.969,1.558,0.622
CA_105521,47,2024-01-18,0.902,1.467,0.615
CA_105521,47,2024-01-19,1.393,2.292,0.608
CA_105521,47,2024-01-20,0.771,1.283,0.601
CA_105521,47,2024-01-21,1.089,1.833,0.594
CA_105521,47,2024-01-22,1.129,1.925,0.587
CA_105521,47,2024-01-23,1.116,1.925,0.58
CA_105521,47,2024-01-24,0.945,1.65,0.573
CA_105521,47,2024-01-25,0.933,1.65,0.565
CA_105521,47,2024-01-26,1.689,3.025,0.558
CA_105521,47,2024-01-27,2.325,4.217,0.551
CA_105521,47,2024-01-28,1.796,3.3,0.544
CA_105521,47,2024-01-29,1.822,3.392,0.537
CA_105521,47,2024-01-30,1.384,2.475,0.559
CA_105521,47,2024-01-31,1.599,2.75,0.581
CA_105521,47,2024-02-01,0.839,1.39,0.603
CA_105521,47,2024-02-02,1.217,1.946,0.625
CA_105521,47,2024-02-03,1.14,1.761,0.647
CA_105521,47,2024-02-04,1.489,2.224,0.67
CA_105521,47,2024-02-05,0.577,0.834,0.692
CA_105521,47,2024-02-06,0.926,1.297,0.714
CA_105521,47,2024-02-07,1.295,1.761,0.736
CA_105521,47,2024-02-08,1.334,1.761,0.758
CA_105521,47,2024-02-09,1.156,1.483,0.78
