time,etof
2016-01-01,0.667
2016-01-02,0.667
2016-01-03,0.667
2016-01-04,0.667
2016-01-05,0.667
2016-01-06,0.667
2016-01-07,0.667
2016-01-08,0.667
2016-01-09,0.667
2016-01-10,0.667
2016-01-11,0.667
2016-01-12,0.667
2016-01-13,0.667
2016-01-14,0.667
2016-01-15,0.667
2016-01-16,0.667
2016-01-17,0.667
2016-01-18,0.667
2016-01-19,0.667
2016-01-20,0.667
2016-01-21,0.667
2016-01-22,0.667
2016-01-23,0.667
2016-01-24,0.667
2016-01-25,0.667
2016-01-26,0.667
2016-01-27,0.667
2016-01-28,0.681
2016-01-29,0.694
2016-01-30,0.708
2016-01-31,0.722
2016-02-01,0.736
2016-02-02,0.749
2016-02-03,0.763
2016-02-04,0.777
2016-02-05,0.791
2016-02-06,0.805
2016-02-07,0.818
2016-02-08,0.832
2016-02-09,0.846
2016-02-10,0.86
2016-02-11,0.873
2016-02-12,0.887
2016-02-13,0.901
2016-02-14,0.915
2016-02-15,0.929
2016-02-16,0.942
2016-02-17,0.956
2016-02-18,0.97
2016-02-19,0.984
2016-02-20,0.998
2016-02-21,0.997
2016-02-22,0.997
2016-02-23,0.996
2016-02-24,0.995
2016-02-25,0.995
2016-02-26,0.994
2016-02-27,0.994
2016-02-28,0.993
2016-02-29,0.993
2016-03-01,0.992
2016-03-02,0.992
2016-03-03,0.991
2016-03-04,0.991
2016-03-05,0.99
2016-03-06,0.99
2016-03-07,0.989
2016-03-08,0.989
2016-03-09,0.988
2016-03-10,0.988
2016-03-11,0.987
2016-03-12,0.987
2016-03-13,0.986
2016-03-14,0.986
2016-03-15,0.985
2016-03-16,0.979
2016-03-17,0.973
2016-03-18,0.967
2016-03-19,0.961
2016-03-20,0.955
2016-03-21,0.948
2016-03-22,0.942
2016-03-23,0.936
2016-03-24,0.956
2016-03-25,0.976
2016-03-26,0.995
2016-03-27,1.015
2016-03-28,1.035
2016-03-29,1.055
2016-03-30,1.075
2016-03-31,1.094
2016-04-01,1.075
2016-04-02,1.057
2016-04-03,1.038
2016-04-04,1.019
2016-04-05,1.0
2016-04-06,0.981
2016-04-07,0.962
2016-04-08,0.943
2016-04-09,0.932
2016-04-10,0.92
2016-04-11,0.909
2016-04-12,0.897
2016-04-13,0.885
2016-04-14,0.874
2016-04-15,0.862
2016-04-16,0.85
2016-04-17,0.876
2016-04-18,0.901
2016-04-19,0.926
2016-04-20,0.951
2016-04-21,0.976
2016-04-22,1.001
2016-04-23,1.027
2016-04-24,1.052
2016-04-25,1.04
2016-04-26,1.027
2016-04-27,1.015
2016-04-28,1.003
2016-04-29,0.991
2016-04-30,0.979
2016-05-01,0.967
2016-05-02,0.955
2016-05-03,0.959
2016-05-04,0.963
2016-05-05,0.968
2016-05-06,0.972
2016-05-07,0.976
2016-05-08,0.981
2016-05-09,0.985
2016-05-10,0.99
2016-05-11,0.994
2016-05-12,0.998
2016-05-13,1.002
2016-05-14,1.006
2016-05-15,1.01
2016-05-16,1.014
2016-05-17,1.019
2016-05-18,1.023
2016-05-19,1.027
2016-05-20,1.031
2016-05-21,1.035
2016-05-22,1.039
2016-05-23,1.043
2016-05-24,1.048
2016-05-25,1.052
2016-05-26,1.056
2016-05-27,1.051
2016-05-28,1.047
2016-05-29,1.042
2016-05-30,1.037
2016-05-31,1.033
2016-06-01,1.028
2016-06-02,1.023
2016-06-03,1.019
2016-06-04,1.014
2016-06-05,1.009
2016-06-06,1.005
2016-06-07,1.0
2016-06-08,0.996
2016-06-09,0.991
2016-06-10,0.986
2016-06-11,0.982
2016-06-12,0.992
2016-06-13,1.002
2016-06-14,1.012
2016-06-15,1.022
2016-06-16,1.032
2016-06-17,1.042
2016-06-18,1.052
2016-06-19,1.062
2016-06-20,1.051
2016-06-21,1.04
2016-06-22,1.029
2016-06-23,1.018
2016-06-24,1.006
2016-06-25,0.995
2016-06-26,0.984
2016-06-27,0.973
2016-06-28,0.996
2016-06-29,1.019
2016-06-30,1.042
2016-07-01,1.066
2016-07-02,1.089
2016-07-03,1.112
2016-07-04,1.135
2016-07-05,1.158
2016-07-06,1.144
2016-07-07,1.13
2016-07-08,1.115
2016-07-09,1.101
2016-07-10,1.087
2016-07-11,1.073
2016-07-12,1.058
2016-07-13,1.044
2016-07-14,1.045
