time,et
2016-01-01,1.46
2016-01-02,1.251
2016-01-03,1.043
2016-01-04,0.313
2016-01-05,0.313
2016-01-06,0.313
2016-01-07,0.521
2016-01-08,0.521
2016-01-09,0.417
2016-01-10,0.73
2016-01-11,0.818
2016-01-12,0.601
2016-01-13,0.294
2016-01-14,0.288
2016-01-15,0.47
2016-01-16,0.367
2016-01-17,0.269
2016-01-18,0.526
2016-01-19,0.514
2016-01-20,0.668
2016-01-21,0.57
2016-01-22,0.238
2016-01-23,0.464
2016-01-24,0.677
2016-01-25,0.659
2016-01-26,0.711
2016-01-27,0.963
2016-01-28,0.54
2016-01-29,0.24
2016-01-30,0.997
2016-01-31,2.324
2016-02-01,3.017
2016-02-02,1.77
2016-02-03,1.914
2016-02-04,2.064
2016-02-05,1.942
2016-02-06,2.381
2016-02-07,3.135
2016-02-08,2.921
2016-02-09,2.173
2016-02-10,2.124
2016-02-11,1.961
2016-02-12,1.67
2016-02-13,2.316
2016-02-14,3.175
2016-02-15,2.59
2016-02-16,1.65
2016-02-17,1.287
2016-02-18,2.21
2016-02-19,1.492
2016-02-20,1.842
2016-02-21,1.554
2016-02-22,1.619
2016-02-23,1.474
2016-02-24,1.259
2016-02-25,1.116
2016-02-26,0.973
2016-02-27,1.317
2016-02-28,1.451
2016-02-29,1.377
2016-03-01,1.91
2016-03-02,1.762
2016-03-03,0.914
2016-03-04,1.051
2016-03-05,0.419
2016-03-06,0.974
2016-03-07,1.248
2016-03-08,1.037
2016-03-09,0.551
2016-03-10,0.343
2016-03-11,0.411
2016-03-12,0.887
2016-03-13,1.088
2016-03-14,1.423
2016-03-15,1.756
2016-03-16,2.494
2016-03-17,2.557
2016-03-18,2.474
2016-03-19,2.235
2016-03-20,0.991
2016-03-21,0.858
2016-03-22,2.152
2016-03-23,2.332
2016-03-24,2.26
2016-03-25,2.726
2016-03-26,2.863
2016-03-27,2.288
2016-03-28,2.342
2016-03-29,2.695
2016-03-30,2.756
2016-03-31,2.78
2016-04-01,2.712
2016-04-02,2.697
2016-04-03,2.973
2016-04-04,3.245
2016-04-05,4.16
2016-04-06,4.137
2016-04-07,3.051
2016-04-08,2.399
2016-04-09,0.772
2016-04-10,0.977
2016-04-11,2.081
2016-04-12,2.277
2016-04-13,2.744
2016-04-14,2.251
2016-04-15,3.594
2016-04-16,3.988
2016-04-17,3.263
2016-04-18,3.343
2016-04-19,3.416
