time,etof
2016-01-01,0.197
2016-01-02,0.197
2016-01-03,0.197
2016-01-04,0.197
2016-01-05,0.197
2016-01-06,0.197
2016-01-07,0.197
2016-01-08,0.197
2016-01-09,0.197
2016-01-10,0.197
2016-01-11,0.307
2016-01-12,0.417
2016-01-13,0.527
2016-01-14,0.637
2016-01-15,0.746
2016-01-16,0.856
2016-01-17,0.966
2016-01-18,1.076
2016-01-19,0.982
2016-01-20,0.888
2016-01-21,0.794
2016-01-22,0.701
2016-01-23,0.607
2016-01-24,0.513
2016-01-25,0.419
2016-01-26,0.325
2016-01-27,0.222
2016-01-28,0.208
2016-01-29,0.193
2016-01-30,0.179
2016-01-31,0.164
2016-02-01,0.149
2016-02-02,0.135
2016-02-03,0.12
2016-02-04,0.106
2016-02-05,0.091
2016-02-06,0.076
2016-02-07,0.062
2016-02-08,0.047
2016-02-09,0.033
2016-02-10,0.018
2016-02-11,0.004
2016-02-12,0.018
2016-02-13,0.033
2016-02-14,0.047
2016-02-15,0.062
2016-02-16,0.077
2016-02-17,0.091
2016-02-18,0.106
2016-02-19,0.121
2016-02-20,0.135
2016-02-21,0.15
2016-02-22,0.165
2016-02-23,0.179
2016-02-24,0.194
2016-02-25,0.209
2016-02-26,0.223
2016-02-27,0.238
2016-02-28,0.252
2016-02-29,0.267
2016-03-01,0.282
2016-03-02,0.296
2016-03-03,0.311
2016-03-04,0.326
2016-03-05,0.34
2016-03-06,0.355
2016-03-07,0.37
2016-03-08,0.384
2016-03-09,0.399
2016-03-10,0.414
2016-03-11,0.428
2016-03-12,0.443
2016-03-13,0.457
2016-03-14,0.472
2016-03-15,0.452
2016-03-16,0.431
2016-03-17,0.411
2016-03-18,0.391
2016-03-19,0.37
2016-03-20,0.35
2016-03-21,0.33
2016-03-22,0.309
2016-03-23,0.289
2016-03-24,0.281
2016-03-25,0.273
2016-03-26,0.265
2016-03-27,0.257
2016-03-28,0.25
2016-03-29,0.242
2016-03-30,0.234
2016-03-31,0.216
2016-04-01,0.199
2016-04-02,0.182
2016-04-03,0.164
2016-04-04,0.147
2016-04-05,0.129
2016-04-06,0.112
2016-04-07,0.095
2016-04-08,0.322
2016-04-09,0.353
2016-04-10,0.384
2016-04-11,0.416
2016-04-12,0.447
2016-04-13,0.478
2016-04-14,0.509
2016-04-15,0.541
2016-04-16,0.524
2016-04-17,0.508
2016-04-18,0.492
2016-04-19,0.476
2016-04-20,0.459
2016-04-21,0.443
2016-04-22,0.427
2016-04-23,0.41
2016-04-24,0.394
2016-04-25,0.368
2016-04-26,0.342
2016-04-27,0.316
2016-04-28,0.289
2016-04-29,0.263
2016-04-30,0.237
2016-05-01,0.211
2016-05-02,0.09
2016-05-03,0.183
2016-05-04,0.275
2016-05-05,0.368
2016-05-06,0.461
2016-05-07,0.553
2016-05-08,0.646
2016-05-09,0.739
2016-05-10,0.964
2016-05-11,0.937
2016-05-12,0.91
2016-05-13,0.883
2016-05-14,0.856
2016-05-15,0.828
2016-05-16,0.801
2016-05-17,0.774
2016-05-18,0.747
2016-05-19,0.754
2016-05-20,0.761
2016-05-21,0.768
2016-05-22,0.775
2016-05-23,0.782
2016-05-24,0.789
2016-05-25,0.796
2016-05-26,0.942
2016-05-27,0.969
2016-05-28,0.996
2016-05-29,1.023
2016-05-30,1.05
2016-05-31,1.077
2016-06-01,1.104
2016-06-02,1.131
2016-06-03,1.106
2016-06-04,1.082
2016-06-05,1.057
2016-06-06,1.033
2016-06-07,1.009
2016-06-08,0.984
2016-06-09,0.96
2016-06-10,0.935
2016-06-11,0.911
2016-06-12,0.918
2016-06-13,0.925
2016-06-14,0.932
2016-06-15,0.939
2016-06-16,0.946
2016-06-17,0.954
2016-06-18,0.961
2016-06-19,0.95
2016-06-20,0.965
2016-06-21,0.981
2016-06-22,0.996
2016-06-23,1.012
2016-06-24,1.027
2016-06-25,1.043
2016-06-26,1.059
2016-06-27,1.018
2016-06-28,1.041
2016-06-29,1.064
2016-06-30,1.087
2016-07-01,1.11
2016-07-02,1.133
2016-07-03,1.157
2016-07-04,1.18
2016-07-05,1.2
2016-07-06,1.191
2016-07-07,1.182
2016-07-08,1.173
2016-07-09,1.164
2016-07-10,1.154
2016-07-11,1.145
2016-07-12,1.136
2016-07-13,1.127
2016-07-14,1.129
2016-07-15,1.132
2016-07-16,1.135
2016-07-17,1.137
2016-07-18,1.14
2016-07-19,1.143
2016-07-20,1.145
2016-07-21,1.117
2016-07-22,1.111
2016-07-23,1.106
2016-07-24,1.101
2016-07-25,1.095
2016-07-26,1.09
2016-07-27,1.085
2016-07-28,1.08
2016-07-29,1.067
2016-07-30,1.09
2016-07-31,1.112
2016-08-01,1.134
2016-08-02,1.157
2016-08-03,1.179
2016-08-04,1.201
2016-08-05,1.224
2016-08-06,1.128
2016-08-07,1.118
2016-08-08,1.108
2016-08-09,1.097
2016-08-10,1.087
2016-08-11,1.077
2016-08-12,1.066
2016-08-13,1.056
2016-08-14,1.046
2016-08-15,1.046
2016-08-16,1.045
2016-08-17,1.045
2016-08-18,1.045
2016-08-19,1.045
2016-08-20,1.045
2016-08-21,1.045
2016-08-22,0.959
2016-08-23,0.952
2016-08-24,0.945
2016-08-25,0.938
2016-08-26,0.931
2016-08-27,0.924
2016-08-28,0.917
2016-08-29,0.91
2016-08-30,0.9
2016-08-31,0.893
2016-09-01,0.885
2016-09-02,0.878
2016-09-03,0.871
2016-09-04,0.864
2016-09-05,0.856
2016-09-06,0.849
2016-09-07,0.785
2016-09-08,0.791
2016-09-09,0.796
2016-09-10,0.802
2016-09-11,0.808
2016-09-12,0.814
2016-09-13,0.819
2016-09-14,0.825
2016-09-15,0.831
2016-09-16,0.815
2016-09-17,0.8
2016-09-18,0.784
2016-09-19,0.768
2016-09-20,0.752
2016-09-21,0.737
2016-09-22,0.721
2016-09-23,0.552
2016-09-24,0.517
2016-09-25,0.482
2016-09-26,0.448
2016-09-27,0.413
2016-09-28,0.378
2016-09-29,0.344
2016-09-30,0.309
2016-10-01,0.275
2016-10-02,0.247
2016-10-03,0.22
2016-10-04,0.193
2016-10-05,0.165
2016-10-06,0.138
2016-10-07,0.111
2016-10-08,0.084
2016-10-09,0.088
2016-10-10,0.104
2016-10-11,0.119
2016-10-12,0.135
2016-10-13,0.15
2016-10-14,0.165
2016-10-15,0.181
2016-10-16,0.196
2016-10-17,0.212
2016-10-18,0.205
2016-10-19,0.197
2016-10-20,0.19
2016-10-21,0.183
2016-10-22,0.176
2016-10-23,0.169
2016-10-24,0.162
2016-10-25,0.155
2016-10-26,0.148
2016-10-27,0.141
2016-10-28,0.133
2016-10-29,0.126
2016-10-30,0.119
2016-10-31,0.112
2016-11-01,0.105
2016-11-02,0.098
2016-11-03,0.182
2016-11-04,0.266
2016-11-05,0.35
2016-11-06,0.435
2016-11-07,0.519
2016-11-08,0.603
2016-11-09,0.687
2016-11-10,0.623
2016-11-11,0.559
2016-11-12,0.495
2016-11-13,0.431
2016-11-14,0.367
2016-11-15,0.303
2016-11-16,0.239
2016-11-17,0.175
2016-11-18,0.198
2016-11-19,0.204
2016-11-20,0.209
2016-11-21,0.215
2016-11-22,0.221
2016-11-23,0.227
2016-11-24,0.233
2016-11-25,0.238
2016-11-26,0.244
2016-11-27,0.25
2016-11-28,0.256
2016-11-29,0.261
2016-11-30,0.267
2016-12-01,0.273
2016-12-02,0.279
2016-12-03,0.285
2016-12-04,0.29
2016-12-05,0.296
2016-12-06,0.302
2016-12-07,0.308
2016-12-08,0.314
2016-12-09,0.319
2016-12-10,0.325
2016-12-11,0.331
2016-12-12,0.337
2016-12-13,0.341
2016-12-14,0.346
2016-12-15,0.35
2016-12-16,0.355
2016-12-17,0.359
2016-12-18,0.363
2016-12-19,0.368
2016-12-20,0.372
2016-12-21,0.377
2016-12-22,0.381
2016-12-23,0.386
2016-12-24,0.39
2016-12-25,0.395
2016-12-26,0.399
2016-12-27,0.403
2016-12-28,0.408
2016-12-29,0.465
2016-12-30,0.521
2016-12-31,0.578
2017-01-01,0.635
2017-01-02,0.691
2017-01-03,0.748
2017-01-04,0.805
2017-01-05,0.862
2017-01-06,0.821
2017-01-07,0.78
2017-01-08,0.739
2017-01-09,0.698
2017-01-10,0.656
2017-01-11,0.615
2017-01-12,0.574
2017-01-13,0.533
2017-01-14,0.5
2017-01-15,0.467
2017-01-16,0.434
2017-01-17,0.401
2017-01-18,0.368
2017-01-19,0.335
2017-01-20,0.302
2017-01-21,0.269
2017-01-22,0.274
2017-01-23,0.279
2017-01-24,0.284
2017-01-25,0.289
2017-01-26,0.294
2017-01-27,0.299
2017-01-28,0.304
2017-01-29,0.31
2017-01-30,0.315
2017-01-31,0.32
2017-02-01,0.325
2017-02-02,0.33
2017-02-03,0.335
2017-02-04,0.34
2017-02-05,0.346
2017-02-06,0.351
2017-02-07,0.356
2017-02-08,0.361
2017-02-09,0.366
2017-02-10,0.371
2017-02-11,0.376
2017-02-12,0.381
2017-02-13,0.387
2017-02-14,0.392
2017-02-15,0.397
2017-02-16,0.402
2017-02-17,0.407
2017-02-18,0.412
2017-02-19,0.417
2017-02-20,0.423
2017-02-21,0.428
2017-02-22,0.433
2017-02-23,0.438
2017-02-24,0.443
2017-02-25,0.448
2017-02-26,0.453
2017-02-27,0.458
2017-02-28,0.464
2017-03-01,0.469
2017-03-02,0.446
2017-03-03,0.424
2017-03-04,0.401
2017-03-05,0.379
2017-03-06,0.356
2017-03-07,0.334
2017-03-08,0.311
2017-03-09,0.289
2017-03-10,0.267
2017-03-11,0.244
2017-03-12,0.222
2017-03-13,0.199
2017-03-14,0.177
2017-03-15,0.154
2017-03-16,0.132
2017-03-17,0.109
2017-03-18,0.112
2017-03-19,0.115
2017-03-20,0.118
2017-03-21,0.121
2017-03-22,0.124
2017-03-23,0.126
2017-03-24,0.129
