time,eto
2016-01-01,2.172
2016-01-02,2.172
2016-01-03,2.081
2016-01-04,0.905
2016-01-05,0.633
2016-01-06,0.724
2016-01-07,0.905
2016-01-08,1.176
2016-01-09,1.176
2016-01-10,0.905
2016-01-11,1.81
2016-01-12,2.353
2016-01-13,1.81
2016-01-14,1.448
2016-01-15,1.267
2016-01-16,1.267
2016-01-17,1.719
2016-01-18,1.448
2016-01-19,1.448
2016-01-20,1.629
2016-01-21,3.348
2016-01-22,2.353
2016-01-23,1.629
2016-01-24,1.81
2016-01-25,2.172
2016-01-26,2.805
2016-01-27,2.805
2016-01-28,2.443
2016-01-29,2.715
2016-01-30,1.719
2016-01-31,2.172
2016-02-01,6.517
2016-02-02,3.801
2016-02-03,2.625
2016-02-04,3.801
2016-02-05,3.801
2016-02-06,3.62
2016-02-07,4.163
2016-02-08,4.887
2016-02-09,5.068
2016-02-10,3.439
2016-02-11,3.077
2016-02-12,3.258
2016-02-13,3.349
2016-02-14,4.344
2016-02-15,4.435
2016-02-16,3.711
2016-02-17,3.258
2016-02-18,2.353
2016-02-19,2.715
2016-02-20,2.896
2016-02-21,3.439
2016-02-22,3.349
2016-02-23,3.439
2016-02-24,3.801
2016-02-25,3.349
2016-02-26,3.168
2016-02-27,2.715
2016-02-28,2.715
2016-02-29,2.625
2016-03-01,4.101
2016-03-02,3.815
2016-03-03,3.91
2016-03-04,3.528
2016-03-05,2.384
2016-03-06,2.193
2016-03-07,1.526
2016-03-08,3.147
2016-03-09,3.433
2016-03-10,4.005
2016-03-11,2.479
2016-03-12,2.766
2016-03-13,2.861
2016-03-14,2.575
2016-03-15,4.196
2016-03-16,4.864
2016-03-17,4.291
2016-03-18,4.101
2016-03-19,4.196
2016-03-20,4.196
2016-03-21,4.005
2016-03-22,3.815
2016-03-23,4.768
2016-03-24,5.34
2016-03-25,4.578
2016-03-26,4.387
2016-03-27,4.291
2016-03-28,2.575
2016-03-29,3.147
2016-03-30,2.575
2016-03-31,3.91
2016-04-01,4.179
2016-04-02,4.654
2016-04-03,4.939
2016-04-04,4.749
2016-04-05,5.224
2016-04-06,6.364
2016-04-07,2.279
2016-04-08,1.52
2016-04-09,2.564
2016-04-10,1.995
2016-04-11,2.849
2016-04-12,3.989
2016-04-13,4.274
2016-04-14,4.464
2016-04-15,5.034
2016-04-16,5.984
2016-04-17,5.699
2016-04-18,5.794
2016-04-19,6.174
2016-04-20,6.079
2016-04-21,5.889
2016-04-22,4.844
2016-04-23,4.844
2016-04-24,4.939
2016-04-25,3.799
2016-04-26,4.369
2016-04-27,4.654
2016-04-28,3.514
2016-04-29,4.369
2016-04-30,3.134
2016-05-01,4.803
2016-05-02,5.091
2016-05-03,5.86
2016-05-04,5.38
2016-05-05,3.362
2016-05-06,2.306
2016-05-07,2.498
2016-05-08,3.843
2016-05-09,4.611
