time,eto
2016-01-01,1.236
2016-01-02,1.154
2016-01-03,0.494
2016-01-04,0.824
2016-01-05,0.659
2016-01-06,0.577
2016-01-07,0.742
2016-01-08,0.577
2016-01-09,0.412
2016-01-10,0.989
2016-01-11,1.071
2016-01-12,0.824
2016-01-13,0.742
2016-01-14,0.247
2016-01-15,0.659
2016-01-16,0.742
2016-01-17,0.742
2016-01-18,0.659
2016-01-19,1.071
2016-01-20,0.906
2016-01-21,0.989
2016-01-22,1.071
2016-01-23,0.906
2016-01-24,0.989
2016-01-25,0.906
2016-01-26,0.824
2016-01-27,1.236
2016-01-28,0.577
2016-01-29,0.577
2016-01-30,1.483
2016-01-31,2.637
2016-02-01,2.558
2016-02-02,1.705
2016-02-03,2.325
2016-02-04,1.86
2016-02-05,1.705
2016-02-06,1.783
2016-02-07,2.015
2016-02-08,2.635
2016-02-09,1.86
2016-02-10,1.55
2016-02-11,1.705
2016-02-12,2.248
2016-02-13,2.79
2016-02-14,2.868
2016-02-15,2.325
2016-02-16,2.015
2016-02-17,1.55
2016-02-18,2.558
2016-02-19,1.705
2016-02-20,2.093
2016-02-21,1.783
2016-02-22,1.473
2016-02-23,1.395
2016-02-24,1.24
2016-02-25,1.163
2016-02-26,0.93
2016-02-27,1.473
2016-02-28,1.705
2016-02-29,1.55
2016-03-01,2.021
2016-03-02,2.183
2016-03-03,1.536
2016-03-04,1.779
2016-03-05,1.455
2016-03-06,1.617
2016-03-07,2.183
2016-03-08,1.375
2016-03-09,1.132
2016-03-10,1.051
2016-03-11,1.132
2016-03-12,1.617
2016-03-13,1.698
2016-03-14,1.86
2016-03-15,2.587
2016-03-16,2.668
2016-03-17,2.911
2016-03-18,2.507
2016-03-19,2.426
2016-03-20,1.375
2016-03-21,1.536
2016-03-22,2.668
2016-03-23,2.507
2016-03-24,3.073
2016-03-25,3.477
2016-03-26,3.558
2016-03-27,3.153
2016-03-28,2.992
2016-03-29,2.83
2016-03-30,2.749
2016-03-31,2.83
2016-04-01,2.754
2016-04-02,3.005
2016-04-03,3.088
2016-04-04,4.257
2016-04-05,4.424
2016-04-06,5.425
2016-04-07,3.088
2016-04-08,2.671
2016-04-09,1.002
2016-04-10,1.502
2016-04-11,2.838
2016-04-12,3.255
2016-04-13,3.255
2016-04-14,2.921
2016-04-15,4.674
2016-04-16,4.34
2016-04-17,4.591
2016-04-18,4.507
2016-04-19,3.673
2016-04-20,3.589
2016-04-21,2.754
2016-04-22,1.92
2016-04-23,3.339
2016-04-24,3.673
2016-04-25,4.257
2016-04-26,3.589
2016-04-27,2.838
2016-04-28,4.424
2016-04-29,4.424
2016-04-30,5.425
2016-05-01,4.878
2016-05-02,3.72
2016-05-03,3.307
2016-05-04,3.224
2016-05-05,2.976
2016-05-06,2.315
2016-05-07,1.075
2016-05-08,3.142
2016-05-09,3.307
2016-05-10,3.803
2016-05-11,3.555
2016-05-12,3.555
2016-05-13,3.638
2016-05-14,3.307
2016-05-15,4.795
2016-05-16,5.126
2016-05-17,6.366
2016-05-18,5.953
2016-05-19,4.878
2016-05-20,3.886
2016-05-21,2.48
2016-05-22,3.307
2016-05-23,3.968
2016-05-24,3.555
2016-05-25,4.051
2016-05-26,4.299
2016-05-27,5.374
2016-05-28,5.539
2016-05-29,4.464
2016-05-30,5.208
2016-05-31,5.622
2016-06-01,4.62
2016-06-02,5.35
2016-06-03,6.403
2016-06-04,4.701
2016-06-05,5.106
2016-06-06,3.972
2016-06-07,4.053
2016-06-08,4.296
2016-06-09,4.296
2016-06-10,5.106
2016-06-11,5.836
2016-06-12,4.539
2016-06-13,5.755
2016-06-14,4.782
2016-06-15,3.242
2016-06-16,4.053
2016-06-17,2.513
