time,eto
2016-01-01,2.061
2016-01-02,1.401
2016-01-03,0.907
2016-01-04,0.412
2016-01-05,0.33
2016-01-06,0.412
2016-01-07,0.412
2016-01-08,0.577
2016-01-09,0.412
2016-01-10,0.824
2016-01-11,0.742
2016-01-12,1.236
2016-01-13,0.989
2016-01-14,0.165
2016-01-15,0.577
2016-01-16,0.659
2016-01-17,0.33
2016-01-18,1.154
2016-01-19,1.401
2016-01-20,0.742
2016-01-21,0.659
2016-01-22,0.412
2016-01-23,1.154
2016-01-24,0.659
2016-01-25,0.989
2016-01-26,1.072
2016-01-27,1.072
2016-01-28,0.577
2016-01-29,0.659
2016-01-30,0.907
2016-01-31,2.967
2016-02-01,3.386
2016-02-02,1.693
2016-02-03,2.228
2016-02-04,2.673
2016-02-05,2.049
2016-02-06,2.495
2016-02-07,4.455
2016-02-08,4.01
2016-02-09,2.406
2016-02-10,1.96
2016-02-11,1.782
2016-02-12,2.139
2016-02-13,2.673
2016-02-14,4.01
2016-02-15,2.584
2016-02-16,2.673
2016-02-17,0.891
2016-02-18,3.564
2016-02-19,2.139
2016-02-20,2.049
2016-02-21,1.604
2016-02-22,2.406
2016-02-23,2.584
2016-02-24,1.782
2016-02-25,1.782
2016-02-26,1.158
2016-02-27,1.158
2016-02-28,1.515
2016-02-29,1.871
2016-03-01,2.56
2016-03-02,1.589
2016-03-03,1.147
2016-03-04,1.677
2016-03-05,0.883
2016-03-06,1.942
2016-03-07,2.118
2016-03-08,1.677
2016-03-09,1.236
2016-03-10,0.706
2016-03-11,0.883
2016-03-12,1.324
2016-03-13,1.677
2016-03-14,2.383
2016-03-15,2.383
2016-03-16,4.59
2016-03-17,4.678
2016-03-18,3.266
2016-03-19,3.001
2016-03-20,1.765
2016-03-21,1.412
2016-03-22,2.383
2016-03-23,3.531
2016-03-24,3.177
2016-03-25,4.678
2016-03-26,4.501
2016-03-27,2.824
2016-03-28,4.148
2016-03-29,4.237
2016-03-30,3.884
2016-03-31,3.266
2016-04-01,3.509
2016-04-02,3.689
2016-04-03,4.138
2016-04-04,4.588
2016-04-05,7.467
2016-04-06,7.647
2016-04-07,5.578
2016-04-08,3.959
2016-04-09,2.339
2016-04-10,2.519
2016-04-11,2.879
2016-04-12,3.239
2016-04-13,3.599
2016-04-14,3.689
2016-04-15,5.668
2016-04-16,7.287
2016-04-17,6.658
2016-04-18,5.128
2016-04-19,5.128
2016-04-20,5.668
2016-04-21,4.408
2016-04-22,2.609
2016-04-23,3.509
2016-04-24,4.498
2016-04-25,6.298
2016-04-26,4.858
2016-04-27,3.239
2016-04-28,6.208
2016-04-29,6.028
2016-04-30,8.367
2016-05-01,7.182
2016-05-02,5.836
2016-05-03,4.938
2016-05-04,4.22
2016-05-05,3.052
2016-05-06,3.322
2016-05-07,1.347
2016-05-08,4.04
2016-05-09,4.668
2016-05-10,6.644
