time,et
2016-01-01,0.799
2016-01-02,0.849
2016-01-03,0.25
2016-01-04,0.3
2016-01-05,0.25
2016-01-06,0.1
2016-01-07,0.349
2016-01-08,0.349
2016-01-09,0.3
2016-01-10,0.649
2016-01-11,0.45
2016-01-12,0.602
2016-01-13,0.151
2016-01-14,0.202
2016-01-15,0.556
2016-01-16,0.405
2016-01-17,0.152
2016-01-18,0.509
2016-01-19,0.408
2016-01-20,0.614
2016-01-21,0.615
2016-01-22,0.616
2016-01-23,0.463
2016-01-24,0.671
2016-01-25,0.621
2016-01-26,0.622
2016-01-27,0.832
2016-01-28,0.469
2016-01-29,0.157
2016-01-30,0.733
2016-01-31,1.836
2016-02-01,2.33
2016-02-02,1.043
2016-02-03,1.893
2016-02-04,1.248
2016-02-05,1.101
2016-02-06,1.203
2016-02-07,1.508
2016-02-08,1.864
2016-02-09,1.414
2016-02-10,1.113
2016-02-11,1.319
2016-02-12,2.135
2016-02-13,3.26
2016-02-14,2.808
2016-02-15,2.251
2016-02-16,1.436
2016-02-17,1.079
2016-02-18,1.494
2016-02-19,1.445
2016-02-20,1.397
2016-02-21,1.141
2016-02-22,1.247
2016-02-23,1.042
2016-02-24,1.044
2016-02-25,0.889
2016-02-26,0.577
2016-02-27,1.051
2016-02-28,1.211
2016-02-29,1.688
2016-03-01,1.313
2016-03-02,1.59
2016-03-03,1.044
2016-03-04,1.211
2016-03-05,0.497
2016-03-06,0.885
2016-03-07,1.441
2016-03-08,0.999
2016-03-09,0.723
2016-03-10,0.669
2016-03-11,0.615
2016-03-12,1.176
2016-03-13,1.122
2016-03-14,1.406
2016-03-15,2.085
2016-03-16,2.936
2016-03-17,2.603
2016-03-18,2.268
2016-03-19,1.875
2016-03-20,1.196
2016-03-21,1.027
2016-03-22,1.658
2016-03-23,2.2
2016-03-24,2.638
2016-03-25,3.324
2016-03-26,2.764
2016-03-27,1.946
2016-03-28,2.277
2016-03-29,2.989
2016-03-30,2.835
2016-03-31,3.139
2016-04-01,3.23
2016-04-02,2.854
2016-04-03,3.074
2016-04-04,3.335
2016-04-05,4.348
2016-04-06,3.696
2016-04-07,2.553
2016-04-08,1.924
2016-04-09,0.835
2016-04-10,1.096
2016-04-11,1.802
2016-04-12,1.521
2016-04-13,2.033
2016-04-14,1.295
2016-04-15,2.418
2016-04-16,2.609
2016-04-17,2.331
2016-04-18,2.247
2016-04-19,1.918
2016-04-20,1.676
2016-04-21,1.223
2016-04-22,0.709
2016-04-23,1.296
2016-04-24,1.068
2016-04-25,1.445
2016-04-26,1.397
2016-04-27,0.793
