time,etof
2016-01-01,0.92
2016-01-02,0.92
2016-01-03,0.92
2016-01-04,0.92
2016-01-05,0.92
2016-01-06,0.92
2016-01-07,0.92
2016-01-08,0.92
2016-01-09,0.92
2016-01-10,0.92
2016-01-11,0.92
2016-01-12,0.92
2016-01-13,0.92
2016-01-14,0.92
2016-01-15,0.92
2016-01-16,0.92
2016-01-17,0.92
2016-01-18,0.92
2016-01-19,0.92
2016-01-20,0.92
2016-01-21,0.92
2016-01-22,0.92
2016-01-23,0.92
2016-01-24,0.92
2016-01-25,0.92
2016-01-26,0.92
2016-01-27,0.92
2016-01-28,0.92
2016-01-29,0.92
2016-01-30,0.92
2016-01-31,0.92
2016-02-01,0.92
2016-02-02,0.92
2016-02-03,0.92
2016-02-04,0.92
2016-02-05,0.92
2016-02-06,0.92
2016-02-07,0.92
2016-02-08,0.92
2016-02-09,0.92
2016-02-10,0.92
2016-02-11,0.92
2016-02-12,0.92
2016-02-13,0.91
2016-02-14,0.901
2016-02-15,0.892
2016-02-16,0.883
2016-02-17,0.874
2016-02-18,0.864
2016-02-19,0.855
2016-02-20,0.846
2016-02-21,0.837
2016-02-22,0.828
2016-02-23,0.818
2016-02-24,0.809
2016-02-25,0.8
2016-02-26,0.791
2016-02-27,0.782
2016-02-28,0.772
2016-02-29,0.763
2016-03-01,0.754
2016-03-02,0.745
2016-03-03,0.736
2016-03-04,0.726
2016-03-05,0.717
2016-03-06,0.708
2016-03-07,0.699
2016-03-08,0.69
2016-03-09,0.68
2016-03-10,0.671
2016-03-11,0.662
2016-03-12,0.653
2016-03-13,0.643
2016-03-14,0.634
2016-03-15,0.625
2016-03-16,0.647
2016-03-17,0.668
2016-03-18,0.69
2016-03-19,0.712
2016-03-20,0.734
2016-03-21,0.755
2016-03-22,0.777
2016-03-23,0.799
2016-03-24,0.761
2016-03-25,0.723
2016-03-26,0.686
2016-03-27,0.648
2016-03-28,0.611
2016-03-29,0.573
2016-03-30,0.535
2016-03-31,0.498
2016-04-01,0.463
2016-04-02,0.428
2016-04-03,0.393
2016-04-04,0.358
2016-04-05,0.323
2016-04-06,0.288
2016-04-07,0.253
2016-04-08,0.218
2016-04-09,0.239
2016-04-10,0.26
2016-04-11,0.28
2016-04-12,0.301
2016-04-13,0.322
2016-04-14,0.342
2016-04-15,0.363
2016-04-16,0.384
2016-04-17,0.401
2016-04-18,0.418
2016-04-19,0.435
2016-04-20,0.452
2016-04-21,0.469
2016-04-22,0.487
2016-04-23,0.504
2016-04-24,0.521
2016-04-25,0.497
2016-04-26,0.473
2016-04-27,0.449
2016-04-28,0.426
2016-04-29,0.402
2016-04-30,0.378
2016-05-01,0.354
2016-05-02,0.33
2016-05-03,0.331
2016-05-04,0.332
2016-05-05,0.333
2016-05-06,0.334
2016-05-07,0.335
2016-05-08,0.336
2016-05-09,0.338
2016-05-10,0.339
2016-05-11,0.39
2016-05-12,0.441
2016-05-13,0.493
2016-05-14,0.544
2016-05-15,0.596
2016-05-16,0.647
2016-05-17,0.699
2016-05-18,0.75
2016-05-19,0.802
2016-05-20,0.853
2016-05-21,0.905
2016-05-22,0.956
2016-05-23,1.008
2016-05-24,1.059
2016-05-25,1.11
2016-05-26,1.162
2016-05-27,1.161
2016-05-28,1.16
2016-05-29,1.159
2016-05-30,1.158
2016-05-31,1.158
2016-06-01,1.157
2016-06-02,1.156
2016-06-03,1.155
2016-06-04,1.154
2016-06-05,1.153
2016-06-06,1.152
2016-06-07,1.152
2016-06-08,1.151
2016-06-09,1.15
2016-06-10,1.149
2016-06-11,1.148
2016-06-12,1.147
2016-06-13,1.146
2016-06-14,1.146
2016-06-15,1.145
2016-06-16,1.144
2016-06-17,1.143
2016-06-18,1.142
2016-06-19,1.141
2016-06-20,1.14
2016-06-21,1.14
2016-06-22,1.139
2016-06-23,1.138
2016-06-24,1.137
2016-06-25,1.136
2016-06-26,1.135
2016-06-27,1.134
2016-06-28,1.135
2016-06-29,1.135
2016-06-30,1.136
2016-07-01,1.137
2016-07-02,1.137
2016-07-03,1.138
2016-07-04,1.138
2016-07-05,1.139
2016-07-06,1.146
2016-07-07,1.154
2016-07-08,1.162
2016-07-09,1.17
2016-07-10,1.178
2016-07-11,1.185
2016-07-12,1.193
2016-07-13,1.201
2016-07-14,1.199
2016-07-15,1.197
2016-07-16,1.195
2016-07-17,1.193
2016-07-18,1.191
2016-07-19,1.189
2016-07-20,1.187
2016-07-21,1.185
2016-07-22,1.183
2016-07-23,1.181
2016-07-24,1.18
2016-07-25,1.178
2016-07-26,1.176
2016-07-27,1.174
2016-07-28,1.172
2016-07-29,1.17
2016-07-30,1.17
2016-07-31,1.171
2016-08-01,1.171
2016-08-02,1.172
2016-08-03,1.172
2016-08-04,1.173
2016-08-05,1.173
2016-08-06,1.174
2016-08-07,1.166
2016-08-08,1.159
2016-08-09,1.152
2016-08-10,1.145
2016-08-11,1.138
2016-08-12,1.131
2016-08-13,1.124
2016-08-14,1.117
2016-08-15,1.117
2016-08-16,1.117
2016-08-17,1.118
2016-08-18,1.118
2016-08-19,1.119
2016-08-20,1.119
2016-08-21,1.12
2016-08-22,1.12
2016-08-23,1.104
2016-08-24,1.088
2016-08-25,1.072
2016-08-26,1.056
2016-08-27,1.04
2016-08-28,1.024
2016-08-29,1.008
2016-08-30,0.992
2016-08-31,0.988
2016-09-01,0.983
2016-09-02,0.979
2016-09-03,0.975
2016-09-04,0.971
2016-09-05,0.967
2016-09-06,0.963
2016-09-07,0.959
2016-09-08,0.973
2016-09-09,0.988
2016-09-10,1.003
2016-09-11,1.017
2016-09-12,1.032
2016-09-13,1.047
2016-09-14,1.061
2016-09-15,1.076
2016-09-16,1.063
2016-09-17,1.05
2016-09-18,1.038
2016-09-19,1.025
2016-09-20,1.013
2016-09-21,1.0
2016-09-22,0.987
2016-09-23,0.975
2016-09-24,0.962
2016-09-25,0.949
2016-09-26,0.937
2016-09-27,0.924
2016-09-28,0.912
2016-09-29,0.899
2016-09-30,0.886
2016-10-01,0.874
2016-10-02,0.831
2016-10-03,0.788
2016-10-04,0.746
2016-10-05,0.703
2016-10-06,0.661
2016-10-07,0.618
2016-10-08,0.576
2016-10-09,0.533
2016-10-10,0.604
2016-10-11,0.675
2016-10-12,0.746
2016-10-13,0.817
2016-10-14,0.889
2016-10-15,0.96
2016-10-16,1.031
2016-10-17,1.102
2016-10-18,1.069
2016-10-19,1.035
2016-10-20,1.002
2016-10-21,0.969
2016-10-22,0.936
2016-10-23,0.902
2016-10-24,0.869
2016-10-25,0.836
2016-10-26,0.803
2016-10-27,0.769
2016-10-28,0.736
2016-10-29,0.703
2016-10-30,0.67
2016-10-31,0.636
2016-11-01,0.603
2016-11-02,0.57
2016-11-03,0.58
2016-11-04,0.59
2016-11-05,0.599
2016-11-06,0.609
2016-11-07,0.619
2016-11-08,0.629
2016-11-09,0.639
2016-11-10,0.649
2016-11-11,0.659
2016-11-12,0.669
2016-11-13,0.679
2016-11-14,0.689
2016-11-15,0.699
2016-11-16,0.709
2016-11-17,0.718
2016-11-18,0.728
2016-11-19,0.744
2016-11-20,0.76
2016-11-21,0.776
2016-11-22,0.792
2016-11-23,0.807
2016-11-24,0.823
2016-11-25,0.839
2016-11-26,0.855
2016-11-27,0.871
2016-11-28,0.887
2016-11-29,0.902
2016-11-30,0.918
2016-12-01,0.934
2016-12-02,0.95
2016-12-03,0.966
2016-12-04,0.981
2016-12-05,0.997
2016-12-06,1.013
2016-12-07,1.029
2016-12-08,1.045
2016-12-09,1.061
2016-12-10,1.076
2016-12-11,1.092
2016-12-12,1.108
2016-12-13,1.05
2016-12-14,0.991
2016-12-15,0.933
2016-12-16,0.875
2016-12-17,0.816
2016-12-18,0.758
2016-12-19,0.7
2016-12-20,0.641
2016-12-21,0.583
2016-12-22,0.525
2016-12-23,0.466
2016-12-24,0.408
2016-12-25,0.35
2016-12-26,0.291
2016-12-27,0.233
2016-12-28,0.175
2016-12-29,0.265
2016-12-30,0.356
2016-12-31,0.447
2017-01-01,0.537
2017-01-02,0.628
2017-01-03,0.719
2017-01-04,0.809
2017-01-05,0.9
2017-01-06,0.934
2017-01-07,0.968
2017-01-08,1.001
2017-01-09,1.035
2017-01-10,1.069
2017-01-11,1.103
2017-01-12,1.137
2017-01-13,1.171
2017-01-14,1.172
2017-01-15,1.173
2017-01-16,1.174
2017-01-17,1.175
2017-01-18,1.176
2017-01-19,1.177
2017-01-20,1.177
2017-01-21,1.178
2017-01-22,1.179
2017-01-23,1.18
2017-01-24,1.181
2017-01-25,1.182
2017-01-26,1.183
2017-01-27,1.184
2017-01-28,1.185
2017-01-29,1.186
2017-01-30,1.187
2017-01-31,1.188
2017-02-01,1.189
2017-02-02,1.19
2017-02-03,1.191
2017-02-04,1.191
2017-02-05,1.192
2017-02-06,1.193
2017-02-07,1.194
2017-02-08,1.195
2017-02-09,1.196
2017-02-10,1.197
2017-02-11,1.198
2017-02-12,1.199
2017-02-13,1.2
2017-02-14,1.201
2017-02-15,1.175
2017-02-16,1.15
2017-02-17,1.124
2017-02-18,1.099
2017-02-19,1.073
2017-02-20,1.048
2017-02-21,1.022
2017-02-22,0.997
2017-02-23,0.972
2017-02-24,0.946
2017-02-25,0.921
2017-02-26,0.895
2017-02-27,0.87
2017-02-28,0.844
2017-03-01,0.819
2017-03-02,0.793
2017-03-03,0.79
2017-03-04,0.787
2017-03-05,0.784
2017-03-06,0.781
2017-03-07,0.778
2017-03-08,0.775
2017-03-09,0.772
2017-03-10,0.769
2017-03-11,0.766
2017-03-12,0.762
2017-03-13,0.759
2017-03-14,0.756
2017-03-15,0.753
2017-03-16,0.75
2017-03-17,0.747
2017-03-18,0.744
2017-03-19,0.741
2017-03-20,0.738
2017-03-21,0.735
2017-03-22,0.732
2017-03-23,0.729
2017-03-24,0.726
2017-03-25,0.722
2017-03-26,0.719
2017-03-27,0.716
2017-03-28,0.713
2017-03-29,0.71
2017-03-30,0.707
2017-03-31,0.704
2017-04-01,0.701
2017-04-02,0.698
2017-04-03,0.695
2017-04-04,0.691
2017-04-05,0.687
2017-04-06,0.683
2017-04-07,0.68
2017-04-08,0.676
2017-04-09,0.672
2017-04-10,0.668
2017-04-11,0.665
2017-04-12,0.661
2017-04-13,0.657
2017-04-14,0.653
2017-04-15,0.65
2017-04-16,0.646
2017-04-17,0.642
2017-04-18,0.638
2017-04-19,0.635
2017-04-20,0.631
2017-04-21,0.627
2017-04-22,0.624
2017-04-23,0.62
2017-04-24,0.616
2017-04-25,0.612
2017-04-26,0.609
2017-04-27,0.605
2017-04-28,0.601
2017-04-29,0.597
2017-04-30,0.594
2017-05-01,0.59
2017-05-02,0.586
2017-05-03,0.582
2017-05-04,0.579
2017-05-05,0.575
2017-05-06,0.561
2017-05-07,0.547
2017-05-08,0.533
2017-05-09,0.519
2017-05-10,0.506
2017-05-11,0.492
2017-05-12,0.478
2017-05-13,0.464
2017-05-14,0.419
2017-05-15,0.374
2017-05-16,0.329
2017-05-17,0.284
2017-05-18,0.239
2017-05-19,0.194
2017-05-20,0.149
2017-05-21,0.105
2017-05-22,0.219
2017-05-23,0.333
2017-05-24,0.447
2017-05-25,0.561
