time,etof
2016-01-01,1.243
2016-01-02,1.243
2016-01-03,1.243
2016-01-04,1.243
2016-01-05,1.243
2016-01-06,1.243
2016-01-07,1.243
2016-01-08,1.243
2016-01-09,1.243
2016-01-10,1.243
2016-01-11,1.243
2016-01-12,1.243
2016-01-13,1.243
2016-01-14,1.243
2016-01-15,1.243
2016-01-16,1.243
2016-01-17,1.243
2016-01-18,1.243
2016-01-19,1.243
2016-01-20,1.243
2016-01-21,1.243
2016-01-22,1.243
2016-01-23,1.243
2016-01-24,1.243
2016-01-25,1.243
2016-01-26,1.243
2016-01-27,1.243
2016-01-28,1.243
2016-01-29,1.243
2016-01-30,1.201
2016-01-31,1.159
2016-02-01,1.117
2016-02-02,1.075
2016-02-03,1.033
2016-02-04,0.991
2016-02-05,0.948
2016-02-06,0.906
2016-02-07,0.906
2016-02-08,0.906
2016-02-09,0.907
2016-02-10,0.907
2016-02-11,0.907
2016-02-12,0.907
2016-02-13,0.907
2016-02-14,0.907
2016-02-15,0.907
2016-02-16,0.907
2016-02-17,0.907
2016-02-18,0.907
2016-02-19,0.907
2016-02-20,0.907
2016-02-21,0.907
2016-02-22,0.907
2016-02-23,0.907
2016-02-24,0.907
2016-02-25,0.907
2016-02-26,0.908
2016-02-27,0.908
2016-02-28,0.908
2016-02-29,0.908
2016-03-01,0.908
2016-03-02,0.894
2016-03-03,0.881
2016-03-04,0.868
2016-03-05,0.855
2016-03-06,0.841
2016-03-07,0.828
2016-03-08,0.815
2016-03-09,0.802
2016-03-10,0.818
2016-03-11,0.835
2016-03-12,0.852
2016-03-13,0.869
2016-03-14,0.886
2016-03-15,0.903
2016-03-16,0.92
2016-03-17,0.937
2016-03-18,0.915
2016-03-19,0.894
2016-03-20,0.873
2016-03-21,0.851
2016-03-22,0.83
2016-03-23,0.809
2016-03-24,0.787
2016-03-25,0.766
2016-03-26,0.766
2016-03-27,0.765
2016-03-28,0.765
2016-03-29,0.765
2016-03-30,0.764
2016-03-31,0.764
2016-04-01,0.764
2016-04-02,0.763
2016-04-03,0.774
2016-04-04,0.785
2016-04-05,0.796
2016-04-06,0.808
2016-04-07,0.819
2016-04-08,0.83
2016-04-09,0.841
2016-04-10,0.852
2016-04-11,0.863
2016-04-12,0.874
2016-04-13,0.885
2016-04-14,0.896
2016-04-15,0.907
2016-04-16,0.918
2016-04-17,0.929
2016-04-18,0.94
2016-04-19,0.936
2016-04-20,0.931
2016-04-21,0.926
2016-04-22,0.922
2016-04-23,0.917
2016-04-24,0.913
2016-04-25,0.908
2016-04-26,0.904
2016-04-27,0.906
2016-04-28,0.908
2016-04-29,0.91
2016-04-30,0.912
2016-05-01,0.914
2016-05-02,0.916
2016-05-03,0.919
2016-05-04,0.921
2016-05-05,0.923
2016-05-06,0.925
2016-05-07,0.927
2016-05-08,0.929
2016-05-09,0.932
2016-05-10,0.934
2016-05-11,0.936
2016-05-12,0.938
2016-05-13,0.953
2016-05-14,0.969
2016-05-15,0.984
2016-05-16,0.999
2016-05-17,1.015
2016-05-18,1.03
2016-05-19,1.045
2016-05-20,1.06
2016-05-21,1.058
2016-05-22,1.055
2016-05-23,1.053
2016-05-24,1.05
2016-05-25,1.047
2016-05-26,1.045
2016-05-27,1.042
2016-05-28,1.04
2016-05-29,1.037
2016-05-30,1.034
2016-05-31,1.032
2016-06-01,1.029
2016-06-02,1.026
2016-06-03,1.024
2016-06-04,1.021
2016-06-05,1.019
2016-06-06,1.016
2016-06-07,1.013
2016-06-08,1.011
2016-06-09,1.008
2016-06-10,1.006
2016-06-11,1.003
2016-06-12,1.0
2016-06-13,0.998
2016-06-14,0.979
2016-06-15,0.96
2016-06-16,0.941
2016-06-17,0.922
2016-06-18,0.903
2016-06-19,0.884
2016-06-20,0.865
2016-06-21,0.847
2016-06-22,0.849
2016-06-23,0.851
2016-06-24,0.853
2016-06-25,0.855
2016-06-26,0.857
2016-06-27,0.86
2016-06-28,0.862
2016-06-29,0.864
2016-06-30,0.874
2016-07-01,0.883
2016-07-02,0.893
2016-07-03,0.902
2016-07-04,0.912
2016-07-05,0.921
2016-07-06,0.931
2016-07-07,0.94
2016-07-08,0.931
2016-07-09,0.922
2016-07-10,0.912
2016-07-11,0.903
2016-07-12,0.894
2016-07-13,0.884
2016-07-14,0.875
2016-07-15,0.865
2016-07-16,0.847
2016-07-17,0.829
2016-07-18,0.811
2016-07-19,0.793
2016-07-20,0.775
2016-07-21,0.757
2016-07-22,0.739
2016-07-23,0.721
2016-07-24,0.739
2016-07-25,0.757
2016-07-26,0.775
2016-07-27,0.793
2016-07-28,0.811
2016-07-29,0.829
2016-07-30,0.847
2016-07-31,0.865
2016-08-01,0.864
2016-08-02,0.862
2016-08-03,0.86
2016-08-04,0.858
2016-08-05,0.856
2016-08-06,0.854
2016-08-07,0.853
2016-08-08,0.851
2016-08-09,0.849
2016-08-10,0.847
2016-08-11,0.845
2016-08-12,0.843
2016-08-13,0.842
2016-08-14,0.84
2016-08-15,0.838
2016-08-16,0.836
2016-08-17,0.827
2016-08-18,0.817
2016-08-19,0.808
2016-08-20,0.798
2016-08-21,0.789
2016-08-22,0.779
2016-08-23,0.77
2016-08-24,0.76
2016-08-25,0.777
2016-08-26,0.794
2016-08-27,0.812
2016-08-28,0.829
2016-08-29,0.846
2016-08-30,0.864
2016-08-31,0.881
2016-09-01,0.898
2016-09-02,0.881
2016-09-03,0.865
2016-09-04,0.848
2016-09-05,0.831
2016-09-06,0.815
2016-09-07,0.798
2016-09-08,0.782
2016-09-09,0.765
2016-09-10,0.761
2016-09-11,0.757
2016-09-12,0.754
2016-09-13,0.75
2016-09-14,0.746
2016-09-15,0.742
2016-09-16,0.739
2016-09-17,0.735
2016-09-18,0.741
2016-09-19,0.747
2016-09-20,0.753
2016-09-21,0.759
2016-09-22,0.765
2016-09-23,0.771
2016-09-24,0.777
2016-09-25,0.783
2016-09-26,0.789
2016-09-27,0.794
2016-09-28,0.8
2016-09-29,0.806
2016-09-30,0.812
2016-10-01,0.818
2016-10-02,0.824
2016-10-03,0.83
2016-10-04,0.831
2016-10-05,0.831
2016-10-06,0.832
2016-10-07,0.832
2016-10-08,0.833
2016-10-09,0.833
2016-10-10,0.833
2016-10-11,0.834
2016-10-12,0.854
2016-10-13,0.873
2016-10-14,0.893
2016-10-15,0.913
2016-10-16,0.932
2016-10-17,0.952
2016-10-18,0.972
2016-10-19,0.992
2016-10-20,0.975
2016-10-21,0.959
2016-10-22,0.943
2016-10-23,0.927
2016-10-24,0.91
2016-10-25,0.894
2016-10-26,0.878
2016-10-27,0.862
2016-10-28,0.846
2016-10-29,0.829
2016-10-30,0.813
2016-10-31,0.797
2016-11-01,0.781
2016-11-02,0.764
2016-11-03,0.748
2016-11-04,0.732
2016-11-05,0.717
2016-11-06,0.703
2016-11-07,0.688
2016-11-08,0.674
2016-11-09,0.66
2016-11-10,0.645
2016-11-11,0.631
2016-11-12,0.616
2016-11-13,0.589
2016-11-14,0.562
2016-11-15,0.536
2016-11-16,0.509
2016-11-17,0.482
2016-11-18,0.455
2016-11-19,0.428
2016-11-20,0.402
2016-11-21,0.408
2016-11-22,0.415
2016-11-23,0.422
2016-11-24,0.429
2016-11-25,0.436
2016-11-26,0.443
2016-11-27,0.45
2016-11-28,0.457
2016-11-29,0.464
2016-11-30,0.471
2016-12-01,0.477
2016-12-02,0.484
2016-12-03,0.491
2016-12-04,0.498
2016-12-05,0.505
2016-12-06,0.512
2016-12-07,0.519
2016-12-08,0.526
2016-12-09,0.533
2016-12-10,0.54
2016-12-11,0.546
2016-12-12,0.553
2016-12-13,0.56
2016-12-14,0.567
2016-12-15,0.574
2016-12-16,0.581
2016-12-17,0.588
2016-12-18,0.595
2016-12-19,0.602
2016-12-20,0.609
2016-12-21,0.615
2016-12-22,0.622
2016-12-23,0.629
2016-12-24,0.636
2016-12-25,0.643
2016-12-26,0.65
2016-12-27,0.657
2016-12-28,0.664
2016-12-29,0.671
2016-12-30,0.678
2016-12-31,0.684
2017-01-01,0.691
2017-01-02,0.698
2017-01-03,0.705
2017-01-04,0.712
2017-01-05,0.719
2017-01-06,0.726
2017-01-07,0.733
2017-01-08,0.74
2017-01-09,0.747
2017-01-10,0.753
2017-01-11,0.76
2017-01-12,0.767
2017-01-13,0.774
2017-01-14,0.781
2017-01-15,0.788
2017-01-16,0.795
2017-01-17,0.802
2017-01-18,0.809
2017-01-19,0.816
2017-01-20,0.822
2017-01-21,0.829
2017-01-22,0.836
2017-01-23,0.843
2017-01-24,0.85
2017-01-25,0.857
2017-01-26,0.864
2017-01-27,0.871
2017-01-28,0.878
2017-01-29,0.885
2017-01-30,0.891
2017-01-31,0.898
2017-02-01,0.905
2017-02-02,0.912
2017-02-03,0.919
2017-02-04,0.926
2017-02-05,0.933
2017-02-06,0.94
2017-02-07,0.947
2017-02-08,0.954
2017-02-09,0.96
2017-02-10,0.967
2017-02-11,0.974
2017-02-12,0.981
2017-02-13,0.988
2017-02-14,0.995
2017-02-15,1.002
2017-02-16,1.009
2017-02-17,1.016
2017-02-18,1.023
2017-02-19,1.029
2017-02-20,1.036
2017-02-21,1.043
2017-02-22,1.05
2017-02-23,1.057
2017-02-24,1.064
2017-02-25,1.067
2017-02-26,1.069
2017-02-27,1.072
2017-02-28,1.075
2017-03-01,1.077
2017-03-02,1.08
2017-03-03,1.082
2017-03-04,1.085
2017-03-05,1.066
2017-03-06,1.047
2017-03-07,1.028
2017-03-08,1.009
2017-03-09,0.99
2017-03-10,0.971
2017-03-11,0.952
2017-03-12,0.933
2017-03-13,0.949
2017-03-14,0.965
2017-03-15,0.98
2017-03-16,0.996
2017-03-17,1.012
2017-03-18,1.027
2017-03-19,1.043
2017-03-20,1.059
2017-03-21,1.075
2017-03-22,1.09
2017-03-23,1.106
2017-03-24,1.122
2017-03-25,1.137
2017-03-26,1.153
2017-03-27,1.169
2017-03-28,1.184
2017-03-29,1.156
2017-03-30,1.127
