time,et
2016-01-01,0.593
2016-01-02,0.701
2016-01-03,0.701
2016-01-04,0.377
2016-01-05,0.431
2016-01-06,0.431
2016-01-07,0.27
2016-01-08,0.324
2016-01-09,0.377
2016-01-10,0.485
2016-01-11,0.593
2016-01-12,0.539
2016-01-13,0.647
2016-01-14,0.324
2016-01-15,0.324
2016-01-16,0.485
2016-01-17,0.377
2016-01-18,0.539
2016-01-19,0.647
2016-01-20,0.485
2016-01-21,0.647
2016-01-22,0.431
2016-01-23,0.647
2016-01-24,0.539
2016-01-25,0.647
2016-01-26,0.539
2016-01-27,0.701
2016-01-28,0.438
2016-01-29,0.334
2016-01-30,0.735
2016-01-31,1.263
2016-02-01,1.471
2016-02-02,1.369
2016-02-03,1.389
2016-02-04,1.217
2016-02-05,1.234
2016-02-06,1.186
2016-02-07,1.202
2016-02-08,1.422
2016-02-09,1.304
2016-02-10,1.182
2016-02-11,1.127
2016-02-12,1.213
2016-02-13,1.301
2016-02-14,1.903
2016-02-15,1.334
2016-02-16,1.501
2016-02-17,1.291
2016-02-18,1.998
2016-02-19,1.478
2016-02-20,1.652
2016-02-21,1.672
2016-02-22,1.61
2016-02-23,1.303
2016-02-24,1.318
2016-02-25,1.332
2016-02-26,1.347
2016-02-27,1.447
2016-02-28,1.634
2016-02-29,1.478
2016-03-01,2.383
2016-03-02,2.322
2016-03-03,1.39
2016-03-04,1.756
2016-03-05,1.33
2016-03-06,2.149
2016-03-07,1.628
2016-03-08,1.644
2016-03-09,1.383
2016-03-10,1.397
2016-03-11,1.41
2016-03-12,1.803
2016-03-13,1.532
2016-03-14,2.32
2016-03-15,2.634
2016-03-16,2.854
2016-03-17,2.979
2016-03-18,3.307
2016-03-19,3.336
2016-03-20,2.345
2016-03-21,2.366
2016-03-22,3.112
2016-03-23,3.453
2016-03-24,3.39
2016-03-25,3.73
2016-03-26,3.955
2016-03-27,3.588
2016-03-28,3.232
2016-03-29,3.353
2016-03-30,3.375
2016-03-31,3.661
2016-04-01,3.416
2016-04-02,3.438
2016-04-03,3.914
2016-04-04,4.122
2016-04-05,4.516
2016-04-06,4.544
2016-04-07,4.385
2016-04-08,3.38
2016-04-09,1.511
2016-04-10,1.615
2016-04-11,2.772
2016-04-12,3.75
2016-04-13,4.449
2016-04-14,3.892
2016-04-15,5.285
2016-04-16,5.02
2016-04-17,4.445
2016-04-18,4.857
2016-04-19,4.974
2016-04-20,5.191
2016-04-21,4.508
2016-04-22,3.116
2016-04-23,4.236
2016-04-24,4.757
2016-04-25,5.022
2016-04-26,3.796
2016-04-27,3.027
2016-04-28,3.994
2016-04-29,3.513
2016-04-30,4.37
2016-05-01,3.127
2016-05-02,2.716
2016-05-03,2.556
2016-05-04,2.801
2016-05-05,2.077
2016-05-06,1.814
2016-05-07,0.949
2016-05-08,2.311
2016-05-09,3.302
2016-05-10,4.437
2016-05-11,4.483
2016-05-12,4.752
2016-05-13,4.332
2016-05-14,4.361
2016-05-15,4.792
2016-05-16,5.488
2016-05-17,6.552
2016-05-18,7.31
2016-05-19,5.659
2016-05-20,4.85
2016-05-21,3.831
2016-05-22,4.63
2016-05-23,4.324
2016-05-24,5.151
2016-05-25,5.613
2016-05-26,6.283
2016-05-27,6.154
2016-05-28,6.402
2016-05-29,6.909
2016-05-30,6.578
2016-05-31,6.96
2016-06-01,6.424
2016-06-02,6.11
2016-06-03,6.123
2016-06-04,5.43
2016-06-05,6.427
2016-06-06,5.525
2016-06-07,4.876
2016-06-08,4.743
2016-06-09,4.543
2016-06-10,4.544
2016-06-11,4.281
2016-06-12,5.034
2016-06-13,4.8
2016-06-14,4.538
2016-06-15,3.809
2016-06-16,4.384
2016-06-17,2.727
2016-06-18,4.656
2016-06-19,5.452
2016-06-20,6.45
2016-06-21,6.965
2016-06-22,7.319
2016-06-23,7.418
2016-06-24,6.632
2016-06-25,7.436
2016-06-26,7.896
2016-06-27,7.446
2016-06-28,7.924
2016-06-29,6.989
2016-06-30,6.422
2016-07-01,5.768
2016-07-02,4.923
2016-07-03,4.692
2016-07-04,4.104
2016-07-05,3.555
2016-07-06,3.759
2016-07-07,3.744
2016-07-08,4.122
2016-07-09,4.036
2016-07-10,4.307
2016-07-11,4.974
2016-07-12,5.208
2016-07-13,5.654
2016-07-14,6.037
2016-07-15,5.774
2016-07-16,5.787
2016-07-17,5.406
2016-07-18,5.234
2016-07-19,5.696
2016-07-20,6.258
2016-07-21,6.413
2016-07-22,6.526
2016-07-23,7.225
2016-07-24,7.327
2016-07-25,7.179
2016-07-26,6.705
2016-07-27,7.049
2016-07-28,7.064
2016-07-29,7.396
2016-07-30,6.714
2016-07-31,5.365
2016-08-01,4.816
2016-08-02,4.45
2016-08-03,4.524
2016-08-04,3.114
2016-08-05,2.716
2016-08-06,2.661
2016-08-07,2.953
2016-08-08,3.445
2016-08-09,3.716
2016-08-10,3.876
2016-08-11,4.317
2016-08-12,4.78
2016-08-13,4.999
2016-08-14,5.704
2016-08-15,5.068
2016-08-16,5.43
2016-08-17,5.651
2016-08-18,5.484
2016-08-19,5.784
2016-08-20,5.844
2016-08-21,5.648
2016-08-22,5.263
2016-08-23,5.122
2016-08-24,5.489
2016-08-25,5.346
2016-08-26,4.461
2016-08-27,4.412
2016-08-28,4.766
2016-08-29,4.792
2016-08-30,5.211
2016-08-31,4.697
2016-09-01,3.934
2016-09-02,3.736
2016-09-03,3.29
2016-09-04,2.558
2016-09-05,2.599
2016-09-06,2.443
2016-09-07,2.104
2016-09-08,2.311
2016-09-09,2.294
2016-09-10,2.711
2016-09-11,2.164
2016-09-12,2.001
2016-09-13,1.907
2016-09-14,2.344
2016-09-15,2.603
2016-09-16,3.006
2016-09-17,3.56
2016-09-18,3.632
2016-09-19,4.878
2016-09-20,4.672
2016-09-21,3.761
2016-09-22,3.641
2016-09-23,4.288
2016-09-24,4.208
2016-09-25,3.028
2016-09-26,3.168
2016-09-27,3.226
2016-09-28,2.982
2016-09-29,2.517
2016-09-30,1.913
2016-10-01,1.545
2016-10-02,1.451
2016-10-03,0.652
2016-10-04,1.31
2016-10-05,1.663
2016-10-06,1.857
2016-10-07,1.686
2016-10-08,1.595
2016-10-09,2.194
2016-10-10,2.364
2016-10-11,1.693
2016-10-12,1.796
2016-10-13,1.455
2016-10-14,0.402
2016-10-15,0.708
2016-10-16,0.605
2016-10-17,1.241
2016-10-18,1.656
2016-10-19,1.941
2016-10-20,1.319
2016-10-21,1.599
2016-10-22,1.639
2016-10-23,1.446
2016-10-24,1.257
2016-10-25,0.339
2016-10-26,1.226
2016-10-27,0.495
2016-10-28,0.489
2016-10-29,0.751
2016-10-30,0.582
2016-10-31,0.783
2016-11-01,0.748
2016-11-02,0.836
2016-11-03,0.809
2016-11-04,0.737
2016-11-05,0.756
2016-11-06,0.644
2016-11-07,0.579
2016-11-08,0.637
2016-11-09,0.65
2016-11-10,0.55
2016-11-11,0.562
2016-11-12,0.604
2016-11-13,0.448
2016-11-14,0.457
2016-11-15,0.434
2016-11-16,0.465
2016-11-17,0.387
2016-11-18,0.436
2016-11-19,0.26
2016-11-20,0.167
2016-11-21,0.267
2016-11-22,0.252
2016-11-23,0.333
2016-11-24,0.281
2016-11-25,0.295
2016-11-26,0.232
2016-11-27,0.405
2016-11-28,0.254
2016-11-29,0.397
2016-11-30,0.321
2016-12-01,0.766
2016-12-02,1.219
2016-12-03,0.604
2016-12-04,0.455
2016-12-05,0.504
2016-12-06,0.691
2016-12-07,0.451
2016-12-08,0.244
2016-12-09,0.612
2016-12-10,0.187
2016-12-11,0.399
2016-12-12,0.741
2016-12-13,0.602
2016-12-14,0.664
2016-12-15,0.179
2016-12-16,0.588
2016-12-17,0.784
2016-12-18,0.584
2016-12-19,0.742
2016-12-20,0.558
2016-12-21,0.381
2016-12-22,0.52
2016-12-23,0.332
2016-12-24,0.408
2016-12-25,0.556
2016-12-26,0.639
2016-12-27,0.508
2016-12-28,0.518
2016-12-29,0.631
2016-12-30,0.463
2016-12-31,0.498
2017-01-01,0.648
2017-01-02,0.605
2017-01-03,0.374
2017-01-04,0.129
2017-01-05,0.237
2017-01-06,0.305
2017-01-07,0.405
2017-01-08,0.39
2017-01-09,0.444
2017-01-10,0.295
2017-01-11,0.346
2017-01-12,0.151
2017-01-13,0.317
2017-01-14,0.218
2017-01-15,0.268
2017-01-16,0.286
2017-01-17,0.229
2017-01-18,0.243
2017-01-19,0.556
2017-01-20,0.496
2017-01-21,0.569
2017-01-22,0.796
2017-01-23,0.625
2017-01-24,0.598
2017-01-25,0.454
2017-01-26,0.649
2017-01-27,0.736
2017-01-28,0.891
2017-01-29,0.99
2017-01-30,0.845
2017-01-31,0.705
2017-02-01,0.531
2017-02-02,0.849
2017-02-03,1.093
2017-02-04,0.886
2017-02-05,0.809
2017-02-06,0.796
2017-02-07,0.963
2017-02-08,0.71
2017-02-09,0.349
2017-02-10,0.8
2017-02-11,1.29
2017-02-12,0.991
2017-02-13,0.703
2017-02-14,0.848
2017-02-15,0.52
2017-02-16,1.019
2017-02-17,0.649
2017-02-18,0.734
2017-02-19,0.479
2017-02-20,0.656
2017-02-21,0.779
2017-02-22,0.807
2017-02-23,0.788
2017-02-24,0.727
2017-02-25,0.459
2017-02-26,0.855
2017-02-27,0.794
2017-02-28,0.812
2017-03-01,0.802
2017-03-02,0.745
2017-03-03,0.787
2017-03-04,0.903
2017-03-05,0.656
2017-03-06,0.588
2017-03-07,0.556
2017-03-08,0.972
2017-03-09,0.98
2017-03-10,0.912
2017-03-11,1.15
2017-03-12,1.275
2017-03-13,1.13
2017-03-14,1.139
2017-03-15,1.029
2017-03-16,1.197
2017-03-17,1.287
2017-03-18,1.176
2017-03-19,1.144
2017-03-20,0.741
2017-03-21,0.996
