time,et
2016-01-01,1.338
2016-01-02,1.132
2016-01-03,1.132
2016-01-04,0.618
2016-01-05,0.72
2016-01-06,0.515
2016-01-07,0.515
2016-01-08,0.618
2016-01-09,0.515
2016-01-10,0.823
2016-01-11,0.926
2016-01-12,1.029
2016-01-13,1.132
2016-01-14,0.309
2016-01-15,0.618
2016-01-16,0.823
2016-01-17,0.823
2016-01-18,1.132
2016-01-19,1.338
2016-01-20,0.926
2016-01-21,1.132
2016-01-22,0.515
2016-01-23,1.441
2016-01-24,0.823
2016-01-25,1.132
2016-01-26,1.029
2016-01-27,1.235
2016-01-28,0.72
2016-01-29,0.823
2016-01-30,1.131
2016-01-31,2.364
2016-02-01,2.882
2016-02-02,2.241
2016-02-03,1.92
2016-02-04,2.346
2016-02-05,1.705
2016-02-06,2.024
2016-02-07,3.195
2016-02-08,2.555
2016-02-09,1.597
2016-02-10,2.022
2016-02-11,1.489
2016-02-12,1.489
2016-02-13,1.913
2016-02-14,3.081
2016-02-15,2.337
2016-02-16,2.017
2016-02-17,1.592
2016-02-18,2.865
2016-02-19,1.909
2016-02-20,2.227
2016-02-21,2.226
2016-02-22,2.225
2016-02-23,1.695
2016-02-24,1.588
2016-02-25,1.694
2016-02-26,1.481
2016-02-27,1.587
2016-02-28,1.692
2016-02-29,1.797
2016-03-01,3.04
2016-03-02,2.735
2016-03-03,1.722
2016-03-04,2.025
2016-03-05,1.518
2016-03-06,2.327
2016-03-07,1.719
2016-03-08,1.719
2016-03-09,1.617
2016-03-10,1.212
2016-03-11,1.111
2016-03-12,1.918
2016-03-13,1.615
2016-03-14,2.421
2016-03-15,2.521
2016-03-16,3.298
2016-03-17,3.367
2016-03-18,2.944
2016-03-19,3.209
2016-03-20,1.927
2016-03-21,1.813
2016-03-22,2.647
2016-03-23,3.277
2016-03-24,2.766
2016-03-25,3.595
2016-03-26,4.253
2016-03-27,3.423
2016-03-28,3.073
2016-03-29,4.064
2016-03-30,3.709
2016-03-31,3.663
2016-04-01,3.958
2016-04-02,4.127
2016-04-03,4.5
2016-04-04,4.45
2016-04-05,5.935
2016-04-06,5.766
2016-04-07,4.5
2016-04-08,3.657
2016-04-09,1.856
2016-04-10,1.834
2016-04-11,2.67
2016-04-12,3.391
2016-04-13,4.093
2016-04-14,3.583
2016-04-15,5.08
2016-04-16,5.731
2016-04-17,4.385
2016-04-18,4.381
2016-04-19,4.378
2016-04-20,4.732
2016-04-21,4.193
2016-04-22,2.585
2016-04-23,3.385
2016-04-24,3.739
2016-04-25,4.955
2016-04-26,4.046
2016-04-27,2.885
2016-04-28,4.604
2016-04-29,4.058
2016-04-30,6.864
2016-05-01,5.363
2016-05-02,4.591
2016-05-03,3.913
2016-05-04,3.972
2016-05-05,2.821
2016-05-06,2.484
2016-05-07,1.354
2016-05-08,2.93
2016-05-09,3.386
2016-05-10,4.618
2016-05-11,4.566
2016-05-12,4.732
2016-05-13,4.378
2016-05-14,3.967
2016-05-15,3.776
2016-05-16,4.503
2016-05-17,5.3
2016-05-18,5.118
2016-05-19,4.001
2016-05-20,3.078
2016-05-21,3.023
2016-05-22,3.163
2016-05-23,3.1
2016-05-24,3.736
2016-05-25,3.748
2016-05-26,4.568
2016-05-27,4.619
2016-05-28,4.947
2016-05-29,4.566
2016-05-30,4.467
2016-05-31,4.566
2016-06-01,4.72
2016-06-02,4.119
2016-06-03,4.141
2016-06-04,3.396
2016-06-05,3.769
2016-06-06,4.229
2016-06-07,3.847
2016-06-08,3.849
2016-06-09,3.588
2016-06-10,3.387
2016-06-11,3.529
2016-06-12,3.246
2016-06-13,3.188
2016-06-14,2.508
2016-06-15,1.74
2016-06-16,2.006
2016-06-17,1.075
2016-06-18,1.557
2016-06-19,1.802
2016-06-20,1.512
2016-06-21,1.725
2016-06-22,2.072
2016-06-23,1.935
2016-06-24,1.615
2016-06-25,1.878
2016-06-26,1.573
2016-06-27,1.369
2016-06-28,1.482
2016-06-29,1.713
2016-06-30,1.536
2016-07-01,1.776
2016-07-02,1.904
2016-07-03,1.91
2016-07-04,1.914
2016-07-05,1.861
2016-07-06,1.688
2016-07-07,1.591
2016-07-08,1.405
2016-07-09,1.367
2016-07-10,1.083
2016-07-11,1.215
2016-07-12,0.967
2016-07-13,0.81
2016-07-14,0.776
2016-07-15,0.755
2016-07-16,0.936
2016-07-17,0.941
2016-07-18,0.932
2016-07-19,0.911
2016-07-20,0.903
2016-07-21,0.998
2016-07-22,0.862
2016-07-23,1.197
2016-07-24,0.915
2016-07-25,1.068
2016-07-26,0.861
2016-07-27,0.908
2016-07-28,0.873
2016-07-29,0.962
2016-07-30,1.211
2016-07-31,1.126
2016-08-01,1.026
2016-08-02,1.005
2016-08-03,1.028
2016-08-04,1.051
2016-08-05,0.963
2016-08-06,1.016
2016-08-07,1.042
2016-08-08,1.103
2016-08-09,1.095
2016-08-10,1.086
2016-08-11,1.093
2016-08-12,1.324
2016-08-13,1.258
2016-08-14,1.461
2016-08-15,1.345
2016-08-16,1.346
2016-08-17,1.367
2016-08-18,1.368
2016-08-19,1.389
2016-08-20,1.351
2016-08-21,1.332
2016-08-22,1.157
2016-08-23,1.199
2016-08-24,1.125
2016-08-25,1.127
2016-08-26,1.092
2016-08-27,1.021
2016-08-28,1.096
2016-08-29,1.026
2016-08-30,1.132
2016-08-31,1.087
2016-09-01,0.958
2016-09-02,0.884
2016-09-03,0.876
2016-09-04,0.697
2016-09-05,0.797
2016-09-06,0.657
2016-09-07,0.807
2016-09-08,0.82
2016-09-09,0.807
2016-09-10,0.942
2016-09-11,1.07
2016-09-12,0.976
2016-09-13,0.884
2016-09-14,0.96
2016-09-15,0.94
2016-09-16,0.994
2016-09-17,0.879
2016-09-18,0.823
2016-09-19,0.952
2016-09-20,0.937
2016-09-21,0.651
2016-09-22,0.368
2016-09-23,0.354
2016-09-24,0.613
2016-09-25,0.791
2016-09-26,0.656
2016-09-27,0.613
2016-09-28,0.853
2016-09-29,1.11
2016-09-30,1.093
2016-10-01,0.907
2016-10-02,0.766
2016-10-03,0.308
2016-10-04,0.502
2016-10-05,0.614
2016-10-06,0.687
2016-10-07,0.493
2016-10-08,0.288
2016-10-09,0.33
2016-10-10,0.716
2016-10-11,0.764
2016-10-12,1.002
2016-10-13,1.354
2016-10-14,0.314
2016-10-15,0.521
2016-10-16,0.474
2016-10-17,1.264
2016-10-18,1.626
2016-10-19,2.542
2016-10-20,1.428
2016-10-21,1.515
2016-10-22,1.536
2016-10-23,1.728
2016-10-24,1.235
2016-10-25,0.273
2016-10-26,1.222
2016-10-27,0.465
2016-10-28,0.452
2016-10-29,0.584
2016-10-30,0.472
2016-10-31,0.64
2016-11-01,0.688
2016-11-02,0.754
2016-11-03,0.79
2016-11-04,0.68
2016-11-05,0.81
2016-11-06,0.739
2016-11-07,0.713
2016-11-08,0.74
2016-11-09,0.827
2016-11-10,0.795
2016-11-11,0.848
2016-11-12,0.778
2016-11-13,0.567
2016-11-14,0.554
2016-11-15,0.494
2016-11-16,0.467
2016-11-17,0.517
2016-11-18,0.434
2016-11-19,0.228
2016-11-20,0.186
2016-11-21,0.194
2016-11-22,0.203
2016-11-23,0.302
2016-11-24,0.252
2016-11-25,0.294
2016-11-26,0.102
2016-11-27,0.316
2016-11-28,0.182
2016-11-29,0.413
2016-11-30,0.349
2016-12-01,0.813
2016-12-02,1.234
2016-12-03,0.681
2016-12-04,0.327
2016-12-05,0.336
2016-12-06,0.345
2016-12-07,0.304
2016-12-08,0.156
2016-12-09,0.426
2016-12-10,0.164
2016-12-11,0.223
2016-12-12,0.4
2016-12-13,0.351
2016-12-14,0.359
2016-12-15,0.183
2016-12-16,0.312
2016-12-17,0.701
2016-12-18,0.91
2016-12-19,0.663
2016-12-20,0.608
2016-12-21,0.689
2016-12-22,0.632
2016-12-23,0.286
2016-12-24,0.291
2016-12-25,0.445
2016-12-26,0.755
2016-12-27,0.614
2016-12-28,1.093
2016-12-29,0.531
2016-12-30,0.59
2016-12-31,0.716
2017-01-01,0.596
2017-01-02,0.706
2017-01-03,0.497
2017-01-04,0.18
2017-01-05,0.232
2017-01-06,0.483
2017-01-07,0.501
2017-01-08,0.715
2017-01-09,0.741
2017-01-10,0.697
2017-01-11,0.936
2017-01-12,0.372
2017-01-13,1.073
2017-01-14,0.66
2017-01-15,0.56
2017-01-16,0.601
2017-01-17,0.317
2017-01-18,0.361
2017-01-19,0.739
2017-01-20,0.589
2017-01-21,0.653
2017-01-22,0.626
2017-01-23,0.541
2017-01-24,0.617
2017-01-25,0.406
2017-01-26,0.719
2017-01-27,0.99
2017-01-28,0.766
2017-01-29,0.921
2017-01-30,0.745
2017-01-31,0.696
2017-02-01,0.521
2017-02-02,0.687
2017-02-03,1.254
2017-02-04,1.126
2017-02-05,1.072
2017-02-06,1.182
2017-02-07,1.47
2017-02-08,1.15
2017-02-09,0.543
2017-02-10,1.295
2017-02-11,1.985
2017-02-12,2.317
2017-02-13,1.38
2017-02-14,1.71
2017-02-15,1.214
2017-02-16,2.339
2017-02-17,1.125
2017-02-18,1.336
2017-02-19,1.034
2017-02-20,1.455
2017-02-21,1.671
2017-02-22,1.575
2017-02-23,1.795
2017-02-24,2.122
2017-02-25,1.387
2017-02-26,2.252
2017-02-27,1.94
2017-02-28,1.95
2017-03-01,2.611
2017-03-02,2.414
2017-03-03,2.087
2017-03-04,2.491
2017-03-05,1.961
2017-03-06,1.95
2017-03-07,1.429
2017-03-08,2.942
2017-03-09,2.825
2017-03-10,2.507
2017-03-11,2.593
2017-03-12,3.172
2017-03-13,2.858
2017-03-14,3.037
2017-03-15,2.435
2017-03-16,2.614
2017-03-17,2.983
2017-03-18,2.773
2017-03-19,2.471
2017-03-20,1.984
2017-03-21,2.535
2017-03-22,2.053
2017-03-23,2.596
2017-03-24,1.474
2017-03-25,2.472
2017-03-26,1.729
2017-03-27,2.621
2017-03-28,4.401
2017-03-29,2.944
2017-03-30,3.191
2017-03-31,5.108
2017-04-01,5.181
2017-04-02,4.361
2017-04-03,4.765
2017-04-04,2.694
2017-04-05,3.487
2017-04-06,1.749
2017-04-07,1.842
2017-04-08,2.023
2017-04-09,2.823
2017-04-10,3.274
2017-04-11,2.13
2017-04-12,2.047
2017-04-13,2.232
2017-04-14,3.313
2017-04-15,3.323
2017-04-16,1.892
2017-04-17,1.807
2017-04-18,2.628
2017-04-19,3.544
2017-04-20,3.66
2017-04-21,4.883
2017-04-22,3.989
2017-04-23,4.203
2017-04-24,2.821
2017-04-25,3.029
2017-04-26,2.287
2017-04-27,4.317
2017-04-28,6.03
2017-04-29,6.494
2017-04-30,4.86
2017-05-01,7.084
2017-05-02,7.068
2017-05-03,6.136
2017-05-04,5.3
2017-05-05,4.923
2017-05-06,3.753
2017-05-07,5.424
2017-05-08,5.077
2017-05-09,6.025
2017-05-10,4.561
2017-05-11,4.579
2017-05-12,4.786
2017-05-13,4.711
2017-05-14,4.496
2017-05-15,4.731
2017-05-16,2.343
2017-05-17,4.385
2017-05-18,5.647
2017-05-19,4.603
2017-05-20,4.691
2017-05-21,4.614
2017-05-22,4.821
2017-05-23,4.804
2017-05-24,4.861
2017-05-25,4.257
2017-05-26,3.657
2017-05-27,4.155
2017-05-28,4.576
2017-05-29,4.488
2017-05-30,4.308
2017-05-31,3.388
2017-06-01,4.12
2017-06-02,4.519
2017-06-03,4.778
2017-06-04,5.04
2017-06-05,4.633
2017-06-06,5.425
2017-06-07,4.906
2017-06-08,1.361
2017-06-09,3.18
2017-06-10,4.096
2017-06-11,3.267
2017-06-12,3.501
2017-06-13,4.498
2017-06-14,4.734
2017-06-15,4.907
2017-06-16,5.611
2017-06-17,6.032
2017-06-18,6.775
2017-06-19,4.986
2017-06-20,4.327
2017-06-21,4.313
2017-06-22,5.56
2017-06-23,3.776
2017-06-24,3.129
2017-06-25,3.002
2017-06-26,2.666
2017-06-27,2.457
2017-06-28,2.315
2017-06-29,1.98
2017-06-30,1.939
2017-07-01,1.716
2017-07-02,1.6
2017-07-03,1.549
2017-07-04,1.487
2017-07-05,1.325
2017-07-06,1.12
2017-07-07,1.213
2017-07-08,1.075
2017-07-09,1.015
2017-07-10,0.993
2017-07-11,1.012
2017-07-12,0.977
2017-07-13,0.995
2017-07-14,0.986
2017-07-15,0.937
2017-07-16,1.119
2017-07-17,1.17
2017-07-18,1.193
2017-07-19,1.021
2017-07-20,1.044
2017-07-21,0.953
2017-07-22,0.918
2017-07-23,1.084
2017-07-24,1.151
2017-07-25,1.042
2017-07-26,1.021
2017-07-27,1.014
2017-07-28,1.097
2017-07-29,1.166
2017-07-30,1.098
2017-07-31,1.137
2017-08-01,1.045
2017-08-02,1.35
2017-08-03,1.648
2017-08-04,1.766
2017-08-05,1.93
2017-08-06,2.243
2017-08-07,2.533
2017-08-08,2.789
2017-08-09,2.998
2017-08-10,2.731
2017-08-11,2.854
2017-08-12,3.112
2017-08-13,2.724
2017-08-14,2.038
2017-08-15,1.886
2017-08-16,1.77
2017-08-17,1.713
2017-08-18,1.625
2017-08-19,1.495
2017-08-20,1.292
2017-08-21,1.04
2017-08-22,0.857
2017-08-23,0.813
2017-08-24,0.609
2017-08-25,0.38
2017-08-26,0.459
2017-08-27,0.798
2017-08-28,0.706
2017-08-29,0.993
2017-08-30,1.133
2017-08-31,1.143
2017-09-01,1.599
2017-09-02,1.437
2017-09-03,1.525
2017-09-04,1.176
2017-09-05,1.022
2017-09-06,0.861
2017-09-07,0.541
2017-09-08,0.518
2017-09-09,0.439
2017-09-10,0.408
2017-09-11,0.373
2017-09-12,0.366
2017-09-13,0.294
2017-09-14,0.229
2017-09-15,0.225
2017-09-16,0.219
2017-09-17,0.245
2017-09-18,0.217
2017-09-19,0.142
2017-09-20,0.146
2017-09-21,0.111
2017-09-22,0.106
2017-09-23,0.142
2017-09-24,0.113
2017-09-25,0.093
2017-09-26,0.092
2017-09-27,0.1
2017-09-28,0.141
2017-09-29,0.19
2017-09-30,0.195
2017-10-01,0.377
2017-10-02,0.416
2017-10-03,0.435
2017-10-04,0.305
2017-10-05,0.497
2017-10-06,0.759
2017-10-07,0.675
2017-10-08,1.97
2017-10-09,1.939
2017-10-10,1.341
2017-10-11,1.83
2017-10-12,2.392
2017-10-13,2.484
2017-10-14,3.414
2017-10-15,2.357
2017-10-16,2.37
2017-10-17,2.991
2017-10-18,2.681
2017-10-19,3.115
2017-10-20,1.485
2017-10-21,1.405
2017-10-22,2.133
2017-10-23,2.679
2017-10-24,1.558
2017-10-25,0.984
2017-10-26,1.174
2017-10-27,0.764
2017-10-28,0.343
2017-10-29,0.408
2017-10-30,0.564
2017-10-31,0.637
2017-11-01,0.83
2017-11-02,1.104
2017-11-03,0.944
2017-11-04,0.589
2017-11-05,1.046
2017-11-06,0.775
2017-11-07,1.021
2017-11-08,1.198
2017-11-09,1.183
