time,etof
2016-01-01,0.047
2016-01-02,0.047
2016-01-03,0.047
2016-01-04,0.047
2016-01-05,0.047
2016-01-06,0.047
2016-01-07,0.047
2016-01-08,0.047
2016-01-09,0.047
2016-01-10,0.047
2016-01-11,0.047
2016-01-12,0.047
2016-01-13,0.047
2016-01-14,0.047
2016-01-15,0.047
2016-01-16,0.047
2016-01-17,0.047
2016-01-18,0.047
2016-01-19,0.047
2016-01-20,0.047
2016-01-21,0.047
2016-01-22,0.047
2016-01-23,0.047
2016-01-24,0.047
2016-01-25,0.047
2016-01-26,0.047
2016-01-27,0.047
2016-01-28,0.059
2016-01-29,0.072
2016-01-30,0.085
2016-01-31,0.098
2016-02-01,0.111
2016-02-02,0.123
2016-02-03,0.136
2016-02-04,0.149
2016-02-05,0.162
2016-02-06,0.175
2016-02-07,0.187
2016-02-08,0.2
2016-02-09,0.213
2016-02-10,0.226
2016-02-11,0.239
2016-02-12,0.251
2016-02-13,0.264
2016-02-14,0.277
2016-02-15,0.29
2016-02-16,0.303
2016-02-17,0.315
2016-02-18,0.328
2016-02-19,0.341
2016-02-20,0.354
2016-02-21,0.374
2016-02-22,0.394
2016-02-23,0.413
2016-02-24,0.433
2016-02-25,0.453
2016-02-26,0.473
2016-02-27,0.493
2016-02-28,0.513
2016-02-29,0.532
2016-03-01,0.552
2016-03-02,0.572
2016-03-03,0.592
2016-03-04,0.612
2016-03-05,0.632
2016-03-06,0.651
2016-03-07,0.671
2016-03-08,0.691
2016-03-09,0.711
2016-03-10,0.731
2016-03-11,0.751
2016-03-12,0.77
2016-03-13,0.79
2016-03-14,0.81
2016-03-15,0.83
2016-03-16,0.817
2016-03-17,0.804
2016-03-18,0.792
2016-03-19,0.779
2016-03-20,0.766
2016-03-21,0.753
2016-03-22,0.74
2016-03-23,0.728
2016-03-24,0.704
2016-03-25,0.681
2016-03-26,0.657
2016-03-27,0.634
2016-03-28,0.61
2016-03-29,0.587
2016-03-30,0.563
2016-03-31,0.539
2016-04-01,0.555
2016-04-02,0.571
2016-04-03,0.587
2016-04-04,0.603
2016-04-05,0.619
2016-04-06,0.635
2016-04-07,0.651
2016-04-08,0.667
2016-04-09,0.68
2016-04-10,0.692
2016-04-11,0.705
2016-04-12,0.717
2016-04-13,0.73
2016-04-14,0.742
2016-04-15,0.755
2016-04-16,0.767
2016-04-17,0.734
2016-04-18,0.702
2016-04-19,0.669
2016-04-20,0.636
2016-04-21,0.604
2016-04-22,0.571
2016-04-23,0.538
2016-04-24,0.505
2016-04-25,0.473
2016-04-26,0.44
2016-04-27,0.407
2016-04-28,0.374
2016-04-29,0.342
2016-04-30,0.309
2016-05-01,0.276
2016-05-02,0.244
2016-05-03,0.279
2016-05-04,0.315
2016-05-05,0.351
2016-05-06,0.386
2016-05-07,0.422
2016-05-08,0.458
2016-05-09,0.493
2016-05-10,0.529
2016-05-11,0.528
2016-05-12,0.526
2016-05-13,0.525
2016-05-14,0.523
2016-05-15,0.522
2016-05-16,0.52
2016-05-17,0.519
2016-05-18,0.517
2016-05-19,0.512
2016-05-20,0.506
2016-05-21,0.5
2016-05-22,0.495
2016-05-23,0.489
2016-05-24,0.483
2016-05-25,0.478
2016-05-26,0.472
2016-05-27,0.454
2016-05-28,0.437
2016-05-29,0.419
2016-05-30,0.401
2016-05-31,0.384
2016-06-01,0.366
2016-06-02,0.348
2016-06-03,0.331
2016-06-04,0.313
2016-06-05,0.295
2016-06-06,0.277
2016-06-07,0.26
2016-06-08,0.242
2016-06-09,0.224
2016-06-10,0.207
2016-06-11,0.189
2016-06-12,0.175
2016-06-13,0.16
2016-06-14,0.146
2016-06-15,0.131
2016-06-16,0.117
2016-06-17,0.103
2016-06-18,0.088
2016-06-19,0.074
2016-06-20,0.085
2016-06-21,0.096
2016-06-22,0.107
2016-06-23,0.118
2016-06-24,0.129
2016-06-25,0.14
2016-06-26,0.151
2016-06-27,0.162
2016-06-28,0.142
2016-06-29,0.122
2016-06-30,0.102
2016-07-01,0.081
2016-07-02,0.061
2016-07-03,0.041
2016-07-04,0.021
2016-07-05,0.001
2016-07-06,0.005
2016-07-07,0.009
2016-07-08,0.013
2016-07-09,0.018
2016-07-10,0.022
2016-07-11,0.026
2016-07-12,0.03
2016-07-13,0.035
2016-07-14,0.034
2016-07-15,0.033
2016-07-16,0.032
2016-07-17,0.031
2016-07-18,0.03
2016-07-19,0.029
2016-07-20,0.028
2016-07-21,0.027
2016-07-22,0.027
2016-07-23,0.027
2016-07-24,0.027
2016-07-25,0.026
2016-07-26,0.026
2016-07-27,0.026
2016-07-28,0.025
2016-07-29,0.025
2016-07-30,0.022
2016-07-31,0.02
2016-08-01,0.017
2016-08-02,0.014
2016-08-03,0.011
2016-08-04,0.009
2016-08-05,0.006
2016-08-06,0.003
2016-08-07,0.003
2016-08-08,0.002
2016-08-09,0.002
2016-08-10,0.002
2016-08-11,0.001
2016-08-12,0.001
2016-08-13,0.001
2016-08-14,0.001
2016-08-15,0.001
2016-08-16,0.001
2016-08-17,0.001
2016-08-18,0.001
2016-08-19,0.001
2016-08-20,0.001
2016-08-21,0.001
2016-08-22,0.001
2016-08-23,0.001
2016-08-24,0.001
2016-08-25,0.002
2016-08-26,0.002
2016-08-27,0.003
2016-08-28,0.003
2016-08-29,0.003
2016-08-30,0.004
2016-08-31,0.004
2016-09-01,0.005
2016-09-02,0.005
2016-09-03,0.006
2016-09-04,0.006
2016-09-05,0.006
2016-09-06,0.007
2016-09-07,0.007
2016-09-08,0.007
2016-09-09,0.007
2016-09-10,0.007
2016-09-11,0.007
2016-09-12,0.006
2016-09-13,0.006
2016-09-14,0.006
2016-09-15,0.006
2016-09-16,0.008
2016-09-17,0.01
2016-09-18,0.012
2016-09-19,0.014
2016-09-20,0.016
2016-09-21,0.018
2016-09-22,0.02
2016-09-23,0.022
2016-09-24,0.024
2016-09-25,0.026
2016-09-26,0.028
2016-09-27,0.03
2016-09-28,0.032
2016-09-29,0.034
2016-09-30,0.036
2016-10-01,0.038
2016-10-02,0.033
2016-10-03,0.028
2016-10-04,0.024
2016-10-05,0.019
2016-10-06,0.015
2016-10-07,0.01
2016-10-08,0.006
2016-10-09,0.001
2016-10-10,0.002
2016-10-11,0.003
2016-10-12,0.004
2016-10-13,0.005
2016-10-14,0.006
2016-10-15,0.007
2016-10-16,0.008
2016-10-17,0.01
2016-10-18,0.011
2016-10-19,0.012
2016-10-20,0.013
2016-10-21,0.014
2016-10-22,0.015
2016-10-23,0.016
2016-10-24,0.017
2016-10-25,0.018
2016-10-26,0.019
2016-10-27,0.02
2016-10-28,0.021
