time,et
2016-01-01,0.739
2016-01-02,0.897
2016-01-03,0.897
2016-01-04,0.528
2016-01-05,0.58
2016-01-06,0.58
2016-01-07,0.528
2016-01-08,0.369
2016-01-09,0.686
2016-01-10,0.475
2016-01-11,0.58
2016-01-12,0.633
2016-01-13,0.95
2016-01-14,0.633
2016-01-15,0.58
2016-01-16,0.528
2016-01-17,0.686
2016-01-18,0.528
2016-01-19,0.317
2016-01-20,0.422
2016-01-21,0.475
2016-01-22,0.739
2016-01-23,0.528
2016-01-24,0.528
2016-01-25,0.633
2016-01-26,0.686
2016-01-27,0.686
2016-01-28,0.686
2016-01-29,0.686
2016-01-30,0.386
2016-01-31,0.288
2016-02-01,2.596
2016-02-02,1.093
2016-02-03,1.268
2016-02-04,1.176
2016-02-05,1.433
2016-02-06,1.334
2016-02-07,1.674
2016-02-08,1.874
2016-02-09,2.002
2016-02-10,1.559
2016-02-11,1.26
2016-02-12,1.29
2016-02-13,1.672
2016-02-14,1.89
2016-02-15,2.115
2016-02-16,1.409
2016-02-17,1.343
2016-02-18,2.154
2016-02-19,2.298
2016-02-20,3.056
2016-02-21,2.908
2016-02-22,2.011
2016-02-23,1.419
2016-02-24,1.5
2016-02-25,1.225
2016-02-26,1.216
2016-02-27,0.941
2016-02-28,0.689
2016-02-29,0.513
2016-03-01,0.43
2016-03-02,0.502
2016-03-03,0.521
2016-03-04,0.638
2016-03-05,0.395
2016-03-06,0.655
2016-03-07,0.57
2016-03-08,0.611
2016-03-09,0.777
2016-03-10,1.062
2016-03-11,0.848
2016-03-12,0.824
2016-03-13,0.752
2016-03-14,0.834
2016-03-15,1.358
2016-03-16,1.47
2016-03-17,1.586
2016-03-18,1.67
2016-03-19,1.565
2016-03-20,1.592
2016-03-21,1.406
2016-03-22,1.548
2016-03-23,1.368
2016-03-24,1.417
2016-03-25,1.49
2016-03-26,1.498
2016-03-27,1.614
2016-03-28,1.573
2016-03-29,1.646
2016-03-30,1.808
2016-03-31,1.886
2016-04-01,2.006
2016-04-02,2.037
2016-04-03,2.139
2016-04-04,2.486
2016-04-05,2.443
2016-04-06,2.204
2016-04-07,2.504
2016-04-08,1.624
2016-04-09,1.332
2016-04-10,1.236
2016-04-11,1.586
2016-04-12,2.087
2016-04-13,1.843
2016-04-14,2.496
2016-04-15,2.202
2016-04-16,2.408
2016-04-17,2.615
2016-04-18,2.772
2016-04-19,2.97
2016-04-20,2.839
2016-04-21,3.323
2016-04-22,3.168
2016-04-23,3.178
2016-04-24,3.177
2016-04-25,2.959
2016-04-26,3.572
2016-04-27,4.107
2016-04-28,2.737
2016-04-29,3.896
2016-04-30,4.067
2016-05-01,3.676
2016-05-02,3.834
2016-05-03,3.735
2016-05-04,3.575
2016-05-05,2.982
2016-05-06,2.523
2016-05-07,2.133
2016-05-08,2.052
2016-05-09,3.048
2016-05-10,3.669
2016-05-11,3.926
2016-05-12,4.234
2016-05-13,4.525
2016-05-14,4.261
2016-05-15,4.159
2016-05-16,4.914
2016-05-17,5.224
2016-05-18,5.686
2016-05-19,6.019
2016-05-20,4.905
2016-05-21,4.598
2016-05-22,4.828
2016-05-23,5.058
2016-05-24,3.832
2016-05-25,4.752
2016-05-26,5.365
2016-05-27,5.595
2016-05-28,5.825
2016-05-29,6.439
2016-05-30,6.515
2016-05-31,6.669
2016-06-01,6.577
2016-06-02,6.577
2016-06-03,6.353
2016-06-04,5.979
2016-06-05,6.801
2016-06-06,6.876
2016-06-07,7.026
2016-06-08,6.428
2016-06-09,5.606
2016-06-10,5.531
2016-06-11,5.307
2016-06-12,5.531
2016-06-13,5.905
2016-06-14,5.874
2016-06-15,5.336
2016-06-16,4.813
2016-06-17,4.723
2016-06-18,4.701
2016-06-19,4.61
2016-06-20,5.239
2016-06-21,6.224
2016-06-22,6.773
2016-06-23,6.939
2016-06-24,6.504
2016-06-25,6.121
2016-06-26,6.552
2016-06-27,6.574
2016-06-28,5.955
2016-06-29,7.042
2016-06-30,6.227
2016-07-01,5.896
2016-07-02,5.868
2016-07-03,5.838
2016-07-04,6.18
2016-07-05,6.525
2016-07-06,6.423
2016-07-07,6.089
2016-07-08,6.158
2016-07-09,6.0
2016-07-10,5.842
2016-07-11,6.063
2016-07-12,6.662
2016-07-13,6.427
2016-07-14,6.42
2016-07-15,6.338
2016-07-16,6.265
2016-07-17,6.116
2016-07-18,5.59
2016-07-19,5.818
2016-07-20,5.896
2016-07-21,6.352
2016-07-22,7.035
2016-07-23,7.113
2016-07-24,6.327
2016-07-25,6.223
2016-07-26,6.268
2016-07-27,6.833
2016-07-28,6.949
2016-07-29,6.401
2016-07-30,6.737
2016-07-31,6.486
2016-08-01,6.008
2016-08-02,5.941
2016-08-03,6.141
2016-08-04,5.534
2016-08-05,4.886
2016-08-06,4.701
2016-08-07,4.826
2016-08-08,4.759
2016-08-09,4.999
2016-08-10,4.683
2016-08-11,4.539
2016-08-12,4.774
2016-08-13,5.15
2016-08-14,5.4
2016-08-15,5.377
2016-08-16,4.992
2016-08-17,4.732
2016-08-18,4.817
2016-08-19,4.496
2016-08-20,4.958
2016-08-21,4.574
2016-08-22,4.264
2016-08-23,4.38
2016-08-24,4.539
2016-08-25,4.444
2016-08-26,4.046
2016-08-27,3.873
2016-08-28,3.939
2016-08-29,4.505
2016-08-30,4.769
2016-08-31,4.264
2016-09-01,4.328
2016-09-02,4.295
2016-09-03,4.585
2016-09-04,4.165
2016-09-05,3.751
2016-09-06,4.036
2016-09-07,3.691
2016-09-08,4.096
2016-09-09,4.063
2016-09-10,4.189
2016-09-11,4.192
2016-09-12,3.701
2016-09-13,2.654
2016-09-14,2.903
2016-09-15,3.214
2016-09-16,3.711
2016-09-17,3.899
2016-09-18,3.312
