time,et
2016-01-01,0.582
2016-01-02,0.621
2016-01-03,0.543
2016-01-04,0.311
2016-01-05,0.233
2016-01-06,0.155
2016-01-07,0.272
2016-01-08,0.272
2016-01-09,0.194
2016-01-10,0.427
2016-01-11,0.477
2016-01-12,0.447
2016-01-13,0.332
2016-01-14,0.212
2016-01-15,0.347
2016-01-16,0.266
2016-01-17,0.271
2016-01-18,0.461
2016-01-19,0.564
2016-01-20,0.479
2016-01-21,0.586
2016-01-22,0.447
2016-01-23,0.557
2016-01-24,0.567
2016-01-25,0.629
2016-01-26,0.587
2016-01-27,0.814
2016-01-28,0.441
2016-01-29,0.28
2016-01-30,0.855
2016-01-31,1.91
2016-02-01,2.073
2016-02-02,1.188
2016-02-03,1.425
2016-02-04,1.335
2016-02-05,1.298
2016-02-06,1.432
2016-02-07,1.801
2016-02-08,1.826
2016-02-09,1.374
2016-02-10,1.332
2016-02-11,1.166
2016-02-12,2.137
2016-02-13,2.566
2016-02-14,3.359
2016-02-15,2.623
2016-02-16,1.839
2016-02-17,1.515
2016-02-18,2.477
2016-02-19,1.665
2016-02-20,1.835
2016-02-21,1.696
2016-02-22,1.693
2016-02-23,1.487
2016-02-24,1.349
2016-02-25,1.212
2016-02-26,1.075
2016-02-27,1.408
2016-02-28,1.539
2016-02-29,1.469
2016-03-01,2.16
2016-03-02,2.086
2016-03-03,1.249
2016-03-04,1.524
2016-03-05,1.313
2016-03-06,1.725
2016-03-07,1.928
2016-03-08,1.374
2016-03-09,1.097
2016-03-10,0.958
2016-03-11,1.229
2016-03-12,1.568
2016-03-13,1.905
2016-03-14,1.901
2016-03-15,2.168
2016-03-16,2.721
2016-03-17,2.469
2016-03-18,2.225
2016-03-19,2.115
2016-03-20,1.216
2016-03-21,1.188
2016-03-22,1.973
2016-03-23,2.496
2016-03-24,2.555
2016-03-25,3.137
2016-03-26,3.075
2016-03-27,2.596
2016-03-28,2.792
2016-03-29,2.851
2016-03-30,2.765
2016-03-31,3.055
2016-04-01,2.782
2016-04-02,2.823
2016-04-03,2.852
2016-04-04,3.405
2016-04-05,3.965
2016-04-06,3.792
2016-04-07,2.684
2016-04-08,2.0
2016-04-09,0.738
2016-04-10,0.799
2016-04-11,1.555
2016-04-12,1.64
2016-04-13,1.827
2016-04-14,1.433
2016-04-15,2.191
2016-04-16,2.446
2016-04-17,1.972
2016-04-18,1.913
2016-04-19,1.819
2016-04-20,1.834
2016-04-21,1.386
2016-04-22,0.878
2016-04-23,1.388
2016-04-24,2.262
2016-04-25,2.832
2016-04-26,2.154
2016-04-27,1.643
2016-04-28,2.491
2016-04-29,2.295
2016-04-30,3.244
2016-05-01,2.511
2016-05-02,3.66
2016-05-03,3.116
2016-05-04,2.864
2016-05-05,1.936
2016-05-06,1.555
2016-05-07,0.686
2016-05-08,2.126
2016-05-09,2.385
2016-05-10,2.559
2016-05-11,2.538
2016-05-12,2.565
2016-05-13,2.447
2016-05-14,2.188
2016-05-15,2.594
2016-05-16,2.946
2016-05-17,3.754
2016-05-18,1.909
2016-05-19,1.529
2016-05-20,1.271
2016-05-21,0.901
2016-05-22,1.23
2016-05-23,1.399
2016-05-24,1.513
2016-05-25,1.6
2016-05-26,2.358
2016-05-27,2.663
2016-05-28,2.928
2016-05-29,2.641
2016-05-30,2.95
2016-05-31,3.176
2016-06-01,2.707
2016-06-02,2.926
2016-06-03,3.226
2016-06-04,2.561
2016-06-05,2.988
2016-06-06,2.657
2016-06-07,2.62
2016-06-08,2.457
2016-06-09,2.547
2016-06-10,2.638
2016-06-11,3.07
2016-06-12,2.962
2016-06-13,2.969
2016-06-14,2.913
2016-06-15,2.22
2016-06-16,2.801
2016-06-17,1.739
2016-06-18,3.443
2016-06-19,3.766
2016-06-20,4.001
2016-06-21,3.895
2016-06-22,3.535
2016-06-23,3.717
2016-06-24,3.277
2016-06-25,3.686
2016-06-26,3.463
2016-06-27,3.166
2016-06-28,3.116
2016-06-29,2.627
2016-06-30,2.972
2016-07-01,2.966
2016-07-02,2.835
2016-07-03,2.939
2016-07-04,2.404
2016-07-05,2.035
2016-07-06,2.262
2016-07-07,1.824
2016-07-08,2.014
2016-07-09,1.64
2016-07-10,1.793
2016-07-11,1.836
2016-07-12,1.519
2016-07-13,2.62
2016-07-14,2.557
2016-07-15,2.315
2016-07-16,2.35
2016-07-17,2.565
2016-07-18,2.309
2016-07-19,2.38
2016-07-20,2.602
2016-07-21,2.685
2016-07-22,2.768
2016-07-23,3.574
2016-07-24,3.011
2016-07-25,2.905
2016-07-26,3.066
2016-07-27,3.151
2016-07-28,3.005
2016-07-29,3.129
2016-07-30,2.771
2016-07-31,2.387
2016-08-01,2.333
2016-08-02,2.326
2016-08-03,2.317
2016-08-04,1.934
2016-08-05,1.73
2016-08-06,1.599
2016-08-07,1.734
2016-08-08,1.804
2016-08-09,1.703
2016-08-10,1.605
2016-08-11,1.588
2016-08-12,1.772
2016-08-13,1.747
2016-08-14,2.61
2016-08-15,2.301
2016-08-16,2.398
2016-08-17,2.459
2016-08-18,2.367
2016-08-19,2.543
2016-08-20,2.411
2016-08-21,2.551
2016-08-22,2.208
2016-08-23,2.18
2016-08-24,2.34
2016-08-25,2.123
2016-08-26,1.911
2016-08-27,1.776
2016-08-28,1.966
2016-08-29,1.903
2016-08-30,2.119
2016-08-31,1.932
2016-09-01,1.683
2016-09-02,1.875
2016-09-03,1.693
2016-09-04,1.714
2016-09-05,1.969
2016-09-06,2.054
2016-09-07,2.146
2016-09-08,1.755
2016-09-09,1.627
2016-09-10,1.749
2016-09-11,1.504
2016-09-12,1.267
2016-09-13,1.125
2016-09-14,1.299
2016-09-15,1.894
2016-09-16,1.871
2016-09-17,2.03
2016-09-18,2.005
2016-09-19,2.298
2016-09-20,2.199
2016-09-21,1.827
2016-09-22,1.633
2016-09-23,1.851
2016-09-24,2.175
2016-09-25,2.469
2016-09-26,2.066
2016-09-27,1.869
2016-09-28,1.634
2016-09-29,1.717
2016-09-30,1.585
2016-10-01,1.617
2016-10-02,1.152
2016-10-03,0.331
2016-10-04,1.162
2016-10-05,1.543
2016-10-06,1.737
2016-10-07,1.611
2016-10-08,1.384
2016-10-09,1.197
2016-10-10,1.166
2016-10-11,0.957
2016-10-12,1.055
2016-10-13,0.905
2016-10-14,0.312
2016-10-15,0.289
2016-10-16,0.516
2016-10-17,1.102
2016-10-18,1.661
2016-10-19,2.552
2016-10-20,1.618
2016-10-21,1.422
2016-10-22,1.426
2016-10-23,1.197
2016-10-24,0.579
2016-10-25,0.215
2016-10-26,0.83
2016-10-27,0.28
2016-10-28,0.269
2016-10-29,0.443
2016-10-30,0.354
2016-10-31,0.475
2016-11-01,0.546
2016-11-02,1.091
2016-11-03,1.26
2016-11-04,1.078
2016-11-05,1.011
2016-11-06,0.661
2016-11-07,0.57
2016-11-08,0.729
2016-11-09,0.817
2016-11-10,0.799
2016-11-11,0.639
2016-11-12,0.624
2016-11-13,0.61
2016-11-14,0.562
2016-11-15,0.258
2016-11-16,0.597
2016-11-17,0.612
2016-11-18,0.827
2016-11-19,0.347
2016-11-20,0.237
2016-11-21,0.364
2016-11-22,0.373
2016-11-23,0.424
2016-11-24,0.39
2016-11-25,0.354
2016-11-26,0.317
2016-11-27,0.555
2016-11-28,0.472
2016-11-29,0.866
2016-11-30,0.442
2016-12-01,1.2
2016-12-02,1.861
2016-12-03,1.029
2016-12-04,0.513
2016-12-05,0.55
2016-12-06,0.634
