time,eto
2016-01-01,0.804
2016-01-02,1.263
2016-01-03,1.493
2016-01-04,1.263
2016-01-05,0.574
2016-01-06,0.574
2016-01-07,0.689
2016-01-08,0.804
2016-01-09,0.919
2016-01-10,0.804
2016-01-11,1.148
2016-01-12,1.608
2016-01-13,1.034
2016-01-14,0.804
2016-01-15,1.034
2016-01-16,1.263
2016-01-17,1.148
2016-01-18,1.148
2016-01-19,1.034
2016-01-20,1.378
2016-01-21,2.182
2016-01-22,0.919
2016-01-23,0.689
2016-01-24,0.919
2016-01-25,1.608
2016-01-26,1.263
2016-01-27,1.838
2016-01-28,1.378
2016-01-29,0.459
2016-01-30,0.804
2016-01-31,1.723
2016-02-01,4.076
2016-02-02,2.242
2016-02-03,1.936
2016-02-04,1.936
2016-02-05,1.63
2016-02-06,2.038
2016-02-07,2.547
2016-02-08,2.038
2016-02-09,2.038
2016-02-10,1.834
2016-02-11,1.834
2016-02-12,1.63
2016-02-13,2.751
2016-02-14,4.279
2016-02-15,3.362
2016-02-16,2.038
2016-02-17,2.14
2016-02-18,2.547
2016-02-19,2.038
2016-02-20,1.936
2016-02-21,1.936
2016-02-22,2.038
2016-02-23,1.63
2016-02-24,1.732
2016-02-25,1.732
2016-02-26,1.834
2016-02-27,1.63
2016-02-28,1.732
2016-02-29,1.834
2016-03-01,3.108
2016-03-02,2.817
2016-03-03,1.651
2016-03-04,2.331
2016-03-05,1.748
2016-03-06,1.36
2016-03-07,0.971
2016-03-08,1.651
2016-03-09,1.651
2016-03-10,2.04
2016-03-11,1.651
2016-03-12,1.263
2016-03-13,1.263
2016-03-14,1.554
2016-03-15,2.234
2016-03-16,3.011
2016-03-17,2.914
2016-03-18,2.914
2016-03-19,3.205
2016-03-20,2.525
2016-03-21,1.651
2016-03-22,1.942
2016-03-23,2.914
2016-03-24,2.914
2016-03-25,3.205
2016-03-26,3.399
2016-03-27,2.817
2016-03-28,1.651
2016-03-29,2.719
2016-03-30,2.914
2016-03-31,3.011
2016-04-01,3.126
2016-04-02,3.614
2016-04-03,3.712
2016-04-04,3.712
2016-04-05,4.591
2016-04-06,4.786
2016-04-07,4.102
2016-04-08,3.126
2016-04-09,1.074
2016-04-10,1.465
2016-04-11,2.54
2016-04-12,2.93
2016-04-13,3.126
2016-04-14,2.54
2016-04-15,4.493
2016-04-16,4.884
2016-04-17,4.298
2016-04-18,4.395
2016-04-19,4.591
2016-04-20,4.2
2016-04-21,4.005
2016-04-22,1.563
2016-04-23,3.223
