time,et
2016-01-01,0.102
2016-01-02,0.185
2016-01-03,0.305
2016-01-04,0.144
2016-01-05,0.237
2016-01-06,0.636
2016-01-07,0.492
2016-01-08,0.591
2016-01-09,0.278
2016-01-10,0.307
2016-01-11,0.469
2016-01-12,0.447
2016-01-13,0.372
2016-01-14,0.302
2016-01-15,0.461
2016-01-16,0.24
2016-01-17,0.295
2016-01-18,0.237
2016-01-19,0.22
2016-01-20,0.283
2016-01-21,0.291
2016-01-22,0.209
2016-01-23,0.197
2016-01-24,0.252
2016-01-25,0.249
2016-01-26,0.265
2016-01-27,0.22
2016-01-28,0.208
2016-01-29,0.182
2016-01-30,0.347
2016-01-31,0.401
2016-02-01,0.498
2016-02-02,0.36
2016-02-03,0.406
2016-02-04,0.388
2016-02-05,0.436
2016-02-06,0.442
2016-02-07,0.52
2016-02-08,0.555
2016-02-09,0.563
2016-02-10,0.294
2016-02-11,0.275
2016-02-12,0.361
2016-02-13,0.457
2016-02-14,0.653
2016-02-15,0.792
2016-02-16,0.639
2016-02-17,0.754
2016-02-18,0.531
2016-02-19,0.497
2016-02-20,0.534
2016-02-21,0.563
2016-02-22,0.591
2016-02-23,0.411
2016-02-24,0.305
2016-02-25,0.236
2016-02-26,0.446
2016-02-27,0.322
2016-02-28,0.355
2016-02-29,0.302
2016-03-01,0.433
2016-03-02,0.48
2016-03-03,0.424
2016-03-04,0.532
2016-03-05,0.428
2016-03-06,0.59
2016-03-07,0.597
2016-03-08,0.846
2016-03-09,1.178
2016-03-10,1.201
2016-03-11,1.952
2016-03-12,1.551
2016-03-13,1.619
2016-03-14,1.416
2016-03-15,1.227
2016-03-16,1.576
2016-03-17,1.298
2016-03-18,1.149
2016-03-19,1.024
2016-03-20,0.946
2016-03-21,1.205
2016-03-22,1.388
2016-03-23,1.656
2016-03-24,1.612
2016-03-25,1.625
2016-03-26,1.942
2016-03-27,2.053
2016-03-28,2.626
2016-03-29,2.318
2016-03-30,1.767
2016-03-31,2.251
2016-04-01,2.08
2016-04-02,1.638
2016-04-03,1.841
2016-04-04,1.896
2016-04-05,1.945
2016-04-06,2.342
2016-04-07,2.153
2016-04-08,1.213
2016-04-09,1.296
2016-04-10,1.2
2016-04-11,1.024
2016-04-12,1.34
2016-04-13,1.607
2016-04-14,2.22
2016-04-15,2.697
2016-04-16,3.077
2016-04-17,3.165
2016-04-18,2.372
2016-04-19,2.648
2016-04-20,3.768
2016-04-21,4.439
2016-04-22,4.949
2016-04-23,4.015
2016-04-24,4.639
2016-04-25,5.114
2016-04-26,4.098
2016-04-27,4.956
2016-04-28,4.582
2016-04-29,4.798
2016-04-30,3.657
2016-05-01,4.021
2016-05-02,4.287
2016-05-03,5.093
2016-05-04,7.265
2016-05-05,7.541
2016-05-06,5.433
2016-05-07,5.15
2016-05-08,5.283
2016-05-09,5.468
2016-05-10,5.697
2016-05-11,4.739
2016-05-12,5.56
2016-05-13,6.156
2016-05-14,5.734
2016-05-15,5.148
2016-05-16,5.164
2016-05-17,4.754
2016-05-18,5.152
2016-05-19,6.634
2016-05-20,7.377
2016-05-21,6.428
2016-05-22,5.504
2016-05-23,6.409
2016-05-24,6.351
2016-05-25,5.846
2016-05-26,5.501
2016-05-27,5.93
2016-05-28,6.507
2016-05-29,6.391
2016-05-30,5.596
2016-05-31,6.99
2016-06-01,7.427
2016-06-02,7.03
2016-06-03,6.497
2016-06-04,7.845
2016-06-05,7.589
2016-06-06,6.856
2016-06-07,7.017
2016-06-08,6.904
2016-06-09,7.112
2016-06-10,6.286
2016-06-11,6.907
2016-06-12,6.342
2016-06-13,5.835
2016-06-14,6.682
2016-06-15,7.763
2016-06-16,6.738
2016-06-17,7.024
2016-06-18,5.864
2016-06-19,7.37
2016-06-20,8.527
2016-06-21,7.118
2016-06-22,7.884
2016-06-23,7.248
2016-06-24,6.634
2016-06-25,6.959
2016-06-26,7.137
2016-06-27,6.446
2016-06-28,6.69
2016-06-29,5.468
2016-06-30,6.122
2016-07-01,6.682
2016-07-02,6.692
2016-07-03,6.633
2016-07-04,5.746
2016-07-05,5.471
2016-07-06,4.884
2016-07-07,3.964
2016-07-08,3.409
2016-07-09,2.687
2016-07-10,2.088
2016-07-11,1.85
2016-07-12,1.798
2016-07-13,1.711
2016-07-14,1.56
2016-07-15,1.666
2016-07-16,1.562
2016-07-17,1.561
2016-07-18,1.337
2016-07-19,1.891
2016-07-20,1.537
2016-07-21,1.456
2016-07-22,1.457
2016-07-23,1.542
2016-07-24,1.533
2016-07-25,1.294
2016-07-26,1.138
2016-07-27,1.789
2016-07-28,1.685
2016-07-29,1.723
2016-07-30,1.429
2016-07-31,1.641
2016-08-01,1.527
2016-08-02,1.582
2016-08-03,1.619
2016-08-04,1.801
2016-08-05,2.0
2016-08-06,1.904
2016-08-07,1.931
2016-08-08,2.185
2016-08-09,2.018
2016-08-10,1.697
2016-08-11,1.38
2016-08-12,1.331
2016-08-13,1.383
2016-08-14,1.549
2016-08-15,1.548
2016-08-16,1.385
2016-08-17,1.274
2016-08-18,1.243
2016-08-19,1.338
2016-08-20,1.46
2016-08-21,0.947
2016-08-22,1.175
2016-08-23,1.202
2016-08-24,1.389
2016-08-25,1.499
2016-08-26,1.285
2016-08-27,1.166
2016-08-28,0.92
2016-08-29,0.895
2016-08-30,0.827
2016-08-31,0.839
2016-09-01,0.705
2016-09-02,0.755
2016-09-03,0.73
2016-09-04,0.67
2016-09-05,0.607
2016-09-06,0.661
2016-09-07,0.582
2016-09-08,0.782
2016-09-09,0.775
2016-09-10,0.978
2016-09-11,0.983
2016-09-12,1.008
2016-09-13,0.354
2016-09-14,0.307
2016-09-15,0.282
2016-09-16,0.254
2016-09-17,0.3
2016-09-18,0.318
2016-09-19,0.44
2016-09-20,0.255
2016-09-21,0.305
2016-09-22,0.524
2016-09-23,0.496
2016-09-24,0.52
2016-09-25,0.701
2016-09-26,0.625
2016-09-27,0.459
2016-09-28,0.412
2016-09-29,0.501
2016-09-30,0.424
2016-10-01,0.5
2016-10-02,0.491
