time,eto
2016-01-01,1.218
2016-01-02,1.479
2016-01-03,1.131
2016-01-04,0.87
2016-01-05,0.696
2016-01-06,0.783
2016-01-07,0.696
2016-01-08,0.696
2016-01-09,0.609
2016-01-10,1.044
2016-01-11,1.131
2016-01-12,1.044
2016-01-13,0.87
2016-01-14,0.522
2016-01-15,0.696
2016-01-16,0.696
2016-01-17,0.87
2016-01-18,0.783
2016-01-19,1.044
2016-01-20,0.87
2016-01-21,1.131
2016-01-22,0.957
2016-01-23,1.044
2016-01-24,0.957
2016-01-25,0.957
2016-01-26,0.957
2016-01-27,1.131
2016-01-28,0.696
2016-01-29,0.522
2016-01-30,1.392
2016-01-31,2.698
2016-02-01,2.88
2016-02-02,1.646
2016-02-03,2.386
2016-02-04,1.728
2016-02-05,1.728
2016-02-06,1.81
2016-02-07,1.81
2016-02-08,2.468
2016-02-09,1.81
2016-02-10,1.563
2016-02-11,1.646
2016-02-12,1.975
2016-02-13,2.551
2016-02-14,2.962
2016-02-15,2.139
2016-02-16,1.892
2016-02-17,1.481
2016-02-18,2.304
2016-02-19,1.646
2016-02-20,2.057
2016-02-21,1.892
2016-02-22,1.728
2016-02-23,1.481
2016-02-24,1.399
2016-02-25,1.317
2016-02-26,1.234
2016-02-27,1.481
2016-02-28,1.646
2016-02-29,1.728
2016-03-01,2.206
2016-03-02,2.291
2016-03-03,1.443
2016-03-04,1.782
2016-03-05,1.528
2016-03-06,1.952
2016-03-07,2.206
2016-03-08,1.612
2016-03-09,1.188
2016-03-10,1.103
2016-03-11,1.358
2016-03-12,1.697
2016-03-13,1.867
2016-03-14,1.952
2016-03-15,2.716
2016-03-16,2.97
2016-03-17,2.801
2016-03-18,2.716
2016-03-19,2.546
2016-03-20,1.528
2016-03-21,1.612
2016-03-22,2.546
2016-03-23,2.801
2016-03-24,3.14
2016-03-25,3.564
2016-03-26,3.564
2016-03-27,2.97
2016-03-28,3.225
2016-03-29,3.14
2016-03-30,2.885
2016-03-31,3.14
