time,et
2016-01-01,0.566
2016-01-02,0.772
2016-01-03,0.875
2016-01-04,0.36
2016-01-05,0.36
2016-01-06,0.36
2016-01-07,0.36
2016-01-08,0.36
2016-01-09,0.669
2016-01-10,0.463
2016-01-11,0.566
2016-01-12,0.566
2016-01-13,0.823
2016-01-14,0.463
2016-01-15,0.566
2016-01-16,0.515
2016-01-17,0.617
2016-01-18,0.463
2016-01-19,0.206
2016-01-20,0.463
2016-01-21,0.515
2016-01-22,0.463
2016-01-23,0.515
2016-01-24,0.566
2016-01-25,0.566
2016-01-26,0.566
2016-01-27,0.566
2016-01-28,0.617
2016-01-29,0.515
2016-01-30,0.36
2016-01-31,0.412
2016-02-01,2.069
2016-02-02,1.211
2016-02-03,1.06
2016-02-04,0.858
2016-02-05,0.757
2016-02-06,0.959
2016-02-07,0.974
2016-02-08,0.985
2016-02-09,1.082
2016-02-10,0.736
2016-02-11,0.539
2016-02-12,0.595
2016-02-13,0.682
2016-02-14,0.975
2016-02-15,0.755
2016-02-16,0.585
2016-02-17,0.215
2016-02-18,0.694
2016-02-19,0.57
2016-02-20,0.81
2016-02-21,0.8
2016-02-22,0.891
2016-02-23,0.659
2016-02-24,0.698
2016-02-25,0.649
2016-02-26,0.635
2016-02-27,0.615
2016-02-28,0.589
2016-02-29,0.478
2016-03-01,0.854
2016-03-02,0.948
2016-03-03,0.934
2016-03-04,1.019
2016-03-05,0.509
2016-03-06,1.187
2016-03-07,0.636
2016-03-08,1.043
2016-03-09,1.163
2016-03-10,1.583
2016-03-11,0.807
2016-03-12,1.167
2016-03-13,0.68
2016-03-14,1.133
2016-03-15,1.572
2016-03-16,1.598
2016-03-17,1.608
2016-03-18,1.711
2016-03-19,1.667
2016-03-20,1.624
2016-03-21,1.229
2016-03-22,1.537
2016-03-23,1.452
2016-03-24,1.611
2016-03-25,1.894
2016-03-26,1.885
2016-03-27,1.779
2016-03-28,1.305
2016-03-29,1.299
2016-03-30,1.389
2016-03-31,1.387
2016-04-01,1.288
2016-04-02,1.314
2016-04-03,1.515
2016-04-04,1.695
2016-04-05,1.685
2016-04-06,1.603
2016-04-07,1.583
2016-04-08,1.341
2016-04-09,0.858
2016-04-10,0.691
2016-04-11,1.301
2016-04-12,1.701
2016-04-13,1.787
2016-04-14,1.876
2016-04-15,2.316
2016-04-16,2.059
2016-04-17,2.429
2016-04-18,2.358
2016-04-19,2.686
2016-04-20,2.592
2016-04-21,2.786
2016-04-22,1.891
2016-04-23,2.532
2016-04-24,2.525
2016-04-25,2.516
2016-04-26,2.612
2016-04-27,2.79
2016-04-28,2.539
2016-04-29,2.883
2016-04-30,3.668
2016-05-01,3.246
2016-05-02,3.213
2016-05-03,3.344
2016-05-04,3.145
2016-05-05,2.443
2016-05-06,2.068
2016-05-07,1.35
2016-05-08,1.811
2016-05-09,2.791
2016-05-10,3.668
2016-05-11,3.864
2016-05-12,4.41
2016-05-13,3.54
2016-05-14,3.309
2016-05-15,3.267
2016-05-16,3.284
2016-05-17,3.178
2016-05-18,2.97
2016-05-19,2.45
2016-05-20,1.881
2016-05-21,1.714
2016-05-22,1.863
2016-05-23,1.853
2016-05-24,1.544
2016-05-25,1.885
2016-05-26,1.926
2016-05-27,1.99
2016-05-28,2.066
2016-05-29,2.42
2016-05-30,2.584
2016-05-31,2.813
2016-06-01,3.043
2016-06-02,3.36
2016-06-03,3.384
2016-06-04,3.555
2016-06-05,3.726
2016-06-06,3.853
2016-06-07,4.206
2016-06-08,4.239
2016-06-09,3.758
2016-06-10,3.956
2016-06-11,3.401
2016-06-12,3.971
2016-06-13,4.456
2016-06-14,4.339
2016-06-15,3.638
2016-06-16,3.334
2016-06-17,3.317
2016-06-18,2.933
2016-06-19,2.893
2016-06-20,3.425
2016-06-21,3.812
2016-06-22,3.762
2016-06-23,3.852
2016-06-24,3.417
2016-06-25,3.232
2016-06-26,3.492
2016-06-27,3.275
2016-06-28,3.36
2016-06-29,4.57
2016-06-30,3.981
2016-07-01,3.49
2016-07-02,3.4
2016-07-03,3.76
2016-07-04,3.899
2016-07-05,3.854
2016-07-06,3.854
2016-07-07,3.899
2016-07-08,4.04
2016-07-09,4.133
2016-07-10,4.123
2016-07-11,4.424
2016-07-12,4.788
2016-07-13,4.779
2016-07-14,5.046
2016-07-15,4.94
2016-07-16,4.404
2016-07-17,4.207
2016-07-18,3.509
2016-07-19,3.389
2016-07-20,3.147
2016-07-21,3.081
2016-07-22,3.021
2016-07-23,3.184
2016-07-24,2.693
2016-07-25,2.456
2016-07-26,2.964
2016-07-27,3.293
2016-07-28,3.6
2016-07-29,3.629
2016-07-30,3.02
2016-07-31,2.898
2016-08-01,2.657
2016-08-02,2.748
2016-08-03,2.997
2016-08-04,2.948
2016-08-05,2.332
2016-08-06,2.324
2016-08-07,2.498
2016-08-08,1.645
2016-08-09,1.662
2016-08-10,1.696
2016-08-11,1.948
2016-08-12,2.401
2016-08-13,2.831
2016-08-14,3.072
2016-08-15,3.152
2016-08-16,4.0
2016-08-17,3.56
2016-08-18,3.191
2016-08-19,2.715
2016-08-20,2.943
2016-08-21,2.669
2016-08-22,2.401
2016-08-23,2.288
2016-08-24,2.559
2016-08-25,2.271
2016-08-26,1.902
2016-08-27,1.825
2016-08-28,1.891
2016-08-29,2.206
2016-08-30,2.21
2016-08-31,2.022
2016-09-01,2.074
2016-09-02,2.086
2016-09-03,1.837
2016-09-04,1.598
2016-09-05,1.559
2016-09-06,1.814
2016-09-07,1.69
2016-09-08,1.57
2016-09-09,1.643
2016-09-10,1.686
2016-09-11,1.671
2016-09-12,1.453
2016-09-13,1.063
2016-09-14,1.292
2016-09-15,1.757
2016-09-16,2.092
2016-09-17,2.372
2016-09-18,2.054
2016-09-19,2.478
2016-09-20,1.847
2016-09-21,2.103
2016-09-22,1.911
2016-09-23,1.89
2016-09-24,1.693
2016-09-25,1.655
2016-09-26,1.992
2016-09-27,2.458
2016-09-28,2.113
2016-09-29,1.602
2016-09-30,1.855
2016-10-01,1.383
2016-10-02,1.201
2016-10-03,0.81
2016-10-04,1.102
2016-10-05,1.305
2016-10-06,1.494
2016-10-07,1.591
2016-10-08,1.468
2016-10-09,1.513
2016-10-10,1.473
2016-10-11,1.136
2016-10-12,1.274
2016-10-13,1.039
2016-10-14,0.751
2016-10-15,0.798
2016-10-16,0.552
2016-10-17,0.742
2016-10-18,1.009
2016-10-19,1.217
2016-10-20,1.376
2016-10-21,1.351
2016-10-22,1.44
2016-10-23,1.698
2016-10-24,1.113
2016-10-25,1.105
2016-10-26,1.323
2016-10-27,0.859
2016-10-28,0.548
2016-10-29,1.09
2016-10-30,0.648
2016-10-31,1.122
2016-11-01,1.28
2016-11-02,1.327
2016-11-03,1.438
2016-11-04,1.818
2016-11-05,2.348
2016-11-06,1.722
2016-11-07,1.391
2016-11-08,1.217
2016-11-09,1.303
2016-11-10,0.998
2016-11-11,0.798
2016-11-12,1.068
2016-11-13,0.819
2016-11-14,0.74
2016-11-15,0.952
2016-11-16,1.045
2016-11-17,0.856
2016-11-18,1.292
2016-11-19,1.659
2016-11-20,0.432
2016-11-21,0.337
2016-11-22,0.641
2016-11-23,0.846
2016-11-24,0.813
2016-11-25,0.712
2016-11-26,0.869
2016-11-27,0.69
2016-11-28,0.534
2016-11-29,0.452
2016-11-30,0.624
2016-12-01,0.706
2016-12-02,0.927
2016-12-03,0.535
2016-12-04,0.8
2016-12-05,0.548
2016-12-06,0.42
2016-12-07,0.451
2016-12-08,0.765
2016-12-09,0.637
2016-12-10,0.475
2016-12-11,0.245
2016-12-12,0.385
2016-12-13,0.361
2016-12-14,0.541
2016-12-15,0.194
2016-12-16,0.176
2016-12-17,0.491
2016-12-18,0.596
2016-12-19,0.533
2016-12-20,0.45
2016-12-21,0.625
2016-12-22,0.596
2016-12-23,0.449
2016-12-24,0.451
2016-12-25,0.68
2016-12-26,0.834
2016-12-27,0.686
2016-12-28,0.765
2016-12-29,0.538
2016-12-30,0.706
2016-12-31,0.16
2017-01-01,0.567
2017-01-02,0.66
2017-01-03,1.093
2017-01-04,0.685
2017-01-05,0.349
2017-01-06,0.71
2017-01-07,1.122
2017-01-08,1.006
2017-01-09,0.895
2017-01-10,0.473
2017-01-11,0.841
2017-01-12,0.444
2017-01-13,0.715
2017-01-14,0.552
2017-01-15,0.599
2017-01-16,0.449
2017-01-17,0.493
2017-01-18,0.473
2017-01-19,0.68
2017-01-20,0.488
2017-01-21,0.569
2017-01-22,0.493
2017-01-23,0.375
2017-01-24,0.444
2017-01-25,0.419
2017-01-26,0.434
2017-01-27,0.407
2017-01-28,0.38
2017-01-29,0.417
2017-01-30,0.355
2017-01-31,1.377
2017-02-01,1.709
2017-02-02,1.402
2017-02-03,1.379
2017-02-04,1.176
2017-02-05,1.156
2017-02-06,1.049
2017-02-07,1.374
2017-02-08,1.013
2017-02-09,0.497
2017-02-10,0.651
2017-02-11,0.799
2017-02-12,1.175
2017-02-13,1.152
2017-02-14,1.431
2017-02-15,1.476
2017-02-16,1.157
2017-02-17,0.566
2017-02-18,1.178
2017-02-19,0.813
2017-02-20,1.192
2017-02-21,1.424
2017-02-22,1.138
2017-02-23,1.296
2017-02-24,1.096
2017-02-25,0.788
2017-02-26,0.85
2017-02-27,0.844
2017-02-28,1.27
2017-03-01,1.11
2017-03-02,0.932
2017-03-03,0.88
2017-03-04,0.928
2017-03-05,0.521
2017-03-06,0.81
2017-03-07,0.787
2017-03-08,0.859
2017-03-09,0.895
2017-03-10,0.807
2017-03-11,0.838
2017-03-12,0.922
2017-03-13,0.85
2017-03-14,0.857
2017-03-15,0.858
2017-03-16,0.786
2017-03-17,0.739
2017-03-18,0.651
2017-03-19,0.606
2017-03-20,0.578
2017-03-21,0.605
2017-03-22,0.611
2017-03-23,1.029
2017-03-24,0.772
2017-03-25,0.792
2017-03-26,0.988
2017-03-27,1.698
2017-03-28,1.734
2017-03-29,1.832
2017-03-30,1.831
2017-03-31,2.35
2017-04-01,2.005
2017-04-02,2.272
2017-04-03,2.716
2017-04-04,2.384
2017-04-05,2.789
2017-04-06,2.14
2017-04-07,1.215
2017-04-08,1.677
2017-04-09,2.411
2017-04-10,2.85
2017-04-11,2.248
2017-04-12,3.575
2017-04-13,2.133
2017-04-14,2.988
2017-04-15,2.69
2017-04-16,1.891
2017-04-17,1.658
2017-04-18,1.142
2017-04-19,1.925
2017-04-20,2.227
2017-04-21,2.15
2017-04-22,2.085
2017-04-23,2.207
2017-04-24,1.621
2017-04-25,1.834
2017-04-26,0.99
2017-04-27,1.643
2017-04-28,1.837
2017-04-29,1.724
2017-04-30,2.06
2017-05-01,2.599
2017-05-02,2.991
2017-05-03,3.072
2017-05-04,3.572
2017-05-05,3.321
2017-05-06,2.615
2017-05-07,1.562
2017-05-08,2.429
2017-05-09,2.88
2017-05-10,2.902
2017-05-11,3.181
2017-05-12,2.977
2017-05-13,3.434
2017-05-14,3.263
2017-05-15,2.636
2017-05-16,2.412
2017-05-17,2.961
2017-05-18,2.842
2017-05-19,2.599
2017-05-20,2.778
2017-05-21,2.422
2017-05-22,2.613
2017-05-23,2.75
2017-05-24,2.271
2017-05-25,2.082
2017-05-26,1.953
2017-05-27,2.333
2017-05-28,2.805
2017-05-29,3.064
2017-05-30,3.093
2017-05-31,2.189
2017-06-01,2.776
2017-06-02,3.168
2017-06-03,3.362
2017-06-04,3.734
2017-06-05,3.631
2017-06-06,3.792
2017-06-07,3.634
2017-06-08,2.769
2017-06-09,2.454
2017-06-10,3.065
2017-06-11,2.749
2017-06-12,2.664
2017-06-13,3.329
2017-06-14,3.669
2017-06-15,4.246
2017-06-16,4.118
2017-06-17,4.312
2017-06-18,3.949
2017-06-19,4.354
2017-06-20,4.433
2017-06-21,3.952
2017-06-22,3.696
2017-06-23,3.529
2017-06-24,3.114
2017-06-25,3.366
2017-06-26,3.331
2017-06-27,3.841
2017-06-28,4.292
2017-06-29,4.769
2017-06-30,4.702
2017-07-01,4.367
2017-07-02,4.398
2017-07-03,4.037
2017-07-04,4.225
2017-07-05,4.702
2017-07-06,5.035
2017-07-07,5.428
2017-07-08,4.946
2017-07-09,4.396
2017-07-10,6.389
2017-07-11,5.801
2017-07-12,5.364
2017-07-13,4.63
2017-07-14,4.706
2017-07-15,5.078
2017-07-16,4.225
2017-07-17,4.097
2017-07-18,3.138
2017-07-19,3.098
2017-07-20,3.33
2017-07-21,3.358
2017-07-22,3.065
2017-07-23,2.903
2017-07-24,3.029
2017-07-25,2.669
2017-07-26,2.992
2017-07-27,3.44
2017-07-28,4.075
2017-07-29,3.789
2017-07-30,3.617
2017-07-31,4.245
2017-08-01,4.073
2017-08-02,4.166
2017-08-03,3.294
2017-08-04,2.949
2017-08-05,3.62
2017-08-06,3.234
2017-08-07,3.278
2017-08-08,3.275
2017-08-09,3.189
2017-08-10,3.179
2017-08-11,2.382
2017-08-12,2.683
2017-08-13,2.727
2017-08-14,2.075
2017-08-15,1.857
2017-08-16,2.057
2017-08-17,2.37
2017-08-18,2.699
2017-08-19,2.822
2017-08-20,2.369
2017-08-21,2.513
2017-08-22,2.351
2017-08-23,2.575
2017-08-24,2.883
2017-08-25,3.157
2017-08-26,2.952
2017-08-27,2.929
2017-08-28,2.746
2017-08-29,2.961
2017-08-30,3.76
2017-08-31,3.418
2017-09-01,2.44
2017-09-02,2.382
2017-09-03,2.1
2017-09-04,2.598
2017-09-05,2.024
2017-09-06,1.807
2017-09-07,1.89
2017-09-08,1.906
2017-09-09,1.682
2017-09-10,2.319
2017-09-11,2.268
2017-09-12,1.88
2017-09-13,1.766
2017-09-14,1.721
2017-09-15,2.008
2017-09-16,1.926
2017-09-17,2.416
2017-09-18,2.452
2017-09-19,1.896
2017-09-20,2.003
2017-09-21,1.461
2017-09-22,1.555
2017-09-23,1.762
2017-09-24,1.772
2017-09-25,1.781
2017-09-26,1.534
2017-09-27,1.545
2017-09-28,2.259
2017-09-29,2.559
2017-09-30,2.465
2017-10-01,2.502
2017-10-02,2.426
2017-10-03,2.336
2017-10-04,2.471
2017-10-05,2.854
2017-10-06,2.393
2017-10-07,2.491
2017-10-08,2.852
2017-10-09,2.234
2017-10-10,2.172
2017-10-11,2.025
2017-10-12,1.921
2017-10-13,1.89
2017-10-14,1.767
2017-10-15,1.263
2017-10-16,1.661
2017-10-17,1.832
2017-10-18,2.536
2017-10-19,1.948
2017-10-20,1.058
2017-10-21,1.36
2017-10-22,1.249
2017-10-23,1.001
2017-10-24,0.869
2017-10-25,0.979
2017-10-26,1.246
2017-10-27,1.431
2017-10-28,1.109
2017-10-29,1.044
2017-10-30,0.868
2017-10-31,0.708
2017-11-01,0.768
2017-11-02,0.687
2017-11-03,0.897
2017-11-04,0.579
2017-11-05,0.637
2017-11-06,0.903
2017-11-07,0.988
2017-11-08,1.243
2017-11-09,1.133
2017-11-10,1.257
2017-11-11,0.99
2017-11-12,1.014
2017-11-13,1.141
2017-11-14,1.272
2017-11-15,1.098
2017-11-16,1.186
2017-11-17,0.356
2017-11-18,0.853
2017-11-19,0.643
2017-11-20,0.78
2017-11-21,0.769
2017-11-22,0.615
2017-11-23,1.026
2017-11-24,0.924
2017-11-25,1.121
2017-11-26,2.004
2017-11-27,0.916
2017-11-28,0.982
2017-11-29,0.973
2017-11-30,1.034
2017-12-01,0.931
2017-12-02,0.721
2017-12-03,1.548
2017-12-04,1.016
2017-12-05,0.875
2017-12-06,0.738
2017-12-07,0.726
2017-12-08,0.774
2017-12-09,0.816
2017-12-10,0.814
2017-12-11,0.65
2017-12-12,0.567
2017-12-13,0.538
2017-12-14,0.534
2017-12-15,0.565
2017-12-16,0.73
2017-12-17,0.548
2017-12-18,0.53
2017-12-19,0.403
2017-12-20,0.602
2017-12-21,0.342
2017-12-22,0.33
2017-12-23,0.381
2017-12-24,0.458
2017-12-25,0.615
2017-12-26,0.588
2017-12-27,0.59
2017-12-28,0.504
2017-12-29,0.327
2017-12-30,0.328
2017-12-31,0.24
2018-01-01,0.388
2018-01-02,0.3
2018-01-03,0.451
2018-01-04,0.634
2018-01-05,0.364
2018-01-06,0.152
2018-01-07,0.366
2018-01-08,0.214
2018-01-09,0.184
2018-01-10,0.278
2018-01-11,0.341
2018-01-12,0.28
2018-01-13,0.25
2018-01-14,0.282
2018-01-15,0.251
2018-01-16,0.347
2018-01-17,0.285
2018-01-18,0.286
2018-01-19,0.319
2018-01-20,0.48
2018-01-21,0.353
2018-01-22,0.483
2018-01-23,0.42
2018-01-24,0.616
2018-01-25,0.358
2018-01-26,0.556
2018-01-27,0.673
2018-01-28,0.423
2018-01-29,0.441
2018-01-30,0.487
2018-01-31,0.44
2018-02-01,0.499
2018-02-02,0.48
2018-02-03,0.616
2018-02-04,0.532
2018-02-05,0.622
2018-02-06,0.54
2018-02-07,0.515
2018-02-08,0.587
2018-02-09,0.649
2018-02-10,0.658
2018-02-11,0.558
2018-02-12,0.494
2018-02-13,0.512
2018-02-14,0.623
2018-02-15,0.764
2018-02-16,0.667
2018-02-17,0.612
2018-02-18,0.842
2018-02-19,0.63
2018-02-20,0.654
2018-02-21,0.708
2018-02-22,0.765
2018-02-23,0.76
2018-02-24,0.785
2018-02-25,0.845
2018-02-26,0.453
2018-02-27,0.575
2018-02-28,0.888
2018-03-01,0.639
2018-03-02,0.811
2018-03-03,0.595
2018-03-04,0.978
