time,et
2016-01-01,0.663
2016-01-02,0.912
2016-01-03,0.995
2016-01-04,0.663
2016-01-05,0.58
2016-01-06,0.663
2016-01-07,0.497
2016-01-08,0.58
2016-01-09,0.829
2016-01-10,0.663
2016-01-11,0.912
2016-01-12,0.912
2016-01-13,1.084
2016-01-14,0.587
2016-01-15,0.675
2016-01-16,0.934
2016-01-17,0.597
2016-01-18,0.944
2016-01-19,0.777
2016-01-20,0.868
2016-01-21,1.135
2016-01-22,0.702
2016-01-23,1.06
2016-01-24,0.888
2016-01-25,1.071
2016-01-26,0.987
2016-01-27,1.083
2016-01-28,0.685
2016-01-29,0.486
2016-01-30,0.918
2016-01-31,1.51
2016-02-01,2.037
2016-02-02,1.582
2016-02-03,1.466
2016-02-04,1.026
2016-02-05,1.239
2016-02-06,1.478
2016-02-07,1.489
2016-02-08,1.752
2016-02-09,1.943
2016-02-10,1.656
2016-02-11,1.74
2016-02-12,1.824
2016-02-13,1.243
2016-02-14,1.811
2016-02-15,1.231
2016-02-16,1.251
2016-02-17,0.881
2016-02-18,1.226
2016-02-19,0.928
2016-02-20,1.145
2016-02-21,1.332
2016-02-22,1.224
2016-02-23,1.071
2016-02-24,1.162
2016-02-25,1.253
2016-02-26,1.345
2016-02-27,1.615
2016-02-28,1.909
2016-02-29,1.922
2016-03-01,2.789
2016-03-02,2.462
2016-03-03,1.558
2016-03-04,2.021
2016-03-05,1.427
2016-03-06,2.068
2016-03-07,1.486
2016-03-08,1.651
2016-03-09,1.722
2016-03-10,1.521
2016-03-11,1.326
2016-03-12,1.919
2016-03-13,1.378
2016-03-14,1.87
2016-03-15,2.432
2016-03-16,2.511
2016-03-17,2.372
2016-03-18,2.546
2016-03-19,2.332
2016-03-20,2.126
2016-03-21,1.785
2016-03-22,2.084
2016-03-23,2.432
2016-03-24,2.508
2016-03-25,2.8
2016-03-26,3.178
2016-03-27,2.661
2016-03-28,2.579
2016-03-29,2.97
2016-03-30,3.214
2016-03-31,3.466
2016-04-01,3.164
2016-04-02,3.031
2016-04-03,3.465
2016-04-04,3.724
2016-04-05,3.972
2016-04-06,3.597
2016-04-07,3.609
2016-04-08,2.732
2016-04-09,1.251
2016-04-10,1.248
2016-04-11,2.122
2016-04-12,2.626
2016-04-13,3.199
2016-04-14,2.827
2016-04-15,4.119
2016-04-16,3.673
2016-04-17,3.349
2016-04-18,3.326
2016-04-19,3.169
2016-04-20,3.331
2016-04-21,2.929
2016-04-22,1.716
2016-04-23,2.408
2016-04-24,2.609
2016-04-25,3.635
2016-04-26,3.211
2016-04-27,2.496
2016-04-28,3.727
2016-04-29,3.566
2016-04-30,4.991
2016-05-01,3.845
2016-05-02,3.827
2016-05-03,3.387
2016-05-04,3.369
2016-05-05,2.559
2016-05-06,1.789
2016-05-07,1.118
2016-05-08,1.872
2016-05-09,2.58
2016-05-10,3.585
2016-05-11,3.293
2016-05-12,3.442
2016-05-13,2.816
2016-05-14,2.91
2016-05-15,3.277
2016-05-16,3.802
2016-05-17,4.213
2016-05-18,4.243
2016-05-19,3.381
2016-05-20,2.8
2016-05-21,2.166
2016-05-22,2.842
2016-05-23,2.381
2016-05-24,2.827
2016-05-25,3.327
2016-05-26,3.599
2016-05-27,3.653
2016-05-28,3.813
2016-05-29,3.966
2016-05-30,4.006
2016-05-31,4.146
2016-06-01,3.894
2016-06-02,3.877
2016-06-03,3.907
2016-06-04,3.497
2016-06-05,4.006
2016-06-06,3.463
2016-06-07,3.122
2016-06-08,2.927
2016-06-09,2.869
2016-06-10,2.898
2016-06-11,2.881
2016-06-12,3.379
2016-06-13,3.042
2016-06-14,2.816
2016-06-15,2.616
2016-06-16,2.898
2016-06-17,2.162
2016-06-18,3.233
2016-06-19,3.708
2016-06-20,3.851
2016-06-21,4.157
2016-06-22,3.848
2016-06-23,3.823
2016-06-24,3.749
2016-06-25,4.35
2016-06-26,4.472
2016-06-27,4.155
2016-06-28,4.643
2016-06-29,4.269
2016-06-30,4.345
2016-07-01,4.095
2016-07-02,3.943
2016-07-03,4.22
2016-07-04,4.106
2016-07-05,3.922
2016-07-06,3.84
2016-07-07,3.582
2016-07-08,3.709
2016-07-09,3.301
2016-07-10,3.572
2016-07-11,3.974
2016-07-12,3.575
2016-07-13,3.851
2016-07-14,4.252
2016-07-15,3.931
2016-07-16,3.564
2016-07-17,3.347
2016-07-18,3.037
2016-07-19,3.257
2016-07-20,3.474
2016-07-21,3.356
2016-07-22,3.898
2016-07-23,4.407
2016-07-24,3.776
2016-07-25,3.432
2016-07-26,3.553
2016-07-27,3.617
2016-07-28,3.551
2016-07-29,3.408
2016-07-30,3.396
2016-07-31,2.969
2016-08-01,2.889
2016-08-02,3.072
2016-08-03,3.477
2016-08-04,2.745
2016-08-05,2.659
2016-08-06,2.936
2016-08-07,2.877
2016-08-08,2.936
2016-08-09,2.824
2016-08-10,2.672
2016-08-11,2.762
2016-08-12,2.69
2016-08-13,2.729
2016-08-14,2.763
2016-08-15,3.048
2016-08-16,3.071
2016-08-17,3.185
2016-08-18,2.971
2016-08-19,3.178
2016-08-20,3.243
2016-08-21,3.158
2016-08-22,3.118
2016-08-23,3.179
2016-08-24,3.399
2016-08-25,3.158
2016-08-26,2.59
2016-08-27,2.515
2016-08-28,2.575
2016-08-29,2.628
2016-08-30,2.587
2016-08-31,2.502
2016-09-01,2.253
2016-09-02,2.255
2016-09-03,2.057
2016-09-04,1.825
2016-09-05,2.212
2016-09-06,2.283
2016-09-07,2.349
2016-09-08,2.196
2016-09-09,2.172
2016-09-10,2.403
2016-09-11,1.831
2016-09-12,1.547
2016-09-13,1.407
2016-09-14,1.639
2016-09-15,1.872
2016-09-16,2.209
2016-09-17,2.397
2016-09-18,2.179
2016-09-19,2.645
2016-09-20,2.189
2016-09-21,1.58
2016-09-22,1.687
2016-09-23,2.104
2016-09-24,2.074
2016-09-25,1.591
2016-09-26,1.902
2016-09-27,1.986
2016-09-28,2.072
2016-09-29,1.849
2016-09-30,1.703
2016-10-01,1.766
2016-10-02,1.491
2016-10-03,0.672
2016-10-04,1.24
2016-10-05,1.556
2016-10-06,1.747
2016-10-07,1.383
2016-10-08,1.247
2016-10-09,1.463
2016-10-10,1.326
2016-10-11,1.151
2016-10-12,1.356
2016-10-13,0.946
2016-10-14,0.441
2016-10-15,0.795
2016-10-16,0.342
2016-10-17,1.219
2016-10-18,1.883
2016-10-19,2.239
2016-10-20,1.669
2016-10-21,1.76
2016-10-22,1.783
2016-10-23,1.529
2016-10-24,1.69
2016-10-25,0.785
2016-10-26,1.662
2016-10-27,0.618
2016-10-28,0.715
2016-10-29,0.92
2016-10-30,0.692
2016-10-31,0.811
2016-11-01,0.815
2016-11-02,0.898
2016-11-03,1.42
2016-11-04,1.358
2016-11-05,1.372
2016-11-06,1.016
2016-11-07,1.103
2016-11-08,1.11
2016-11-09,1.233
2016-11-10,1.044
2016-11-11,1.3
2016-11-12,1.474
2016-11-13,1.183
2016-11-14,0.983
2016-11-15,0.998
2016-11-16,1.069
2016-11-17,1.007
2016-11-18,1.166
2016-11-19,1.091
2016-11-20,0.356
2016-11-21,0.55
2016-11-22,0.567
2016-11-23,0.649
2016-11-24,0.534
2016-11-25,0.686
2016-11-26,0.564
2016-11-27,0.723
2016-11-28,0.435
2016-11-29,0.655
2016-11-30,0.657
2016-12-01,1.458
2016-12-02,2.112
2016-12-03,0.978
2016-12-04,0.817
2016-12-05,0.643
2016-12-06,0.791
2016-12-07,0.545
2016-12-08,0.843
2016-12-09,0.904
2016-12-10,0.222
2016-12-11,0.364
2016-12-12,0.5
2016-12-13,0.492
2016-12-14,0.62
2016-12-15,0.135
2016-12-16,0.332
2016-12-17,0.651
2016-12-18,0.575
2016-12-19,0.5
2016-12-20,0.429
2016-12-21,0.5
2016-12-22,0.509
2016-12-23,0.324
2016-12-24,0.462
2016-12-25,0.605
2016-12-26,0.547
2016-12-27,0.487
2016-12-28,0.637
2016-12-29,0.576
2016-12-30,0.58
2016-12-31,0.439
2017-01-01,0.764
2017-01-02,0.769
2017-01-03,0.493
2017-01-04,0.213
2017-01-05,0.286
2017-01-06,0.564
2017-01-07,0.973
2017-01-08,0.616
2017-01-09,0.675
2017-01-10,0.532
2017-01-11,0.589
2017-01-12,0.322
2017-01-13,0.762
2017-01-14,0.437
2017-01-15,0.492
2017-01-16,0.484
2017-01-17,0.357
2017-01-18,0.409
2017-01-19,0.804
2017-01-20,0.564
2017-01-21,0.665
2017-01-22,0.84
2017-01-23,0.566
2017-01-24,0.629
2017-01-25,0.577
2017-01-26,0.642
2017-01-27,0.766
2017-01-28,0.833
2017-01-29,0.781
2017-01-30,0.731
2017-01-31,0.617
2017-02-01,0.505
2017-02-02,1.023
2017-02-03,1.165
2017-02-04,0.918
2017-02-05,0.929
2017-02-06,1.008
2017-02-07,1.088
2017-02-08,0.757
2017-02-09,0.348
2017-02-10,0.775
2017-02-11,1.569
2017-02-12,1.371
2017-02-13,1.022
2017-02-14,1.255
2017-02-15,1.175
2017-02-16,1.905
2017-02-17,1.135
2017-02-18,1.194
2017-02-19,0.963
2017-02-20,1.513
2017-02-21,1.686
2017-02-22,1.868
2017-02-23,2.158
2017-02-24,2.013
2017-02-25,1.144
2017-02-26,2.04
2017-02-27,1.901
2017-02-28,2.354
2017-03-01,2.201
2017-03-02,1.969
2017-03-03,2.139
2017-03-04,2.215
