time,eto
2016-01-01,1.886
2016-01-02,1.394
2016-01-03,0.902
2016-01-04,0.492
2016-01-05,0.492
2016-01-06,0.492
2016-01-07,0.492
2016-01-08,0.574
2016-01-09,0.41
2016-01-10,0.82
2016-01-11,0.738
2016-01-12,1.23
2016-01-13,1.148
2016-01-14,0.246
2016-01-15,0.574
2016-01-16,0.738
2016-01-17,0.82
2016-01-18,1.148
2016-01-19,1.64
2016-01-20,0.738
2016-01-21,0.82
2016-01-22,0.574
2016-01-23,1.476
2016-01-24,0.82
2016-01-25,1.066
2016-01-26,1.066
2016-01-27,1.066
2016-01-28,0.656
2016-01-29,0.902
2016-01-30,0.902
2016-01-31,3.034
2016-02-01,3.355
2016-02-02,1.723
2016-02-03,2.176
2016-02-04,2.811
2016-02-05,1.995
2016-02-06,2.448
2016-02-07,4.624
2016-02-08,4.08
2016-02-09,2.267
2016-02-10,2.085
2016-02-11,1.813
2016-02-12,1.995
2016-02-13,2.629
2016-02-14,4.08
2016-02-15,2.901
2016-02-16,2.72
2016-02-17,1.269
2016-02-18,3.808
2016-02-19,2.267
2016-02-20,2.176
2016-02-21,1.723
2016-02-22,2.629
2016-02-23,2.539
2016-02-24,1.813
2016-02-25,1.813
2016-02-26,1.451
2016-02-27,1.451
2016-02-28,1.813
2016-02-29,1.904
2016-03-01,2.682
2016-03-02,2.235
2016-03-03,1.252
2016-03-04,1.878
2016-03-05,1.341
2016-03-06,2.235
2016-03-07,2.235
2016-03-08,1.609
2016-03-09,1.431
2016-03-10,0.984
2016-03-11,1.073
2016-03-12,1.609
2016-03-13,2.146
2016-03-14,2.503
2016-03-15,2.325
2016-03-16,4.47
2016-03-17,4.649
2016-03-18,3.219
2016-03-19,3.219
2016-03-20,2.056
2016-03-21,1.699
2016-03-22,2.503
2016-03-23,3.576
2016-03-24,3.129
2016-03-25,4.381
2016-03-26,4.56
2016-03-27,2.951
2016-03-28,4.023
2016-03-29,4.381
2016-03-30,4.023
2016-03-31,3.308
2016-04-01,3.57
2016-04-02,3.936
2016-04-03,4.394
2016-04-04,4.668
2016-04-05,7.323
2016-04-06,7.689
2016-04-07,5.492
2016-04-08,3.936
2016-04-09,2.38
2016-04-10,2.563
2016-04-11,2.838
2016-04-12,3.661
2016-04-13,4.028
2016-04-14,3.936
2016-04-15,5.95
2016-04-16,7.414
2016-04-17,6.591
2016-04-18,5.218
2016-04-19,5.309
2016-04-20,5.858
2016-04-21,4.851
2016-04-22,2.929
2016-04-23,3.661
2016-04-24,4.577
2016-04-25,6.316
2016-04-26,5.034
2016-04-27,3.204
2016-04-28,6.224
2016-04-29,5.95
2016-04-30,8.238
2016-05-01,7.165
2016-05-02,5.804
2016-05-03,4.807
2016-05-04,4.172
2016-05-05,2.811
2016-05-06,3.265
2016-05-07,1.36
2016-05-08,3.809
2016-05-09,4.444
2016-05-10,6.349
2016-05-11,6.893
2016-05-12,6.167
2016-05-13,6.258
2016-05-14,4.897
2016-05-15,5.442
2016-05-16,7.618
2016-05-17,8.707
2016-05-18,8.072
2016-05-19,5.351
2016-05-20,4.081
2016-05-21,3.991
2016-05-22,4.353
2016-05-23,3.991
2016-05-24,4.897
2016-05-25,4.625
2016-05-26,5.442
2016-05-27,7.346
2016-05-28,7.89
2016-05-29,6.258
2016-05-30,8.072
2016-05-31,8.162
2016-06-01,6.498
2016-06-02,6.147
2016-06-03,7.991
2016-06-04,5.708
2016-06-05,5.971
2016-06-06,6.41
2016-06-07,5.971
2016-06-08,5.795
2016-06-09,5.883
2016-06-10,5.971
2016-06-11,8.957
2016-06-12,8.254
2016-06-13,5.971
2016-06-14,5.093
2016-06-15,3.776
2016-06-16,4.478
2016-06-17,3.249
2016-06-18,4.478
2016-06-19,6.322
2016-06-20,5.444
2016-06-21,6.41
2016-06-22,6.849
2016-06-23,6.761
2016-06-24,6.498
2016-06-25,8.869
2016-06-26,7.639
2016-06-27,7.639
2016-06-28,7.2
2016-06-29,5.971
2016-06-30,7.464
2016-07-01,6.347
2016-07-02,6.093
2016-07-03,6.008
2016-07-04,6.093
2016-07-05,5.585
2016-07-06,5.331
2016-07-07,5.67
2016-07-08,5.162
2016-07-09,5.501
2016-07-10,4.824
2016-07-11,6.939
2016-07-12,5.331
2016-07-13,6.516
2016-07-14,6.178
2016-07-15,6.516
2016-07-16,6.432
2016-07-17,5.755
2016-07-18,5.755
2016-07-19,5.924
2016-07-20,5.924
2016-07-21,6.685
2016-07-22,5.924
2016-07-23,9.732
2016-07-24,7.447
2016-07-25,6.008
2016-07-26,6.855
2016-07-27,6.77
2016-07-28,6.77
2016-07-29,6.77
2016-07-30,6.77
2016-07-31,6.601
2016-08-01,5.763
2016-08-02,5.603
2016-08-03,6.403
2016-08-04,5.843
2016-08-05,4.963
2016-08-06,4.963
2016-08-07,5.123
2016-08-08,4.642
2016-08-09,6.083
2016-08-10,4.803
2016-08-11,5.443
2016-08-12,5.683
2016-08-13,5.443
2016-08-14,6.003
2016-08-15,5.683
2016-08-16,5.763
2016-08-17,5.843
2016-08-18,5.843
2016-08-19,5.683
2016-08-20,5.603
2016-08-21,5.443
2016-08-22,5.123
2016-08-23,5.203
2016-08-24,4.722
2016-08-25,5.523
2016-08-26,5.203
2016-08-27,4.722
2016-08-28,5.203
2016-08-29,4.963
2016-08-30,5.443
2016-08-31,5.043
2016-09-01,4.687
2016-09-02,4.202
2016-09-03,4.93
2016-09-04,4.041
2016-09-05,6.627
2016-09-06,5.738
2016-09-07,6.142
2016-09-08,4.445
2016-09-09,5.98
2016-09-10,5.576
2016-09-11,4.606
2016-09-12,3.879
2016-09-13,3.233
2016-09-14,3.394
2016-09-15,4.122
2016-09-16,6.142
2016-09-17,4.526
2016-09-18,4.122
2016-09-19,4.445
2016-09-20,5.98
2016-09-21,4.849
2016-09-22,3.879
2016-09-23,4.526
2016-09-24,6.627
2016-09-25,9.132
2016-09-26,5.495
2016-09-27,3.717
2016-09-28,4.202
2016-09-29,4.93
2016-09-30,4.687
2016-10-01,3.219
2016-10-02,2.415
2016-10-03,1.046
2016-10-04,2.254
2016-10-05,3.944
2016-10-06,4.91
2016-10-07,4.588
2016-10-08,3.461
2016-10-09,3.783
2016-10-10,3.944
2016-10-11,3.139
2016-10-12,3.3
2016-10-13,3.702
2016-10-14,1.127
2016-10-15,0.644
2016-10-16,1.61
2016-10-17,1.851
2016-10-18,2.254
2016-10-19,4.99
2016-10-20,3.541
2016-10-21,1.851
2016-10-22,2.093
2016-10-23,3.058
2016-10-24,0.966
2016-10-25,0.402
2016-10-26,1.851
2016-10-27,0.402
2016-10-28,0.563
2016-10-29,1.207
2016-10-30,0.966
2016-10-31,0.885
2016-11-01,1.24
2016-11-02,1.488
2016-11-03,1.902
2016-11-04,1.323
2016-11-05,1.654
2016-11-06,1.323
2016-11-07,0.992
2016-11-08,1.24
2016-11-09,1.654
2016-11-10,1.488
2016-11-11,1.323
2016-11-12,1.323
2016-11-13,1.075
2016-11-14,1.158
2016-11-15,0.579
2016-11-16,1.571
2016-11-17,2.067
2016-11-18,1.984
2016-11-19,0.248
2016-11-20,0.661
2016-11-21,0.744
2016-11-22,0.579
2016-11-23,0.91
2016-11-24,0.744
2016-11-25,0.744
2016-11-26,0.248
2016-11-27,0.827
2016-11-28,0.579
2016-11-29,1.819
2016-11-30,0.827
2016-12-01,2.413
2016-12-02,3.017
2016-12-03,2.586
2016-12-04,0.69
2016-12-05,0.862
2016-12-06,0.776
2016-12-07,0.776
2016-12-08,0.259
2016-12-09,0.172
2016-12-10,0.259
2016-12-11,0.345
2016-12-12,0.69
2016-12-13,0.431
2016-12-14,0.259
2016-12-15,0.172
2016-12-16,0.603
2016-12-17,1.638
2016-12-18,2.327
2016-12-19,1.465
2016-12-20,1.551
2016-12-21,2.413
2016-12-22,1.551
2016-12-23,0.259
2016-12-24,0.603
2016-12-25,0.517
2016-12-26,1.465
2016-12-27,1.12
2016-12-28,2.413
2016-12-29,1.81
2016-12-30,0.948
2016-12-31,1.551
2017-01-01,0.82
2017-01-02,1.476
2017-01-03,0.738
2017-01-04,0.328
2017-01-05,0.656
2017-01-06,0.984
2017-01-07,0.328
2017-01-08,0.574
2017-01-09,1.23
2017-01-10,1.312
2017-01-11,1.394
2017-01-12,0.656
2017-01-13,2.132
2017-01-14,2.05
2017-01-15,1.64
2017-01-16,1.722
2017-01-17,0.656
2017-01-18,0.492
2017-01-19,1.312
2017-01-20,1.066
2017-01-21,1.558
2017-01-22,1.23
2017-01-23,0.984
2017-01-24,1.23
2017-01-25,0.82
2017-01-26,1.312
2017-01-27,2.624
