field_id,crop,time,expected_et,expected_eto,expected_etof
CA_246436,47,2024-01-01,0.474,0.811,0.584
CA_246436,47,2024-01-02,0.93,1.363,0.533
CA_246436,47,2024-01-03,0.903,1.311,0.533
CA_246436,47,2024-01-04,0.929,1.332,0.532
CA_246436,47,2024-01-05,0.959,1.358,0.532
CA_246436,47,2024-01-06,0.987,1.379,0.532
CA_246436,47,2024-01-07,0.988,1.358,0.532
CA_246436,47,2024-01-08,1.02,1.369,0.532
CA_246436,47,2024-01-09,0.986,1.288,0.531
CA_246436,47,2024-01-10,0.972,1.237,0.53
CA_246436,47,2024-01-11,1.006,1.257,0.528
CA_246436,47,2024-01-12,1.035,1.267,0.526
CA_246436,47,2024-01-13,1.09,1.308,0.524
CA_246436,47,2024-01-14,1.153,1.369,0.522
CA_246436,47,2024-01-15,1.206,1.42,0.519
CA_246436,47,2024-01-16,1.192,1.389,0.519
CA_246436,47,2024-01-17,1.211,1.399,0.522
CA_246436,47,2024-01-18,1.21,1.389,0.528
CA_246436,47,2024-01-19,1.216,1.389,0.536
CA_246436,47,2024-01-20,1.195,1.359,0.548
CA_246436,47,2024-01-21,1.147,1.298,0.562
CA_246436,47,2024-01-22,1.15,1.298,0.579
CA_246436,47,2024-01-23,1.178,1.328,0.599
CA_246436,47,2024-01-24,1.215,1.369,0.62
CA_246436,47,2024-01-25,1.196,1.349,0.644
CA_246436,47,2024-01-26,1.194,1.349,0.668
CA_246436,47,2024-01-27,1.255,1.42,0.694
CA_246436,47,2024-01-28,1.27,1.44,0.722
CA_246436,47,2024-01-29,1.301,1.477,0.75
CA_246436,47,2024-01-30,1.341,1.526,0.781
CA_246436,47,2024-01-31,1.382,1.575,0.813
CA_246436,47,2024-02-01,1.366,1.56,0.838
CA_246436,47,2024-02-02,1.386,1.584,0.858
CA_246436,47,2024-02-03,1.414,1.62,0.871
CA_246436,47,2024-02-04,1.39,1.596,0.878
CA_246436,47,2024-02-05,1.41,1.623,0.879
CA_246436,47,2024-02-06,1.387,1.601,0.873
CA_246436,47,2024-02-07,1.298,1.502,0.861
CA_246436,47,2024-02-08,1.254,1.458,0.844
CA_246436,47,2024-02-09,1.296,1.513,0.826
CA_246436,47,2024-02-10,1.411,1.656,0.808
CA_246436,47,2024-02-11,1.469,1.734,0.79
CA_246436,47,2024-02-12,1.399,1.656,0.772
CA_246436,47,2024-02-13,1.337,1.59,0.754
CA_246436,47,2024-02-14,1.295,1.546,0.736
CA_246436,47,2024-02-15,1.381,1.656,0.718
CA_246436,47,2024-02-16,1.393,1.678,0.7
CA_246436,47,2024-02-17,1.331,1.612,0.686
CA_246436,47,2024-02-18,1.205,1.468,0.676
CA_246436,47,2024-02-19,1.17,1.435,0.67
CA_246436,47,2024-02-20,1.247,1.535,0.668
CA_246436,47,2024-02-21,1.325,1.634,0.669
CA_246436,47,2024-02-22,1.431,1.766,0.675
CA_246436,47,2024-02-23,1.475,1.822,0.684
CA_246436,47,2024-02-24,1.485,1.833,0.697
CA_246436,47,2024-02-25,1.524,1.877,0.709
CA_246436,47,2024-02-26,1.581,1.942,0.719
CA_246436,47,2024-02-27,1.634,1.998,0.728
CA_246436,47,2024-02-28,1.618,1.973,0.734
CA_246436,47,2024-02-29,1.626,1.978,0.737
CA_246436,47,2024-03-01,1.634,1.983,0.74
CA_246436,47,2024-03-02,1.564,1.891,0.744
CA_246436,47,2024-03-03,1.553,1.869,0.746
CA_246436,47,2024-03-04,1.566,1.878,0.747
CA_246436,47,2024-03-05,1.58,1.887,0.747
CA_246436,47,2024-03-06,1.587,1.887,0.748
CA_246436,47,2024-03-07,1.585,1.875,0.749
CA_246436,47,2024-03-08,1.709,2.014,0.749
CA_246436,47,2024-03-09,1.785,2.094,0.75
CA_246436,47,2024-03-10,1.98,2.313,0.751
CA_246436,47,2024-03-11,2.067,2.405,0.751
CA_246436,47,2024-03-12,2.204,2.555,0.752
CA_246436,47,2024-03-13,2.351,2.716,0.753
CA_246436,47,2024-03-14,2.53,2.911,0.753
CA_246436,47,2024-03-15,2.73,3.13,0.754
CA_246436,47,2024-03-16,2.869,3.28,0.755
CA_246436,47,2024-03-17,2.834,3.234,0.755
CA_246436,47,2024-03-18,2.717,3.096,0.756
CA_246436,47,2024-03-19,2.648,3.015,0.757
CA_246436,47,2024-03-20,2.477,2.819,0.757
CA_246436,47,2024-03-21,2.444,2.785,0.758
CA_246436,47,2024-03-22,2.458,2.808,0.759
CA_246436,47,2024-03-23,2.378,2.727,0.759
CA_246436,47,2024-03-24,2.247,2.589,0.76
CA_246436,47,2024-03-25,2.323,2.693,0.761
CA_246436,47,2024-03-26,2.444,2.854,0.761
CA_246436,47,2024-03-27,2.542,2.992,0.762
CA_246436,47,2024-03-28,2.735,3.245,0.763
CA_246436,47,2024-03-29,2.729,3.271,0.76
CA_246436,47,2024-03-30,2.64,3.205,0.754
CA_246436,47,2024-03-31,2.597,3.198,0.744
CA_246436,47,2024-04-01,2.566,3.199,0.731
CA_246436,47,2024-04-02,2.507,3.167,0.714
CA_246436,47,2024-04-03,2.542,3.267,0.694
CA_246436,47,2024-04-04,2.647,3.463,0.67
CA_246436,47,2024-04-05,2.688,3.576,0.644
CA_246436,47,2024-04-06,2.713,3.659,0.62
CA_246436,47,2024-04-07,2.776,3.803,0.599
CA_246436,47,2024-04-08,2.789,3.874,0.582
CA_246436,47,2024-04-09,2.87,4.042,0.568
CA_246436,47,2024-04-10,2.963,4.233,0.558
CA_246436,47,2024-04-11,2.954,4.293,0.55
CA_246436,47,2024-04-12,2.808,4.15,0.546
CA_246436,47,2024-04-13,2.63,3.946,0.545
CA_246436,47,2024-04-14,2.61,3.982,0.546
CA_246436,47,2024-04-15,2.612,4.066,0.548
CA_246436,47,2024-04-16,2.625,4.162,0.551
CA_246436,47,2024-04-17,2.609,4.15,0.556
CA_246436,47,2024-04-18,2.616,4.114,0.562
CA_246436,47,2024-04-19,2.752,4.185,0.57
CA_246436,47,2024-04-20,3.032,4.401,0.578
CA_246436,47,2024-04-21,3.403,4.7,0.589
CA_246436,47,2024-04-22,3.794,4.915,0.595
CA_246436,47,2024-04-23,4.164,5.011,0.598
CA_246436,47,2024-04-24,4.536,5.082,0.596
CA_246436,47,2024-04-25,4.84,5.202,0.591
