field_id,crop,time,et_actual,et_forecast
CA_166317,176,2023-04-01,107.88,107.88
CA_166317,176,2023-03-01,65.339,65.339
CA_166317,176,2023-02-01,42.082,42.082
CA_166317,176,2023-01-01,38.262,38.262
CA_223445,47,2023-12-01,38.489,26.597
CA_223445,47,2023-11-01,55.9,46.697
CA_223445,47,2023-10-01,79.353,69.69
CA_223445,47,2023-09-01,82.662,104.037
CA_223445,47,2023-08-01,108.831,115.653
CA_223445,47,2023-07-01,117.168,124.344
CA_223445,47,2023-06-01,104.79,104.79
CA_223445,47,2023-05-01,93.825,93.825
CA_223445,47,2023-04-01,92.054,92.054
CA_223445,47,2023-03-01,57.406,57.406
CA_223445,47,2023-02-01,39.805,39.805
CA_223445,47,2023-01-01,39.092,39.092
CA_151516,3,2023-12-01,30.045,19.798
CA_151516,3,2023-11-01,47.415,41.511
CA_151516,3,2023-10-01,90.55,107.511
CA_151516,3,2023-09-01,126.645,149.035
CA_151516,3,2023-08-01,185.873,198.859
CA_151516,3,2023-07-01,210.282,216.397
CA_151516,3,2023-06-01,164.984,164.984
CA_151516,3,2023-05-01,143.503,143.503
CA_151516,3,2023-04-01,121.563,121.563
CA_151516,3,2023-03-01,65.653,65.653
CA_151516,3,2023-02-01,41.252,41.252
CA_151516,3,2023-01-01,31.461,31.461
CA_116294,61,2023-12-01,32.457,22.463
CA_116294,61,2023-11-01,48.663,42.481
CA_116294,61,2023-10-01,93.372,106.011
CA_116294,61,2023-09-01,129.863,151.052
CA_116294,61,2023-08-01,182.983,194.456
CA_116294,61,2023-07-01,206.821,203.823
CA_116294,61,2023-06-01,156.207,156.207
CA_116294,61,2023-05-01,135.565,135.565
CA_116294,61,2023-04-01,115.67,115.67
CA_116294,61,2023-03-01,64.479,64.479
CA_116294,61,2023-02-01,41.23,41.23
CA_116294,61,2023-01-01,35.094,35.094
CA_28297,122,2023-12-01,38.997,26.2
CA_28297,122,2023-11-01,56.966,46.791
CA_28297,122,2023-10-01,86.6,77.597
CA_28297,122,2023-09-01,88.0,113.857
CA_28297,122,2023-08-01,122.904,127.421
CA_28297,122,2023-07-01,140.046,143.609
CA_28297,122,2023-06-01,112.44,112.44
CA_28297,122,2023-05-01,102.432,102.432
CA_28297,122,2023-04-01,103.482,103.482
CA_28297,122,2023-03-01,59.202,59.202
CA_28297,122,2023-02-01,40.817,40.817
CA_28297,122,2023-01-01,36.51,36.51
CA_152508,66,2023-12-01,38.459,25.438
CA_152508,66,2023-11-01,56.315,49.152
CA_152508,66,2023-10-01,104.495,121.103
CA_152508,66,2023-09-01,138.969,158.266
CA_152508,66,2023-08-01,189.429,203.486
CA_152508,66,2023-07-01,216.818,222.258
CA_152508,66,2023-06-01,181.111,181.111
CA_152508,66,2023-05-01,157.996,157.996
CA_152508,66,2023-04-01,134.326,134.326
CA_152508,66,2023-03-01,71.698,71.698
CA_152508,66,2023-02-01,47.038,47.038
CA_152508,66,2023-01-01,37.826,37.826
CA_117389,241,2023-12-01,34.884,22.247
CA_117389,241,2023-11-01,53.32,46.484
CA_117389,241,2023-10-01,108.864,123.612
CA_117389,241,2023-09-01,146.132,169.345
CA_117389,241,2023-08-01,211.298,224.309
CA_117389,241,2023-07-01,238.192,240.903
CA_117389,241,2023-06-01,178.925,178.925
CA_117389,241,2023-05-01,152.574,152.574
CA_117389,241,2023-04-01,125.926,125.926
CA_117389,241,2023-03-01,69.432,69.432
CA_117389,241,2023-02-01,46.102,46.102
CA_117389,241,2023-01-01,32.045,32.045
CA_115801,61,2023-12-01,36.557,23.253
CA_115801,61,2023-11-01,55.38,48.655
CA_115801,61,2023-10-01,103.735,120.04
CA_115801,61,2023-09-01,138.207,158.153
CA_115801,61,2023-08-01,191.61,207.139
CA_115801,61,2023-07-01,217.157,223.73
CA_115801,61,2023-06-01,179.2,179.2
CA_115801,61,2023-05-01,154.937,154.937
CA_115801,61,2023-04-01,131.628,131.628
CA_115801,61,2023-03-01,70.176,70.176
CA_115801,61,2023-02-01,45.04,45.04
CA_115801,61,2023-01-01,35.033,35.033
CA_225292,47,2023-12-01,35.56,23.737
CA_225292,47,2023-11-01,53.651,44.004
CA_225292,47,2023-10-01,79.045,66.938
CA_225292,47,2023-09-01,79.408,100.023
CA_225292,47,2023-08-01,107.774,110.766
CA_225292,47,2023-07-01,118.737,123.698
CA_225292,47,2023-06-01,104.947,104.947
CA_225292,47,2023-05-01,94.444,94.444
CA_225292,47,2023-04-01,92.707,92.707
CA_225292,47,2023-03-01,54.229,54.229
CA_225292,47,2023-02-01,38.706,38.706
CA_225292,47,2023-01-01,35.933,35.933
CA_150636,36,2023-12-01,32.183,21.928
CA_150636,36,2023-11-01,49.005,42.817
CA_150636,36,2023-10-01,91.403,108.195
CA_150636,36,2023-09-01,127.754,148.829
CA_150636,36,2023-08-01,184.848,197.573
CA_150636,36,2023-07-01,210.866,216.659
CA_150636,36,2023-06-01,171.657,171.657
CA_150636,36,2023-05-01,150.299,150.299
CA_150636,36,2023-04-01,126.803,126.803
CA_150636,36,2023-03-01,68.185,68.185
CA_150636,36,2023-02-01,42.451,42.451
CA_150636,36,2023-01-01,33.769,33.769
CA_11216,47,2023-12-01,45.622,35.004
CA_11216,47,2023-11-01,58.729,49.435
CA_11216,47,2023-10-01,74.294,67.424
CA_11216,47,2023-09-01,77.99,96.701
CA_11216,47,2023-08-01,104.387,109.296
CA_11216,47,2023-07-01,109.53,111.345
CA_11216,47,2023-06-01,102.877,102.877
CA_11216,47,2023-05-01,92.892,92.892
CA_11216,47,2023-04-01,89.765,89.765
CA_11216,47,2023-03-01,62.671,62.671
CA_11216,47,2023-02-01,43.87,43.87
CA_11216,47,2023-01-01,51.293,51.293
CA_27730,47,2023-12-01,35.56,23.737
CA_27730,47,2023-11-01,53.651,44.004
CA_27730,47,2023-10-01,79.045,66.938
CA_27730,47,2023-09-01,79.408,100.023
CA_27730,47,2023-08-01,107.774,110.766
CA_27730,47,2023-07-01,118.737,123.698
CA_27730,47,2023-06-01,104.947,104.947
CA_27730,47,2023-05-01,94.444,94.444
CA_27730,47,2023-04-01,92.707,92.707
CA_27730,47,2023-03-01,54.229,54.229
CA_27730,47,2023-02-01,38.706,38.706
CA_27730,47,2023-01-01,35.933,35.933
CA_156542,47,2023-12-01,37.412,26.979
CA_156542,47,2023-11-01,54.559,46.424
CA_156542,47,2023-10-01,92.034,95.452
CA_156542,47,2023-09-01,112.643,137.95
CA_156542,47,2023-08-01,155.152,152.424
CA_156542,47,2023-07-01,175.3,155.37
CA_156542,47,2023-06-01,131.355,131.355
CA_156542,47,2023-05-01,117.311,117.311
CA_156542,47,2023-04-01,115.186,115.186
CA_156542,47,2023-03-01,67.104,67.104
CA_156542,47,2023-02-01,45.353,45.353
CA_156542,47,2023-01-01,38.982,38.982
CA_116825,47,2023-12-01,40.036,25.833
CA_116825,47,2023-11-01,60.677,52.858
CA_116825,47,2023-10-01,110.602,127.809
CA_116825,47,2023-09-01,147.952,167.592
CA_116825,47,2023-08-01,201.187,221.222
CA_116825,47,2023-07-01,229.501,237.857
CA_116825,47,2023-06-01,179.528,179.528
CA_116825,47,2023-05-01,152.651,152.651
CA_116825,47,2023-04-01,129.306,129.306
CA_116825,47,2023-03-01,72.212,72.212
CA_116825,47,2023-02-01,47.039,47.039
CA_116825,47,2023-01-01,38.515,38.515
CA_149305,47,2023-12-01,39.33,26.487
CA_149305,47,2023-11-01,57.434,51.554
CA_149305,47,2023-10-01,101.865,111.529
CA_149305,47,2023-09-01,135.67,153.8
CA_149305,47,2023-08-01,188.181,200.733
CA_149305,47,2023-07-01,209.833,220.303
CA_149305,47,2023-06-01,186.282,186.282
CA_149305,47,2023-05-01,164.524,164.524
CA_149305,47,2023-04-01,135.541,135.541
CA_149305,47,2023-03-01,75.749,75.749
CA_149305,47,2023-02-01,52.432,52.432
CA_149305,47,2023-01-01,47.129,47.129
CA_169006,69,2023-12-01,26.829,20.035
CA_169006,69,2023-11-01,43.518,37.016
CA_169006,69,2023-10-01,76.573,75.821
CA_169006,69,2023-09-01,99.653,124.627
CA_169006,69,2023-08-01,137.131,139.228
CA_169006,69,2023-07-01,154.65,134.446
CA_169006,69,2023-06-01,127.972,127.972
CA_169006,69,2023-05-01,107.996,107.996
CA_169006,69,2023-04-01,99.099,99.099
CA_169006,69,2023-03-01,57.929,57.929
CA_169006,69,2023-02-01,36.926,36.926
CA_169006,69,2023-01-01,34.044,34.044
CA_115464,69,2023-12-01,27.982,19.894
CA_115464,69,2023-11-01,46.114,41.538
CA_115464,69,2023-10-01,92.891,111.228
CA_115464,69,2023-09-01,140.917,155.091
CA_115464,69,2023-08-01,197.985,217.342
CA_115464,69,2023-07-01,227.934,233.635
CA_115464,69,2023-06-01,174.737,174.737
CA_115464,69,2023-05-01,143.118,143.118
CA_115464,69,2023-04-01,117.159,117.159
CA_115464,69,2023-03-01,57.944,57.944
CA_115464,69,2023-02-01,39.584,39.584
CA_115464,69,2023-01-01,31.821,31.821
CA_157076,69,2023-12-01,30.682,21.392
CA_157076,69,2023-11-01,48.108,40.799
CA_157076,69,2023-10-01,82.06,89.305
CA_157076,69,2023-09-01,109.14,135.232
CA_157076,69,2023-08-01,154.261,163.387
CA_157076,69,2023-07-01,170.884,168.023
CA_157076,69,2023-06-01,140.094,140.094
CA_157076,69,2023-05-01,114.852,114.852
CA_157076,69,2023-04-01,105.95,105.95
CA_157076,69,2023-03-01,59.406,59.406
CA_157076,69,2023-02-01,38.015,38.015
CA_157076,69,2023-01-01,37.161,37.161
CA_158327,69,2023-12-01,34.585,22.438
CA_158327,69,2023-11-01,50.825,43.756
CA_158327,69,2023-10-01,85.051,92.71
CA_158327,69,2023-09-01,106.117,129.928
CA_158327,69,2023-08-01,158.219,161.764
CA_158327,69,2023-07-01,176.919,163.075
CA_158327,69,2023-06-01,135.982,135.982
CA_158327,69,2023-05-01,115.557,115.557
CA_158327,69,2023-04-01,108.108,108.108
CA_158327,69,2023-03-01,56.887,56.887
CA_158327,69,2023-02-01,39.618,39.618
CA_158327,69,2023-01-01,35.63,35.63
CA_168467,69,2023-12-01,26.17,19.138
CA_168467,69,2023-11-01,43.041,36.929
CA_168467,69,2023-10-01,80.382,86.106
CA_168467,69,2023-09-01,106.548,131.628
CA_168467,69,2023-08-01,147.156,153.827
CA_168467,69,2023-07-01,170.241,157.02
CA_168467,69,2023-06-01,134.315,134.315
CA_168467,69,2023-05-01,114.348,114.348
CA_168467,69,2023-04-01,107.82,107.82
CA_168467,69,2023-03-01,58.515,58.515
CA_168467,69,2023-02-01,37.361,37.361
CA_168467,69,2023-01-01,34.949,34.949
CA_169486,69,2023-12-01,29.266,19.766
CA_169486,69,2023-11-01,45.84,40.889
CA_169486,69,2023-10-01,86.725,100.803
CA_169486,69,2023-09-01,117.116,136.28
CA_169486,69,2023-08-01,171.828,184.356
CA_169486,69,2023-07-01,197.205,196.713
CA_169486,69,2023-06-01,145.174,145.174
CA_169486,69,2023-05-01,123.868,123.868
CA_169486,69,2023-04-01,107.979,107.979
CA_169486,69,2023-03-01,54.804,54.804
CA_169486,69,2023-02-01,41.589,41.589
CA_169486,69,2023-01-01,36.642,36.642
CA_171395,69,2023-12-01,28.009,18.321
CA_171395,69,2023-11-01,47.575,43.101
CA_171395,69,2023-10-01,89.857,101.843
CA_171395,69,2023-09-01,119.248,138.471
CA_171395,69,2023-08-01,174.985,186.415
CA_171395,69,2023-07-01,198.936,200.244
CA_171395,69,2023-06-01,151.005,151.005
CA_171395,69,2023-05-01,128.259,128.259
CA_171395,69,2023-04-01,112.985,112.985
CA_171395,69,2023-03-01,56.238,56.238
CA_171395,69,2023-02-01,40.701,40.701
CA_171395,69,2023-01-01,37.153,37.153
CA_177775,69,2023-12-01,34.551,24.313
CA_177775,69,2023-11-01,50.347,42.841
CA_177775,69,2023-10-01,85.092,92.673
CA_177775,69,2023-09-01,112.892,137.016
CA_177775,69,2023-08-01,160.044,165.763
CA_177775,69,2023-07-01,177.415,170.679
CA_177775,69,2023-06-01,141.182,141.182
CA_177775,69,2023-05-01,117.385,117.385
CA_177775,69,2023-04-01,114.094,114.094
CA_177775,69,2023-03-01,61.63,61.63
CA_177775,69,2023-02-01,40.733,40.733
CA_177775,69,2023-01-01,38.967,38.967
CA_179935,69,2023-12-01,30.744,23.862
CA_179935,69,2023-11-01,42.472,35.492
CA_179935,69,2023-10-01,67.51,77.402
CA_179935,69,2023-09-01,88.023,104.35
CA_179935,69,2023-08-01,124.84,124.766
CA_179935,69,2023-07-01,150.639,127.766
CA_179935,69,2023-06-01,116.106,116.106
CA_179935,69,2023-05-01,106.646,106.646
CA_179935,69,2023-04-01,89.928,89.928
CA_179935,69,2023-03-01,48.91,48.91
CA_179935,69,2023-02-01,33.601,33.601
CA_179935,69,2023-01-01,34.901,34.901
CA_180684,69,2023-12-01,29.467,18.639
CA_180684,69,2023-11-01,47.196,41.895
CA_180684,69,2023-10-01,83.785,93.518
CA_180684,69,2023-09-01,108.04,131.728
CA_180684,69,2023-08-01,163.198,170.594
CA_180684,69,2023-07-01,184.865,180.579
CA_180684,69,2023-06-01,140.752,140.752
CA_180684,69,2023-05-01,117.765,117.765
CA_180684,69,2023-04-01,110.06,110.06
CA_180684,69,2023-03-01,55.839,55.839
CA_180684,69,2023-02-01,39.06,39.06
CA_180684,69,2023-01-01,36.76,36.76
CA_180936,69,2023-12-01,25.276,18.957
CA_180936,69,2023-11-01,40.82,34.827
CA_180936,69,2023-10-01,74.521,73.851
CA_180936,69,2023-09-01,98.053,123.315
CA_180936,69,2023-08-01,132.295,135.362
CA_180936,69,2023-07-01,154.551,132.39
CA_180936,69,2023-06-01,126.381,126.381
CA_180936,69,2023-05-01,107.468,107.468
CA_180936,69,2023-04-01,98.784,98.784
CA_180936,69,2023-03-01,56.114,56.114
CA_180936,69,2023-02-01,35.261,35.261
CA_180936,69,2023-01-01,33.113,33.113
CA_181084,69,2023-12-01,27.709,17.42
CA_181084,69,2023-11-01,45.042,40.008
CA_181084,69,2023-10-01,81.566,93.418
CA_181084,69,2023-09-01,105.641,129.644
CA_181084,69,2023-08-01,162.518,169.58
CA_181084,69,2023-07-01,184.991,180.836
CA_181084,69,2023-06-01,137.485,137.485
CA_181084,69,2023-05-01,113.857,113.857
CA_181084,69,2023-04-01,107.27,107.27
CA_181084,69,2023-03-01,50.809,50.809
CA_181084,69,2023-02-01,37.75,37.75
CA_181084,69,2023-01-01,36.896,36.896
CA_117618,176,2023-12-01,36.767,23.727
CA_117618,176,2023-11-01,57.945,50.526
CA_117618,176,2023-10-01,107.6,123.702
CA_117618,176,2023-09-01,144.073,168.173
CA_117618,176,2023-08-01,203.719,221.075
CA_117618,176,2023-07-01,228.409,235.326
CA_117618,176,2023-06-01,168.184,168.184
CA_117618,176,2023-05-01,144.599,144.599
CA_117618,176,2023-04-01,121.375,121.375
CA_117618,176,2023-03-01,68.675,68.675
CA_117618,176,2023-02-01,45.297,45.297
CA_117618,176,2023-01-01,35.17,35.17
CA_150688,176,2023-12-01,32.208,20.975
CA_150688,176,2023-11-01,51.166,44.616
CA_150688,176,2023-10-01,96.726,113.934
CA_150688,176,2023-09-01,131.853,155.096
CA_150688,176,2023-08-01,191.562,205.695
CA_150688,176,2023-07-01,215.337,222.242
CA_150688,176,2023-06-01,164.894,164.894
CA_150688,176,2023-05-01,142.788,142.788
CA_150688,176,2023-04-01,121.114,121.114
CA_150688,176,2023-03-01,66.403,66.403
CA_150688,176,2023-02-01,42.287,42.287
CA_150688,176,2023-01-01,31.971,31.971
CA_26875,47,2023-12-01,37.545,25.985
CA_26875,47,2023-11-01,54.453,45.521
CA_26875,47,2023-10-01,75.007,63.068
CA_26875,47,2023-09-01,73.776,90.355
CA_26875,47,2023-08-01,96.223,97.584
CA_26875,47,2023-07-01,102.388,107.834
CA_26875,47,2023-06-01,95.423,95.423
CA_26875,47,2023-05-01,86.403,86.403
CA_26875,47,2023-04-01,85.533,85.533
CA_26875,47,2023-03-01,55.558,55.558
CA_26875,47,2023-02-01,39.044,39.044
CA_26875,47,2023-01-01,38.42,38.42
CA_28177,47,2023-12-01,38.864,25.997
CA_28177,47,2023-11-01,60.919,48.769
CA_28177,47,2023-10-01,86.992,81.063
CA_28177,47,2023-09-01,87.386,116.375
CA_28177,47,2023-08-01,121.697,128.846
CA_28177,47,2023-07-01,138.468,139.816
CA_28177,47,2023-06-01,109.898,109.898
CA_28177,47,2023-05-01,102.264,102.264
CA_28177,47,2023-04-01,97.805,97.805
CA_28177,47,2023-03-01,58.351,58.351
CA_28177,47,2023-02-01,42.501,42.501
CA_28177,47,2023-01-01,39.113,39.113
CA_5907,47,2023-12-01,45.622,35.004
CA_5907,47,2023-11-01,58.729,49.435
CA_5907,47,2023-10-01,74.294,67.424
CA_5907,47,2023-09-01,77.99,96.701
CA_5907,47,2023-08-01,104.387,109.296
CA_5907,47,2023-07-01,109.53,111.345
CA_5907,47,2023-06-01,102.877,102.877
CA_5907,47,2023-05-01,92.892,92.892
CA_5907,47,2023-04-01,89.765,89.765
CA_5907,47,2023-03-01,62.671,62.671
CA_5907,47,2023-02-01,43.87,43.87
CA_5907,47,2023-01-01,51.293,51.293
CA_5256,47,2023-12-01,44.844,33.091
CA_5256,47,2023-11-01,57.643,47.964
CA_5256,47,2023-10-01,73.192,65.461
CA_5256,47,2023-09-01,69.808,87.26
CA_5256,47,2023-08-01,90.957,97.521
CA_5256,47,2023-07-01,93.916,96.728
CA_5256,47,2023-06-01,91.646,91.646
CA_5256,47,2023-05-01,85.446,85.446
CA_5256,47,2023-04-01,81.97,81.97
CA_5256,47,2023-03-01,57.332,57.332
CA_5256,47,2023-02-01,42.007,42.007
CA_5256,47,2023-01-01,45.632,45.632
CA_2468,47,2023-12-01,39.437,26.889
CA_2468,47,2023-11-01,57.967,47.528
CA_2468,47,2023-10-01,79.971,71.379
CA_2468,47,2023-09-01,81.245,105.652
CA_2468,47,2023-08-01,111.212,117.219
CA_2468,47,2023-07-01,122.998,127.8
CA_2468,47,2023-06-01,107.392,107.392
CA_2468,47,2023-05-01,96.91,96.91
CA_2468,47,2023-04-01,92.355,92.355
CA_2468,47,2023-03-01,56.985,56.985
CA_2468,47,2023-02-01,41.362,41.362
CA_2468,47,2023-01-01,39.822,39.822
CA_225250,47,2023-12-01,35.82,24.147
CA_225250,47,2023-11-01,53.475,44.267
CA_225250,47,2023-10-01,78.56,67.546
CA_225250,47,2023-09-01,81.12,102.996
CA_225250,47,2023-08-01,109.098,113.365
CA_225250,47,2023-07-01,119.612,125.549
CA_225250,47,2023-06-01,104.838,104.838
CA_225250,47,2023-05-01,93.781,93.781
CA_225250,47,2023-04-01,93.796,93.796
CA_225250,47,2023-03-01,55.445,55.445
CA_225250,47,2023-02-01,38.64,38.64
CA_225250,47,2023-01-01,36.381,36.381
CA_132720,61,2023-12-01,33.492,19.462
CA_132720,61,2023-11-01,46.745,37.949
CA_132720,61,2023-10-01,92.137,110.548
CA_132720,61,2023-09-01,124.712,156.797
CA_132720,61,2023-08-01,188.352,192.9
CA_132720,61,2023-07-01,211.395,211.968
CA_132720,61,2023-06-01,163.164,163.164
CA_132720,61,2023-05-01,142.187,142.187
CA_132720,61,2023-04-01,118.474,118.474
CA_132720,61,2023-03-01,63.186,63.186
CA_132720,61,2023-02-01,39.176,39.176
CA_132720,61,2023-01-01,30.755,30.755
CA_132535,176,2023-12-01,34.727,19.433
CA_132535,176,2023-11-01,47.608,38.644
CA_132535,176,2023-10-01,90.081,110.032
CA_132535,176,2023-09-01,124.123,152.969
CA_132535,176,2023-08-01,188.648,194.123
CA_132535,176,2023-07-01,212.251,216.524
CA_132535,176,2023-06-01,166.14,166.14
CA_132535,176,2023-05-01,143.451,143.451
CA_132535,176,2023-04-01,112.458,112.458
CA_132535,176,2023-03-01,61.834,61.834
CA_132535,176,2023-02-01,37.824,37.824
CA_132535,176,2023-01-01,31.078,31.078
CA_118917,47,2023-12-01,41.176,22.98
CA_118917,47,2023-11-01,51.47,41.765
CA_118917,47,2023-10-01,91.312,109.907
CA_118917,47,2023-09-01,127.04,153.243
CA_118917,47,2023-08-01,191.384,198.257
CA_118917,47,2023-07-01,217.481,221.452
CA_118917,47,2023-06-01,175.584,175.584
CA_118917,47,2023-05-01,151.641,151.641
CA_118917,47,2023-04-01,124.692,124.692
CA_118917,47,2023-03-01,67.676,67.676
CA_118917,47,2023-02-01,42.004,42.004
CA_118917,47,2023-01-01,39.195,39.195
CA_53071,241,2023-12-01,39.334,20.573
CA_53071,241,2023-11-01,56.014,43.586
CA_53071,241,2023-10-01,96.372,116.675
CA_53071,241,2023-09-01,129.023,154.39
CA_53071,241,2023-08-01,187.776,194.887
CA_53071,241,2023-07-01,215.137,218.332
CA_53071,241,2023-06-01,175.565,175.565
CA_53071,241,2023-05-01,146.05,146.05
CA_53071,241,2023-04-01,120.502,120.502
CA_53071,241,2023-03-01,69.936,69.936
CA_53071,241,2023-02-01,42.314,42.314
CA_53071,241,2023-01-01,34.09,34.09
CA_121623,241,2023-12-01,34.634,22.797
CA_121623,241,2023-11-01,50.585,42.749
CA_121623,241,2023-10-01,101.464,114.652
CA_121623,241,2023-09-01,134.732,160.094
CA_121623,241,2023-08-01,191.688,197.163
CA_121623,241,2023-07-01,211.405,209.546
CA_121623,241,2023-06-01,173.271,173.271
CA_121623,241,2023-05-01,144.38,144.38
CA_121623,241,2023-04-01,127.984,127.984
CA_121623,241,2023-03-01,71.822,71.822
CA_121623,241,2023-02-01,44.286,44.286
CA_121623,241,2023-01-01,32.076,32.076
CA_118357,241,2023-12-01,42.0,24.061
CA_118357,241,2023-11-01,53.761,43.33
CA_118357,241,2023-10-01,94.645,112.604
CA_118357,241,2023-09-01,129.371,154.499
CA_118357,241,2023-08-01,194.604,202.109
CA_118357,241,2023-07-01,220.415,225.481
CA_118357,241,2023-06-01,181.826,181.826
CA_118357,241,2023-05-01,156.646,156.646
CA_118357,241,2023-04-01,127.765,127.765
CA_118357,241,2023-03-01,68.543,68.543
CA_118357,241,2023-02-01,42.738,42.738
CA_118357,241,2023-01-01,40.292,40.292
CA_122403,47,2023-12-01,42.652,24.852
CA_122403,47,2023-11-01,57.347,47.114
CA_122403,47,2023-10-01,99.675,117.183
CA_122403,47,2023-09-01,135.08,162.204
CA_122403,47,2023-08-01,201.64,211.008
CA_122403,47,2023-07-01,227.888,233.475
CA_122403,47,2023-06-01,189.138,189.138
CA_122403,47,2023-05-01,157.067,157.067
CA_122403,47,2023-04-01,130.528,130.528
CA_122403,47,2023-03-01,70.216,70.216
CA_122403,47,2023-02-01,45.043,45.043
CA_122403,47,2023-01-01,39.63,39.63
CA_110718,36,2023-12-01,37.484,24.63
CA_110718,36,2023-11-01,53.07,45.335
CA_110718,36,2023-10-01,102.809,114.624
CA_110718,36,2023-09-01,136.124,160.906
CA_110718,36,2023-08-01,192.95,200.059
CA_110718,36,2023-07-01,215.938,214.335
CA_110718,36,2023-06-01,173.816,173.816
CA_110718,36,2023-05-01,146.542,146.542
CA_110718,36,2023-04-01,132.197,132.197
CA_110718,36,2023-03-01,73.918,73.918
CA_110718,36,2023-02-01,46.035,46.035
CA_110718,36,2023-01-01,36.71,36.71
CA_119568,36,2023-12-01,32.44,21.207
CA_119568,36,2023-11-01,46.854,39.602
CA_119568,36,2023-10-01,94.416,105.84
CA_119568,36,2023-09-01,125.032,149.506
CA_119568,36,2023-08-01,178.859,184.752
CA_119568,36,2023-07-01,195.531,196.276
CA_119568,36,2023-06-01,163.014,163.014
CA_119568,36,2023-05-01,134.064,134.064
CA_119568,36,2023-04-01,117.965,117.965
CA_119568,36,2023-03-01,63.679,63.679
CA_119568,36,2023-02-01,39.635,39.635
CA_119568,36,2023-01-01,29.174,29.174
CA_51452,36,2023-12-01,33.967,19.96
CA_51452,36,2023-11-01,48.091,37.816
CA_51452,36,2023-10-01,95.305,113.782
CA_51452,36,2023-09-01,128.309,161.081
CA_51452,36,2023-08-01,192.381,197.415
CA_51452,36,2023-07-01,218.262,222.633
CA_51452,36,2023-06-01,170.106,170.106
CA_51452,36,2023-05-01,147.56,147.56
CA_51452,36,2023-04-01,119.505,119.505
CA_51452,36,2023-03-01,65.072,65.072
CA_51452,36,2023-02-01,39.091,39.091
CA_51452,36,2023-01-01,30.596,30.596
CA_121410,47,2023-12-01,44.874,24.664
CA_121410,47,2023-11-01,58.646,47.484
CA_121410,47,2023-10-01,98.494,117.543
CA_121410,47,2023-09-01,132.499,158.336
CA_121410,47,2023-08-01,198.141,207.327
CA_121410,47,2023-07-01,225.163,231.371
CA_121410,47,2023-06-01,187.242,187.242
CA_121410,47,2023-05-01,157.535,157.535
CA_121410,47,2023-04-01,130.195,130.195
CA_121410,47,2023-03-01,70.944,70.944
CA_121410,47,2023-02-01,44.96,44.96
CA_121410,47,2023-01-01,41.043,41.043
CA_130897,47,2023-12-01,48.944,24.926
CA_130897,47,2023-11-01,67.395,54.115
CA_130897,47,2023-10-01,108.016,126.267
CA_130897,47,2023-09-01,138.859,164.764
CA_130897,47,2023-08-01,199.645,209.635
CA_130897,47,2023-07-01,226.455,231.682
CA_130897,47,2023-06-01,188.54,188.54
CA_130897,47,2023-05-01,155.813,155.813
CA_130897,47,2023-04-01,131.296,131.296
CA_130897,47,2023-03-01,73.608,73.608
CA_130897,47,2023-02-01,48.247,48.247
CA_130897,47,2023-01-01,42.797,42.797
CA_110883,47,2023-12-01,37.116,24.273
CA_110883,47,2023-11-01,54.226,45.891
CA_110883,47,2023-10-01,104.064,117.036
CA_110883,47,2023-09-01,134.71,159.768
CA_110883,47,2023-08-01,188.833,195.239
CA_110883,47,2023-07-01,213.495,211.056
CA_110883,47,2023-06-01,168.604,168.604
CA_110883,47,2023-05-01,145.0,145.0
CA_110883,47,2023-04-01,130.545,130.545
CA_110883,47,2023-03-01,75.641,75.641
CA_110883,47,2023-02-01,46.384,46.384
CA_110883,47,2023-01-01,34.948,34.948
CA_122175,47,2023-12-01,35.318,23.063
CA_122175,47,2023-11-01,50.38,41.884
CA_122175,47,2023-10-01,97.291,111.997
CA_122175,47,2023-09-01,132.565,158.917
CA_122175,47,2023-08-01,194.828,203.226
CA_122175,47,2023-07-01,215.849,218.59
CA_122175,47,2023-06-01,181.493,181.493
CA_122175,47,2023-05-01,149.695,149.695
CA_122175,47,2023-04-01,127.357,127.357
CA_122175,47,2023-03-01,68.098,68.098
CA_122175,47,2023-02-01,42.652,42.652
CA_122175,47,2023-01-01,33.973,33.973
CA_110959,61,2023-12-01,36.898,24.344
CA_110959,61,2023-11-01,52.544,44.331
CA_110959,61,2023-10-01,102.725,115.482
CA_110959,61,2023-09-01,135.597,161.54
CA_110959,61,2023-08-01,194.026,200.657
CA_110959,61,2023-07-01,215.639,214.281
CA_110959,61,2023-06-01,174.151,174.151
CA_110959,61,2023-05-01,146.449,146.449
CA_110959,61,2023-04-01,131.917,131.917
CA_110959,61,2023-03-01,73.283,73.283
CA_110959,61,2023-02-01,45.754,45.754
CA_110959,61,2023-01-01,35.548,35.548
CA_130291,61,2023-12-01,35.014,19.97
CA_130291,61,2023-11-01,47.799,38.454
CA_130291,61,2023-10-01,92.474,111.29
CA_130291,61,2023-09-01,126.985,157.41
CA_130291,61,2023-08-01,192.42,197.133
CA_130291,61,2023-07-01,217.229,220.411
CA_130291,61,2023-06-01,168.145,168.145
CA_130291,61,2023-05-01,143.972,143.972
CA_130291,61,2023-04-01,116.587,116.587
CA_130291,61,2023-03-01,64.238,64.238
CA_130291,61,2023-02-01,39.109,39.109
CA_130291,61,2023-01-01,32.588,32.588
CA_128901,61,2023-12-01,31.41,18.977
CA_128901,61,2023-11-01,44.63,36.906
CA_128901,61,2023-10-01,87.955,104.086
