field_id,crop,time,et_actual,et_forecast
CA_293386,61,2023-12-01,37.589,23.251
CA_293386,61,2023-11-01,53.175,38.575
CA_293386,61,2023-10-01,101.032,124.784
CA_293386,61,2023-09-01,144.142,181.059
CA_293386,61,2023-08-01,201.545,233.067
CA_293386,61,2023-07-01,256.199,256.199
CA_293386,61,2023-06-01,188.164,188.164
CA_293386,61,2023-05-01,170.557,170.557
CA_293386,61,2023-04-01,133.645,133.645
CA_293386,61,2023-03-01,69.648,69.648
CA_293386,61,2023-02-01,42.193,42.193
CA_293386,61,2023-01-01,30.226,30.226
CA_268680,67,2023-12-01,32.863,21.062
CA_268680,67,2023-11-01,45.909,37.057
CA_268680,67,2023-10-01,87.65,102.802
CA_268680,67,2023-09-01,134.741,152.203
CA_268680,67,2023-08-01,180.536,203.567
CA_268680,67,2023-07-01,232.22,229.168
CA_268680,67,2023-06-01,180.767,180.767
CA_268680,67,2023-05-01,163.218,163.218
CA_268680,67,2023-04-01,124.649,124.649
CA_268680,67,2023-03-01,66.57,66.57
CA_268680,67,2023-02-01,39.148,39.148
CA_268680,67,2023-01-01,26.669,26.669
CA_305219,67,2023-12-01,39.474,26.487
CA_305219,67,2023-11-01,55.507,41.822
CA_305219,67,2023-10-01,107.171,131.532
CA_305219,67,2023-09-01,147.998,186.006
CA_305219,67,2023-08-01,205.785,237.092
CA_305219,67,2023-07-01,257.851,255.025
CA_305219,67,2023-06-01,195.262,195.262
CA_305219,67,2023-05-01,175.419,175.419
CA_305219,67,2023-04-01,138.119,138.119
CA_305219,67,2023-03-01,72.275,72.275
CA_305219,67,2023-02-01,43.464,43.464
CA_305219,67,2023-01-01,30.696,30.696
CA_60928,69,2023-12-01,37.944,23.193
CA_60928,69,2023-11-01,52.83,37.943
CA_60928,69,2023-10-01,97.427,121.01
CA_60928,69,2023-09-01,138.884,174.697
CA_60928,69,2023-08-01,196.857,225.713
CA_60928,69,2023-07-01,242.459,248.083
CA_60928,69,2023-06-01,172.351,172.351
CA_60928,69,2023-05-01,156.387,156.387
CA_60928,69,2023-04-01,122.897,122.897
CA_60928,69,2023-03-01,66.916,66.916
CA_60928,69,2023-02-01,41.488,41.488
CA_60928,69,2023-01-01,27.94,27.94
CA_63548,69,2023-12-01,37.944,23.193
CA_63548,69,2023-11-01,52.83,37.943
CA_63548,69,2023-10-01,97.427,121.01
CA_63548,69,2023-09-01,138.884,174.697
CA_63548,69,2023-08-01,196.857,225.713
CA_63548,69,2023-07-01,242.459,248.083
CA_63548,69,2023-06-01,172.351,172.351
CA_63548,69,2023-05-01,156.387,156.387
CA_63548,69,2023-04-01,122.897,122.897
CA_63548,69,2023-03-01,66.916,66.916
CA_63548,69,2023-02-01,41.488,41.488
CA_63548,69,2023-01-01,27.94,27.94
CA_62356,75,2023-12-01,36.552,21.08
CA_62356,75,2023-11-01,52.513,37.342
CA_62356,75,2023-10-01,95.893,116.951
CA_62356,75,2023-09-01,138.168,174.088
CA_62356,75,2023-08-01,198.312,225.953
CA_62356,75,2023-07-01,243.396,246.659
CA_62356,75,2023-06-01,172.449,172.449
CA_62356,75,2023-05-01,153.354,153.354
CA_62356,75,2023-04-01,121.466,121.466
CA_62356,75,2023-03-01,62.84,62.84
CA_62356,75,2023-02-01,39.361,39.361
CA_62356,75,2023-01-01,26.92,26.92
CA_301044,75,2023-12-01,38.241,23.937
CA_301044,75,2023-11-01,53.29,38.441
CA_301044,75,2023-10-01,98.231,122.941
CA_301044,75,2023-09-01,139.979,176.644
CA_301044,75,2023-08-01,196.865,227.111
CA_301044,75,2023-07-01,244.369,248.957
CA_301044,75,2023-06-01,175.756,175.756
CA_301044,75,2023-05-01,159.508,159.508
CA_301044,75,2023-04-01,125.883,125.883
CA_301044,75,2023-03-01,69.193,69.193
CA_301044,75,2023-02-01,42.63,42.63
CA_301044,75,2023-01-01,28.841,28.841
CA_307107,75,2023-12-01,43.366,30.662
CA_307107,75,2023-11-01,58.778,48.66
CA_307107,75,2023-10-01,117.593,139.506
CA_307107,75,2023-09-01,156.101,190.139
CA_307107,75,2023-08-01,215.745,242.763
CA_307107,75,2023-07-01,261.561,258.793
CA_307107,75,2023-06-01,204.257,204.257
CA_307107,75,2023-05-01,183.556,183.556
CA_307107,75,2023-04-01,148.375,148.375
CA_307107,75,2023-03-01,77.964,77.964
CA_307107,75,2023-02-01,49.851,49.851
CA_307107,75,2023-01-01,34.483,34.483
CA_311666,75,2023-12-01,38.898,25.006
CA_311666,75,2023-11-01,54.656,40.224
CA_311666,75,2023-10-01,103.226,127.967
CA_311666,75,2023-09-01,143.835,182.173
CA_311666,75,2023-08-01,203.051,234.464
CA_311666,75,2023-07-01,255.06,256.81
CA_311666,75,2023-06-01,189.77,189.77
CA_311666,75,2023-05-01,170.884,170.884
CA_311666,75,2023-04-01,134.279,134.279
CA_311666,75,2023-03-01,71.415,71.415
CA_311666,75,2023-02-01,42.788,42.788
CA_311666,75,2023-01-01,30.691,30.691
CA_312570,75,2023-12-01,39.994,26.165
CA_312570,75,2023-11-01,57.577,42.78
CA_312570,75,2023-10-01,107.584,133.485
CA_312570,75,2023-09-01,148.089,187.354
CA_312570,75,2023-08-01,206.54,237.782
CA_312570,75,2023-07-01,254.158,258.393
CA_312570,75,2023-06-01,189.182,189.182
CA_312570,75,2023-05-01,170.986,170.986
CA_312570,75,2023-04-01,134.682,134.682
CA_312570,75,2023-03-01,70.269,70.269
CA_312570,75,2023-02-01,44.191,44.191
CA_312570,75,2023-01-01,31.161,31.161
CA_302754,78,2023-12-01,40.226,23.668
CA_302754,78,2023-11-01,56.435,41.361
CA_302754,78,2023-10-01,103.616,127.961
CA_302754,78,2023-09-01,145.457,182.661
CA_302754,78,2023-08-01,204.723,234.274
CA_302754,78,2023-07-01,250.468,256.925
CA_302754,78,2023-06-01,181.842,181.842
CA_302754,78,2023-05-01,162.888,162.888
CA_302754,78,2023-04-01,128.893,128.893
CA_302754,78,2023-03-01,68.275,68.275
CA_302754,78,2023-02-01,43.445,43.445
CA_302754,78,2023-01-01,30.011,30.011
CA_304900,78,2023-12-01,37.589,23.251
CA_304900,78,2023-11-01,53.175,38.575
CA_304900,78,2023-10-01,101.032,124.784
CA_304900,78,2023-09-01,144.142,181.059
CA_304900,78,2023-08-01,201.545,233.067
CA_304900,78,2023-07-01,256.199,256.199
CA_304900,78,2023-06-01,188.164,188.164
CA_304900,78,2023-05-01,170.557,170.557
CA_304900,78,2023-04-01,133.645,133.645
CA_304900,78,2023-03-01,69.648,69.648
CA_304900,78,2023-02-01,42.193,42.193
CA_304900,78,2023-01-01,30.226,30.226
CA_304949,75,2023-12-01,39.651,25.349
CA_304949,75,2023-11-01,56.44,41.489
CA_304949,75,2023-10-01,104.298,129.377
CA_304949,75,2023-09-01,144.726,182.893
CA_304949,75,2023-08-01,202.662,233.5
CA_304949,75,2023-07-01,250.875,255.529
CA_304949,75,2023-06-01,184.705,184.705
CA_304949,75,2023-05-01,167.321,167.321
CA_304949,75,2023-04-01,131.829,131.829
CA_304949,75,2023-03-01,69.212,69.212
CA_304949,75,2023-02-01,43.54,43.54
CA_304949,75,2023-01-01,29.943,29.943
CA_308483,78,2023-12-01,38.32,24.011
CA_308483,78,2023-11-01,53.681,39.115
CA_308483,78,2023-10-01,100.966,125.432
CA_308483,78,2023-09-01,144.077,182.058
CA_308483,78,2023-08-01,201.578,232.895
CA_308483,78,2023-07-01,253.723,255.55
CA_308483,78,2023-06-01,188.018,188.018
CA_308483,78,2023-05-01,169.495,169.495
CA_308483,78,2023-04-01,133.222,133.222
CA_308483,78,2023-03-01,70.11,70.11
CA_308483,78,2023-02-01,42.371,42.371
CA_308483,78,2023-01-01,30.273,30.273
CA_311324,78,2023-12-01,41.731,28.776
CA_311324,78,2023-11-01,58.58,44.409
CA_311324,78,2023-10-01,111.999,138.346
CA_311324,78,2023-09-01,150.478,191.197
CA_311324,78,2023-08-01,209.75,240.471
CA_311324,78,2023-07-01,257.896,257.518
CA_311324,78,2023-06-01,196.622,196.622
CA_311324,78,2023-05-01,178.596,178.596
CA_311324,78,2023-04-01,142.201,142.201
CA_311324,78,2023-03-01,75.165,75.165
CA_311324,78,2023-02-01,45.765,45.765
CA_311324,78,2023-01-01,32.702,32.702
CA_311929,47,2023-12-01,38.919,25.373
CA_311929,47,2023-11-01,54.779,41.061
CA_311929,47,2023-10-01,105.988,130.411
CA_311929,47,2023-09-01,147.444,185.908
CA_311929,47,2023-08-01,205.384,236.939
CA_311929,47,2023-07-01,257.503,255.629
CA_311929,47,2023-06-01,194.668,194.668
CA_311929,47,2023-05-01,175.12,175.12
CA_311929,47,2023-04-01,137.57,137.57
CA_311929,47,2023-03-01,72.167,72.167
CA_311929,47,2023-02-01,42.715,42.715
CA_311929,47,2023-01-01,30.74,30.74
CA_311936,78,2023-12-01,38.919,25.373
CA_311936,78,2023-11-01,54.779,41.061
CA_311936,78,2023-10-01,105.988,130.411
CA_311936,78,2023-09-01,147.444,185.908
CA_311936,78,2023-08-01,205.384,236.939
CA_311936,78,2023-07-01,257.503,255.629
CA_311936,78,2023-06-01,194.668,194.668
CA_311936,78,2023-05-01,175.12,175.12
CA_311936,78,2023-04-01,137.57,137.57
CA_311936,78,2023-03-01,72.167,72.167
CA_311936,78,2023-02-01,42.715,42.715
CA_311936,78,2023-01-01,30.74,30.74
CA_314026,78,2023-12-01,36.436,22.287
CA_314026,78,2023-11-01,53.576,37.686
CA_314026,78,2023-10-01,101.052,123.329
CA_314026,78,2023-09-01,143.458,181.105
CA_314026,78,2023-08-01,202.412,233.046
CA_314026,78,2023-07-01,260.149,262.163
CA_314026,78,2023-06-01,185.885,185.885
CA_314026,78,2023-05-01,168.834,168.834
CA_314026,78,2023-04-01,127.449,127.449
CA_314026,78,2023-03-01,67.67,67.67
CA_314026,78,2023-02-01,39.895,39.895
CA_314026,78,2023-01-01,30.706,30.706
CA_340098,78,2023-12-01,39.143,23.661
CA_340098,78,2023-11-01,54.123,39.13
CA_340098,78,2023-10-01,99.741,124.088
CA_340098,78,2023-09-01,140.924,178.004
CA_340098,78,2023-08-01,197.987,227.974
CA_340098,78,2023-07-01,244.592,249.803
CA_340098,78,2023-06-01,176.113,176.113
CA_340098,78,2023-05-01,159.061,159.061
CA_340098,78,2023-04-01,126.03,126.03
CA_340098,78,2023-03-01,68.409,68.409
CA_340098,78,2023-02-01,42.363,42.363
CA_340098,78,2023-01-01,28.598,28.598
CA_293119,176,2023-12-01,37.035,22.843
CA_293119,176,2023-11-01,52.564,41.111
CA_293119,176,2023-10-01,88.913,104.988
CA_293119,176,2023-09-01,131.11,152.961
CA_293119,176,2023-08-01,187.749,202.131
CA_293119,176,2023-07-01,228.808,231.116
CA_293119,176,2023-06-01,181.967,181.967
CA_293119,176,2023-05-01,163.071,163.071
CA_293119,176,2023-04-01,119.337,119.337
CA_293119,176,2023-03-01,66.188,66.188
CA_293119,176,2023-02-01,39.254,39.254
CA_293119,176,2023-01-01,30.37,30.37
CA_294569,176,2023-12-01,36.214,22.235
CA_294569,176,2023-11-01,51.694,37.706
CA_294569,176,2023-10-01,99.079,122.273
CA_294569,176,2023-09-01,142.477,178.566
CA_294569,176,2023-08-01,200.589,231.093
CA_294569,176,2023-07-01,256.887,256.165
CA_294569,176,2023-06-01,187.357,187.357
CA_294569,176,2023-05-01,169.341,169.341
CA_294569,176,2023-04-01,133.146,133.146
CA_294569,176,2023-03-01,69.904,69.904
CA_294569,176,2023-02-01,41.873,41.873
CA_294569,176,2023-01-01,30.401,30.401
CA_66272,204,2023-12-01,42.016,28.784
CA_66272,204,2023-11-01,60.884,49.577
CA_66272,204,2023-10-01,121.094,140.087
CA_66272,204,2023-09-01,162.644,190.417
CA_66272,204,2023-08-01,221.395,245.56
CA_66272,204,2023-07-01,269.081,265.755
CA_66272,204,2023-06-01,208.514,208.514
CA_66272,204,2023-05-01,189.221,189.221
CA_66272,204,2023-04-01,148.545,148.545
CA_66272,204,2023-03-01,78.472,78.472
CA_66272,204,2023-02-01,49.155,49.155
CA_66272,204,2023-01-01,34.526,34.526
CA_32722,204,2023-12-01,31.675,20.114
CA_32722,204,2023-11-01,43.953,33.391
CA_32722,204,2023-10-01,83.628,101.324
CA_32722,204,2023-09-01,123.829,153.952
CA_32722,204,2023-08-01,178.671,199.189
CA_32722,204,2023-07-01,213.85,223.73
CA_32722,204,2023-06-01,158.879,158.879
CA_32722,204,2023-05-01,145.248,145.248
CA_32722,204,2023-04-01,114.596,114.596
CA_32722,204,2023-03-01,62.459,62.459
CA_32722,204,2023-02-01,37.219,37.219
CA_32722,204,2023-01-01,27.509,27.509
CA_302451,204,2023-12-01,35.788,21.108
CA_302451,204,2023-11-01,51.16,38.606
CA_302451,204,2023-10-01,91.75,110.634
CA_302451,204,2023-09-01,136.726,162.822
CA_302451,204,2023-08-01,191.938,214.765
CA_302451,204,2023-07-01,242.438,242.34
CA_302451,204,2023-06-01,185.524,185.524
CA_302451,204,2023-05-01,166.538,166.538
CA_302451,204,2023-04-01,123.401,123.401
CA_302451,204,2023-03-01,66.927,66.927
CA_302451,204,2023-02-01,39.042,39.042
CA_302451,204,2023-01-01,29.345,29.345
CA_338036,47,2023-12-01,38.927,22.673
CA_338036,47,2023-11-01,54.506,44.225
CA_338036,47,2023-10-01,94.007,105.017
CA_338036,47,2023-09-01,134.101,150.302
CA_338036,47,2023-08-01,179.635,192.664
CA_338036,47,2023-07-01,224.148,223.145
CA_338036,47,2023-06-01,173.352,173.352
CA_338036,47,2023-05-01,155.627,155.627
CA_338036,47,2023-04-01,116.814,116.814
CA_338036,47,2023-03-01,63.925,63.925
CA_338036,47,2023-02-01,41.526,41.526
CA_338036,47,2023-01-01,31.01,31.01
CA_246113,61,2023-12-01,34.106,20.622
CA_246113,61,2023-11-01,46.76,36.965
CA_246113,61,2023-10-01,86.08,100.847
CA_246113,61,2023-09-01,132.877,150.636
CA_246113,61,2023-08-01,179.628,198.483
CA_246113,61,2023-07-01,229.338,225.42
CA_246113,61,2023-06-01,180.386,180.386
CA_246113,61,2023-05-01,163.122,163.122
CA_246113,61,2023-04-01,124.254,124.254
CA_246113,61,2023-03-01,67.426,67.426
CA_246113,61,2023-02-01,39.705,39.705
CA_246113,61,2023-01-01,26.945,26.945
CA_317355,67,2023-12-01,35.568,21.375
CA_317355,67,2023-11-01,51.196,39.362
CA_317355,67,2023-10-01,90.729,109.535
CA_317355,67,2023-09-01,136.514,161.446
CA_317355,67,2023-08-01,191.329,210.928
CA_317355,67,2023-07-01,238.766,238.57
CA_317355,67,2023-06-01,186.735,186.735
CA_317355,67,2023-05-01,167.269,167.269
CA_317355,67,2023-04-01,124.581,124.581
CA_317355,67,2023-03-01,67.128,67.128
CA_317355,67,2023-02-01,39.414,39.414
CA_317355,67,2023-01-01,28.816,28.816
CA_71587,36,2023-12-01,37.116,25.385
CA_71587,36,2023-11-01,52.098,40.521
CA_71587,36,2023-10-01,102.571,125.177
CA_71587,36,2023-09-01,145.049,178.665
CA_71587,36,2023-08-01,199.003,229.562
CA_71587,36,2023-07-01,253.0,247.921
CA_71587,36,2023-06-01,192.776,192.776
CA_71587,36,2023-05-01,173.503,173.503
CA_71587,36,2023-04-01,135.461,135.461
CA_71587,36,2023-03-01,71.929,71.929
CA_71587,36,2023-02-01,42.581,42.581
CA_71587,36,2023-01-01,30.668,30.668
CA_274108,47,2023-12-01,34.662,20.343
CA_274108,47,2023-11-01,49.914,40.319
CA_274108,47,2023-10-01,89.039,101.353
CA_274108,47,2023-09-01,132.124,146.442
CA_274108,47,2023-08-01,175.604,193.2
CA_274108,47,2023-07-01,223.756,221.477
CA_274108,47,2023-06-01,174.174,174.174
CA_274108,47,2023-05-01,156.472,156.472
CA_274108,47,2023-04-01,117.399,117.399
CA_274108,47,2023-03-01,63.242,63.242
CA_274108,47,2023-02-01,39.032,39.032
CA_274108,47,2023-01-01,28.048,28.048
CA_71718,47,2023-12-01,35.054,23.632
CA_71718,47,2023-11-01,48.202,38.005
CA_71718,47,2023-10-01,96.522,117.705
CA_71718,47,2023-09-01,141.045,172.296
CA_71718,47,2023-08-01,194.584,223.421
CA_71718,47,2023-07-01,249.906,243.56
CA_71718,47,2023-06-01,189.035,189.035
CA_71718,47,2023-05-01,169.359,169.359
CA_71718,47,2023-04-01,133.483,133.483
CA_71718,47,2023-03-01,69.602,69.602
CA_71718,47,2023-02-01,40.741,40.741
CA_71718,47,2023-01-01,28.324,28.324
CA_340477,47,2023-12-01,34.133,20.217
CA_340477,47,2023-11-01,48.055,36.894
CA_340477,47,2023-10-01,89.107,104.991
CA_340477,47,2023-09-01,136.25,157.043
CA_340477,47,2023-08-01,186.17,205.48
CA_340477,47,2023-07-01,236.166,231.896
CA_340477,47,2023-06-01,185.078,185.078
CA_340477,47,2023-05-01,166.589,166.589
CA_340477,47,2023-04-01,126.621,126.621
CA_340477,47,2023-03-01,68.345,68.345
CA_340477,47,2023-02-01,40.351,40.351
CA_340477,47,2023-01-01,27.273,27.273
CA_312714,47,2023-12-01,34.796,20.718
CA_312714,47,2023-11-01,48.267,37.208
CA_312714,47,2023-10-01,89.725,108.927
CA_312714,47,2023-09-01,137.443,162.077
CA_312714,47,2023-08-01,187.888,211.858
CA_312714,47,2023-07-01,239.882,237.231
CA_312714,47,2023-06-01,185.766,185.766
CA_312714,47,2023-05-01,167.023,167.023
CA_312714,47,2023-04-01,127.309,127.309
CA_312714,47,2023-03-01,68.63,68.63
CA_312714,47,2023-02-01,39.824,39.824
CA_312714,47,2023-01-01,28.09,28.09
CA_293035,61,2023-12-01,39.485,24.534
CA_293035,61,2023-11-01,55.913,44.527
CA_293035,61,2023-10-01,93.16,106.403
CA_293035,61,2023-09-01,133.164,154.939
CA_293035,61,2023-08-01,191.42,199.713
CA_293035,61,2023-07-01,226.35,227.565
CA_293035,61,2023-06-01,179.099,179.099
CA_293035,61,2023-05-01,163.103,163.103
CA_293035,61,2023-04-01,120.304,120.304
CA_293035,61,2023-03-01,66.474,66.474
CA_293035,61,2023-02-01,40.541,40.541
CA_293035,61,2023-01-01,31.895,31.895
CA_271915,67,2023-12-01,34.374,20.276
CA_271915,67,2023-11-01,47.318,36.888
CA_271915,67,2023-10-01,87.02,101.117
CA_271915,67,2023-09-01,133.779,151.047
CA_271915,67,2023-08-01,181.133,197.875
CA_271915,67,2023-07-01,228.566,225.074
CA_271915,67,2023-06-01,181.901,181.901
CA_271915,67,2023-05-01,164.903,164.903
CA_271915,67,2023-04-01,125.328,125.328
CA_271915,67,2023-03-01,67.407,67.407
CA_271915,67,2023-02-01,39.675,39.675
CA_271915,67,2023-01-01,27.512,27.512
CA_306530,67,2023-12-01,33.671,20.238
CA_306530,67,2023-11-01,46.372,35.783
CA_306530,67,2023-10-01,87.556,103.365
CA_306530,67,2023-09-01,135.145,155.213
CA_306530,67,2023-08-01,183.457,204.481
CA_306530,67,2023-07-01,235.25,230.093
CA_306530,67,2023-06-01,182.872,182.872
CA_306530,67,2023-05-01,165.288,165.288
CA_306530,67,2023-04-01,126.057,126.057
CA_306530,67,2023-03-01,68.4,68.4
CA_306530,67,2023-02-01,39.591,39.591
CA_306530,67,2023-01-01,26.807,26.807
CA_336306,67,2023-12-01,35.497,20.578
CA_336306,67,2023-11-01,49.049,38.768
CA_336306,67,2023-10-01,86.616,98.304
CA_336306,67,2023-09-01,131.377,146.361
CA_336306,67,2023-08-01,178.214,190.157
CA_336306,67,2023-07-01,221.429,219.814
CA_336306,67,2023-06-01,180.257,180.257
CA_336306,67,2023-05-01,163.686,163.686
CA_336306,67,2023-04-01,123.83,123.83
CA_336306,67,2023-03-01,67.189,67.189
CA_336306,67,2023-02-01,40.257,40.257
CA_336306,67,2023-01-01,28.608,28.608
CA_339570,67,2023-12-01,33.671,20.238
CA_339570,67,2023-11-01,46.372,35.783
CA_339570,67,2023-10-01,87.556,103.365
CA_339570,67,2023-09-01,135.145,155.213
CA_339570,67,2023-08-01,183.457,204.481
CA_339570,67,2023-07-01,235.25,230.093
CA_339570,67,2023-06-01,182.872,182.872
CA_339570,67,2023-05-01,165.288,165.288
CA_339570,67,2023-04-01,126.057,126.057
CA_339570,67,2023-03-01,68.4,68.4
CA_339570,67,2023-02-01,39.591,39.591
CA_339570,67,2023-01-01,26.807,26.807
CA_308694,67,2023-12-01,32.771,20.607
CA_308694,67,2023-11-01,45.045,34.891
CA_308694,67,2023-10-01,86.273,105.571
CA_308694,67,2023-09-01,134.111,158.609
CA_308694,67,2023-08-01,184.573,210.279
CA_308694,67,2023-07-01,240.658,234.154
CA_308694,67,2023-06-01,183.909,183.909
CA_308694,67,2023-05-01,165.448,165.448
CA_308694,67,2023-04-01,127.443,127.443
CA_308694,67,2023-03-01,68.178,68.178
CA_308694,67,2023-02-01,38.953,38.953
CA_308694,67,2023-01-01,26.635,26.635
CA_333756,67,2023-12-01,33.671,20.238
CA_333756,67,2023-11-01,46.372,35.783
CA_333756,67,2023-10-01,87.556,103.365
CA_333756,67,2023-09-01,135.145,155.213
CA_333756,67,2023-08-01,183.457,204.481
CA_333756,67,2023-07-01,235.25,230.093
CA_333756,67,2023-06-01,182.872,182.872
CA_333756,67,2023-05-01,165.288,165.288
CA_333756,67,2023-04-01,126.057,126.057
CA_333756,67,2023-03-01,68.4,68.4
CA_333756,67,2023-02-01,39.591,39.591
CA_333756,67,2023-01-01,26.807,26.807
CA_268366,72,2023-12-01,38.602,21.889
CA_268366,72,2023-11-01,54.065,43.979
CA_268366,72,2023-10-01,93.236,104.516
CA_268366,72,2023-09-01,134.065,149.905
CA_268366,72,2023-08-01,178.327,191.679
CA_268366,72,2023-07-01,223.407,221.759
CA_268366,72,2023-06-01,173.631,173.631
CA_268366,72,2023-05-01,157.033,157.033
CA_268366,72,2023-04-01,117.46,117.46
CA_268366,72,2023-03-01,63.815,63.815
CA_268366,72,2023-02-01,41.357,41.357
CA_268366,72,2023-01-01,29.999,29.999
CA_274791,72,2023-12-01,39.025,23.726
CA_274791,72,2023-11-01,54.629,45.216
CA_274791,72,2023-10-01,94.407,106.146
CA_274791,72,2023-09-01,134.195,151.003
CA_274791,72,2023-08-01,179.345,193.639
CA_274791,72,2023-07-01,224.935,224.119
CA_274791,72,2023-06-01,173.074,173.074
CA_274791,72,2023-05-01,155.001,155.001
CA_274791,72,2023-04-01,116.194,116.194
CA_274791,72,2023-03-01,64.698,64.698
CA_274791,72,2023-02-01,41.903,41.903
CA_274791,72,2023-01-01,31.612,31.612
CA_279069,72,2023-12-01,36.378,21.592
CA_279069,72,2023-11-01,51.579,42.506
CA_279069,72,2023-10-01,90.868,102.427
CA_279069,72,2023-09-01,132.143,146.728
CA_279069,72,2023-08-01,175.748,191.05
CA_279069,72,2023-07-01,222.133,219.787
CA_279069,72,2023-06-01,171.262,171.262
CA_279069,72,2023-05-01,153.95,153.95
CA_279069,72,2023-04-01,115.597,115.597
CA_279069,72,2023-03-01,62.956,62.956
CA_279069,72,2023-02-01,39.758,39.758
CA_279069,72,2023-01-01,29.18,29.18
CA_279979,72,2023-12-01,39.522,23.796
CA_279979,72,2023-11-01,55.402,44.698
CA_279979,72,2023-10-01,93.814,104.589
CA_279979,72,2023-09-01,131.451,150.909
CA_279979,72,2023-08-01,180.781,186.883
CA_279979,72,2023-07-01,218.968,217.477
CA_279979,72,2023-06-01,173.507,173.507
CA_279979,72,2023-05-01,158.41,158.41
CA_279979,72,2023-04-01,117.647,117.647
CA_279979,72,2023-03-01,64.478,64.478
CA_279979,72,2023-02-01,42.345,42.345
CA_279979,72,2023-01-01,32.453,32.453
CA_304101,72,2023-12-01,36.66,21.996
CA_304101,72,2023-11-01,52.762,39.615
CA_304101,72,2023-10-01,103.131,126.436
CA_304101,72,2023-09-01,150.155,184.936
CA_304101,72,2023-08-01,205.324,238.551
CA_304101,72,2023-07-01,265.295,260.017
CA_304101,72,2023-06-01,193.133,193.133
CA_304101,72,2023-05-01,175.165,175.165
CA_304101,72,2023-04-01,138.282,138.282
CA_304101,72,2023-03-01,71.2,71.2
CA_304101,72,2023-02-01,42.706,42.706
CA_304101,72,2023-01-01,29.997,29.997
CA_339336,75,2023-12-01,33.311,20.382
CA_339336,75,2023-11-01,45.929,35.33
CA_339336,75,2023-10-01,87.98,106.236
CA_339336,75,2023-09-01,136.416,160.113
CA_339336,75,2023-08-01,185.699,211.369
CA_339336,75,2023-07-01,241.286,235.222
CA_339336,75,2023-06-01,184.423,184.423
CA_339336,75,2023-05-01,165.753,165.753
CA_339336,75,2023-04-01,127.373,127.373
CA_339336,75,2023-03-01,68.667,68.667
CA_339336,75,2023-02-01,39.732,39.732
CA_339336,75,2023-01-01,26.66,26.66
CA_279297,75,2023-12-01,37.392,21.684
CA_279297,75,2023-11-01,52.431,42.011
CA_279297,75,2023-10-01,91.837,102.96
CA_279297,75,2023-09-01,132.558,149.922
CA_279297,75,2023-08-01,178.827,191.153
CA_279297,75,2023-07-01,222.914,221.337
CA_279297,75,2023-06-01,175.12,175.12
CA_279297,75,2023-05-01,159.439,159.439
CA_279297,75,2023-04-01,120.298,120.298
CA_279297,75,2023-03-01,64.695,64.695
CA_279297,75,2023-02-01,40.871,40.871
CA_279297,75,2023-01-01,29.744,29.744
CA_308326,75,2023-12-01,35.044,20.832
CA_308326,75,2023-11-01,49.62,37.687
CA_308326,75,2023-10-01,90.646,109.863
CA_308326,75,2023-09-01,137.691,162.742
CA_308326,75,2023-08-01,190.019,213.063
CA_308326,75,2023-07-01,240.531,239.1
CA_308326,75,2023-06-01,186.699,186.699
CA_308326,75,2023-05-01,167.842,167.842
CA_308326,75,2023-04-01,128.083,128.083
CA_308326,75,2023-03-01,68.704,68.704
CA_308326,75,2023-02-01,39.868,39.868
CA_308326,75,2023-01-01,28.43,28.43
CA_67740,76,2023-12-01,32.307,21.17
CA_67740,76,2023-11-01,44.46,35.603
CA_67740,76,2023-10-01,87.331,106.19
CA_67740,76,2023-09-01,135.331,159.436
CA_67740,76,2023-08-01,185.338,211.153
CA_67740,76,2023-07-01,240.274,234.986
CA_67740,76,2023-06-01,183.977,183.977
CA_67740,76,2023-05-01,165.727,165.727
CA_67740,76,2023-04-01,126.98,126.98
CA_67740,76,2023-03-01,67.72,67.72
CA_67740,76,2023-02-01,39.107,39.107
CA_67740,76,2023-01-01,26.568,26.568
CA_272200,78,2023-12-01,35.497,20.578
CA_272200,78,2023-11-01,49.049,38.768
CA_272200,78,2023-10-01,86.616,98.304
CA_272200,78,2023-09-01,131.377,146.361
CA_272200,78,2023-08-01,178.214,190.157
CA_272200,78,2023-07-01,221.429,219.814
CA_272200,78,2023-06-01,180.257,180.257
CA_272200,78,2023-05-01,163.686,163.686
CA_272200,78,2023-04-01,123.83,123.83
CA_272200,78,2023-03-01,67.189,67.189
CA_272200,78,2023-02-01,40.257,40.257
CA_272200,78,2023-01-01,28.608,28.608
CA_273411,141,2023-12-01,37.392,21.684
CA_273411,141,2023-11-01,52.431,42.011
CA_273411,141,2023-10-01,91.837,102.96
CA_273411,141,2023-09-01,132.558,149.922
CA_273411,141,2023-08-01,178.827,191.153
CA_273411,141,2023-07-01,222.914,221.337
CA_273411,141,2023-06-01,175.12,175.12
CA_273411,141,2023-05-01,159.439,159.439
CA_273411,141,2023-04-01,120.298,120.298
CA_273411,141,2023-03-01,64.695,64.695
CA_273411,141,2023-02-01,40.871,40.871
CA_273411,141,2023-01-01,29.744,29.744
CA_267269,176,2023-12-01,34.874,20.731
CA_267269,176,2023-11-01,49.254,40.013
CA_267269,176,2023-10-01,89.527,101.782
CA_267269,176,2023-09-01,133.575,147.96
CA_267269,176,2023-08-01,177.183,195.597
CA_267269,176,2023-07-01,226.585,224.188
CA_267269,176,2023-06-01,176.659,176.659
