,forecasting_date,crop,field_id,mae,rmse,corr,bias,skill_score,variable
0,2024-01-01,37,CA_246012,0.41,0.37,-0.23,0.23,-1.0,ETof
1,2024-01-01,37,CA_248155,0.64,0.56,-0.46,-0.28,-1.0,ETof
2,2024-01-01,37,CA_248877,0.3,0.28,0.23,0.12,-0.89,ETof
3,2024-01-01,37,CA_256027,0.35,0.41,0.06,-0.35,-1.0,ETof
4,2024-01-01,37,CA_246012,0.19,0.45,0.85,0.03,-0.57,ETo
5,2024-01-01,37,CA_248155,0.21,0.55,0.9,0.08,-0.73,ETo
6,2024-01-01,37,CA_248877,0.19,0.44,0.86,-0.05,-0.38,ETo
7,2024-01-01,37,CA_256027,0.24,0.5,0.81,0.17,-1.0,ETo
8,2024-01-01,37,CA_246012,0.45,0.81,0.61,0.35,-0.33,ET
9,2024-01-01,37,CA_248155,0.66,1.32,0.21,0.46,-1.0,ET
10,2024-01-01,37,CA_248877,0.25,0.42,0.57,0.02,0.45,ET
11,2024-01-01,37,CA_256027,0.33,0.73,0.74,-0.29,-1.0,ET
12,2024-01-01,47,CA_244000,0.3,0.33,0.07,-0.09,-1.0,ETof
13,2024-01-01,47,CA_244018,0.61,0.49,-0.07,0.28,-0.94,ETof
14,2024-01-01,47,CA_244025,0.45,0.46,-0.34,0.05,-1.0,ETof
15,2024-01-01,47,CA_244053,0.34,0.27,-0.11,-0.02,-0.99,ETof
16,2024-01-01,47,CA_244073,0.32,0.32,0.34,0.2,-1.0,ETof
17,2024-01-01,47,CA_244077,0.33,0.31,0.22,0.05,-0.17,ETof
18,2024-01-01,47,CA_244102,0.33,0.31,0.14,-0.02,-1.0,ETof
19,2024-01-01,47,CA_244108,0.29,0.26,0.36,0.13,-0.32,ETof
20,2024-01-01,47,CA_244113,0.4,0.37,0.03,0.21,-1.0,ETof
21,2024-01-01,47,CA_244152,0.23,0.27,-0.18,-0.05,-0.51,ETof
22,2024-01-01,47,CA_244207,0.34,0.33,0.08,-0.02,-1.0,ETof
23,2024-01-01,47,CA_244212,0.25,0.26,0.6,0.04,0.08,ETof
24,2024-01-01,47,CA_244216,0.39,0.36,0.18,0.18,-0.95,ETof
25,2024-01-01,47,CA_244229,0.26,0.27,0.17,-0.08,-0.7,ETof
26,2024-01-01,47,CA_244317,0.22,0.24,0.65,0.04,0.02,ETof
27,2024-01-01,47,CA_244323,0.4,0.35,-0.5,-0.21,-1.0,ETof
28,2024-01-01,47,CA_244332,0.28,0.22,0.64,-0.15,-0.71,ETof
29,2024-01-01,47,CA_244362,0.29,0.31,-0.17,-0.0,-1.0,ETof
30,2024-01-01,47,CA_244363,0.19,0.22,0.56,-0.01,-0.54,ETof
31,2024-01-01,47,CA_244380,0.36,0.24,0.54,-0.01,-1.0,ETof
32,2024-01-01,47,CA_244402,0.32,0.29,0.41,0.08,-1.0,ETof
33,2024-01-01,47,CA_244426,0.39,0.38,0.23,0.24,-0.58,ETof
34,2024-01-01,47,CA_244427,0.42,0.26,0.7,0.37,-0.55,ETof
35,2024-01-01,47,CA_244429,0.3,0.31,0.2,0.02,-1.0,ETof
36,2024-01-01,47,CA_244437,0.43,0.31,-0.16,0.31,-1.0,ETof
37,2024-01-01,47,CA_244473,0.24,0.19,0.48,0.0,-0.32,ETof
38,2024-01-01,47,CA_244478,0.42,0.32,0.65,0.39,-1.0,ETof
39,2024-01-01,47,CA_244479,0.39,0.37,0.19,0.26,-1.0,ETof
40,2024-01-01,47,CA_244491,0.3,0.32,0.57,-0.17,-0.71,ETof
41,2024-01-01,47,CA_244504,0.33,0.33,0.27,0.01,-0.52,ETof
42,2024-01-01,47,CA_244553,0.34,0.32,0.19,0.07,-0.98,ETof
43,2024-01-01,47,CA_244574,0.24,0.25,0.49,0.04,-0.78,ETof
44,2024-01-01,47,CA_244653,0.64,0.54,-0.03,-0.04,-1.0,ETof
45,2024-01-01,47,CA_244673,0.27,0.3,0.17,-0.01,-0.96,ETof
46,2024-01-01,47,CA_244686,0.33,0.34,-0.17,0.03,-1.0,ETof
47,2024-01-01,47,CA_244748,0.31,0.32,0.65,-0.03,0.22,ETof
48,2024-01-01,47,CA_244751,0.4,0.36,-0.26,-0.14,-1.0,ETof
49,2024-01-01,47,CA_244758,0.32,0.3,0.07,-0.12,-0.32,ETof
50,2024-01-01,47,CA_244760,0.28,0.26,0.35,0.04,-0.02,ETof
51,2024-01-01,47,CA_244773,0.36,0.28,0.26,0.22,-1.0,ETof
52,2024-01-01,47,CA_244845,0.44,0.42,0.13,-0.03,-1.0,ETof
53,2024-01-01,47,CA_244849,0.51,0.45,-0.53,0.25,-1.0,ETof
54,2024-01-01,47,CA_244870,0.25,0.23,0.13,-0.08,-1.0,ETof
55,2024-01-01,47,CA_244884,0.21,0.22,0.59,0.08,-0.34,ETof
56,2024-01-01,47,CA_244909,0.32,0.33,0.55,-0.27,-0.63,ETof
57,2024-01-01,47,CA_244928,0.32,0.34,-0.22,0.04,-0.88,ETof
58,2024-01-01,47,CA_244948,0.35,0.4,0.0,-0.21,-1.0,ETof
59,2024-01-01,47,CA_244963,0.37,0.38,0.22,-0.26,-0.54,ETof
60,2024-01-01,47,CA_244988,0.63,0.65,-0.6,-0.19,-1.0,ETof
61,2024-01-01,47,CA_245023,0.43,0.37,0.24,0.25,-0.2,ETof
62,2024-01-01,47,CA_245053,0.54,0.53,-0.47,-0.11,-1.0,ETof
63,2024-01-01,47,CA_245078,0.29,0.3,0.24,0.03,-1.0,ETof
64,2024-01-01,47,CA_245112,0.29,0.3,0.11,0.1,-0.36,ETof
65,2024-01-01,47,CA_245184,0.39,0.44,-0.28,-0.16,-1.0,ETof
66,2024-01-01,47,CA_245193,0.28,0.28,0.68,-0.19,-0.82,ETof
67,2024-01-01,47,CA_245281,0.47,0.41,-0.17,0.11,-1.0,ETof
68,2024-01-01,47,CA_245291,0.6,0.47,0.29,0.21,-1.0,ETof
69,2024-01-01,47,CA_245292,0.35,0.35,0.18,0.07,-0.86,ETof
70,2024-01-01,47,CA_245296,0.45,0.29,0.5,0.36,-0.68,ETof
71,2024-01-01,47,CA_245297,0.4,0.42,0.24,-0.39,-1.0,ETof
72,2024-01-01,47,CA_245314,0.41,0.37,0.38,-0.07,-0.09,ETof
73,2024-01-01,47,CA_245345,0.36,0.36,0.11,0.08,-1.0,ETof
74,2024-01-01,47,CA_245432,0.29,0.28,0.55,-0.1,-1.0,ETof
75,2024-01-01,47,CA_245450,0.36,0.31,0.32,0.21,-0.35,ETof
76,2024-01-01,47,CA_245467,0.46,0.5,-0.43,-0.13,-1.0,ETof
77,2024-01-01,47,CA_245526,0.3,0.28,0.66,0.19,-0.61,ETof
78,2024-01-01,47,CA_245529,0.18,0.19,0.73,0.07,-0.35,ETof
79,2024-01-01,47,CA_245547,0.4,0.36,-0.1,-0.04,-0.41,ETof
80,2024-01-01,47,CA_245553,0.33,0.35,-0.2,-0.17,-1.0,ETof
81,2024-01-01,47,CA_245558,0.41,0.38,-0.26,-0.09,-1.0,ETof
82,2024-01-01,47,CA_245568,0.28,0.28,0.35,0.01,-1.0,ETof
83,2024-01-01,47,CA_245588,0.29,0.32,-0.13,-0.13,-0.83,ETof
84,2024-01-01,47,CA_245621,0.4,0.35,0.37,0.26,-0.65,ETof
85,2024-01-01,47,CA_245661,0.39,0.38,0.14,-0.05,-1.0,ETof
86,2024-01-01,47,CA_245680,0.48,0.46,-0.39,0.04,-1.0,ETof
87,2024-01-01,47,CA_245684,0.58,0.51,-0.19,0.43,-0.7,ETof
88,2024-01-01,47,CA_245691,0.42,0.4,0.21,0.28,-0.92,ETof
89,2024-01-01,47,CA_245696,0.32,0.32,0.3,0.01,-0.82,ETof
90,2024-01-01,47,CA_245708,0.3,0.3,0.67,-0.19,0.09,ETof
91,2024-01-01,47,CA_245730,0.67,0.64,-0.62,0.16,-1.0,ETof
92,2024-01-01,47,CA_245736,0.29,0.29,-0.26,0.02,-0.35,ETof
93,2024-01-01,47,CA_245782,0.27,0.27,0.48,-0.2,0.15,ETof
94,2024-01-01,47,CA_245801,0.51,0.37,0.77,0.51,-0.2,ETof
95,2024-01-01,47,CA_245818,0.31,0.3,0.33,0.1,-0.7,ETof
96,2024-01-01,47,CA_245835,0.31,0.29,0.52,-0.16,-0.77,ETof
97,2024-01-01,47,CA_245848,0.21,0.21,0.28,0.08,-1.0,ETof
98,2024-01-01,47,CA_245850,0.46,0.45,-0.51,0.13,-1.0,ETof
99,2024-01-01,47,CA_245882,0.19,0.19,0.35,0.01,0.09,ETof
100,2024-01-01,47,CA_245905,0.4,0.37,-0.31,-0.08,-1.0,ETof
101,2024-01-01,47,CA_245928,0.63,0.54,-0.12,0.11,-1.0,ETof
102,2024-01-01,47,CA_246046,0.34,0.32,0.39,0.03,-1.0,ETof
103,2024-01-01,47,CA_246087,0.75,0.57,-0.08,0.43,-1.0,ETof
104,2024-01-01,47,CA_246227,0.34,0.32,0.58,-0.02,-1.0,ETof
105,2024-01-01,47,CA_246318,0.33,0.33,-0.03,0.02,-1.0,ETof
106,2024-01-01,47,CA_246341,0.19,0.19,0.73,0.01,0.63,ETof
107,2024-01-01,47,CA_246436,0.65,0.47,-0.03,0.39,-1.0,ETof
108,2024-01-01,47,CA_246532,0.58,0.45,0.09,0.49,-0.31,ETof
109,2024-01-01,47,CA_246587,0.28,0.25,0.13,0.18,-0.38,ETof
110,2024-01-01,47,CA_246614,0.65,0.58,-0.08,0.27,-1.0,ETof
111,2024-01-01,47,CA_246665,0.41,0.41,-0.26,-0.18,-1.0,ETof
112,2024-01-01,47,CA_246801,0.49,0.41,0.05,0.24,-1.0,ETof
113,2024-01-01,47,CA_246861,0.34,0.28,-0.07,-0.2,-1.0,ETof
114,2024-01-01,47,CA_246928,0.34,0.32,0.04,-0.05,-1.0,ETof
115,2024-01-01,47,CA_246965,0.31,0.29,0.62,0.21,-1.0,ETof
116,2024-01-01,47,CA_246992,0.32,0.33,-0.35,-0.26,-1.0,ETof
117,2024-01-01,47,CA_247012,0.16,0.17,0.81,0.07,0.44,ETof
118,2024-01-01,47,CA_247066,0.42,0.38,0.37,0.18,-1.0,ETof
119,2024-01-01,47,CA_247155,0.22,0.23,0.63,0.08,-1.0,ETof
120,2024-01-01,47,CA_247159,0.68,0.57,0.33,0.12,-0.78,ETof
121,2024-01-01,47,CA_247211,0.68,0.57,-0.11,0.37,-1.0,ETof
122,2024-01-01,47,CA_247235,0.24,0.25,0.66,-0.22,-0.25,ETof
123,2024-01-01,47,CA_247299,0.36,0.38,-0.16,-0.14,-0.97,ETof
124,2024-01-01,47,CA_247304,0.31,0.31,0.59,0.11,-0.52,ETof
125,2024-01-01,47,CA_247318,0.32,0.32,0.26,0.07,-0.71,ETof
126,2024-01-01,47,CA_247350,0.51,0.49,-0.53,-0.15,-1.0,ETof
127,2024-01-01,47,CA_247369,0.52,0.43,0.17,0.28,-1.0,ETof
128,2024-01-01,47,CA_247395,0.41,0.45,0.62,0.13,-1.0,ETof
129,2024-01-01,47,CA_247400,0.63,0.57,-0.47,0.4,-1.0,ETof
130,2024-01-01,47,CA_247439,0.28,0.27,0.84,-0.19,-1.0,ETof
131,2024-01-01,47,CA_247454,0.2,0.2,0.66,-0.06,0.27,ETof
132,2024-01-01,47,CA_247470,0.3,0.28,0.57,0.21,0.0,ETof
133,2024-01-01,47,CA_247476,0.4,0.39,0.15,-0.2,-0.13,ETof
134,2024-01-01,47,CA_247491,0.38,0.33,-0.1,0.22,-1.0,ETof
135,2024-01-01,47,CA_247535,0.42,0.44,-0.15,-0.23,-1.0,ETof
136,2024-01-01,47,CA_247537,0.39,0.31,0.26,-0.23,-1.0,ETof
137,2024-01-01,47,CA_247552,0.42,0.42,0.02,-0.13,-0.73,ETof
138,2024-01-01,47,CA_247629,0.5,0.46,0.15,0.25,-1.0,ETof
139,2024-01-01,47,CA_247653,0.39,0.36,-0.1,0.06,-1.0,ETof
140,2024-01-01,47,CA_247691,0.34,0.34,-0.16,-0.02,-0.65,ETof
141,2024-01-01,47,CA_247832,0.32,0.3,0.16,0.06,-0.89,ETof
142,2024-01-01,47,CA_247878,0.19,0.21,0.71,-0.12,-0.05,ETof
143,2024-01-01,47,CA_247903,0.35,0.33,-0.06,-0.18,-1.0,ETof
144,2024-01-01,47,CA_248006,0.32,0.32,-0.08,0.07,-0.77,ETof
145,2024-01-01,47,CA_248083,0.36,0.37,0.38,-0.34,-1.0,ETof
146,2024-01-01,47,CA_248084,0.41,0.41,-0.12,0.17,-0.59,ETof
147,2024-01-01,47,CA_248128,0.73,0.58,-0.77,0.32,-1.0,ETof
148,2024-01-01,47,CA_248208,0.3,0.24,0.27,-0.05,-0.03,ETof
149,2024-01-01,47,CA_248302,0.73,0.56,-0.46,0.37,-1.0,ETof
150,2024-01-01,47,CA_248380,0.25,0.25,0.33,-0.12,-0.91,ETof
151,2024-01-01,47,CA_248446,0.31,0.25,0.33,-0.12,-0.68,ETof
152,2024-01-01,47,CA_248451,0.39,0.36,0.61,-0.28,-0.59,ETof
153,2024-01-01,47,CA_248468,0.17,0.15,0.95,-0.11,0.41,ETof
154,2024-01-01,47,CA_248482,0.41,0.35,0.39,0.33,-0.96,ETof
155,2024-01-01,47,CA_248484,0.29,0.26,0.16,0.17,-0.58,ETof
156,2024-01-01,47,CA_248505,0.48,0.48,-0.39,-0.12,-0.79,ETof
157,2024-01-01,47,CA_248642,0.27,0.31,0.47,-0.24,-1.0,ETof
158,2024-01-01,47,CA_248663,0.32,0.33,0.14,0.08,-0.53,ETof
159,2024-01-01,47,CA_248689,0.41,0.34,0.5,-0.02,-0.46,ETof
160,2024-01-01,47,CA_248737,0.37,0.4,0.49,-0.34,-1.0,ETof
161,2024-01-01,47,CA_248799,0.55,0.49,-0.14,0.14,-1.0,ETof
162,2024-01-01,47,CA_248858,0.33,0.35,0.11,-0.22,-1.0,ETof
163,2024-01-01,47,CA_248880,0.42,0.4,-0.53,-0.06,-0.79,ETof
164,2024-01-01,47,CA_248889,0.64,0.55,-0.83,0.14,-1.0,ETof
165,2024-01-01,47,CA_248967,0.44,0.46,0.32,-0.36,-0.56,ETof
166,2024-01-01,47,CA_249008,0.35,0.33,0.32,0.13,-0.03,ETof
167,2024-01-01,47,CA_249083,0.38,0.35,0.13,-0.11,-0.79,ETof
168,2024-01-01,47,CA_249122,0.75,0.58,-0.38,0.2,-1.0,ETof
169,2024-01-01,47,CA_249166,0.36,0.41,0.76,-0.33,-1.0,ETof
170,2024-01-01,47,CA_249203,0.36,0.35,-0.25,-0.18,-1.0,ETof
171,2024-01-01,47,CA_249248,0.34,0.32,0.19,-0.04,-1.0,ETof
172,2024-01-01,47,CA_249254,0.32,0.28,0.1,0.19,-1.0,ETof
173,2024-01-01,47,CA_249291,0.44,0.43,-0.03,-0.3,-1.0,ETof
174,2024-01-01,47,CA_249296,0.37,0.35,0.44,-0.08,0.03,ETof
175,2024-01-01,47,CA_249407,0.29,0.29,0.51,-0.14,-0.02,ETof
176,2024-01-01,47,CA_249414,0.26,0.31,0.03,0.0,-0.21,ETof
177,2024-01-01,47,CA_249531,0.21,0.2,0.76,-0.02,0.35,ETof
178,2024-01-01,47,CA_249545,0.43,0.35,-0.22,0.03,-1.0,ETof
179,2024-01-01,47,CA_249576,0.46,0.42,-0.12,0.21,-1.0,ETof
180,2024-01-01,47,CA_249774,0.33,0.28,0.55,0.2,-1.0,ETof
181,2024-01-01,47,CA_249796,0.3,0.28,0.14,-0.18,-1.0,ETof
182,2024-01-01,47,CA_249846,0.44,0.4,-0.02,-0.12,-0.35,ETof
183,2024-01-01,47,CA_249858,0.21,0.19,0.82,0.06,0.4,ETof
184,2024-01-01,47,CA_249863,0.86,0.7,-0.38,0.54,-1.0,ETof
185,2024-01-01,47,CA_249875,0.45,0.34,0.59,-0.18,-0.62,ETof
186,2024-01-01,47,CA_249898,0.37,0.34,0.34,-0.01,-1.0,ETof
187,2024-01-01,47,CA_249988,0.28,0.27,0.6,-0.08,0.11,ETof
188,2024-01-01,47,CA_249989,0.55,0.45,0.12,-0.24,-1.0,ETof
189,2024-01-01,47,CA_249997,0.39,0.39,-0.69,-0.02,-1.0,ETof
190,2024-01-01,47,CA_250143,0.32,0.32,0.44,-0.0,-0.76,ETof
191,2024-01-01,47,CA_250155,0.31,0.25,0.93,0.15,-1.0,ETof
192,2024-01-01,47,CA_250182,0.41,0.37,0.27,0.17,-1.0,ETof
193,2024-01-01,47,CA_250186,0.2,0.19,0.76,-0.09,0.5,ETof
194,2024-01-01,47,CA_250208,0.31,0.32,0.31,-0.08,0.09,ETof
195,2024-01-01,47,CA_250221,0.33,0.34,0.04,0.01,-0.78,ETof
196,2024-01-01,47,CA_250318,0.47,0.44,-0.13,-0.12,-1.0,ETof
197,2024-01-01,47,CA_250324,0.32,0.33,0.3,-0.1,-0.4,ETof
198,2024-01-01,47,CA_250328,0.47,0.45,-0.12,0.17,-1.0,ETof
199,2024-01-01,47,CA_250355,0.32,0.31,-0.0,0.05,-0.96,ETof
200,2024-01-01,47,CA_250388,0.46,0.4,-0.44,-0.02,-0.78,ETof
201,2024-01-01,47,CA_250502,0.28,0.29,0.39,0.13,-1.0,ETof
202,2024-01-01,47,CA_250527,0.36,0.35,0.68,0.04,0.06,ETof
203,2024-01-01,47,CA_250543,0.39,0.43,-0.05,0.02,-1.0,ETof
204,2024-01-01,47,CA_250606,0.49,0.38,0.51,0.25,-1.0,ETof
205,2024-01-01,47,CA_250673,0.47,0.35,0.04,-0.13,-0.41,ETof
206,2024-01-01,47,CA_250696,0.4,0.39,-0.04,-0.21,-1.0,ETof
207,2024-01-01,47,CA_250757,0.33,0.32,0.12,0.05,-0.47,ETof
208,2024-01-01,47,CA_250774,0.25,0.22,0.68,0.06,-1.0,ETof
209,2024-01-01,47,CA_250803,0.43,0.42,0.02,0.07,-0.54,ETof
210,2024-01-01,47,CA_250863,0.34,0.3,0.31,0.1,-1.0,ETof
211,2024-01-01,47,CA_250898,0.28,0.29,0.24,-0.11,-0.36,ETof
212,2024-01-01,47,CA_250919,0.41,0.37,0.47,0.03,-1.0,ETof
213,2024-01-01,47,CA_250938,0.41,0.36,0.27,0.14,-0.6,ETof
214,2024-01-01,47,CA_251003,0.37,0.34,0.82,-0.37,-0.24,ETof
215,2024-01-01,47,CA_251092,0.31,0.32,0.55,-0.03,-0.72,ETof
216,2024-01-01,47,CA_251118,0.3,0.32,0.43,-0.2,-0.2,ETof
217,2024-01-01,47,CA_251129,0.51,0.5,-0.29,0.15,-0.99,ETof
218,2024-01-01,47,CA_251134,0.32,0.31,0.36,-0.24,-0.48,ETof
219,2024-01-01,47,CA_251179,0.13,0.14,0.91,0.0,0.73,ETof
220,2024-01-01,47,CA_251191,0.39,0.37,0.12,0.17,-1.0,ETof
221,2024-01-01,47,CA_251304,0.36,0.29,0.19,-0.27,-0.45,ETof
222,2024-01-01,47,CA_251336,0.27,0.33,0.62,-0.2,-0.74,ETof
223,2024-01-01,47,CA_251339,0.29,0.25,0.62,0.08,-1.0,ETof
224,2024-01-01,47,CA_251382,0.42,0.46,-0.31,-0.34,-0.34,ETof
225,2024-01-01,47,CA_251384,0.29,0.25,0.6,0.04,-0.49,ETof
226,2024-01-01,47,CA_251400,0.45,0.41,0.45,0.29,-1.0,ETof
227,2024-01-01,47,CA_251411,0.35,0.34,0.08,0.01,-0.27,ETof
228,2024-01-01,47,CA_251450,0.54,0.47,-0.26,-0.18,-1.0,ETof
229,2024-01-01,47,CA_251476,0.28,0.28,0.46,-0.13,-0.11,ETof
230,2024-01-01,47,CA_251480,0.57,0.52,-0.28,0.21,-1.0,ETof
231,2024-01-01,47,CA_251481,0.44,0.41,-0.17,0.13,-1.0,ETof
232,2024-01-01,47,CA_251524,0.3,0.3,0.5,-0.11,-0.56,ETof
233,2024-01-01,47,CA_251529,0.26,0.28,0.54,-0.15,0.15,ETof
234,2024-01-01,47,CA_251576,0.43,0.36,0.0,0.18,-1.0,ETof
235,2024-01-01,47,CA_251578,0.37,0.35,0.25,0.1,-0.36,ETof
236,2024-01-01,47,CA_251610,0.54,0.46,0.51,0.29,-1.0,ETof
237,2024-01-01,47,CA_251678,0.22,0.25,0.62,0.14,-1.0,ETof
238,2024-01-01,47,CA_251688,0.26,0.29,0.74,-0.23,-0.15,ETof
239,2024-01-01,47,CA_251701,0.42,0.38,0.2,0.15,-1.0,ETof
240,2024-01-01,47,CA_251743,0.57,0.45,0.11,0.29,-1.0,ETof
241,2024-01-01,47,CA_251752,0.5,0.43,-0.21,0.11,-1.0,ETof
242,2024-01-01,47,CA_251802,0.49,0.44,-0.56,-0.2,-0.95,ETof
243,2024-01-01,47,CA_251803,0.45,0.39,0.28,0.19,-0.69,ETof
244,2024-01-01,47,CA_251806,0.62,0.44,-0.3,0.4,-0.36,ETof
245,2024-01-01,47,CA_251816,0.33,0.3,0.69,-0.26,0.04,ETof
246,2024-01-01,47,CA_251820,0.51,0.46,-0.23,0.18,-1.0,ETof
247,2024-01-01,47,CA_251827,0.39,0.4,-0.22,-0.26,-1.0,ETof
248,2024-01-01,47,CA_251864,0.87,0.61,-0.01,0.34,-1.0,ETof
249,2024-01-01,47,CA_251888,0.46,0.53,-0.34,-0.36,-0.93,ETof
250,2024-01-01,47,CA_251912,0.16,0.16,0.72,0.01,-0.02,ETof
251,2024-01-01,47,CA_251928,0.54,0.48,-0.44,0.2,-1.0,ETof
252,2024-01-01,47,CA_251986,0.28,0.26,0.53,-0.05,-0.12,ETof
253,2024-01-01,47,CA_252007,0.4,0.39,-0.37,-0.01,-1.0,ETof
254,2024-01-01,47,CA_252031,0.22,0.24,0.22,-0.11,-0.09,ETof
255,2024-01-01,47,CA_252046,0.33,0.33,0.08,-0.14,-0.53,ETof
256,2024-01-01,47,CA_252118,0.61,0.56,-0.21,-0.31,-1.0,ETof
257,2024-01-01,47,CA_252183,0.33,0.3,0.35,0.2,-0.93,ETof
258,2024-01-01,47,CA_252196,0.33,0.31,0.48,-0.04,-0.79,ETof
259,2024-01-01,47,CA_252203,0.34,0.32,0.47,0.13,-0.45,ETof
260,2024-01-01,47,CA_252230,0.44,0.4,-0.55,0.0,-1.0,ETof
261,2024-01-01,47,CA_252232,0.36,0.38,-0.09,0.01,-1.0,ETof
262,2024-01-01,47,CA_252254,0.41,0.44,0.24,-0.29,-1.0,ETof
263,2024-01-01,47,CA_252296,0.35,0.41,0.12,-0.3,-0.62,ETof
264,2024-01-01,47,CA_252301,0.54,0.43,0.06,0.28,-1.0,ETof
265,2024-01-01,47,CA_252322,0.42,0.4,-0.15,-0.0,-1.0,ETof
266,2024-01-01,47,CA_252334,0.5,0.41,0.02,0.09,-0.99,ETof
267,2024-01-01,47,CA_252359,0.31,0.29,0.15,0.14,-1.0,ETof
268,2024-01-01,47,CA_252374,0.45,0.47,-0.26,0.06,-1.0,ETof
269,2024-01-01,47,CA_252397,0.43,0.38,-0.35,-0.05,-1.0,ETof
270,2024-01-01,47,CA_252400,0.38,0.4,-0.23,0.04,-1.0,ETof
271,2024-01-01,47,CA_252417,0.64,0.57,-0.44,0.06,-1.0,ETof
272,2024-01-01,47,CA_252439,0.4,0.38,0.36,0.08,-1.0,ETof
273,2024-01-01,47,CA_252444,0.26,0.25,0.57,-0.09,-0.21,ETof
274,2024-01-01,47,CA_252479,0.57,0.54,-0.37,0.01,-1.0,ETof
275,2024-01-01,47,CA_252486,0.28,0.29,0.43,0.02,-0.34,ETof
276,2024-01-01,47,CA_252530,0.32,0.35,0.39,0.16,-1.0,ETof
277,2024-01-01,47,CA_252534,0.46,0.41,0.03,0.12,-0.57,ETof
278,2024-01-01,47,CA_252538,0.48,0.42,-0.1,0.02,-1.0,ETof
279,2024-01-01,47,CA_252549,0.77,0.65,-0.6,0.13,-1.0,ETof
280,2024-01-01,47,CA_252567,0.43,0.34,-0.06,-0.15,0.12,ETof
281,2024-01-01,47,CA_252577,1.23,0.78,0.14,1.16,-1.0,ETof
282,2024-01-01,47,CA_252618,0.29,0.29,0.27,0.07,-1.0,ETof
283,2024-01-01,47,CA_252621,0.5,0.5,-0.73,-0.07,-1.0,ETof
284,2024-01-01,47,CA_252626,0.43,0.43,0.02,-0.01,-1.0,ETof
285,2024-01-01,47,CA_252645,0.64,0.53,-0.15,0.51,-0.85,ETof
286,2024-01-01,47,CA_252652,0.2,0.21,0.76,0.09,-0.15,ETof
287,2024-01-01,47,CA_252657,0.52,0.44,-0.03,-0.2,-1.0,ETof
288,2024-01-01,47,CA_252701,0.36,0.29,0.3,0.24,-0.19,ETof
289,2024-01-01,47,CA_252716,0.65,0.63,-0.11,-0.64,-1.0,ETof
290,2024-01-01,47,CA_252720,0.31,0.3,0.51,-0.06,-0.27,ETof
291,2024-01-01,47,CA_252751,0.42,0.38,-0.02,-0.16,-1.0,ETof
292,2024-01-01,47,CA_252753,0.62,0.6,0.04,-0.59,-1.0,ETof
293,2024-01-01,47,CA_252754,0.4,0.36,0.04,-0.03,-1.0,ETof
294,2024-01-01,47,CA_252774,0.53,0.57,0.25,-0.52,-0.26,ETof
295,2024-01-01,47,CA_252809,0.32,0.34,0.34,-0.07,-1.0,ETof
296,2024-01-01,47,CA_252861,0.64,0.56,-0.84,0.01,-1.0,ETof
297,2024-01-01,47,CA_252874,0.52,0.54,-0.25,0.19,-1.0,ETof
298,2024-01-01,47,CA_252887,0.55,0.47,0.13,-0.32,-1.0,ETof
299,2024-01-01,47,CA_252904,0.29,0.26,0.83,-0.26,-0.0,ETof
300,2024-01-01,47,CA_252913,0.4,0.35,0.32,-0.29,-0.72,ETof
301,2024-01-01,47,CA_252973,0.41,0.38,-0.09,0.04,-0.7,ETof
302,2024-01-01,47,CA_253002,0.33,0.28,0.46,0.17,0.13,ETof
303,2024-01-01,47,CA_253025,0.21,0.24,0.47,-0.08,-0.78,ETof
304,2024-01-01,47,CA_253072,0.38,0.35,0.29,0.26,-0.76,ETof
305,2024-01-01,47,CA_253080,0.17,0.19,0.25,-0.04,0.46,ETof
306,2024-01-01,47,CA_253113,0.18,0.21,0.78,-0.08,-0.74,ETof
307,2024-01-01,47,CA_253132,0.31,0.31,0.52,0.24,-1.0,ETof
308,2024-01-01,47,CA_253223,0.22,0.26,0.61,0.05,-1.0,ETof
309,2024-01-01,47,CA_253254,0.3,0.34,-0.09,-0.02,-0.65,ETof
310,2024-01-01,47,CA_253275,0.33,0.34,0.43,0.2,-0.8,ETof
311,2024-01-01,47,CA_253339,0.47,0.36,0.08,0.43,0.05,ETof
312,2024-01-01,47,CA_253386,0.2,0.25,0.53,0.02,-1.0,ETof
313,2024-01-01,47,CA_253399,0.37,0.38,0.15,0.01,-1.0,ETof
314,2024-01-01,47,CA_253402,0.42,0.4,0.4,0.12,-1.0,ETof
315,2024-01-01,47,CA_253417,0.43,0.37,0.26,0.26,-1.0,ETof
316,2024-01-01,47,CA_253441,0.35,0.39,-0.27,-0.08,-1.0,ETof
317,2024-01-01,47,CA_253496,0.41,0.45,0.31,-0.38,-1.0,ETof
318,2024-01-01,47,CA_253515,0.66,0.55,0.23,0.61,-1.0,ETof
319,2024-01-01,47,CA_253537,0.3,0.3,0.27,0.01,-1.0,ETof
320,2024-01-01,47,CA_253541,0.31,0.31,0.43,0.12,-0.2,ETof
321,2024-01-01,47,CA_253544,0.28,0.32,0.68,-0.25,-1.0,ETof
322,2024-01-01,47,CA_253554,0.19,0.18,0.32,0.0,-0.49,ETof
323,2024-01-01,47,CA_253578,0.21,0.24,0.63,-0.02,-0.29,ETof
324,2024-01-01,47,CA_253591,0.35,0.37,0.1,0.2,-1.0,ETof
325,2024-01-01,47,CA_253596,0.3,0.25,0.45,0.13,-0.52,ETof
326,2024-01-01,47,CA_253611,0.34,0.35,-0.05,-0.04,-0.68,ETof
