,forecasting_date,crop,field_id,mae,rmse,corr,bias,skill_score,variable
21536,2024-03-04,61,CA_249507,0.32,0.28,0.32,-0.04,0.29,ETof
21537,2024-03-04,61,CA_249524,0.15,0.13,0.95,-0.11,0.95,ETof
21538,2024-03-04,61,CA_249784,0.21,0.26,0.58,0.15,0.4,ETof
21539,2024-03-04,61,CA_249887,0.3,0.3,0.74,-0.19,0.63,ETof
21540,2024-03-04,61,CA_249946,0.31,0.25,0.12,0.19,0.21,ETof
21541,2024-03-04,61,CA_250200,0.36,0.31,0.65,-0.36,-0.08,ETof
21542,2024-03-04,61,CA_250211,0.3,0.26,0.95,-0.29,0.81,ETof
21543,2024-03-04,61,CA_250356,0.15,0.13,0.9,-0.05,0.9,ETof
21544,2024-03-04,61,CA_250406,0.47,0.4,0.14,-0.34,-1.0,ETof
21545,2024-03-04,61,CA_250625,0.13,0.12,0.97,-0.1,0.97,ETof
21546,2024-03-04,61,CA_250917,0.6,0.46,0.29,0.32,0.04,ETof
21547,2024-03-04,61,CA_250979,0.48,0.51,0.1,-0.47,-0.63,ETof
21548,2024-03-04,61,CA_250998,0.27,0.26,0.88,-0.23,0.82,ETof
21549,2024-03-04,61,CA_251020,0.3,0.25,0.96,-0.3,0.85,ETof
21550,2024-03-04,61,CA_251053,0.42,0.36,0.88,-0.42,0.78,ETof
21551,2024-03-04,61,CA_251078,0.27,0.24,0.92,-0.26,0.88,ETof
21552,2024-03-04,61,CA_251195,0.37,0.33,0.34,-0.31,-0.76,ETof
21553,2024-03-04,61,CA_251340,0.25,0.25,0.84,-0.2,0.83,ETof
21554,2024-03-04,61,CA_251415,0.24,0.2,0.39,0.11,0.07,ETof
21555,2024-03-04,61,CA_251814,0.47,0.37,0.21,0.01,-0.01,ETof
21556,2024-03-04,61,CA_252919,0.27,0.23,0.91,-0.19,0.88,ETof
21557,2024-03-04,61,CA_252928,0.21,0.18,0.97,-0.19,0.94,ETof
21558,2024-03-04,61,CA_252935,0.28,0.27,0.94,0.27,0.91,ETof
21559,2024-03-04,61,CA_253047,0.54,0.57,0.22,-0.54,-0.68,ETof
21560,2024-03-04,61,CA_253184,0.24,0.25,0.45,-0.23,-0.22,ETof
21561,2024-03-04,61,CA_253185,0.43,0.45,0.12,-0.42,-1.0,ETof
21562,2024-03-04,61,CA_253284,0.16,0.19,0.17,-0.1,0.44,ETof
21563,2024-03-04,61,CA_253303,0.22,0.22,0.34,0.12,0.09,ETof
21564,2024-03-04,61,CA_253321,0.31,0.3,-0.06,0.24,-0.76,ETof
21565,2024-03-04,61,CA_253433,0.31,0.31,0.24,0.23,-0.36,ETof
21566,2024-03-04,61,CA_253559,0.38,0.45,-0.34,-0.37,-1.0,ETof
21567,2024-03-04,61,CA_254515,0.22,0.25,0.33,-0.01,0.19,ETof
21568,2024-03-04,61,CA_254636,0.49,0.51,-0.17,-0.34,-1.0,ETof
21569,2024-03-04,61,CA_254821,0.21,0.2,0.78,-0.01,0.84,ETof
21570,2024-03-04,61,CA_255030,0.27,0.28,-0.13,-0.05,-0.83,ETof
21571,2024-03-04,61,CA_255093,0.15,0.2,0.4,-0.03,0.46,ETof
21572,2024-03-04,61,CA_255232,0.31,0.33,0.73,-0.26,0.36,ETof
21573,2024-03-04,61,CA_255440,0.17,0.21,0.27,-0.11,-0.51,ETof
21574,2024-03-04,61,CA_256082,0.35,0.32,0.31,0.33,-0.86,ETof
21575,2024-03-04,61,CA_257575,0.35,0.34,-0.03,0.05,-0.3,ETof
21576,2024-03-04,61,CA_257626,0.3,0.44,0.21,-0.3,-0.25,ETof
21577,2024-03-04,61,CA_258026,0.2,0.21,0.88,-0.17,0.73,ETof
21578,2024-03-04,61,CA_244144,0.2,0.47,0.7,0.08,0.76,ETo
21579,2024-03-04,61,CA_244387,0.21,0.47,0.68,0.07,0.73,ETo
21580,2024-03-04,61,CA_244903,0.3,0.67,0.56,0.15,0.62,ETo
21581,2024-03-04,61,CA_245140,0.21,0.47,0.68,0.07,0.73,ETo
21582,2024-03-04,61,CA_245543,0.28,0.58,0.59,0.13,0.67,ETo
21583,2024-03-04,61,CA_246072,0.29,0.71,0.59,0.12,0.67,ETo
21584,2024-03-04,61,CA_246089,0.2,0.57,0.82,0.02,0.89,ETo
21585,2024-03-04,61,CA_246235,0.22,0.55,0.68,0.06,0.73,ETo
21586,2024-03-04,61,CA_246370,0.22,0.59,0.82,0.03,0.89,ETo
21587,2024-03-04,61,CA_246448,0.22,0.59,0.82,0.02,0.89,ETo
21588,2024-03-04,61,CA_246593,0.21,0.59,0.82,0.02,0.89,ETo
21589,2024-03-04,61,CA_246729,0.25,0.66,0.78,0.07,0.85,ETo
21590,2024-03-04,61,CA_246807,0.22,0.6,0.81,0.04,0.88,ETo
21591,2024-03-04,61,CA_246967,0.2,0.57,0.82,0.02,0.89,ETo
21592,2024-03-04,61,CA_247296,0.22,0.6,0.83,0.03,0.89,ETo
21593,2024-03-04,61,CA_247416,0.22,0.57,0.71,0.01,0.8,ETo
21594,2024-03-04,61,CA_247548,0.22,0.57,0.79,0.05,0.86,ETo
21595,2024-03-04,61,CA_247706,0.21,0.56,0.83,0.0,0.89,ETo
21596,2024-03-04,61,CA_247968,0.2,0.52,0.84,0.0,0.91,ETo
21597,2024-03-04,61,CA_248238,0.22,0.57,0.79,0.05,0.86,ETo
21598,2024-03-04,61,CA_248338,0.22,0.57,0.71,0.01,0.8,ETo
21599,2024-03-04,61,CA_248364,0.21,0.58,0.82,0.03,0.89,ETo
21600,2024-03-04,61,CA_248388,0.25,0.61,0.62,0.1,0.67,ETo
21601,2024-03-04,61,CA_248523,0.22,0.6,0.82,0.03,0.89,ETo
21602,2024-03-04,61,CA_248652,0.21,0.58,0.82,0.03,0.89,ETo
21603,2024-03-04,61,CA_248688,0.28,0.69,0.6,0.12,0.66,ETo
21604,2024-03-04,61,CA_248749,0.22,0.55,0.66,0.07,0.72,ETo
21605,2024-03-04,61,CA_248786,0.2,0.57,0.82,0.02,0.89,ETo
21606,2024-03-04,61,CA_248793,0.23,0.56,0.71,0.08,0.78,ETo
21607,2024-03-04,61,CA_248949,0.23,0.56,0.71,0.08,0.78,ETo
21608,2024-03-04,61,CA_249138,0.25,0.61,0.6,0.09,0.66,ETo
21609,2024-03-04,61,CA_249456,0.23,0.61,0.81,0.05,0.89,ETo
21610,2024-03-04,61,CA_249507,0.27,0.68,0.69,0.11,0.77,ETo
21611,2024-03-04,61,CA_249524,0.22,0.57,0.71,0.01,0.8,ETo
21612,2024-03-04,61,CA_249784,0.23,0.6,0.71,0.01,0.8,ETo
21613,2024-03-04,61,CA_249887,0.2,0.5,0.77,0.04,0.85,ETo
21614,2024-03-04,61,CA_249946,0.22,0.57,0.71,0.01,0.8,ETo
21615,2024-03-04,61,CA_250200,0.23,0.57,0.61,0.07,0.66,ETo
21616,2024-03-04,61,CA_250211,0.22,0.6,0.81,0.04,0.88,ETo
21617,2024-03-04,61,CA_250356,0.23,0.56,0.63,0.06,0.68,ETo
21618,2024-03-04,61,CA_250406,0.2,0.5,0.77,0.04,0.85,ETo
21619,2024-03-04,61,CA_250625,0.22,0.59,0.81,0.02,0.88,ETo
21620,2024-03-04,61,CA_250917,0.22,0.55,0.71,0.03,0.8,ETo
21621,2024-03-04,61,CA_250979,0.27,0.68,0.69,0.11,0.77,ETo
21622,2024-03-04,61,CA_250998,0.22,0.6,0.82,0.04,0.89,ETo
21623,2024-03-04,61,CA_251020,0.21,0.58,0.82,0.03,0.89,ETo
21624,2024-03-04,61,CA_251053,0.22,0.58,0.82,0.02,0.89,ETo
21625,2024-03-04,61,CA_251078,0.23,0.59,0.82,0.02,0.89,ETo
21626,2024-03-04,61,CA_251195,0.29,0.71,0.59,0.12,0.67,ETo
21627,2024-03-04,61,CA_251340,0.21,0.58,0.82,0.03,0.89,ETo
21628,2024-03-04,61,CA_251415,0.22,0.52,0.67,0.06,0.74,ETo
21629,2024-03-04,61,CA_251814,0.21,0.56,0.81,-0.0,0.88,ETo
21630,2024-03-04,61,CA_252919,0.22,0.58,0.83,0.02,0.89,ETo
21631,2024-03-04,61,CA_252928,0.23,0.61,0.81,0.02,0.88,ETo
21632,2024-03-04,61,CA_252935,0.2,0.52,0.84,0.0,0.91,ETo
21633,2024-03-04,61,CA_253047,0.26,0.51,0.56,0.18,0.42,ETo
21634,2024-03-04,61,CA_253184,0.24,0.49,0.54,0.12,0.52,ETo
21635,2024-03-04,61,CA_253185,0.27,0.56,0.51,0.16,0.48,ETo
21636,2024-03-04,61,CA_253284,0.26,0.54,0.54,0.14,0.55,ETo
21637,2024-03-04,61,CA_253303,0.26,0.54,0.54,0.14,0.55,ETo
21638,2024-03-04,61,CA_253321,0.26,0.54,0.54,0.14,0.55,ETo
21639,2024-03-04,61,CA_253433,0.26,0.54,0.54,0.14,0.55,ETo
21640,2024-03-04,61,CA_253559,0.24,0.46,0.55,0.17,0.28,ETo
21641,2024-03-04,61,CA_254515,0.26,0.54,0.54,0.14,0.55,ETo
21642,2024-03-04,61,CA_254636,0.31,0.63,0.48,0.19,0.43,ETo
21643,2024-03-04,61,CA_254821,0.32,0.68,0.48,0.19,0.47,ETo
21644,2024-03-04,61,CA_255030,0.25,0.5,0.53,0.17,0.39,ETo
21645,2024-03-04,61,CA_255093,0.25,0.5,0.53,0.17,0.39,ETo
21646,2024-03-04,61,CA_255232,0.23,0.46,0.52,0.12,0.45,ETo
21647,2024-03-04,61,CA_255440,0.22,0.42,0.52,0.14,0.33,ETo
21648,2024-03-04,61,CA_256082,0.26,0.54,0.54,0.14,0.55,ETo
21649,2024-03-04,61,CA_257575,0.3,0.63,0.51,0.17,0.52,ETo
21650,2024-03-04,61,CA_257626,0.26,0.54,0.54,0.14,0.55,ETo
21651,2024-03-04,61,CA_258026,0.21,0.52,0.67,0.05,0.74,ETo
21652,2024-03-04,61,CA_244144,0.45,0.82,-0.08,-0.03,-0.32,ET
21653,2024-03-04,61,CA_244387,0.4,0.58,0.11,0.12,0.1,ET
21654,2024-03-04,61,CA_244903,0.52,0.96,0.59,-0.39,0.5,ET
21655,2024-03-04,61,CA_245140,0.31,0.53,0.01,-0.04,-0.23,ET
21656,2024-03-04,61,CA_245543,0.66,1.09,-0.17,-0.58,-1.0,ET
21657,2024-03-04,61,CA_246072,0.43,0.82,-0.21,-0.36,0.28,ET
21658,2024-03-04,61,CA_246089,0.64,0.96,0.44,0.09,0.58,ET
21659,2024-03-04,61,CA_246235,0.59,0.74,0.06,0.08,0.12,ET
21660,2024-03-04,61,CA_246370,1.36,1.85,0.02,1.32,-1.0,ET
21661,2024-03-04,61,CA_246448,0.63,0.87,0.36,-0.52,-1.0,ET
21662,2024-03-04,61,CA_246593,0.48,0.85,0.62,-0.43,0.24,ET
21663,2024-03-04,61,CA_246729,0.45,0.74,0.4,-0.27,0.1,ET
21664,2024-03-04,61,CA_246807,0.44,0.73,0.74,-0.21,0.61,ET
21665,2024-03-04,61,CA_246967,0.39,0.71,0.69,0.31,0.37,ET
21666,2024-03-04,61,CA_247296,0.67,1.14,0.47,-0.56,-0.15,ET
21667,2024-03-04,61,CA_247416,0.51,0.88,-0.27,-0.44,-0.56,ET
21668,2024-03-04,61,CA_247548,0.75,1.2,-0.18,-0.6,-0.39,ET
21669,2024-03-04,61,CA_247706,0.39,0.69,0.69,-0.05,0.46,ET
21670,2024-03-04,61,CA_247968,0.72,1.02,0.59,0.57,0.16,ET
21671,2024-03-04,61,CA_248238,0.85,1.46,0.25,0.61,-1.0,ET
21672,2024-03-04,61,CA_248338,0.66,1.19,0.1,-0.46,-0.32,ET
21673,2024-03-04,61,CA_248364,0.65,0.94,0.52,-0.61,0.34,ET
21674,2024-03-04,61,CA_248388,0.74,0.98,-0.19,0.25,0.11,ET
21675,2024-03-04,61,CA_248523,0.88,1.36,-0.45,-0.12,-0.09,ET
21676,2024-03-04,61,CA_248652,0.55,0.7,0.63,0.13,0.77,ET
21677,2024-03-04,61,CA_248688,0.61,1.03,0.53,0.58,-0.77,ET
21678,2024-03-04,61,CA_248749,0.31,0.54,0.37,0.16,0.13,ET
21679,2024-03-04,61,CA_248786,0.54,0.79,0.83,0.44,0.75,ET
21680,2024-03-04,61,CA_248793,0.69,1.06,-0.19,-0.33,-1.0,ET
21681,2024-03-04,61,CA_248949,0.6,0.92,-0.35,-0.26,-1.0,ET
21682,2024-03-04,61,CA_249138,0.7,1.04,-0.03,0.58,-0.21,ET
21683,2024-03-04,61,CA_249456,0.59,1.0,0.54,0.39,0.17,ET
21684,2024-03-04,61,CA_249507,0.58,0.94,-0.22,0.06,-0.36,ET
21685,2024-03-04,61,CA_249524,0.35,0.54,0.46,-0.15,0.56,ET
21686,2024-03-04,61,CA_249784,0.33,0.63,0.12,0.2,-0.44,ET
21687,2024-03-04,61,CA_249887,0.4,0.74,0.4,-0.27,-0.1,ET
21688,2024-03-04,61,CA_249946,0.46,0.7,0.38,0.23,0.54,ET
21689,2024-03-04,61,CA_250200,0.44,0.73,0.08,-0.43,-1.0,ET
21690,2024-03-04,61,CA_250211,0.64,1.03,0.38,-0.45,-0.07,ET
21691,2024-03-04,61,CA_250356,0.33,0.52,0.25,-0.07,0.27,ET
21692,2024-03-04,61,CA_250406,0.59,1.06,-0.34,-0.49,-0.73,ET
21693,2024-03-04,61,CA_250625,0.37,0.66,0.59,-0.13,0.56,ET
21694,2024-03-04,61,CA_250917,1.08,1.44,-0.65,0.76,-1.0,ET
21695,2024-03-04,61,CA_250979,0.59,1.21,0.65,-0.54,-0.1,ET
21696,2024-03-04,61,CA_250998,0.54,0.95,0.2,-0.36,0.07,ET
21697,2024-03-04,61,CA_251020,0.47,0.75,0.77,-0.39,0.55,ET
21698,2024-03-04,61,CA_251053,0.63,1.01,0.55,-0.59,0.35,ET
21699,2024-03-04,61,CA_251078,0.49,0.8,0.59,-0.32,0.43,ET
21700,2024-03-04,61,CA_251195,0.55,0.93,-0.47,-0.43,-0.35,ET
21701,2024-03-04,61,CA_251340,0.41,0.72,0.59,-0.27,0.51,ET
21702,2024-03-04,61,CA_251415,0.37,0.63,0.63,0.22,0.62,ET
21703,2024-03-04,61,CA_251814,0.69,0.98,0.6,0.08,0.42,ET
21704,2024-03-04,61,CA_252919,0.54,0.85,0.61,-0.28,0.3,ET
21705,2024-03-04,61,CA_252928,0.4,0.64,0.69,-0.25,0.68,ET
21706,2024-03-04,61,CA_252935,0.63,1.05,0.66,0.47,0.55,ET
21707,2024-03-04,61,CA_253047,0.58,1.05,-0.17,-0.56,-0.95,ET
21708,2024-03-04,61,CA_253184,0.26,0.48,0.62,-0.13,0.38,ET
21709,2024-03-04,61,CA_253185,0.49,0.87,0.17,-0.44,-0.41,ET
21710,2024-03-04,61,CA_253284,0.27,0.5,0.4,-0.02,0.48,ET
21711,2024-03-04,61,CA_253303,0.48,0.76,0.44,0.31,0.16,ET
21712,2024-03-04,61,CA_253321,0.64,0.94,0.17,0.53,-1.0,ET
21713,2024-03-04,61,CA_253433,0.62,0.89,0.29,0.51,-1.0,ET
21714,2024-03-04,61,CA_253559,0.39,0.75,0.21,-0.33,-0.21,ET
21715,2024-03-04,61,CA_254515,0.44,0.77,0.06,0.11,-0.97,ET
21716,2024-03-04,61,CA_254636,0.59,1.09,-0.44,-0.36,-0.36,ET
21717,2024-03-04,61,CA_254821,0.38,0.66,0.49,0.15,0.19,ET
21718,2024-03-04,61,CA_255030,0.35,0.61,0.3,0.1,-0.01,ET
21719,2024-03-04,61,CA_255093,0.26,0.49,0.73,0.14,0.61,ET
21720,2024-03-04,61,CA_255232,0.33,0.6,0.76,-0.21,0.68,ET
21721,2024-03-04,61,CA_255440,0.3,0.52,0.32,-0.01,0.09,ET
21722,2024-03-04,61,CA_256082,0.69,0.97,0.51,0.63,-0.94,ET
21723,2024-03-04,61,CA_257575,0.62,0.99,0.22,0.33,-1.0,ET
21724,2024-03-04,61,CA_257626,0.44,0.93,0.04,-0.29,-0.93,ET
21725,2024-03-04,61,CA_258026,0.32,0.62,0.42,-0.2,-0.3,ET
21726,2024-03-04,68,CA_420924,0.1,0.14,0.34,-0.02,0.38,ETof
21727,2024-03-04,68,CA_420924,0.23,0.48,0.57,0.1,0.61,ETo
21728,2024-03-04,68,CA_420924,0.21,0.43,0.71,0.07,0.78,ET
21729,2024-03-04,69,CA_244035,0.29,0.25,0.75,-0.26,0.6,ETof
21730,2024-03-04,69,CA_244054,0.24,0.25,0.11,-0.22,-0.25,ETof
21731,2024-03-04,69,CA_244148,0.21,0.21,0.04,-0.13,-0.07,ETof
21732,2024-03-04,69,CA_244172,0.18,0.18,0.58,-0.11,0.65,ETof
21733,2024-03-04,69,CA_244189,0.14,0.15,0.37,-0.03,0.22,ETof
21734,2024-03-04,69,CA_245022,0.43,0.41,0.38,-0.25,0.3,ETof
21735,2024-03-04,69,CA_245511,0.23,0.23,-0.03,0.03,-0.3,ETof
21736,2024-03-04,69,CA_245955,0.34,0.3,-0.17,0.12,0.05,ETof
21737,2024-03-04,69,CA_245992,0.19,0.18,0.27,-0.04,0.27,ETof
21738,2024-03-04,69,CA_246123,0.25,0.24,-0.24,-0.13,-0.7,ETof
21739,2024-03-04,69,CA_246321,0.18,0.14,0.2,-0.13,-0.05,ETof
21740,2024-03-04,69,CA_246364,0.36,0.32,0.62,-0.32,0.54,ETof
21741,2024-03-04,69,CA_246427,0.18,0.15,0.5,0.08,-0.38,ETof
21742,2024-03-04,69,CA_246458,0.22,0.2,0.95,-0.22,0.7,ETof
21743,2024-03-04,69,CA_246473,0.16,0.16,-0.04,-0.04,-0.04,ETof
21744,2024-03-04,69,CA_246533,0.22,0.18,0.82,-0.22,0.52,ETof
21745,2024-03-04,69,CA_246558,0.14,0.13,0.68,-0.09,0.64,ETof
21746,2024-03-04,69,CA_246568,0.35,0.27,0.79,0.23,0.74,ETof
21747,2024-03-04,69,CA_246673,0.18,0.14,0.47,-0.18,-1.0,ETof
21748,2024-03-04,69,CA_246679,0.28,0.28,0.62,-0.14,0.61,ETof
21749,2024-03-04,69,CA_246755,0.15,0.14,-0.1,-0.04,-0.01,ETof
21750,2024-03-04,69,CA_246756,0.15,0.14,0.43,-0.08,0.47,ETof
21751,2024-03-04,69,CA_246757,0.23,0.19,0.8,0.2,0.51,ETof
21752,2024-03-04,69,CA_246812,0.29,0.28,0.49,-0.29,-1.0,ETof
21753,2024-03-04,69,CA_246835,0.1,0.09,0.85,0.01,0.92,ETof
21754,2024-03-04,69,CA_246869,0.17,0.16,-0.48,-0.08,-0.47,ETof
21755,2024-03-04,69,CA_246876,0.55,0.44,0.72,-0.54,-1.0,ETof
21756,2024-03-04,69,CA_246910,0.3,0.28,-0.05,-0.29,-0.12,ETof
21757,2024-03-04,69,CA_247003,0.21,0.18,0.9,-0.12,0.89,ETof
21758,2024-03-04,69,CA_247174,0.27,0.23,0.82,0.05,0.62,ETof
21759,2024-03-04,69,CA_247196,0.2,0.24,0.42,-0.16,0.28,ETof
21760,2024-03-04,69,CA_247267,0.44,0.32,0.14,0.01,0.25,ETof
21761,2024-03-04,69,CA_247271,0.13,0.11,0.54,-0.01,0.59,ETof
21762,2024-03-04,69,CA_247278,0.2,0.17,0.3,0.07,-0.93,ETof
21763,2024-03-04,69,CA_247319,0.21,0.23,-0.46,-0.06,-1.0,ETof
21764,2024-03-04,69,CA_247331,0.32,0.26,-0.05,-0.22,-0.78,ETof
21765,2024-03-04,69,CA_247354,0.3,0.26,0.48,0.26,-0.11,ETof
21766,2024-03-04,69,CA_247396,0.14,0.15,0.47,-0.12,0.5,ETof
21767,2024-03-04,69,CA_247408,0.23,0.23,0.1,-0.12,-0.49,ETof
21768,2024-03-04,69,CA_247511,0.42,0.37,0.36,-0.39,-1.0,ETof
21769,2024-03-04,69,CA_247542,0.23,0.19,0.02,-0.12,-1.0,ETof
21770,2024-03-04,69,CA_247559,0.33,0.29,0.58,-0.29,0.49,ETof
21771,2024-03-04,69,CA_247605,0.27,0.29,-0.38,-0.16,-0.17,ETof
21772,2024-03-04,69,CA_247609,0.27,0.23,0.7,-0.24,0.51,ETof
21773,2024-03-04,69,CA_247642,0.23,0.23,-0.4,-0.15,0.07,ETof
21774,2024-03-04,69,CA_247676,0.34,0.28,0.14,-0.26,0.18,ETof
21775,2024-03-04,69,CA_247741,0.44,0.37,0.13,-0.32,-0.55,ETof
21776,2024-03-04,69,CA_247763,0.15,0.14,0.59,0.06,-0.03,ETof
21777,2024-03-04,69,CA_247766,0.57,0.41,-0.02,0.49,-0.56,ETof
21778,2024-03-04,69,CA_247785,0.22,0.2,0.03,-0.18,-0.43,ETof
21779,2024-03-04,69,CA_247820,0.08,0.07,0.73,0.01,0.82,ETof
21780,2024-03-04,69,CA_247822,0.18,0.21,-0.15,0.09,-1.0,ETof
21781,2024-03-04,69,CA_247823,0.11,0.11,0.84,-0.04,0.89,ETof
21782,2024-03-04,69,CA_247872,0.39,0.32,0.09,0.18,0.09,ETof
21783,2024-03-04,69,CA_247918,0.14,0.15,0.1,0.09,-0.61,ETof
21784,2024-03-04,69,CA_247925,0.38,0.36,-0.29,-0.38,-0.41,ETof
21785,2024-03-04,69,CA_247976,0.12,0.12,0.6,0.05,0.28,ETof
21786,2024-03-04,69,CA_248038,0.29,0.23,0.64,0.11,0.7,ETof
21787,2024-03-04,69,CA_248070,0.14,0.16,0.6,-0.11,0.7,ETof
21788,2024-03-04,69,CA_248086,0.25,0.25,0.03,-0.24,-0.44,ETof
21789,2024-03-04,69,CA_248113,0.21,0.21,-0.38,0.08,-0.87,ETof
21790,2024-03-04,69,CA_248117,0.34,0.32,-0.19,-0.02,-1.0,ETof
21791,2024-03-04,69,CA_248175,0.22,0.2,0.86,-0.22,0.7,ETof
21792,2024-03-04,69,CA_248207,0.14,0.15,0.23,0.03,0.41,ETof
21793,2024-03-04,69,CA_248217,0.2,0.17,0.47,-0.16,0.29,ETof
21794,2024-03-04,69,CA_248230,0.39,0.32,-0.46,-0.11,-1.0,ETof
21795,2024-03-04,69,CA_248264,0.27,0.25,0.22,-0.2,-0.26,ETof
21796,2024-03-04,69,CA_248409,0.19,0.18,-0.04,-0.01,-0.6,ETof
21797,2024-03-04,69,CA_248438,0.32,0.28,-0.82,-0.09,-1.0,ETof
21798,2024-03-04,69,CA_248480,0.24,0.22,0.52,0.1,0.47,ETof
21799,2024-03-04,69,CA_248499,0.25,0.22,0.3,-0.23,0.54,ETof
21800,2024-03-04,69,CA_248612,0.46,0.41,-0.11,-0.45,-1.0,ETof
21801,2024-03-04,69,CA_248625,0.63,0.49,-0.46,0.59,-0.76,ETof
21802,2024-03-04,69,CA_248722,0.29,0.24,0.86,-0.25,0.64,ETof
21803,2024-03-04,69,CA_248760,0.19,0.18,0.2,-0.01,-0.64,ETof
21804,2024-03-04,69,CA_248852,0.19,0.16,0.29,-0.19,-0.14,ETof
21805,2024-03-04,69,CA_248888,0.19,0.2,0.63,0.03,0.76,ETof
21806,2024-03-04,69,CA_248926,0.28,0.26,0.01,-0.26,-0.08,ETof
21807,2024-03-04,69,CA_249053,0.2,0.18,0.62,-0.13,0.62,ETof
21808,2024-03-04,69,CA_249088,0.22,0.22,0.15,-0.14,-0.01,ETof
21809,2024-03-04,69,CA_249091,0.16,0.17,0.28,-0.12,-0.0,ETof
21810,2024-03-04,69,CA_249101,0.2,0.16,0.24,0.07,-1.0,ETof
21811,2024-03-04,69,CA_249145,0.18,0.17,0.45,-0.14,0.17,ETof
21812,2024-03-04,69,CA_249176,0.2,0.21,0.19,0.01,0.31,ETof
21813,2024-03-04,69,CA_249252,0.51,0.38,-0.35,0.51,-0.15,ETof
21814,2024-03-04,69,CA_249284,0.14,0.14,0.57,-0.11,0.31,ETof
21815,2024-03-04,69,CA_249344,0.18,0.21,-0.51,-0.08,0.04,ETof
21816,2024-03-04,69,CA_249348,0.14,0.14,-0.07,0.04,-0.84,ETof
21817,2024-03-04,69,CA_249396,0.14,0.14,0.09,-0.09,0.39,ETof
21818,2024-03-04,69,CA_249462,0.16,0.15,0.23,0.01,0.56,ETof
21819,2024-03-04,69,CA_249468,0.26,0.26,-0.6,-0.14,-0.75,ETof
21820,2024-03-04,69,CA_249479,0.18,0.22,0.83,-0.15,0.83,ETof
21821,2024-03-04,69,CA_249601,0.17,0.17,0.55,-0.11,0.55,ETof
21822,2024-03-04,69,CA_249627,0.22,0.22,-0.19,-0.09,-0.27,ETof
21823,2024-03-04,69,CA_249685,0.17,0.15,0.37,-0.13,0.18,ETof
21824,2024-03-04,69,CA_249694,0.67,0.55,0.55,-0.67,-1.0,ETof
21825,2024-03-04,69,CA_249725,0.16,0.16,0.5,-0.08,0.36,ETof
21826,2024-03-04,69,CA_249733,0.18,0.19,0.17,-0.08,-0.5,ETof
21827,2024-03-04,69,CA_249783,0.22,0.21,0.29,-0.15,-0.19,ETof
21828,2024-03-04,69,CA_249856,0.16,0.14,0.3,-0.12,0.09,ETof
21829,2024-03-04,69,CA_249864,0.18,0.15,0.51,-0.12,-0.78,ETof
21830,2024-03-04,69,CA_249944,0.16,0.15,0.73,-0.05,0.57,ETof
21831,2024-03-04,69,CA_249999,0.13,0.13,0.36,-0.04,0.29,ETof
21832,2024-03-04,69,CA_250003,0.18,0.16,0.45,0.02,0.6,ETof
21833,2024-03-04,69,CA_250044,0.27,0.22,0.06,0.25,-0.28,ETof
21834,2024-03-04,69,CA_250130,0.23,0.21,0.49,-0.17,0.55,ETof
21835,2024-03-04,69,CA_250212,0.18,0.2,0.43,-0.06,0.46,ETof
21836,2024-03-04,69,CA_250290,0.16,0.15,0.65,-0.13,0.4,ETof
21837,2024-03-04,69,CA_250295,0.31,0.3,-0.07,-0.31,-0.44,ETof
21838,2024-03-04,69,CA_250364,0.22,0.19,-0.03,0.08,-0.13,ETof
21839,2024-03-04,69,CA_250373,0.19,0.15,0.64,-0.01,0.37,ETof
21840,2024-03-04,69,CA_250435,0.15,0.15,0.62,0.01,0.64,ETof
21841,2024-03-04,69,CA_250438,0.25,0.21,0.66,-0.22,0.12,ETof
21842,2024-03-04,69,CA_250500,0.18,0.18,0.47,-0.1,0.54,ETof
21843,2024-03-04,69,CA_250522,0.24,0.23,0.59,0.07,0.05,ETof
21844,2024-03-04,69,CA_250568,0.73,0.51,-0.22,0.66,-0.27,ETof
21845,2024-03-04,69,CA_250576,0.24,0.2,0.19,-0.12,-0.22,ETof
21846,2024-03-04,69,CA_250608,0.54,0.42,0.91,-0.54,-0.53,ETof
21847,2024-03-04,69,CA_250617,0.44,0.31,-0.11,0.42,-0.13,ETof
21848,2024-03-04,69,CA_250626,0.84,0.45,0.44,-0.69,0.23,ETof
21849,2024-03-04,69,CA_250660,0.19,0.17,0.71,-0.14,0.01,ETof
21850,2024-03-04,69,CA_250791,0.12,0.1,0.23,-0.06,0.05,ETof
21851,2024-03-04,69,CA_250911,0.19,0.16,0.63,-0.11,0.17,ETof
21852,2024-03-04,69,CA_251037,0.4,0.28,0.02,-0.28,-0.75,ETof
21853,2024-03-04,69,CA_251043,0.37,0.28,0.9,-0.37,0.4,ETof
21854,2024-03-04,69,CA_251920,0.27,0.22,0.23,-0.22,-0.02,ETof
21855,2024-03-04,69,CA_251969,0.3,0.27,0.1,-0.22,0.2,ETof
21856,2024-03-04,69,CA_251982,0.48,0.46,-0.69,-0.32,-1.0,ETof
21857,2024-03-04,69,CA_251995,0.65,0.46,0.68,-0.65,-0.27,ETof
21858,2024-03-04,69,CA_252027,0.19,0.2,-0.11,-0.05,0.05,ETof
21859,2024-03-04,69,CA_252089,0.46,0.35,0.83,-0.33,0.39,ETof
21860,2024-03-04,69,CA_252462,0.15,0.16,0.42,-0.11,0.38,ETof
21861,2024-03-04,69,CA_252463,0.15,0.13,0.56,-0.12,0.11,ETof
