forecasting_date,level_1,field_id,crop,mae,rmse,corr,bias,skill_score,c_mae,c_bias,variable
2024-05-20,142,CA_39032,69,0.14,0.24,0.94,-0.14,0.69,0.6737222222222222,,ET
2024-05-20,143,CA_39770,69,0.22,0.43,0.98,0.22,-0.47,0.534851851851852,,ET
2024-05-20,144,CA_40009,69,0.26,0.55,0.85,0.26,0.63,1.6030185185185186,,ET
2024-05-20,145,CA_41244,69,0.2,0.44,-0.66,-0.2,0.15,0.8216296296296296,,ET
2024-05-20,146,CA_41458,69,0.16,0.36,-0.44,-0.15,-1.0,0.3527407407407405,,ET
2024-05-20,147,CA_41682,69,0.29,0.46,-0.97,-0.29,-0.51,0.46946296296296297,,ET
2024-05-20,148,CA_42021,69,0.13,0.25,0.86,-0.13,-1.0,0.22401851851851853,,ET
2024-05-20,149,CA_42143,69,0.24,0.47,-0.81,-0.24,0.33,0.9853333333333335,,ET
2024-05-27,0,CA_298397,75,0.05,0.04,1.0,-0.05,0.71,0.04572222222222222,,ETof
2024-05-27,1,CA_299395,75,0.11,0.1,0.78,-0.11,0.9,0.3094814814814815,,ETof
2024-05-27,2,CA_299467,75,0.41,0.38,0.95,0.41,-1.0,0.08381481481481479,,ETof
2024-05-27,3,CA_300271,75,0.62,0.4,-0.98,0.62,-1.0,0.02942592592592594,,ETof
2024-05-27,4,CA_300581,75,0.18,0.16,1.0,-0.18,0.78,0.29631481481481486,,ETof
2024-05-27,5,CA_300893,75,0.04,0.04,0.99,-0.04,0.98,0.24585185185185188,,ETof
2024-05-27,6,CA_301734,75,0.08,0.08,-0.99,-0.08,0.29,0.08266666666666665,,ETof
2024-05-27,7,CA_301986,75,0.35,0.26,0.82,0.35,-1.0,0.11051851851851857,,ETof
2024-05-27,8,CA_302388,75,0.76,0.45,0.72,0.76,-1.0,0.14053703703703704,,ETof
2024-05-27,9,CA_302578,75,0.05,0.05,-1.0,0.05,-1.0,0.022407407407407376,,ETof
2024-05-27,10,CA_302669,72,0.1,0.08,-1.0,-0.06,0.53,0.08066666666666668,,ETof
2024-05-27,11,CA_303433,72,0.22,0.16,1.0,0.22,0.79,0.2572592592592593,,ETof
2024-05-27,12,CA_303972,47,0.04,0.04,1.0,0.04,0.92,0.1031111111111111,,ETof
2024-05-27,13,CA_304258,72,0.04,0.04,-0.14,0.04,-1.0,0.024370370370370337,,ETof
2024-05-27,14,CA_304688,72,0.03,0.03,0.98,0.03,0.65,0.043314814814814806,,ETof
2024-05-27,15,CA_305684,204,0.1,0.09,0.99,-0.1,0.58,0.12072222222222229,,ETof
2024-05-27,16,CA_306027,204,0.18,0.15,-0.67,-0.18,0.4,0.15900000000000006,,ETof
2024-05-27,17,CA_306521,204,0.18,0.16,0.81,-0.18,0.82,0.3244444444444445,,ETof
2024-05-27,18,CA_307370,204,0.04,0.04,-0.87,0.04,0.84,0.10844444444444441,,ETof
2024-05-27,19,CA_307376,204,0.02,0.02,-0.36,-0.0,0.22,0.012777777777777796,,ETof
2024-05-27,20,CA_307472,204,0.05,0.05,-0.9,-0.04,0.97,0.24314814814814814,,ETof
2024-05-27,21,CA_307774,204,0.01,0.01,0.95,-0.01,0.95,0.042703703703703744,,ETof
2024-05-27,22,CA_32080,75,0.85,0.6,-1.0,0.85,-0.1,0.4049444444444445,,ETof
2024-05-27,23,CA_32260,61,0.04,0.03,1.0,-0.02,0.97,0.13855555555555557,,ETof
2024-05-27,24,CA_32418,47,0.07,0.06,-0.99,0.0,0.61,0.07638888888888891,,ETof
2024-05-27,25,CA_32637,47,0.02,0.01,0.97,-0.02,0.94,0.04974074074074072,,ETof
2024-05-27,26,CA_32667,61,0.08,0.07,0.96,-0.08,-1.0,0.028944444444444457,,ETof
2024-05-27,27,CA_35772,36,0.05,0.05,0.98,0.05,0.59,0.061129629629629624,,ETof
2024-05-27,28,CA_36095,61,0.22,0.25,-0.97,-0.18,-0.03,0.18940740740740739,,ETof
2024-05-27,29,CA_36121,47,0.03,0.02,0.95,-0.03,1.0,0.37622222222222207,,ETof
2024-05-27,30,CA_36281,61,0.13,0.11,0.99,-0.13,0.95,0.3678148148148148,,ETof
2024-05-27,31,CA_36850,61,0.1,0.09,0.76,-0.1,-0.57,0.0549259259259259,,ETof
2024-05-27,32,CA_36898,37,0.04,0.04,-0.99,0.04,-1.0,0.012537037037037032,,ETof
2024-05-27,33,CA_36982,241,0.17,0.15,0.87,-0.17,0.83,0.30674074074074076,,ETof
2024-05-27,34,CA_37400,61,0.31,0.24,0.97,-0.31,0.81,0.4216851851851852,,ETof
2024-05-27,35,CA_37674,47,0.29,0.23,0.95,0.29,-1.0,0.056925925925925915,,ETof
2024-05-27,36,CA_37683,61,0.17,0.12,0.75,-0.17,0.92,0.3046111111111111,,ETof
2024-05-27,37,CA_37890,241,0.34,0.32,0.44,-0.34,-0.27,0.2601481481481482,,ETof
2024-05-27,38,CA_38650,47,1.21,0.85,1.0,1.21,-1.0,0.35216666666666674,,ETof
2024-05-27,39,CA_38734,204,0.58,0.49,-0.96,0.58,-1.0,0.23868518518518514,,ETof
2024-05-27,40,CA_38912,69,0.4,0.33,1.0,-0.4,0.26,0.32024074074074077,,ETof
2024-05-27,41,CA_39031,69,0.19,0.15,-1.0,0.19,0.49,0.1591851851851852,,ETof
2024-05-27,42,CA_39032,69,0.27,0.22,0.99,-0.27,-1.0,0.05911111111111109,,ETof
2024-05-27,43,CA_39770,69,0.09,0.08,0.42,-0.09,0.77,0.1491851851851852,,ETof
2024-05-27,44,CA_40009,69,0.5,0.45,-1.0,-0.5,-1.0,0.28114814814814815,,ETof
2024-05-27,45,CA_41244,69,0.19,0.19,-1.0,-0.19,-1.0,0.08431481481481483,,ETof
2024-05-27,46,CA_41458,69,0.07,0.06,0.99,-0.07,0.57,0.07103703703703702,,ETof
2024-05-27,47,CA_41682,69,0.27,0.19,1.0,-0.27,-1.0,0.0655,,ETof
2024-05-27,48,CA_42021,69,0.07,0.06,1.0,-0.07,0.01,0.049685185185185186,,ETof
2024-05-27,49,CA_42143,69,0.52,0.42,1.0,0.52,-1.0,0.11344444444444442,,ETof
2024-05-27,50,CA_298397,75,0.28,0.67,-0.2,-0.28,-1.0,0.6648703703703703,,ETo
2024-05-27,51,CA_299395,75,0.22,0.54,-0.28,-0.22,-1.0,0.4584259259259258,,ETo
2024-05-27,52,CA_299467,75,0.22,0.55,-0.24,-0.22,-1.0,0.47896296296296265,,ETo
2024-05-27,53,CA_300271,75,0.14,0.38,-0.07,-0.14,-1.0,0.5223518518518518,,ETo
2024-05-27,54,CA_300581,75,0.17,0.45,-0.27,-0.17,-1.0,0.5490185185185186,,ETo
2024-05-27,55,CA_300893,75,0.18,0.44,-0.36,-0.17,-1.0,0.48027777777777764,,ETo
2024-05-27,56,CA_301734,75,0.17,0.45,-0.27,-0.17,-1.0,0.5490185185185186,,ETo
2024-05-27,57,CA_301986,75,0.17,0.43,-0.19,-0.17,-1.0,0.4107592592592589,,ETo
2024-05-27,58,CA_302388,75,0.18,0.45,-0.34,-0.18,-1.0,0.45450000000000035,,ETo
2024-05-27,59,CA_302578,75,0.15,0.35,-0.3,-0.14,-1.0,0.3327592592592595,,ETo
2024-05-27,60,CA_302669,72,0.19,0.5,-0.39,-0.19,-1.0,0.50312962962963,,ETo
2024-05-27,61,CA_303433,72,0.27,0.6,0.01,-0.27,-1.0,0.4275925925925925,,ETo
2024-05-27,62,CA_303972,47,0.19,0.49,-0.18,-0.19,-1.0,0.5463333333333336,,ETo
2024-05-27,63,CA_304258,72,0.15,0.38,-0.39,-0.14,-1.0,0.39477777777777784,,ETo
2024-05-27,64,CA_304688,72,0.16,0.41,-0.51,-0.14,-1.0,0.5461851851851853,,ETo
2024-05-27,65,CA_305684,204,0.12,0.28,0.04,-0.12,-1.0,0.259648148148148,,ETo
2024-05-27,66,CA_306027,204,0.23,0.51,0.28,-0.23,-1.0,0.32501851851851854,,ETo
2024-05-27,67,CA_306521,204,0.17,0.36,-0.16,-0.17,-1.0,0.19774074074074122,,ETo
2024-05-27,68,CA_307370,204,0.16,0.43,-0.4,-0.15,-1.0,0.5714629629629627,,ETo
2024-05-27,69,CA_307376,204,0.16,0.43,-0.4,-0.15,-1.0,0.5714629629629627,,ETo
2024-05-27,70,CA_307472,204,0.16,0.43,-0.36,-0.15,-1.0,0.5574814814814815,,ETo
2024-05-27,71,CA_307774,204,0.21,0.45,0.32,-0.21,-1.0,0.2752962962962961,,ETo
2024-05-27,72,CA_32080,75,0.18,0.49,-0.22,-0.17,-1.0,0.6123888888888889,,ETo
2024-05-27,73,CA_32260,61,0.18,0.47,-0.28,-0.17,-1.0,0.536962962962963,,ETo
2024-05-27,74,CA_32418,47,0.2,0.52,-0.5,-0.2,-1.0,0.584240740740741,,ETo
2024-05-27,75,CA_32637,47,0.21,0.57,-0.25,-0.21,-1.0,0.625462962962963,,ETo
2024-05-27,76,CA_32667,61,0.21,0.52,-0.43,-0.2,-1.0,0.5346481481481482,,ETo
2024-05-27,77,CA_35772,36,0.17,0.47,-0.16,-0.17,-1.0,0.5633518518518518,,ETo
2024-05-27,78,CA_36095,61,0.16,0.42,-0.27,-0.16,-1.0,0.4549999999999999,,ETo
2024-05-27,79,CA_36121,47,0.17,0.43,-0.28,-0.16,-1.0,0.47229629629629616,,ETo
2024-05-27,80,CA_36281,61,0.17,0.44,-0.31,-0.16,-1.0,0.499462962962963,,ETo
2024-05-27,81,CA_36850,61,0.17,0.43,-0.32,-0.16,-1.0,0.5009074074074075,,ETo
2024-05-27,82,CA_36898,37,0.17,0.43,-0.14,-0.17,-1.0,0.4856296296296298,,ETo
2024-05-27,83,CA_36982,241,0.17,0.43,-0.32,-0.16,-1.0,0.5009074074074075,,ETo
2024-05-27,84,CA_37400,61,0.2,0.53,-0.26,-0.2,-1.0,0.5790185185185188,,ETo
2024-05-27,85,CA_37674,47,0.19,0.44,-0.37,-0.17,-1.0,0.4726111111111111,,ETo
2024-05-27,86,CA_37683,61,0.2,0.54,-0.33,-0.2,-1.0,0.6009444444444442,,ETo
2024-05-27,87,CA_37890,241,0.19,0.47,-0.35,-0.18,-1.0,0.48946296296296304,,ETo
2024-05-27,88,CA_38650,47,0.18,0.45,-0.42,-0.17,-1.0,0.4726481481481481,,ETo
2024-05-27,89,CA_38734,204,0.16,0.4,-0.39,-0.15,-1.0,0.41579629629629605,,ETo
2024-05-27,90,CA_38912,69,0.19,0.44,-0.53,-0.16,-1.0,0.4820370370370372,,ETo
2024-05-27,91,CA_39031,69,0.19,0.44,-0.5,-0.17,-1.0,0.4588333333333329,,ETo
2024-05-27,92,CA_39032,69,0.19,0.44,-0.37,-0.17,-1.0,0.4726111111111111,,ETo
2024-05-27,93,CA_39770,69,0.3,0.7,-0.22,-0.3,-1.0,0.6025,,ETo
2024-05-27,94,CA_40009,69,0.19,0.48,-0.19,-0.19,-1.0,0.4512592592592594,,ETo
2024-05-27,95,CA_41244,69,0.2,0.49,-0.32,-0.2,-1.0,0.4560185185185186,,ETo
2024-05-27,96,CA_41458,69,0.16,0.42,-0.47,-0.16,-1.0,0.3601851851851854,,ETo
2024-05-27,97,CA_41682,69,0.21,0.55,-0.26,-0.21,-1.0,0.5513518518518516,,ETo
2024-05-27,98,CA_42021,69,0.21,0.53,-0.39,-0.21,-1.0,0.5042592592592589,,ETo
2024-05-27,99,CA_42143,69,0.19,0.45,-0.48,-0.17,-1.0,0.5019629629629628,,ETo
2024-05-27,100,CA_298397,75,0.13,0.19,0.61,0.13,0.69,0.45040740740740737,,ET
2024-05-27,101,CA_299395,75,0.64,1.34,0.64,-0.64,-0.34,2.3941666666666666,,ET
2024-05-27,102,CA_299467,75,0.29,0.74,-0.98,0.26,-1.0,0.6816481481481483,,ET
2024-05-27,103,CA_300271,75,0.55,0.79,0.43,-0.55,-1.0,0.27105555555555555,,ET
2024-05-27,104,CA_300581,75,0.54,1.1,-0.47,-0.54,0.17,2.3865555555555553,,ET
2024-05-27,105,CA_300893,75,0.13,0.32,0.02,-0.13,0.88,1.9785370370370376,,ET
2024-05-27,106,CA_301734,75,0.33,0.72,0.04,-0.33,-1.0,0.9256111111111109,,ET
2024-05-27,107,CA_301986,75,0.42,0.7,0.7,0.42,-1.0,0.6216666666666666,,ET
2024-05-27,108,CA_302388,75,0.41,0.5,0.22,-0.41,0.54,0.8831296296296297,,ET
2024-05-27,109,CA_302578,75,0.04,0.08,0.07,-0.01,0.74,0.24972222222222204,,ET
2024-05-27,110,CA_302669,72,0.45,0.72,-0.82,-0.45,-0.98,0.7571851851851853,,ET
2024-05-27,111,CA_303433,72,0.06,0.11,0.68,0.06,0.99,1.4875555555555555,,ET
2024-05-27,112,CA_303972,47,0.16,0.3,0.12,-0.16,0.73,0.9587962962962964,,ET
2024-05-27,113,CA_304258,72,0.34,0.7,-0.55,-0.34,-1.0,0.3815185185185186,,ET
2024-05-27,114,CA_304688,72,0.12,0.28,-0.58,-0.06,0.43,0.6074259259259258,,ET
2024-05-27,115,CA_305684,204,0.12,0.23,0.3,-0.12,0.69,0.6939444444444446,,ET
2024-05-27,116,CA_306027,204,0.26,0.47,0.04,-0.26,0.58,1.2638333333333331,,ET
2024-05-27,117,CA_306521,204,0.41,0.76,-0.69,-0.41,0.58,2.1371111111111114,,ET
2024-05-27,118,CA_307370,204,0.32,0.74,-0.34,-0.32,-0.58,1.15,,ET
2024-05-27,119,CA_307376,204,0.1,0.17,0.72,-0.09,0.51,0.3160555555555555,,ET
2024-05-27,120,CA_307472,204,0.52,0.98,-0.21,-0.52,0.18,1.9802592592592594,,ET
2024-05-27,121,CA_307774,204,0.37,0.65,-0.17,0.37,-1.0,0.18961111111111126,,ET
2024-05-27,122,CA_32080,75,1.09,1.76,0.49,1.09,-0.11,2.6465,,ET
2024-05-27,123,CA_32260,61,0.06,0.12,0.75,-0.01,0.95,0.8458148148148149,,ET
2024-05-27,124,CA_32418,47,0.21,0.39,-0.71,-0.16,0.39,0.7324629629629631,,ET
2024-05-27,125,CA_32637,47,0.4,0.87,-0.36,-0.4,-1.0,0.6971851851851848,,ET
2024-05-27,126,CA_32667,61,0.21,0.45,-0.7,-0.13,-0.57,0.6169814814814814,,ET
2024-05-27,127,CA_35772,36,0.24,0.51,-0.75,-0.23,-0.54,0.6495555555555554,,ET
2024-05-27,128,CA_36095,61,0.43,0.96,-0.94,-0.42,-0.49,1.320074074074074,,ET
2024-05-27,129,CA_36121,47,0.24,0.53,0.25,-0.24,0.83,2.622962962962963,,ET
2024-05-27,130,CA_36281,61,0.47,0.85,-0.1,-0.47,0.66,2.5685,,ET
2024-05-27,131,CA_36850,61,0.17,0.32,-0.38,-0.17,-1.0,0.2590000000000001,,ET
2024-05-27,132,CA_36898,37,0.19,0.4,0.09,-0.18,-1.0,0.289148148148148,,ET
2024-05-27,133,CA_36982,241,0.64,1.18,0.39,0.64,-0.18,1.9327777777777777,,ET
2024-05-27,134,CA_37400,61,0.73,1.22,-0.39,-0.73,0.55,2.967333333333333,,ET
2024-05-27,135,CA_37674,47,0.26,0.4,-0.82,-0.05,0.3,0.6130925925925925,,ET
2024-05-27,136,CA_37683,61,0.23,0.38,0.75,-0.23,0.91,1.9793888888888889,,ET
2024-05-27,137,CA_37890,241,0.48,0.98,0.64,-0.48,0.02,1.9162037037037039,,ET
2024-05-27,138,CA_38650,47,2.27,2.81,-0.99,2.27,-1.0,2.197611111111111,,ET
2024-05-27,139,CA_38734,204,0.58,1.01,-0.68,0.58,-0.37,1.4237592592592592,,ET
2024-05-27,140,CA_38912,69,0.54,1.0,0.72,-0.54,0.35,2.183666666666667,,ET
2024-05-27,141,CA_39031,69,0.65,0.94,-0.54,0.65,-1.0,0.8054629629629627,,ET
2024-05-27,142,CA_39032,69,0.49,0.81,0.66,-0.49,-1.0,0.5387592592592594,,ET
2024-05-27,143,CA_39770,69,0.08,0.17,0.91,-0.08,0.87,0.824,,ET
2024-05-27,144,CA_40009,69,0.12,0.28,0.47,-0.12,0.94,2.0965000000000003,,ET
2024-05-27,145,CA_41244,69,0.42,0.81,0.21,-0.42,-1.0,0.642740740740741,,ET
2024-05-27,146,CA_41458,69,0.16,0.36,0.29,-0.16,-0.2,0.5389444444444447,,ET
2024-05-27,147,CA_41682,69,0.55,0.74,0.4,-0.55,-1.0,0.574537037037037,,ET
2024-05-27,148,CA_42021,69,0.29,0.57,0.09,-0.29,-1.0,0.2658703703703704,,ET
2024-05-27,149,CA_42143,69,0.31,0.6,0.0,-0.31,-1.0,0.6385370370370369,,ET
2024-06-03,0,CA_298397,75,0.22,0.14,-0.96,-0.22,-1.0,0.056351851851851854,,ETof
2024-06-03,1,CA_299395,75,0.12,0.11,0.71,-0.12,0.89,0.3155,,ETof
2024-06-03,2,CA_299467,75,0.22,0.23,-1.0,0.22,-1.0,0.12446296296296296,,ETof
2024-06-03,3,CA_300271,75,0.27,0.17,1.0,0.27,-1.0,0.04001851851851854,,ETof
2024-06-03,4,CA_300581,75,0.25,0.22,-0.87,-0.25,0.52,0.2747777777777778,,ETof
2024-06-03,5,CA_300893,75,0.06,0.06,0.99,-0.06,0.94,0.2455555555555556,,ETof
2024-06-03,6,CA_301734,75,0.01,0.01,0.99,0.01,0.99,0.10181481481481475,,ETof
2024-06-03,7,CA_301986,75,0.14,0.12,-1.0,0.14,-1.0,0.0332222222222222,,ETof
2024-06-03,8,CA_302388,75,0.56,0.34,-1.0,0.56,-1.0,0.0896111111111111,,ETof
2024-06-03,9,CA_302578,75,0.03,0.03,-1.0,-0.03,0.81,0.06301851851851847,,ETof
2024-06-03,10,CA_302669,72,0.32,0.22,-0.89,-0.32,0.16,0.1655925925925926,,ETof
2024-06-03,11,CA_303433,72,0.16,0.11,0.98,0.16,0.89,0.256962962962963,,ETof
2024-06-03,12,CA_303972,47,0.02,0.02,0.98,-0.02,0.98,0.11718518518518516,,ETof
2024-06-03,13,CA_304258,72,0.02,0.02,0.99,0.02,0.79,0.04222222222222218,,ETof
2024-06-03,14,CA_304688,72,0.03,0.03,1.0,0.03,0.61,0.035962962962962995,,ETof
2024-06-03,15,CA_305684,204,0.08,0.07,0.91,-0.08,0.42,0.08544444444444445,,ETof
2024-06-03,16,CA_306027,204,0.18,0.15,0.96,-0.18,0.6,0.19499999999999998,,ETof
2024-06-03,17,CA_306521,204,0.2,0.18,0.97,-0.2,0.79,0.34640740740740733,,ETof
2024-06-03,18,CA_307370,204,0.09,0.09,1.0,0.09,-1.0,0.04835185185185187,,ETof
2024-06-03,19,CA_307376,204,0.2,0.14,-0.95,-0.2,-0.65,0.07314814814814816,,ETof
2024-06-03,20,CA_307472,204,0.14,0.12,1.0,-0.14,0.8,0.21537037037037035,,ETof
2024-06-03,21,CA_307774,204,0.0,0.01,0.99,-0.0,0.99,0.05740740740740744,,ETof
2024-06-03,22,CA_32080,75,0.82,0.58,0.26,0.82,0.06,0.41912962962962963,,ETof
2024-06-03,23,CA_32260,61,0.17,0.13,1.0,-0.17,-1.0,0.034925925925925916,,ETof
2024-06-03,24,CA_32418,47,0.42,0.34,-0.7,0.42,-1.0,0.05824074074074075,,ETof
2024-06-03,25,CA_32637,47,0.04,0.03,0.96,-0.04,0.64,0.04720370370370371,,ETof
2024-06-03,26,CA_32667,61,0.03,0.03,-1.0,-0.01,-0.86,0.018166666666666647,,ETof
2024-06-03,27,CA_35772,36,0.04,0.04,-0.18,-0.03,0.8,0.07327777777777778,,ETof
2024-06-03,28,CA_36095,61,0.21,0.21,-1.0,-0.21,-0.16,0.16794444444444445,,ETof
2024-06-03,29,CA_36121,47,0.02,0.02,1.0,-0.02,1.0,0.3405370370370371,,ETof
2024-06-03,30,CA_36281,61,0.09,0.07,-0.98,-0.09,0.98,0.426462962962963,,ETof
2024-06-03,31,CA_36850,61,0.03,0.03,1.0,-0.02,-0.18,0.015981481481481485,,ETof
2024-06-03,32,CA_36898,37,0.04,0.03,0.98,0.04,-1.0,0.00861111111111107,,ETof
2024-06-03,33,CA_36982,241,0.38,0.33,1.0,-0.38,-1.0,0.10653703703703703,,ETof
2024-06-03,34,CA_37400,61,0.26,0.2,0.99,-0.26,0.83,0.36907407407407405,,ETof
2024-06-03,35,CA_37674,47,0.16,0.12,0.96,0.16,-1.0,0.03755555555555553,,ETof
2024-06-03,36,CA_37683,61,0.2,0.14,1.0,-0.2,0.86,0.26122222222222224,,ETof
2024-06-03,37,CA_37890,241,0.25,0.23,-1.0,-0.25,0.03,0.22022222222222218,,ETof
2024-06-03,38,CA_38650,47,1.1,0.77,-1.0,1.1,-1.0,0.3551666666666667,,ETof
2024-06-03,39,CA_38734,204,0.04,0.03,1.0,-0.04,0.99,0.22177777777777777,,ETof
2024-06-03,40,CA_38912,69,0.23,0.2,-1.0,-0.23,0.64,0.27146296296296296,,ETof
2024-06-03,41,CA_39031,69,0.52,0.39,-1.0,0.52,-1.0,0.20383333333333334,,ETof
2024-06-03,42,CA_39032,69,0.32,0.26,-1.0,-0.32,-1.0,0.10183333333333329,,ETof
2024-06-03,43,CA_39770,69,0.02,0.02,-0.69,-0.01,0.99,0.18868518518518518,,ETof
2024-06-03,44,CA_40009,69,0.46,0.41,-1.0,-0.46,-0.26,0.3284259259259259,,ETof
2024-06-03,45,CA_41244,69,0.01,0.01,0.87,-0.01,0.94,0.04825925925925928,,ETof
2024-06-03,46,CA_41458,69,0.17,0.16,0.77,0.17,-1.0,0.05249999999999999,,ETof
2024-06-03,47,CA_41682,69,0.15,0.11,1.0,-0.15,-1.0,0.031537037037037044,,ETof
2024-06-03,48,CA_42021,69,0.03,0.03,1.0,-0.03,-0.13,0.018055555555555564,,ETof
2024-06-03,49,CA_42143,69,0.48,0.39,1.0,0.48,-1.0,0.028833333333333305,,ETof
2024-06-03,50,CA_298397,75,0.29,0.73,0.38,-0.29,-1.0,0.6403518518518521,,ETo
2024-06-03,51,CA_299395,75,0.22,0.55,0.56,-0.22,-1.0,0.5596851851851851,,ETo
2024-06-03,52,CA_299467,75,0.21,0.53,0.54,-0.21,-1.0,0.5339814814814813,,ETo
2024-06-03,53,CA_300271,75,0.08,0.19,0.66,-0.03,0.42,0.5099629629629626,,ETo
2024-06-03,54,CA_300581,75,0.09,0.24,0.64,-0.06,0.16,0.5139444444444444,,ETo
2024-06-03,55,CA_300893,75,0.08,0.2,0.77,-0.06,0.3,0.46383333333333293,,ETo
2024-06-03,56,CA_301734,75,0.09,0.24,0.64,-0.06,0.16,0.5139444444444444,,ETo
2024-06-03,57,CA_301986,75,0.08,0.22,0.75,-0.08,0.0,0.41601851851851873,,ETo
2024-06-03,58,CA_302388,75,0.08,0.21,0.75,-0.07,0.17,0.4425185185185187,,ETo
2024-06-03,59,CA_302578,75,0.08,0.19,0.8,-0.07,-0.05,0.3720925925925928,,ETo
2024-06-03,60,CA_302669,72,0.14,0.38,0.49,-0.13,-1.0,0.5284074074074075,,ETo
2024-06-03,61,CA_303433,72,0.07,0.16,0.79,-0.04,0.47,0.42485185185185176,,ETo
2024-06-03,62,CA_303972,47,0.1,0.28,0.65,-0.08,0.06,0.5308518518518519,,ETo
2024-06-03,63,CA_304258,72,0.07,0.2,0.77,-0.07,0.05,0.38066666666666676,,ETo
2024-06-03,64,CA_304688,72,0.1,0.27,0.68,-0.08,0.05,0.5034444444444444,,ETo
2024-06-03,65,CA_305684,204,0.28,0.62,0.42,-0.28,-1.0,0.4240555555555557,,ETo
2024-06-03,66,CA_306027,204,0.27,0.59,0.57,-0.27,-1.0,0.28546296296296303,,ETo
2024-06-03,67,CA_306521,204,0.24,0.52,0.56,-0.24,-1.0,0.2808148148148151,,ETo
2024-06-03,68,CA_307370,204,0.1,0.25,0.58,-0.06,0.02,0.5037962962962964,,ETo
2024-06-03,69,CA_307376,204,0.1,0.25,0.58,-0.06,0.02,0.5037962962962964,,ETo
2024-06-03,70,CA_307472,204,0.1,0.26,0.59,-0.06,0.0,0.5074074074074079,,ETo
2024-06-03,71,CA_307774,204,0.1,0.22,0.85,-0.1,-1.0,0.23638888888888898,,ETo
2024-06-03,72,CA_32080,75,0.23,0.59,0.87,-0.23,-0.91,0.8751481481481481,,ETo
2024-06-03,73,CA_32260,61,0.23,0.57,0.83,-0.23,-1.0,0.8014074074074072,,ETo
2024-06-03,74,CA_32418,47,0.21,0.53,0.76,-0.21,-1.0,0.6975370370370367,,ETo
2024-06-03,75,CA_32637,47,0.25,0.63,0.83,-0.25,-1.0,0.9215740740740738,,ETo
2024-06-03,76,CA_32667,61,0.19,0.5,0.6,-0.19,-1.0,0.604351851851852,,ETo
2024-06-03,77,CA_35772,36,0.25,0.62,0.84,-0.25,-1.0,0.844685185185185,,ETo
2024-06-03,78,CA_36095,61,0.22,0.53,0.81,-0.22,-1.0,0.691740740740741,,ETo
2024-06-03,79,CA_36121,47,0.23,0.56,0.81,-0.23,-1.0,0.7214074074074074,,ETo
2024-06-03,80,CA_36281,61,0.22,0.53,0.79,-0.22,-1.0,0.7296666666666667,,ETo
2024-06-03,81,CA_36850,61,0.23,0.56,0.81,-0.23,-1.0,0.737037037037037,,ETo
2024-06-03,82,CA_36898,37,0.26,0.61,0.81,-0.26,-1.0,0.7732407407407406,,ETo
2024-06-03,83,CA_36982,241,0.23,0.56,0.81,-0.23,-1.0,0.737037037037037,,ETo
2024-06-03,84,CA_37400,61,0.24,0.6,0.82,-0.24,-1.0,0.8467037037037036,,ETo
2024-06-03,85,CA_37674,47,0.18,0.46,0.64,-0.18,-1.0,0.5539629629629627,,ETo
2024-06-03,86,CA_37683,61,0.22,0.56,0.85,-0.22,-1.0,0.7799444444444443,,ETo
2024-06-03,87,CA_37890,241,0.21,0.51,0.72,-0.21,-1.0,0.6433333333333336,,ETo
2024-06-03,88,CA_38650,47,0.2,0.49,0.8,-0.2,-1.0,0.6916851851851852,,ETo
2024-06-03,89,CA_38734,204,0.17,0.43,0.79,-0.17,-0.79,0.6350000000000002,,ETo
2024-06-03,90,CA_38912,69,0.17,0.44,0.62,-0.17,-1.0,0.5361851851851852,,ETo
2024-06-03,91,CA_39031,69,0.19,0.46,0.63,-0.19,-1.0,0.5533148148148147,,ETo
2024-06-03,92,CA_39032,69,0.18,0.46,0.64,-0.18,-1.0,0.5539629629629627,,ETo
2024-06-03,93,CA_39770,69,0.31,0.74,0.46,-0.31,-1.0,0.5848518518518516,,ETo
2024-06-03,94,CA_40009,69,0.22,0.55,0.75,-0.22,-1.0,0.7261296296296295,,ETo
2024-06-03,95,CA_41244,69,0.22,0.53,0.78,-0.22,-1.0,0.6632592592592594,,ETo
2024-06-03,96,CA_41458,69,0.15,0.38,0.76,-0.15,-0.69,0.5741481481481477,,ETo
2024-06-03,97,CA_41682,69,0.24,0.59,0.79,-0.24,-1.0,0.7990555555555557,,ETo
2024-06-03,98,CA_42021,69,0.21,0.52,0.64,-0.21,-1.0,0.6123888888888885,,ETo
2024-06-03,99,CA_42143,69,0.17,0.44,0.61,-0.17,-1.0,0.5149444444444446,,ETo
2024-06-03,100,CA_298397,75,0.19,0.26,0.23,-0.19,0.58,0.5248333333333334,,ET
2024-06-03,101,CA_299395,75,0.51,1.09,0.73,-0.51,0.2,2.4907037037037036,,ET
2024-06-03,102,CA_299467,75,0.46,0.9,0.36,0.46,-1.0,0.6777037037037038,,ET
2024-06-03,103,CA_300271,75,0.17,0.29,0.84,0.16,-0.01,0.317148148148148,,ET
2024-06-03,104,CA_300581,75,0.36,0.75,0.63,-0.36,0.49,2.070314814814815,,ET
2024-06-03,105,CA_300893,75,0.11,0.28,-0.36,-0.03,0.9,1.80937037037037,,ET
2024-06-03,106,CA_301734,75,0.34,0.76,0.59,-0.34,-1.0,0.8177592592592594,,ET
2024-06-03,107,CA_301986,75,0.27,0.47,0.22,0.27,-1.0,0.2759444444444445,,ET
