forecasting_date,level_1,field_id,crop,mae,rmse,corr,bias,skill_score,c_mae,c_bias,variable
2024-03-18,149,CA_42143,69,0.18,0.37,-0.91,-0.17,-1.0,0.33912962962962956,,ET
2024-03-25,0,CA_298397,75,0.02,0.02,0.81,-0.02,0.99,0.11590740740740735,,ETof
2024-03-25,1,CA_299395,75,0.18,0.16,1.0,0.18,0.72,0.28724074074074074,,ETof
2024-03-25,2,CA_299467,75,0.2,0.18,,0.2,-0.61,0.12355555555555554,,ETof
2024-03-25,3,CA_300271,75,1.47,0.93,-0.95,-1.47,-0.8,0.4163333333333333,,ETof
2024-03-25,4,CA_300581,75,0.58,0.52,-0.94,-0.58,-0.44,0.3731481481481482,,ETof
2024-03-25,5,CA_300893,75,0.04,0.04,0.99,-0.04,0.97,0.20864814814814814,,ETof
2024-03-25,6,CA_301734,75,0.12,0.14,-1.0,0.11,-1.0,0.058259259259259254,,ETof
2024-03-25,7,CA_301986,75,0.26,0.21,-1.0,-0.26,-0.41,0.12920370370370368,,ETof
2024-03-25,8,CA_302388,75,0.04,0.03,0.99,-0.03,0.96,0.09988888888888887,,ETof
2024-03-25,9,CA_302578,75,0.18,0.17,1.0,-0.18,0.31,0.1874814814814815,,ETof
2024-03-25,10,CA_302669,72,0.72,0.53,0.56,-0.72,-0.12,0.33087037037037037,,ETof
2024-03-25,11,CA_303433,72,0.14,0.1,0.98,-0.14,0.87,0.2076111111111111,,ETof
2024-03-25,12,CA_303972,47,0.59,0.48,-0.97,-0.59,0.2,0.4325925925925927,,ETof
2024-03-25,13,CA_304258,72,0.04,0.04,-0.88,-0.04,0.09,0.04201851851851849,,ETof
2024-03-25,14,CA_304688,72,0.25,0.22,1.0,-0.25,-1.0,0.03199999999999997,,ETof
2024-03-25,15,CA_305684,204,0.29,0.26,-1.0,-0.29,0.35,0.282,,ETof
2024-03-25,16,CA_306027,204,0.06,0.06,-0.12,-0.06,0.95,0.21181481481481482,,ETof
2024-03-25,17,CA_306521,204,0.12,0.11,-1.0,-0.12,0.82,0.2225925925925926,,ETof
2024-03-25,18,CA_307370,204,0.15,0.15,-0.43,-0.15,0.11,0.14905555555555558,,ETof
2024-03-25,19,CA_307376,204,0.85,0.61,0.05,-0.85,-1.0,0.28118518518518515,,ETof
2024-03-25,20,CA_307472,204,0.27,0.23,0.99,-0.27,0.68,0.33762962962962967,,ETof
2024-03-25,21,CA_307774,204,0.25,0.22,-0.85,-0.25,0.06,0.16977777777777778,,ETof
2024-03-25,22,CA_32080,75,0.56,0.42,-0.98,0.56,-0.98,0.1957407407407407,,ETof
2024-03-25,23,CA_32260,61,0.38,0.29,0.96,-0.38,-1.0,0.07737037037037038,,ETof
2024-03-25,24,CA_32418,47,0.11,0.1,-0.5,-0.03,0.76,0.14037037037037034,,ETof
2024-03-25,25,CA_32637,47,0.19,0.17,,-0.19,-1.0,0.03411111111111111,,ETof
2024-03-25,26,CA_32667,61,0.3,0.29,-0.36,-0.3,-0.85,0.1862962962962963,,ETof
2024-03-25,27,CA_35772,36,0.05,0.04,1.0,0.0,0.82,0.07492592592592594,,ETof
2024-03-25,28,CA_36095,61,0.07,0.07,-0.99,0.07,-0.25,0.04664814814814814,,ETof
2024-03-25,29,CA_36121,47,0.07,0.07,-0.83,-0.07,0.89,0.21525925925925918,,ETof
2024-03-25,30,CA_36281,61,0.3,0.25,-0.92,0.3,-1.0,0.08592592592592592,,ETof
2024-03-25,31,CA_36850,61,0.04,0.04,0.88,-0.04,0.72,0.05688888888888888,,ETof
2024-03-25,32,CA_36898,37,0.1,0.08,0.99,-0.1,0.43,0.09196296296296301,,ETof
2024-03-25,33,CA_36982,241,0.07,0.07,0.97,0.07,0.49,0.07544444444444447,,ETof
2024-03-25,34,CA_37400,61,0.06,0.05,1.0,-0.06,0.95,0.1735,,ETof
2024-03-25,35,CA_37674,47,0.03,0.02,-0.14,-0.03,0.99,0.20912962962962964,,ETof
2024-03-25,36,CA_37683,61,0.14,0.11,0.74,-0.07,0.65,0.1064814814814815,,ETof
2024-03-25,37,CA_37890,241,0.05,0.05,0.98,-0.04,0.46,0.06014814814814808,,ETof
2024-03-25,38,CA_38650,47,0.15,0.11,1.0,-0.15,0.94,0.2974814814814815,,ETof
2024-03-25,39,CA_38734,204,0.1,0.09,-1.0,-0.1,-0.45,0.057037037037037,,ETof
2024-03-25,40,CA_38912,69,0.77,0.66,0.92,-0.77,-0.53,0.41616666666666663,,ETof
2024-03-25,41,CA_39031,69,0.28,0.21,-1.0,-0.28,0.7,0.28274074074074074,,ETof
2024-03-25,42,CA_39032,69,0.09,0.09,-1.0,-0.08,-1.0,0.03764814814814815,,ETof
2024-03-25,43,CA_39770,69,0.12,0.1,0.96,-0.12,0.8,0.1949074074074074,,ETof
2024-03-25,44,CA_40009,69,0.05,0.04,0.38,0.05,0.93,0.14531481481481487,,ETof
2024-03-25,45,CA_41244,69,0.02,0.02,0.87,0.02,0.71,0.035611111111111114,,ETof
2024-03-25,46,CA_41458,69,0.25,0.24,-0.95,-0.25,0.11,0.2076111111111112,,ETof
2024-03-25,47,CA_41682,69,0.86,0.61,-0.62,-0.86,-0.11,0.40546296296296286,,ETof
2024-03-25,48,CA_42021,69,0.06,0.05,-0.1,0.06,0.75,0.08383333333333332,,ETof
2024-03-25,49,CA_42143,69,0.26,0.22,-0.97,-0.26,-1.0,0.036944444444444446,,ETof
2024-03-25,50,CA_298397,75,0.14,0.35,-0.4,0.09,-0.23,0.6391851851851852,,ETo
2024-03-25,51,CA_299395,75,0.13,0.32,-0.25,0.08,0.03,0.6397592592592594,,ETo
2024-03-25,52,CA_299467,75,0.13,0.32,-0.25,0.08,0.04,0.6391296296296295,,ETo
2024-03-25,53,CA_300271,75,0.12,0.32,-0.61,0.06,0.15,0.7291481481481483,,ETo
2024-03-25,54,CA_300581,75,0.11,0.28,-0.5,0.04,0.27,0.6603888888888888,,ETo
2024-03-25,55,CA_300893,75,0.11,0.28,-0.47,0.04,0.25,0.6290740740740741,,ETo
2024-03-25,56,CA_301734,75,0.11,0.28,-0.5,0.04,0.27,0.6603888888888888,,ETo
2024-03-25,57,CA_301986,75,0.12,0.29,-0.52,0.05,0.24,0.627,,ETo
2024-03-25,58,CA_302388,75,0.12,0.28,-0.51,0.04,0.23,0.6385925925925925,,ETo
2024-03-25,59,CA_302578,75,0.13,0.3,-0.47,0.07,0.18,0.6006111111111111,,ETo
2024-03-25,60,CA_302669,72,0.11,0.32,-0.63,0.06,0.08,0.668259259259259,,ETo
2024-03-25,61,CA_303433,72,0.12,0.3,-0.51,0.06,0.24,0.6772222222222223,,ETo
2024-03-25,62,CA_303972,47,0.11,0.28,-0.5,0.04,0.31,0.6676851851851855,,ETo
2024-03-25,63,CA_304258,72,0.12,0.28,-0.46,0.05,0.21,0.5989814814814817,,ETo
2024-03-25,64,CA_304688,72,0.1,0.24,-0.44,0.03,0.37,0.5898703703703703,,ETo
2024-03-25,65,CA_305684,204,0.12,0.31,-0.96,0.11,0.14,0.618296296296296,,ETo
2024-03-25,66,CA_306027,204,0.13,0.31,-0.45,0.06,0.17,0.658,,ETo
2024-03-25,67,CA_306521,204,0.14,0.31,-0.36,0.07,0.18,0.6380185185185187,,ETo
2024-03-25,68,CA_307370,204,0.11,0.28,-0.61,0.05,0.26,0.6515555555555556,,ETo
2024-03-25,69,CA_307376,204,0.11,0.28,-0.61,0.05,0.26,0.6515555555555556,,ETo
2024-03-25,70,CA_307472,204,0.11,0.28,-0.6,0.05,0.26,0.6574444444444444,,ETo
2024-03-25,71,CA_307774,204,0.13,0.31,-0.45,0.06,0.12,0.6377592592592594,,ETo
2024-03-25,72,CA_32080,75,0.19,0.44,-0.23,0.16,-0.39,0.7709444444444445,,ETo
2024-03-25,73,CA_32260,61,0.18,0.41,-0.19,0.14,-0.26,0.7345740740740742,,ETo
2024-03-25,74,CA_32418,47,0.13,0.3,-0.58,0.09,0.4,0.7372962962962962,,ETo
2024-03-25,75,CA_32637,47,0.11,0.27,-0.61,0.07,0.46,0.7250370370370373,,ETo
2024-03-25,76,CA_32667,61,0.13,0.3,-0.1,0.07,0.12,0.6390555555555554,,ETo
2024-03-25,77,CA_35772,36,0.18,0.41,-0.16,0.14,-0.36,0.7063888888888888,,ETo
2024-03-25,78,CA_36095,61,0.11,0.26,-0.46,0.08,0.47,0.7216296296296294,,ETo
2024-03-25,79,CA_36121,47,0.11,0.26,-0.45,0.08,0.47,0.7213888888888889,,ETo
2024-03-25,80,CA_36281,61,0.11,0.25,-0.46,0.07,0.5,0.7125185185185186,,ETo
2024-03-25,81,CA_36850,61,0.11,0.26,-0.42,0.08,0.49,0.7399629629629628,,ETo
2024-03-25,82,CA_36898,37,0.19,0.44,-0.17,0.16,-0.37,0.745148148148148,,ETo
2024-03-25,83,CA_36982,241,0.11,0.26,-0.42,0.08,0.49,0.7399629629629628,,ETo
2024-03-25,84,CA_37400,61,0.15,0.35,-0.1,0.11,-0.23,0.6235185185185186,,ETo
2024-03-25,85,CA_37674,47,0.12,0.28,-0.03,0.07,0.1,0.5750740740740742,,ETo
2024-03-25,86,CA_37683,61,0.18,0.41,-0.17,0.14,-0.19,0.754296296296296,,ETo
2024-03-25,87,CA_37890,241,0.12,0.27,-0.03,0.07,0.02,0.5251481481481481,,ETo
2024-03-25,88,CA_38650,47,0.16,0.37,-0.02,0.12,-0.15,0.6860740740740741,,ETo
2024-03-25,89,CA_38734,204,0.12,0.27,-0.38,0.08,0.43,0.7088703703703705,,ETo
2024-03-25,90,CA_38912,69,0.12,0.27,-0.01,0.06,0.18,0.5796296296296297,,ETo
2024-03-25,91,CA_39031,69,0.11,0.26,-0.06,0.05,0.11,0.5319629629629632,,ETo
2024-03-25,92,CA_39032,69,0.12,0.28,-0.03,0.07,0.1,0.5750740740740742,,ETo
2024-03-25,93,CA_39770,69,0.13,0.32,-0.35,0.07,-0.19,0.583888888888889,,ETo
2024-03-25,94,CA_40009,69,0.12,0.27,-0.59,0.07,0.4,0.6828703703703703,,ETo
2024-03-25,95,CA_41244,69,0.19,0.44,-0.12,0.14,-0.07,0.8155185185185188,,ETo
2024-03-25,96,CA_41458,69,0.13,0.3,-0.45,0.1,0.37,0.747851851851852,,ETo
2024-03-25,97,CA_41682,69,0.1,0.24,-0.57,0.05,0.38,0.6056296296296299,,ETo
2024-03-25,98,CA_42021,69,0.12,0.28,-0.53,0.08,0.33,0.6645925925925925,,ETo
2024-03-25,99,CA_42143,69,0.12,0.29,-0.08,0.07,0.2,0.6239074074074077,,ETo
2024-03-25,100,CA_298397,75,0.18,0.25,-0.78,0.1,-0.78,0.18800000000000003,,ET
2024-03-25,101,CA_299395,75,0.05,0.13,0.44,-0.01,0.77,0.498037037037037,,ET
2024-03-25,102,CA_299467,75,0.08,0.17,-0.1,0.05,-1.0,0.18683333333333332,,ET
2024-03-25,103,CA_300271,75,0.81,1.12,-0.75,-0.81,-1.0,1.0504999999999998,,ET
2024-03-25,104,CA_300581,75,0.25,0.55,0.82,-0.25,-0.26,0.8483518518518519,,ET
2024-03-25,105,CA_300893,75,0.08,0.19,-0.24,0.05,0.15,0.3206851851851853,,ET
2024-03-25,106,CA_301734,75,0.09,0.22,0.35,0.07,-1.0,0.2837407407407406,,ET
2024-03-25,107,CA_301986,75,0.22,0.39,0.33,-0.22,-1.0,0.1454444444444445,,ET
2024-03-25,108,CA_302388,75,0.1,0.14,0.15,0.08,0.04,0.12450000000000001,,ET
2024-03-25,109,CA_302578,75,0.32,0.65,0.81,0.32,-1.0,0.4781851851851852,,ET
2024-03-25,110,CA_302669,72,0.33,0.55,-0.74,-0.27,0.13,0.849462962962963,,ET
2024-03-25,111,CA_303433,72,0.24,0.37,-0.63,0.13,-0.31,0.33183333333333326,,ET
2024-03-25,112,CA_303972,47,0.22,0.44,0.7,-0.22,0.42,0.8985555555555554,,ET
2024-03-25,113,CA_304258,72,0.12,0.27,-0.45,0.03,0.13,0.5116296296296295,,ET
2024-03-25,114,CA_304688,72,0.25,0.52,-0.36,0.25,-1.0,0.5944259259259258,,ET
2024-03-25,115,CA_305684,204,0.07,0.14,0.71,-0.01,0.63,0.28614814814814804,,ET
2024-03-25,116,CA_306027,204,0.16,0.32,0.07,0.16,-1.0,0.2201666666666667,,ET
2024-03-25,117,CA_306521,204,0.29,0.55,0.64,0.29,-1.0,0.23244444444444437,,ET
2024-03-25,118,CA_307370,204,0.06,0.16,-0.78,0.01,0.58,0.44927777777777783,,ET
2024-03-25,119,CA_307376,204,0.32,0.54,-0.77,-0.32,-0.75,0.587888888888889,,ET
2024-03-25,120,CA_307472,204,0.07,0.18,-0.07,-0.06,0.8,0.6996851851851851,,ET
2024-03-25,121,CA_307774,204,0.08,0.14,0.78,0.03,-0.41,0.15335185185185182,,ET
2024-03-25,122,CA_32080,75,0.34,0.55,0.55,0.34,0.4,1.1282592592592593,,ET
2024-03-25,123,CA_32260,61,0.07,0.15,0.89,-0.07,0.51,0.34394444444444444,,ET
2024-03-25,124,CA_32418,47,0.16,0.28,0.43,0.13,-1.0,0.11320370370370363,,ET
2024-03-25,125,CA_32637,47,0.19,0.4,0.06,0.16,-0.37,0.6318888888888888,,ET
2024-03-25,126,CA_32667,61,0.12,0.29,-0.19,-0.08,-1.0,0.24218518518518498,,ET
2024-03-25,127,CA_35772,36,0.06,0.12,0.31,-0.02,0.9,0.6836666666666668,,ET
2024-03-25,128,CA_36095,61,0.23,0.48,0.0,0.21,-1.0,0.5225370370370369,,ET
2024-03-25,129,CA_36121,47,0.19,0.42,0.45,0.19,-1.0,0.1720925925925926,,ET
2024-03-25,130,CA_36281,61,0.16,0.3,0.25,0.16,0.32,0.6278518518518518,,ET
2024-03-25,131,CA_36850,61,0.09,0.17,0.41,0.06,0.33,0.316314814814815,,ET
2024-03-25,132,CA_36898,37,0.08,0.17,-0.33,-0.0,0.19,0.31451851851851853,,ET
2024-03-25,133,CA_36982,241,0.14,0.28,-0.27,0.09,0.22,0.4985000000000001,,ET
2024-03-25,134,CA_37400,61,0.25,0.45,-0.64,-0.25,-1.0,0.16170370370370368,,ET
2024-03-25,135,CA_37674,47,0.14,0.28,0.5,-0.12,-0.79,0.20248148148148148,,ET
2024-03-25,136,CA_37683,61,0.32,0.51,0.66,0.32,-0.2,0.7144074074074074,,ET
2024-03-25,137,CA_37890,241,0.08,0.19,-0.25,-0.03,-0.06,0.331685185185185,,ET
2024-03-25,138,CA_38650,47,0.5,0.63,0.07,0.36,-1.0,0.3305925925925927,,ET
2024-03-25,139,CA_38734,204,0.18,0.34,-0.27,0.14,-0.17,0.47520370370370374,,ET
2024-03-25,140,CA_38912,69,0.55,1.04,0.71,-0.55,-1.0,0.7122592592592593,,ET
2024-03-25,141,CA_39031,69,0.29,0.44,-0.12,-0.29,-0.45,0.4685925925925925,,ET
2024-03-25,142,CA_39032,69,0.08,0.14,-0.32,0.01,0.73,0.42818518518518517,,ET
2024-03-25,143,CA_39770,69,0.09,0.24,-0.39,-0.07,-1.0,0.19505555555555554,,ET
2024-03-25,144,CA_40009,69,0.18,0.37,-0.58,0.15,-1.0,0.2746666666666668,,ET
2024-03-25,145,CA_41244,69,0.38,0.75,-0.16,0.35,-0.73,0.9348703703703704,,ET
2024-03-25,146,CA_41458,69,0.21,0.39,0.46,0.15,-1.0,0.26542592592592573,,ET
2024-03-25,147,CA_41682,69,0.48,0.75,0.33,-0.48,-0.7,0.6975185185185183,,ET
2024-03-25,148,CA_42021,69,0.14,0.28,0.04,0.14,0.07,0.5251851851851853,,ET
2024-03-25,149,CA_42143,69,0.13,0.27,0.19,-0.13,-0.06,0.42707407407407416,,ET
2024-04-01,0,CA_298397,75,0.26,0.17,-1.0,-0.26,0.68,0.18862962962962962,,ETof
2024-04-01,1,CA_299395,75,0.11,0.11,-0.88,0.11,0.9,0.3169814814814815,,ETof
2024-04-01,2,CA_299467,75,0.07,0.06,0.92,-0.07,0.9,0.1693888888888889,,ETof
2024-04-01,3,CA_300271,75,0.71,0.5,-0.99,-0.71,-1.0,0.1758888888888889,,ETof
2024-04-01,4,CA_300581,75,0.51,0.45,-1.0,-0.51,-0.14,0.3638148148148148,,ETof
2024-04-01,5,CA_300893,75,0.01,0.01,0.95,0.01,1.0,0.2310925925925925,,ETof
2024-04-01,6,CA_301734,75,0.04,0.05,0.98,0.04,0.23,0.04066666666666665,,ETof
2024-04-01,7,CA_301986,75,0.6,0.45,-0.96,-0.6,-0.99,0.23961111111111114,,ETof
2024-04-01,8,CA_302388,75,0.24,0.15,0.99,-0.24,0.71,0.1620555555555556,,ETof
2024-04-01,9,CA_302578,75,0.12,0.11,1.0,-0.12,0.46,0.1356481481481482,,ETof
2024-04-01,10,CA_302669,72,0.12,0.09,0.99,-0.12,-1.0,0.033351851851851834,,ETof
2024-04-01,11,CA_303433,72,0.16,0.13,-0.97,0.16,0.43,0.1198333333333333,,ETof
2024-04-01,12,CA_303972,47,0.11,0.11,-0.95,-0.11,0.92,0.30285185185185176,,ETof
2024-04-01,13,CA_304258,72,0.01,0.01,0.0,0.01,0.99,0.07437037037037036,,ETof
2024-04-01,14,CA_304688,72,0.2,0.18,-1.0,-0.2,-0.84,0.11709259259259257,,ETof
2024-04-01,15,CA_305684,204,0.28,0.24,0.97,-0.28,0.33,0.2604444444444444,,ETof
2024-04-01,16,CA_306027,204,0.14,0.12,0.99,-0.14,0.85,0.2558703703703704,,ETof
2024-04-01,17,CA_306521,204,0.2,0.17,-1.0,-0.2,0.73,0.29662962962962963,,ETof
2024-04-01,18,CA_307370,204,0.05,0.06,-0.99,-0.05,0.49,0.07687037037037044,,ETof
2024-04-01,19,CA_307376,204,0.34,0.26,-0.98,-0.34,-1.0,0.06657407407407408,,ETof
2024-04-01,20,CA_307472,204,0.46,0.38,-1.0,-0.46,0.4,0.4087962962962963,,ETof
2024-04-01,21,CA_307774,204,0.3,0.24,1.0,-0.3,0.05,0.20105555555555563,,ETof
2024-04-01,22,CA_32080,75,0.46,0.33,1.0,0.46,-0.82,0.1700925925925926,,ETof
2024-04-01,23,CA_32260,61,0.29,0.22,0.93,-0.29,-1.0,0.03146296296296298,,ETof
2024-04-01,24,CA_32418,47,0.32,0.29,1.0,0.32,-1.0,0.09140740740740742,,ETof
2024-04-01,25,CA_32637,47,0.32,0.28,,-0.32,-1.0,0.11399999999999995,,ETof
2024-04-01,26,CA_32667,61,0.25,0.24,0.82,-0.25,-0.94,0.15462962962962962,,ETof
2024-04-01,27,CA_35772,36,0.24,0.21,-0.88,-0.24,-1.0,0.10649999999999998,,ETof
2024-04-01,28,CA_36095,61,0.03,0.03,0.94,-0.03,0.97,0.1668518518518518,,ETof
2024-04-01,29,CA_36121,47,0.22,0.21,-1.0,-0.22,0.69,0.3484629629629629,,ETof
2024-04-01,30,CA_36281,61,0.11,0.11,-0.97,-0.07,0.73,0.16333333333333336,,ETof
2024-04-01,31,CA_36850,61,0.18,0.15,-0.97,-0.18,0.27,0.13870370370370375,,ETof
2024-04-01,32,CA_36898,37,0.17,0.15,-0.89,-0.17,0.5,0.17703703703703702,,ETof
2024-04-01,33,CA_36982,241,0.17,0.17,-0.99,-0.17,0.48,0.20325925925925922,,ETof
2024-04-01,34,CA_37400,61,0.22,0.17,-0.83,-0.22,0.81,0.29731481481481475,,ETof
2024-04-01,35,CA_37674,47,0.16,0.14,-0.97,-0.16,0.88,0.3070740740740741,,ETof
2024-04-01,36,CA_37683,61,0.07,0.06,0.99,0.03,0.92,0.1377777777777778,,ETof
2024-04-01,37,CA_37890,241,0.21,0.2,-0.99,-0.21,-0.17,0.16796296296296295,,ETof
2024-04-01,38,CA_38650,47,0.21,0.15,0.98,-0.21,0.91,0.34631481481481474,,ETof
2024-04-01,39,CA_38734,204,0.27,0.23,0.88,-0.27,-0.2,0.171962962962963,,ETof
2024-04-01,40,CA_38912,69,0.38,0.38,1.0,-0.35,-0.61,0.20090740740740742,,ETof
2024-04-01,41,CA_39031,69,0.48,0.36,-0.98,-0.48,0.46,0.3690555555555555,,ETof
2024-04-01,42,CA_39032,69,0.35,0.29,-1.0,-0.35,-1.0,0.11057407407407403,,ETof
2024-04-01,43,CA_39770,69,0.08,0.07,0.96,-0.08,0.92,0.22792592592592587,,ETof
2024-04-01,44,CA_40009,69,0.05,0.06,-1.0,-0.05,0.96,0.2577777777777777,,ETof
2024-04-01,45,CA_41244,69,0.04,0.04,-1.0,-0.04,-1.0,0.015499999999999922,,ETof
2024-04-01,46,CA_41458,69,0.19,0.18,1.0,-0.19,0.34,0.18518518518518515,,ETof
2024-04-01,47,CA_41682,69,0.32,0.27,-1.0,-0.28,0.68,0.3278703703703703,,ETof
2024-04-01,48,CA_42021,69,0.04,0.03,-0.94,0.02,-0.36,0.02157407407407407,,ETof
2024-04-01,49,CA_42143,69,0.34,0.28,0.98,-0.34,-1.0,0.040648148148148155,,ETof
2024-04-01,50,CA_298397,75,0.16,0.42,0.06,0.04,0.04,0.8546666666666664,,ETo
2024-04-01,51,CA_299395,75,0.16,0.48,0.44,0.11,-0.11,0.7914259259259259,,ETo
2024-04-01,52,CA_299467,75,0.16,0.48,0.42,0.1,-0.1,0.7941296296296295,,ETo
2024-04-01,53,CA_300271,75,0.15,0.45,0.45,0.11,0.09,0.8311851851851854,,ETo
2024-04-01,54,CA_300581,75,0.15,0.45,0.46,0.11,0.12,0.822,,ETo
2024-04-01,55,CA_300893,75,0.14,0.43,0.35,0.1,0.1,0.717,,ETo
2024-04-01,56,CA_301734,75,0.15,0.45,0.46,0.11,0.12,0.822,,ETo
2024-04-01,57,CA_301986,75,0.15,0.44,0.36,0.11,0.06,0.7186666666666666,,ETo
2024-04-01,58,CA_302388,75,0.15,0.43,0.35,0.1,0.08,0.7161111111111111,,ETo
2024-04-01,59,CA_302578,75,0.17,0.54,0.23,0.17,-0.13,0.7700370370370372,,ETo
2024-04-01,60,CA_302669,72,0.17,0.5,0.45,0.12,0.03,0.8988888888888886,,ETo
2024-04-01,61,CA_303433,72,0.15,0.47,0.33,0.14,0.07,0.774,,ETo
2024-04-01,62,CA_303972,47,0.15,0.43,0.4,0.09,0.15,0.7507777777777783,,ETo
2024-04-01,63,CA_304258,72,0.16,0.5,0.26,0.14,-0.05,0.7562407407407407,,ETo
2024-04-01,64,CA_304688,72,0.15,0.48,0.35,0.11,0.05,0.7689629629629632,,ETo
2024-04-01,65,CA_305684,204,0.2,0.52,-0.37,0.1,-0.06,0.7944629629629629,,ETo
2024-04-01,66,CA_306027,204,0.14,0.45,0.23,0.13,-0.03,0.6667037037037038,,ETo
2024-04-01,67,CA_306521,204,0.15,0.49,0.16,0.15,-0.23,0.6465000000000001,,ETo
2024-04-01,68,CA_307370,204,0.17,0.49,0.48,0.12,0.06,0.8840555555555554,,ETo
2024-04-01,69,CA_307376,204,0.17,0.49,0.48,0.12,0.06,0.8840555555555554,,ETo
2024-04-01,70,CA_307472,204,0.16,0.49,0.48,0.12,0.07,0.8789074074074074,,ETo
2024-04-01,71,CA_307774,204,0.15,0.47,0.22,0.14,-0.12,0.6696851851851852,,ETo
2024-04-01,72,CA_32080,75,0.16,0.42,0.44,0.04,0.15,0.7189814814814813,,ETo
2024-04-01,73,CA_32260,61,0.17,0.52,0.37,0.15,-0.37,0.7186666666666666,,ETo
2024-04-01,74,CA_32418,47,0.15,0.41,0.36,0.02,0.07,0.6813518518518519,,ETo
2024-04-01,75,CA_32637,47,0.16,0.41,0.37,0.01,0.08,0.7003518518518517,,ETo
2024-04-01,76,CA_32667,61,0.15,0.45,0.41,0.09,-0.12,0.6769259259259259,,ETo
2024-04-01,77,CA_35772,36,0.15,0.42,0.39,0.06,0.17,0.759425925925926,,ETo
2024-04-01,78,CA_36095,61,0.14,0.37,0.49,0.04,0.23,0.6979074074074075,,ETo
2024-04-01,79,CA_36121,47,0.14,0.37,0.48,0.04,0.21,0.697185185185185,,ETo
2024-04-01,80,CA_36281,61,0.15,0.4,0.44,0.04,0.16,0.7055185185185184,,ETo
2024-04-01,81,CA_36850,61,0.15,0.39,0.45,0.05,0.22,0.7376111111111111,,ETo
2024-04-01,82,CA_36898,37,0.15,0.4,0.45,0.06,0.24,0.7766481481481483,,ETo
2024-04-01,83,CA_36982,241,0.15,0.39,0.45,0.05,0.22,0.7376111111111111,,ETo
2024-04-01,84,CA_37400,61,0.16,0.48,0.38,0.11,-0.32,0.6798703703703701,,ETo
2024-04-01,85,CA_37674,47,0.17,0.46,0.34,0.1,-0.22,0.6540185185185184,,ETo
2024-04-01,86,CA_37683,61,0.15,0.41,0.4,0.02,0.09,0.6862592592592591,,ETo
2024-04-01,87,CA_37890,241,0.16,0.44,0.37,0.09,-0.29,0.6160370370370373,,ETo
2024-04-01,88,CA_38650,47,0.14,0.38,0.43,0.02,0.09,0.6562407407407409,,ETo
2024-04-01,89,CA_38734,204,0.15,0.37,0.45,0.02,0.13,0.6686296296296295,,ETo
2024-04-01,90,CA_38912,69,0.16,0.46,0.36,0.1,-0.18,0.6628703703703704,,ETo
2024-04-01,91,CA_39031,69,0.16,0.46,0.36,0.1,-0.23,0.645851851851852,,ETo
2024-04-01,92,CA_39032,69,0.17,0.46,0.34,0.1,-0.22,0.6540185185185184,,ETo
2024-04-01,93,CA_39770,69,0.15,0.45,0.45,0.1,-0.14,0.8005185185185185,,ETo
2024-04-01,94,CA_40009,69,0.16,0.42,0.35,0.01,-0.05,0.6495185185185185,,ETo
2024-04-01,95,CA_41244,69,0.15,0.4,0.34,-0.0,-0.03,0.6654814814814817,,ETo
2024-04-01,96,CA_41458,69,0.15,0.39,0.4,0.02,0.12,0.7526481481481482,,ETo
2024-04-01,97,CA_41682,69,0.16,0.41,0.26,0.01,-0.03,0.6468518518518517,,ETo
2024-04-01,98,CA_42021,69,0.16,0.43,0.22,0.03,0.01,0.719148148148148,,ETo
2024-04-01,99,CA_42143,69,0.16,0.46,0.39,0.1,-0.13,0.6893518518518517,,ETo
2024-04-01,100,CA_298397,75,0.31,0.46,0.3,-0.15,0.15,0.5549259259259259,,ET
2024-04-01,101,CA_299395,75,0.21,0.5,-0.15,0.04,-0.16,0.8859259259259259,,ET
2024-04-01,102,CA_299467,75,0.2,0.48,0.11,0.09,-0.9,0.5797592592592594,,ET
2024-04-01,103,CA_300271,75,0.43,0.84,-0.73,-0.43,-1.0,0.48846296296296304,,ET
2024-04-01,104,CA_300581,75,0.19,0.41,0.66,-0.06,0.49,0.9883703703703702,,ET
2024-04-01,105,CA_300893,75,0.22,0.58,-0.07,0.17,-1.0,0.7007222222222221,,ET
2024-04-01,106,CA_301734,75,0.18,0.5,0.65,0.18,-0.59,0.6666296296296298,,ET
2024-04-01,107,CA_301986,75,0.35,0.68,-0.03,-0.33,-1.0,0.6933703703703703,,ET
2024-04-01,108,CA_302388,75,0.3,0.41,0.02,-0.05,0.08,0.4666666666666668,,ET
2024-04-01,109,CA_302578,75,0.24,0.54,-0.36,0.07,-0.37,0.6071296296296297,,ET
2024-04-01,110,CA_302669,72,0.25,0.46,-0.48,0.21,-1.0,0.33262962962962955,,ET
2024-04-01,111,CA_303433,72,0.38,0.71,-0.33,0.3,-0.77,0.5354999999999999,,ET
2024-04-01,112,CA_303972,47,0.3,0.58,-0.28,0.01,-0.1,0.8591296296296297,,ET
2024-04-01,113,CA_304258,72,0.17,0.46,0.22,0.07,-0.08,0.5613518518518518,,ET
2024-04-01,114,CA_304688,72,0.28,0.71,-0.06,0.23,-1.0,0.6651851851851853,,ET
2024-04-01,115,CA_305684,204,0.32,0.63,-0.38,0.08,-0.54,0.7848518518518516,,ET
2024-04-01,116,CA_306027,204,0.28,0.6,-0.1,0.23,-1.0,0.6873333333333332,,ET
2024-04-01,117,CA_306521,204,0.28,0.67,-0.18,0.27,-0.87,0.8368703703703705,,ET
