field_id,crop,mae,rmse,corr,bias,skill_score,variable
CA_251928,47,0.25,0.29,-0.06,-0.03,-0.69,ETof
CA_251969,69,0.17,0.19,-0.02,0.04,-0.33,ETof
CA_251982,69,0.26,0.33,-0.48,0.09,-1.37,ETof
CA_251986,47,0.23,0.29,0.2,-0.14,-0.62,ETof
CA_251995,69,0.25,0.28,0.2,0.21,-1.27,ETof
CA_252007,47,0.27,0.32,0.35,0.18,-0.66,ETof
CA_252027,69,0.11,0.15,0.3,0.04,0.34,ETof
CA_252031,47,0.28,0.32,0.5,0.28,-0.08,ETof
CA_252046,47,0.18,0.22,0.35,0.1,-0.22,ETof
CA_252089,69,0.28,0.31,0.57,0.23,0.09,ETof
CA_252118,47,0.29,0.34,0.61,0.28,-0.45,ETof
CA_252183,47,0.2,0.25,0.29,-0.02,-0.17,ETof
CA_252196,47,0.24,0.29,0.08,0.06,0.06,ETof
CA_252203,47,0.26,0.3,0.07,-0.04,0.21,ETof
CA_252230,47,0.25,0.29,0.23,-0.02,-0.89,ETof
CA_252232,47,0.3,0.35,-0.22,0.1,-0.88,ETof
CA_252254,47,0.27,0.31,0.31,0.17,-0.54,ETof
CA_252296,47,0.33,0.4,-0.18,0.13,-0.75,ETof
CA_252301,47,0.23,0.28,0.36,-0.11,0.44,ETof
CA_252322,47,0.31,0.37,-0.07,0.09,-1.39,ETof
CA_252334,47,0.2,0.26,0.33,-0.01,0.32,ETof
CA_252359,47,0.13,0.16,0.55,-0.03,0.54,ETof
CA_252374,47,0.32,0.4,-0.4,-0.13,-0.32,ETof
CA_252397,47,0.26,0.32,-0.27,-0.01,-2.41,ETof
CA_252400,47,0.3,0.34,-0.25,0.16,-0.74,ETof
CA_252417,47,0.35,0.4,-0.53,-0.1,-1.77,ETof
CA_252439,47,0.17,0.23,0.53,-0.12,-0.07,ETof
CA_252444,47,0.18,0.24,0.49,0.13,0.36,ETof
CA_252462,69,0.09,0.12,0.59,0.06,0.4,ETof
CA_252463,69,0.09,0.1,0.43,0.03,0.43,ETof
CA_252479,47,0.26,0.31,0.2,0.01,-0.62,ETof
CA_252486,47,0.43,0.48,-0.37,0.38,-2.8,ETof
CA_252530,47,0.25,0.31,-0.04,0.03,-1.17,ETof
CA_252534,47,0.33,0.4,-0.44,0.13,-1.3,ETof
CA_252538,47,0.13,0.19,0.69,0.08,0.59,ETof
CA_252549,47,0.28,0.35,0.1,0.07,-0.36,ETof
CA_252567,47,0.37,0.42,-0.44,-0.37,-3.1,ETof
CA_252577,47,0.12,0.16,0.6,0.11,0.69,ETof
CA_252618,47,0.17,0.21,0.52,0.12,0.12,ETof
CA_252621,47,0.28,0.34,0.28,0.21,-0.13,ETof
CA_252626,47,0.23,0.29,0.39,0.13,-0.56,ETof
CA_252645,47,0.32,0.37,-0.25,-0.28,-1.42,ETof
CA_252652,47,0.12,0.14,0.84,-0.04,0.81,ETof
CA_252657,47,0.28,0.33,-0.2,-0.11,-0.18,ETof
CA_252701,47,0.18,0.21,0.09,-0.07,-0.38,ETof
CA_252702,122,0.21,0.27,0.28,-0.16,-0.1,ETof
CA_252711,69,0.24,0.28,0.06,0.03,-1.48,ETof
CA_252716,47,0.31,0.39,-0.31,0.25,-0.88,ETof
CA_252720,47,0.26,0.32,0.21,0.04,0.21,ETof
CA_252751,47,0.15,0.19,0.54,0.03,0.32,ETof
CA_252753,47,0.19,0.23,0.71,0.08,0.56,ETof
CA_252754,47,0.19,0.23,0.67,0.16,-0.56,ETof
CA_252774,47,0.4,0.48,-0.37,0.22,-0.27,ETof
CA_252809,47,0.16,0.2,0.54,0.07,0.42,ETof
CA_252828,69,0.09,0.12,-0.3,-0.0,-0.72,ETof
CA_252861,47,0.18,0.23,0.45,-0.02,-0.38,ETof
CA_252874,47,0.18,0.22,0.62,0.05,0.13,ETof
CA_252887,47,0.24,0.32,0.28,0.18,-0.34,ETof
CA_252904,47,0.15,0.19,0.81,0.15,0.42,ETof
CA_252913,47,0.31,0.37,-0.28,0.05,-1.11,ETof
CA_252919,61,0.21,0.27,0.69,0.17,-0.17,ETof
CA_252928,61,0.12,0.13,0.95,0.11,0.92,ETof
CA_252935,61,0.13,0.18,0.91,-0.12,0.83,ETof
CA_252973,47,0.32,0.38,-0.54,-0.01,-0.93,ETof
CA_253002,47,0.25,0.32,-0.27,-0.06,-0.7,ETof
CA_253025,47,0.22,0.27,-0.01,0.07,-0.05,ETof
CA_253047,61,0.36,0.44,0.04,0.35,-1.67,ETof
CA_253072,47,0.22,0.27,0.24,-0.04,0.09,ETof
CA_253080,47,0.33,0.38,-0.13,0.28,-1.01,ETof
CA_253113,47,0.17,0.23,0.75,0.12,0.7,ETof
CA_253132,47,0.21,0.25,0.46,-0.16,0.38,ETof
CA_253184,61,0.17,0.21,0.61,0.16,0.18,ETof
CA_253185,61,0.29,0.35,-0.05,0.25,-1.07,ETof
CA_253223,47,0.15,0.24,0.61,0.09,0.72,ETof
CA_253254,47,0.43,0.48,-0.28,0.09,-4.18,ETof
CA_253275,47,0.24,0.3,0.44,-0.12,0.4,ETof
CA_253284,61,0.13,0.17,0.22,0.07,0.4,ETof
CA_253303,61,0.13,0.17,-0.01,-0.03,-0.96,ETof
CA_253321,61,0.15,0.19,0.19,-0.09,0.01,ETof
CA_253339,47,0.24,0.27,0.21,-0.23,-0.7,ETof
CA_253386,47,0.26,0.31,0.2,0.21,0.02,ETof
CA_253399,47,0.17,0.2,0.69,0.06,0.7,ETof
CA_253402,47,0.12,0.16,0.54,-0.04,0.71,ETof
CA_253417,47,0.32,0.37,-0.27,-0.12,-2.93,ETof
CA_253433,61,0.29,0.36,-0.33,0.1,-1.07,ETof
CA_253441,47,0.26,0.32,0.34,0.2,-0.41,ETof
CA_253496,47,0.21,0.27,0.34,0.14,-0.17,ETof
CA_253515,47,0.41,0.45,-0.51,-0.25,-0.5,ETof
CA_253537,47,0.19,0.25,0.26,0.08,0.15,ETof
CA_253541,47,0.21,0.25,0.32,-0.08,0.36,ETof
CA_253544,47,0.34,0.4,0.0,0.3,-0.52,ETof
CA_253554,47,0.15,0.2,0.19,0.13,-0.64,ETof
CA_253559,61,0.3,0.38,-0.3,0.22,-0.45,ETof
CA_253578,47,0.22,0.26,0.54,0.15,0.47,ETof
CA_253591,47,0.19,0.25,0.32,-0.03,0.2,ETof
CA_253596,47,0.24,0.28,0.6,-0.15,-1.75,ETof
CA_253611,47,0.19,0.25,0.39,0.06,0.33,ETof
CA_253621,47,0.19,0.26,0.69,0.09,0.76,ETof
CA_253625,47,0.31,0.37,-0.11,-0.02,0.46,ETof
CA_253638,47,0.15,0.19,0.74,0.09,0.7,ETof
CA_253662,47,0.22,0.32,-0.25,0.13,-1.05,ETof
CA_253663,47,0.19,0.23,0.46,0.01,0.03,ETof
CA_253711,47,0.29,0.35,0.33,-0.1,0.56,ETof
CA_253715,47,0.18,0.22,0.42,-0.07,0.17,ETof
CA_253717,47,0.26,0.34,-0.13,0.15,0.19,ETof
CA_253734,47,0.22,0.26,0.86,-0.21,0.72,ETof
CA_253756,47,0.14,0.17,0.84,0.04,0.84,ETof
CA_253764,47,0.18,0.24,0.64,0.05,0.67,ETof
CA_253781,47,0.19,0.25,0.53,0.1,0.71,ETof
CA_253799,47,0.16,0.21,0.28,-0.04,-0.41,ETof
CA_253839,47,0.16,0.21,0.34,-0.0,0.35,ETof
CA_253853,47,0.38,0.4,0.48,0.38,-0.68,ETof
CA_253873,47,0.17,0.23,0.62,0.01,0.77,ETof
CA_253884,47,0.24,0.28,0.47,0.12,0.34,ETof
CA_253894,47,0.14,0.18,0.81,0.07,0.86,ETof
CA_254100,47,0.19,0.23,0.39,0.07,0.29,ETof
CA_254124,69,0.25,0.29,0.31,0.22,-0.03,ETof
CA_254144,47,0.24,0.29,0.39,0.11,0.47,ETof
CA_254149,47,0.16,0.19,0.1,0.11,-0.47,ETof
CA_254152,47,0.2,0.25,0.63,0.14,0.65,ETof
CA_254227,47,0.2,0.25,0.47,0.07,0.62,ETof
CA_254268,47,0.3,0.34,-0.37,0.03,-0.59,ETof
CA_254271,47,0.27,0.32,0.12,-0.19,-0.56,ETof
CA_254272,47,0.25,0.3,0.13,-0.04,-0.35,ETof
CA_254279,47,0.18,0.22,0.62,-0.06,0.51,ETof
CA_254360,47,0.18,0.24,0.53,-0.01,0.51,ETof
CA_254370,47,0.28,0.35,0.09,0.2,-1.58,ETof
CA_254377,47,0.2,0.25,0.28,0.13,0.36,ETof
CA_254422,47,0.28,0.35,-0.26,0.16,-1.07,ETof
CA_254432,47,0.29,0.35,-0.28,0.2,-2.25,ETof
CA_254458,47,0.3,0.35,-0.38,0.0,-2.14,ETof
CA_254498,47,0.19,0.23,-0.07,-0.16,0.56,ETof
CA_254510,47,0.27,0.31,0.35,0.1,0.33,ETof
CA_254515,61,0.18,0.23,0.26,-0.04,-0.07,ETof
CA_254518,47,0.2,0.25,0.22,0.2,-0.25,ETof
CA_254519,47,0.22,0.26,0.18,0.11,-0.89,ETof
CA_254527,47,0.24,0.29,-0.04,0.1,-0.71,ETof
CA_254551,47,0.15,0.2,0.53,-0.04,0.42,ETof
CA_254559,47,0.21,0.26,0.55,0.12,0.53,ETof
CA_254587,47,0.16,0.21,0.57,0.08,0.49,ETof
CA_254636,61,0.3,0.36,-0.17,0.09,-1.33,ETof
CA_254644,47,0.22,0.31,-0.3,0.14,-3.92,ETof
CA_254693,47,0.13,0.15,0.78,0.04,0.83,ETof
CA_254714,47,0.13,0.17,0.74,0.01,0.86,ETof
CA_254743,47,0.33,0.39,-0.27,0.2,-1.83,ETof
CA_254750,47,0.17,0.22,0.49,0.07,0.67,ETof
CA_254806,47,0.19,0.25,0.62,0.07,0.43,ETof
CA_254812,47,0.25,0.32,-0.05,0.2,-1.51,ETof
CA_254821,61,0.13,0.16,0.73,0.02,0.17,ETof
CA_254824,47,0.17,0.21,0.36,0.06,0.51,ETof
CA_254835,47,0.17,0.2,0.64,-0.08,0.71,ETof
CA_254902,47,0.24,0.29,0.17,-0.14,-0.3,ETof
CA_254906,47,0.2,0.26,0.51,0.15,-0.43,ETof
CA_254907,47,0.14,0.17,0.73,0.02,0.82,ETof
CA_254945,47,0.22,0.28,0.59,0.16,0.56,ETof
CA_254976,47,0.11,0.13,0.6,-0.04,0.67,ETof
CA_255008,47,0.15,0.21,0.34,0.13,-0.26,ETof
CA_255026,47,0.17,0.21,0.66,0.05,0.74,ETof
CA_255027,47,0.4,0.45,-0.62,0.04,-1.35,ETof
CA_255029,47,0.16,0.2,0.67,0.07,0.74,ETof
CA_255030,61,0.17,0.21,0.2,0.08,-0.22,ETof
CA_255093,61,0.13,0.17,0.7,0.04,0.66,ETof
CA_255140,47,0.21,0.26,0.73,0.17,0.53,ETof
CA_255156,47,0.15,0.2,0.68,0.04,0.69,ETof
CA_255193,47,0.19,0.23,0.31,0.09,0.35,ETof
CA_255232,61,0.21,0.25,0.68,0.09,0.68,ETof
CA_255250,47,0.14,0.18,0.31,0.09,-0.09,ETof
CA_255269,47,0.11,0.15,0.53,0.06,0.33,ETof
CA_255306,47,0.12,0.15,0.7,0.01,0.61,ETof
CA_255318,47,0.18,0.24,-0.37,0.1,-1.56,ETof
CA_255325,47,0.15,0.19,0.51,0.15,-0.11,ETof
CA_255330,47,0.16,0.21,0.45,-0.0,0.35,ETof
CA_255334,47,0.13,0.15,0.62,-0.06,0.58,ETof
CA_255431,47,0.21,0.24,0.44,-0.08,0.27,ETof
CA_255440,61,0.12,0.16,0.47,0.04,0.29,ETof
CA_255441,47,0.17,0.19,0.68,0.16,-1.69,ETof
CA_255460,47,0.16,0.21,0.79,0.09,0.83,ETof
CA_255462,47,0.41,0.49,-0.51,-0.08,-1.57,ETof
CA_255465,47,0.25,0.33,0.07,0.19,-0.74,ETof
CA_255483,47,0.35,0.41,-0.11,0.09,-1.6,ETof
CA_255489,47,0.19,0.21,0.24,-0.04,-1.22,ETof
CA_255542,47,0.26,0.32,-0.29,0.2,-0.65,ETof
CA_255586,47,0.25,0.31,0.28,0.07,-0.11,ETof
CA_255591,47,0.2,0.24,0.74,0.13,0.74,ETof
CA_255613,47,0.16,0.2,0.51,-0.05,0.37,ETof
CA_255614,47,0.16,0.22,0.23,-0.02,0.21,ETof
CA_255637,47,0.26,0.31,-0.2,0.04,-2.28,ETof
CA_255679,47,0.21,0.25,-0.06,0.17,-1.03,ETof
CA_255711,47,0.16,0.2,0.5,0.03,0.57,ETof
CA_255715,47,0.24,0.3,0.22,-0.11,0.18,ETof
CA_255803,47,0.36,0.43,-0.48,0.13,-2.16,ETof
CA_255809,47,0.17,0.21,0.36,0.14,-0.21,ETof
CA_255822,47,0.33,0.38,-0.04,0.17,-0.53,ETof
CA_255846,47,0.09,0.13,0.43,0.02,0.03,ETof
CA_255854,47,0.25,0.3,0.34,-0.09,0.62,ETof
CA_255872,47,0.24,0.3,0.34,-0.03,0.28,ETof
CA_255878,47,0.35,0.4,-0.32,0.1,-0.61,ETof
CA_255892,47,0.2,0.25,0.27,0.06,-3.45,ETof
CA_255905,47,0.19,0.25,0.34,0.07,0.49,ETof
CA_255916,47,0.11,0.17,0.76,0.08,0.42,ETof
CA_255947,47,0.29,0.36,0.36,0.27,-0.05,ETof
CA_255974,47,0.12,0.15,0.76,-0.05,0.79,ETof
CA_255975,47,0.16,0.19,0.46,-0.05,0.59,ETof
CA_255991,47,0.25,0.31,0.21,-0.17,-1.01,ETof
CA_256027,37,0.14,0.18,0.61,0.1,0.7,ETof
CA_256030,122,0.26,0.3,0.57,-0.24,0.28,ETof
CA_256046,47,0.2,0.26,0.33,0.13,0.38,ETof
CA_256050,47,0.18,0.23,0.67,0.15,0.47,ETof
CA_256053,47,0.16,0.19,0.27,0.05,0.26,ETof
CA_256064,47,0.11,0.15,0.78,-0.01,0.81,ETof
CA_256071,47,0.15,0.18,0.26,-0.01,-0.79,ETof
CA_256082,61,0.16,0.21,0.08,-0.08,-0.61,ETof
CA_256089,47,0.14,0.17,0.61,0.02,0.66,ETof
CA_256093,47,0.36,0.42,-0.1,0.17,-0.22,ETof
CA_256100,47,0.33,0.41,-0.2,0.25,-1.59,ETof
CA_256102,47,0.08,0.11,0.88,0.02,0.8,ETof
CA_256144,47,0.19,0.22,0.59,0.02,0.62,ETof
CA_256148,47,0.21,0.23,0.87,-0.2,0.75,ETof
CA_256150,47,0.11,0.12,0.83,0.05,0.78,ETof
CA_256155,47,0.16,0.19,0.77,-0.05,0.84,ETof
CA_256172,47,0.25,0.3,0.3,-0.01,0.13,ETof
CA_256198,47,0.21,0.26,0.38,0.01,0.47,ETof
CA_256202,47,0.22,0.25,0.08,0.18,-0.57,ETof
CA_256212,47,0.24,0.29,0.37,-0.08,0.18,ETof
CA_256219,47,0.26,0.31,0.57,0.23,0.15,ETof
CA_256246,47,0.24,0.29,0.52,0.19,0.36,ETof
CA_256259,47,0.26,0.31,0.1,0.17,-0.36,ETof
CA_256271,47,0.15,0.19,0.68,-0.02,0.72,ETof
CA_256317,47,0.1,0.12,0.33,0.01,-0.14,ETof
CA_256318,47,0.23,0.31,0.63,0.15,0.57,ETof
CA_256328,47,0.35,0.4,-0.18,-0.12,-0.64,ETof
CA_256346,47,0.22,0.26,0.18,0.05,0.48,ETof
CA_256367,47,0.17,0.21,0.54,0.02,0.64,ETof
CA_256369,47,0.27,0.31,-0.18,0.01,0.17,ETof
CA_256383,47,0.28,0.32,-0.07,0.04,-0.59,ETof
CA_256391,47,0.16,0.2,0.53,0.08,0.56,ETof
CA_256395,47,0.19,0.25,0.5,0.06,0.59,ETof
CA_256421,47,0.23,0.28,0.39,0.02,0.46,ETof
CA_256432,47,0.19,0.24,0.5,-0.01,0.07,ETof
CA_256444,47,0.27,0.31,0.47,0.26,-0.61,ETof
CA_256500,47,0.1,0.13,0.93,-0.07,0.91,ETof
CA_256509,47,0.16,0.2,0.47,-0.01,0.45,ETof
CA_256514,47,0.2,0.28,0.67,0.13,0.74,ETof
CA_256549,47,0.23,0.27,0.32,0.02,0.32,ETof
CA_256559,47,0.28,0.34,-0.0,0.19,-0.27,ETof
CA_256575,47,0.17,0.22,0.37,0.15,0.06,ETof
CA_256633,47,0.24,0.3,0.03,0.01,0.21,ETof
CA_256638,47,0.18,0.22,0.61,0.07,0.7,ETof
CA_256646,47,0.18,0.22,0.38,0.06,0.54,ETof
CA_256651,47,0.29,0.35,-0.1,0.16,-0.78,ETof
CA_256687,47,0.11,0.14,0.55,-0.08,0.42,ETof
CA_256692,47,0.17,0.22,0.29,-0.05,0.28,ETof
CA_256702,47,0.19,0.25,0.83,0.14,0.78,ETof
CA_256730,47,0.28,0.35,-0.19,0.01,-0.07,ETof
CA_256834,47,0.16,0.2,0.62,0.1,0.67,ETof
CA_256837,47,0.14,0.18,0.76,-0.01,0.83,ETof
CA_256840,47,0.26,0.31,-0.35,-0.05,-1.83,ETof
CA_256852,47,0.17,0.22,0.67,-0.03,0.76,ETof
CA_256896,47,0.2,0.25,0.17,0.13,-0.63,ETof
CA_256907,47,0.24,0.29,-0.26,0.06,-0.52,ETof
CA_256983,47,0.18,0.23,0.32,-0.09,0.23,ETof
CA_256999,47,0.39,0.44,-0.62,-0.19,-0.14,ETof
CA_257010,47,0.11,0.15,0.79,-0.04,0.86,ETof
CA_257080,47,0.21,0.26,0.43,0.2,-0.16,ETof
CA_257085,47,0.23,0.3,0.36,-0.21,0.06,ETof
CA_257126,47,0.15,0.2,0.49,-0.04,0.64,ETof
CA_257133,47,0.19,0.24,0.42,0.1,0.65,ETof
CA_257149,47,0.13,0.16,0.73,0.03,0.75,ETof
CA_257156,47,0.12,0.15,0.83,-0.03,0.87,ETof
CA_257167,47,0.38,0.44,-0.39,0.37,-1.63,ETof
CA_257223,47,0.12,0.16,0.81,-0.0,0.89,ETof
CA_257225,47,0.17,0.22,0.61,0.0,0.72,ETof
CA_257269,47,0.17,0.23,0.6,-0.02,0.72,ETof
CA_257353,47,0.21,0.24,0.65,0.09,0.63,ETof
CA_257373,47,0.3,0.33,-0.33,-0.21,-0.17,ETof
CA_257409,47,0.16,0.19,0.74,0.05,0.74,ETof
CA_257422,47,0.15,0.22,0.7,0.14,0.65,ETof
CA_257433,47,0.15,0.19,0.03,0.04,0.19,ETof
CA_257444,47,0.17,0.21,0.65,0.03,0.77,ETof
CA_257449,47,0.17,0.22,0.3,-0.07,-0.02,ETof
CA_257473,47,0.38,0.42,-0.62,-0.2,-2.47,ETof
CA_257484,47,0.4,0.45,-0.63,-0.24,-2.6,ETof
CA_257489,47,0.4,0.44,-0.45,-0.24,-1.75,ETof
CA_257552,47,0.16,0.21,0.41,0.12,-0.09,ETof
CA_257575,61,0.21,0.25,0.32,0.06,-0.33,ETof
CA_257597,47,0.14,0.17,0.62,-0.01,0.49,ETof
CA_257602,47,0.25,0.29,0.39,0.25,-2.61,ETof
CA_257603,47,0.17,0.2,0.18,-0.02,0.18,ETof
CA_257622,47,0.18,0.21,0.7,0.17,0.37,ETof
CA_257626,61,0.22,0.35,-0.01,0.14,-0.71,ETof
CA_257648,47,0.19,0.26,0.19,0.08,-0.03,ETof
CA_257652,47,0.33,0.39,-0.4,0.22,-1.72,ETof
CA_257714,47,0.22,0.29,0.48,0.16,0.33,ETof
CA_257741,47,0.18,0.23,0.1,0.03,0.14,ETof
CA_257744,47,0.1,0.14,0.75,0.01,0.8,ETof
CA_257756,47,0.23,0.26,0.62,0.07,0.72,ETof
CA_257772,47,0.21,0.29,0.11,0.05,-0.34,ETof
CA_257773,47,0.15,0.19,0.68,-0.04,0.71,ETof
CA_257789,47,0.12,0.16,0.67,-0.01,0.16,ETof
CA_257811,47,0.17,0.21,0.64,-0.05,0.61,ETof
CA_257846,47,0.21,0.26,0.34,0.1,0.45,ETof
CA_257924,47,0.15,0.22,0.6,0.13,0.54,ETof
CA_257925,47,0.14,0.18,0.85,0.04,0.9,ETof
CA_257950,47,0.17,0.21,0.48,0.04,0.64,ETof
CA_257978,47,0.24,0.28,0.18,0.16,-0.06,ETof
CA_257983,47,0.11,0.14,0.82,-0.01,0.87,ETof
CA_258017,47,0.26,0.32,0.01,-0.16,-1.22,ETof
CA_258026,61,0.12,0.16,0.83,0.09,-0.1,ETof
CA_420761,215,0.08,0.12,0.51,-0.02,0.38,ETof
CA_420765,211,0.11,0.13,0.88,0.11,0.61,ETof
CA_420780,72,0.11,0.14,0.03,-0.0,-0.44,ETof
CA_420782,72,0.09,0.12,0.45,0.06,0.26,ETof
CA_420803,72,0.06,0.08,0.76,-0.0,0.61,ETof
CA_420824,72,0.1,0.13,0.23,0.01,-0.92,ETof
CA_420843,47,0.09,0.11,0.75,-0.01,0.77,ETof
CA_420876,215,0.24,0.27,0.58,-0.23,-0.31,ETof
CA_420910,211,0.14,0.16,0.77,0.14,0.27,ETof
CA_420924,68,0.14,0.18,0.14,0.05,0.3,ETof
CA_244000,47,0.66,0.82,0.89,-0.26,0.93,ETo
CA_244018,47,0.63,0.79,0.86,-0.33,0.91,ETo
CA_244025,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_244035,69,0.69,0.89,0.82,-0.37,0.88,ETo
CA_244053,47,0.63,0.79,0.86,-0.33,0.91,ETo
CA_244054,69,0.63,0.79,0.86,-0.33,0.91,ETo
CA_244073,47,0.79,1.01,0.82,-0.47,0.87,ETo
CA_244077,47,0.72,0.92,0.85,-0.35,0.9,ETo
CA_244102,47,0.79,1.01,0.82,-0.47,0.87,ETo
CA_244108,47,0.67,0.85,0.86,-0.31,0.91,ETo
CA_244113,47,0.67,0.85,0.86,-0.31,0.91,ETo
CA_244144,61,0.63,0.79,0.86,-0.33,0.91,ETo
CA_244148,69,0.79,1.01,0.83,-0.29,0.89,ETo
CA_244152,47,0.67,0.86,0.8,-0.38,0.85,ETo
CA_244172,69,0.83,1.08,0.79,-0.27,0.86,ETo
CA_244189,69,0.83,1.08,0.79,-0.27,0.86,ETo
CA_244207,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244212,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_244216,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_244229,47,0.84,1.07,0.79,-0.51,0.84,ETo
CA_244317,47,0.84,1.07,0.79,-0.51,0.84,ETo
CA_244323,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244332,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_244362,47,0.58,0.73,0.86,-0.39,0.88,ETo
CA_244363,47,0.67,0.86,0.81,-0.4,0.85,ETo
CA_244380,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_244387,61,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244402,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_244426,47,0.63,0.79,0.86,-0.33,0.91,ETo
CA_244427,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_244429,47,0.67,0.86,0.81,-0.4,0.85,ETo
CA_244437,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244473,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_244478,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244479,47,0.67,0.86,0.81,-0.4,0.85,ETo
CA_244491,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244504,47,0.92,1.17,0.73,-0.6,0.78,ETo
CA_244553,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_244574,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_244617,72,0.63,0.79,0.86,-0.33,0.91,ETo
CA_244653,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244673,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_244686,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_244748,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_244751,47,0.84,1.07,0.79,-0.51,0.84,ETo
CA_244758,47,0.58,0.73,0.86,-0.39,0.88,ETo
CA_244760,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244773,47,0.67,0.86,0.81,-0.4,0.85,ETo
CA_244845,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_244849,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_244870,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_244884,47,0.79,1.01,0.82,-0.47,0.87,ETo
CA_244903,61,0.84,1.07,0.79,-0.51,0.84,ETo
CA_244909,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_244928,47,0.67,0.86,0.81,-0.4,0.85,ETo
CA_244948,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_244963,47,0.58,0.73,0.86,-0.39,0.88,ETo
CA_244988,47,0.79,1.01,0.82,-0.47,0.87,ETo
CA_245022,69,0.79,1.01,0.82,-0.47,0.87,ETo
CA_245023,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_245053,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245078,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_245112,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_245140,61,0.61,0.77,0.85,-0.31,0.9,ETo
CA_245184,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245193,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245281,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245291,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245292,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_245296,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245297,47,0.67,0.86,0.81,-0.4,0.85,ETo
CA_245314,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_245345,47,0.63,0.79,0.86,-0.33,0.91,ETo
CA_245432,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_245450,47,0.62,0.78,0.88,-0.33,0.92,ETo
CA_245467,47,0.79,1.01,0.82,-0.47,0.87,ETo
CA_245511,69,0.79,1.01,0.82,-0.47,0.87,ETo
CA_245526,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_245529,47,0.67,0.85,0.86,-0.31,0.91,ETo
CA_245543,61,0.67,0.86,0.8,-0.38,0.85,ETo
CA_245547,47,0.63,0.79,0.86,-0.33,0.91,ETo
CA_245553,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_245558,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_245568,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_245588,47,0.63,0.79,0.86,-0.33,0.91,ETo
CA_245621,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245661,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_245680,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_245684,47,0.61,0.77,0.85,-0.31,0.9,ETo
CA_245691,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245696,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_245708,47,0.92,1.17,0.73,-0.6,0.78,ETo
CA_245730,47,0.79,1.01,0.82,-0.47,0.87,ETo
CA_245736,47,0.84,1.07,0.79,-0.51,0.84,ETo
CA_245782,47,0.79,1.01,0.82,-0.47,0.87,ETo
CA_245801,47,0.62,0.78,0.88,-0.33,0.92,ETo
CA_245818,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245835,47,0.84,1.07,0.79,-0.51,0.84,ETo
CA_245848,47,0.6,0.76,0.85,-0.36,0.89,ETo
CA_245850,47,0.69,0.89,0.83,-0.38,0.88,ETo
CA_245882,47,0.69,0.88,0.84,-0.37,0.89,ETo
CA_245905,47,0.76,0.96,0.86,-0.32,0.91,ETo
CA_245928,47,0.83,1.04,0.82,-0.47,0.87,ETo
CA_245955,69,0.96,1.22,0.77,-0.61,0.82,ETo
CA_245992,69,0.96,1.22,0.77,-0.61,0.82,ETo
