forecasting_date,match_window,match_variable,level_3,field_id,crop,mae,rmse,corr,bias,skill_score,c_mae,c_bias,variable
2024-05-06,90,ndvi,93,CA_255613,47,0.45,0.99,0.98,-0.45,-1.0,0.3295925925925928,,ETo
2024-05-06,90,ndvi,94,CA_256638,47,0.3,0.68,0.72,-0.3,-1.0,0.41181481481481513,,ETo
2024-05-06,90,ndvi,95,CA_257473,47,0.4,0.88,0.93,-0.4,-1.0,0.3762407407407406,,ETo
2024-05-06,90,ndvi,96,CA_257648,47,0.49,1.1,0.86,-0.49,-1.0,0.3722777777777777,,ETo
2024-05-06,90,ndvi,97,CA_257744,47,0.29,0.71,-0.14,0.29,-1.0,0.37301851851851825,,ETo
2024-05-06,90,ndvi,98,CA_257756,47,0.26,0.57,0.99,-0.26,-1.0,0.35320370370370363,,ETo
2024-05-06,90,ndvi,99,CA_257924,47,0.46,1.04,-0.09,0.46,-1.0,0.37301851851851825,,ETo
2024-05-06,90,ndvi,100,CA_244113,47,0.74,0.85,-0.15,0.74,-1.0,0.06970370370370375,,ET
2024-05-06,90,ndvi,101,CA_244387,61,0.57,0.99,-0.9,-0.52,-0.05,1.3228333333333335,,ET
2024-05-06,90,ndvi,102,CA_244479,47,0.72,1.43,-0.06,0.72,-1.0,0.5683888888888888,,ET
2024-05-06,90,ndvi,103,CA_245292,47,0.54,0.92,0.99,-0.54,-1.0,0.7301481481481481,,ET
2024-05-06,90,ndvi,104,CA_246341,47,0.77,0.86,0.42,0.77,-1.0,0.6383148148148148,,ET
2024-05-06,90,ndvi,105,CA_246587,47,0.89,1.47,0.93,-0.89,-1.0,0.7608333333333336,,ET
2024-05-06,90,ndvi,106,CA_246614,47,0.26,0.5,0.88,0.26,-1.0,0.29487037037037017,,ET
2024-05-06,90,ndvi,107,CA_246801,47,1.12,1.56,-0.1,-1.12,-1.0,0.996759259259259,,ET
2024-05-06,90,ndvi,108,CA_246992,47,0.46,0.77,0.96,-0.46,-1.0,0.23722222222222236,,ET
2024-05-06,90,ndvi,109,CA_247537,47,0.31,0.5,0.21,0.31,-1.0,0.12149999999999994,,ET
2024-05-06,90,ndvi,110,CA_247548,61,0.43,0.52,0.44,0.43,0.04,0.6253148148148148,,ET
2024-05-06,90,ndvi,111,CA_247823,69,0.9,0.81,0.96,0.9,0.91,2.4445,,ET
2024-05-06,90,ndvi,112,CA_247968,61,0.08,0.25,0.54,-0.07,0.94,1.842685185185185,,ET
2024-05-06,90,ndvi,113,CA_248688,61,1.31,1.85,-0.55,1.31,-1.0,0.30488888888888893,,ET
2024-05-06,90,ndvi,114,CA_248689,47,0.11,0.2,0.77,0.09,0.08,0.30031481481481465,,ET
2024-05-06,90,ndvi,115,CA_248737,47,0.77,1.47,-0.29,0.77,-0.17,2.5711481481481484,,ET
2024-05-06,90,ndvi,116,CA_249254,47,2.04,2.23,-0.05,2.04,-1.0,0.1324444444444445,,ET
2024-05-06,90,ndvi,117,CA_249462,69,0.7,1.21,-0.69,0.7,0.42,2.701351851851852,,ET
2024-05-06,90,ndvi,118,CA_249468,69,2.91,2.8,-0.66,2.91,-1.0,0.258388888888889,,ET
2024-05-06,90,ndvi,119,CA_249601,69,1.25,2.04,0.94,1.25,-0.29,2.9199629629629626,,ET
2024-05-06,90,ndvi,120,CA_249694,69,0.13,0.36,0.4,-0.12,0.91,2.486314814814815,,ET
2024-05-06,90,ndvi,121,CA_249783,69,1.1,1.59,0.88,-1.1,-0.43,1.9181296296296295,,ET
2024-05-06,90,ndvi,122,CA_249856,69,0.37,0.68,0.73,-0.37,0.59,1.813037037037037,,ET
2024-05-06,90,ndvi,123,CA_249946,61,1.25,2.08,-0.52,1.25,-1.0,0.5971111111111114,,ET
2024-05-06,90,ndvi,124,CA_250212,69,0.28,0.54,0.94,0.28,-1.0,0.6751296296296295,,ET
2024-05-06,90,ndvi,125,CA_250290,69,0.99,1.5,0.9,-0.99,-1.0,0.43583333333333324,,ET
2024-05-06,90,ndvi,126,CA_250502,47,0.27,0.7,-0.93,0.25,-1.0,0.6043888888888891,,ET
2024-05-06,90,ndvi,127,CA_251400,47,0.11,0.14,0.88,0.05,0.97,0.836,,ET
2024-05-06,90,ndvi,128,CA_252567,47,1.26,1.42,0.85,1.26,-1.0,0.9867407407407406,,ET
2024-05-06,90,ndvi,129,CA_252577,47,0.52,1.09,0.96,-0.52,0.12,2.441759259259259,,ET
2024-05-06,90,ndvi,130,CA_252621,47,0.35,0.69,0.94,-0.35,-1.0,0.6779629629629628,,ET
2024-05-06,90,ndvi,131,CA_253072,47,2.95,4.26,-0.87,2.95,-1.0,1.6659074074074074,,ET
2024-05-06,90,ndvi,132,CA_253554,47,3.15,2.33,0.24,3.15,0.69,3.081074074074074,,ET
2024-05-06,90,ndvi,133,CA_253625,47,0.13,0.28,0.97,-0.13,-1.0,0.3250925925925923,,ET
2024-05-06,90,ndvi,134,CA_253715,47,0.3,0.58,0.97,-0.3,-1.0,0.2847037037037035,,ET
2024-05-06,90,ndvi,135,CA_253873,47,0.31,0.66,0.98,-0.31,-1.0,0.3283888888888889,,ET
2024-05-06,90,ndvi,136,CA_254360,47,0.42,0.74,0.82,-0.42,0.01,1.231240740740741,,ET
2024-05-06,90,ndvi,137,CA_254518,47,0.24,0.43,0.95,0.24,-0.67,0.5470740740740739,,ET
2024-05-06,90,ndvi,138,CA_254559,47,2.99,3.1,0.79,2.99,-0.75,2.426037037037037,,ET
2024-05-06,90,ndvi,139,CA_254644,47,0.62,1.3,0.98,-0.62,-0.29,2.380259259259259,,ET
2024-05-06,90,ndvi,140,CA_254907,47,0.18,0.37,0.45,-0.18,0.78,1.373,,ET
2024-05-06,90,ndvi,141,CA_255156,47,0.18,0.39,0.97,-0.18,-1.0,0.26985185185185195,,ET
2024-05-06,90,ndvi,142,CA_255325,47,0.39,0.5,0.92,-0.39,0.96,3.077666666666667,,ET
2024-05-06,90,ndvi,143,CA_255613,47,0.28,0.62,0.98,-0.28,-1.0,0.2869814814814811,,ET
2024-05-06,90,ndvi,144,CA_256638,47,0.78,1.03,-0.39,-0.78,-1.0,0.2990740740740741,,ET
2024-05-06,90,ndvi,145,CA_257473,47,0.33,0.71,0.93,-0.33,0.52,2.0811296296296296,,ET
2024-05-06,90,ndvi,146,CA_257648,47,0.17,0.36,0.58,0.14,-1.0,0.2748148148148149,,ET
2024-05-06,90,ndvi,147,CA_257744,47,0.13,0.37,0.44,0.12,-0.83,0.487740740740741,,ET
2024-05-06,90,ndvi,148,CA_257756,47,0.1,0.22,0.99,0.1,-0.19,0.2816481481481483,,ET
2024-05-06,90,ndvi,149,CA_257924,47,0.32,0.63,0.96,0.32,-1.0,0.34474074074074096,,ET
2024-05-13,180,None,0,CA_244113,47,0.04,0.03,-0.86,-0.0,0.51,0.023000000000000003,,ETof
2024-05-13,180,None,1,CA_244387,61,0.61,0.51,0.44,-0.61,-1.0,0.1507407407407408,,ETof
2024-05-13,180,None,2,CA_244479,47,0.09,0.11,-0.99,-0.09,-1.0,0.056351851851851764,,ETof
2024-05-13,180,None,3,CA_245292,47,0.31,0.26,0.95,0.31,-1.0,0.10722222222222223,,ETof
2024-05-13,180,None,4,CA_246341,47,1.01,0.62,-0.06,1.01,-1.0,0.13648148148148148,,ETof
2024-05-13,180,None,5,CA_246587,47,0.26,0.22,-0.47,0.24,-1.0,0.03811111111111107,,ETof
2024-05-13,180,None,6,CA_246614,47,0.2,0.16,0.94,-0.2,-1.0,0.06050000000000002,,ETof
2024-05-13,180,None,7,CA_246801,47,0.77,0.54,-0.99,0.77,-1.0,0.03883333333333334,,ETof
2024-05-13,180,None,8,CA_246992,47,0.12,0.1,0.98,-0.12,-1.0,0.03859259259259257,,ETof
2024-05-13,180,None,9,CA_247537,47,0.19,0.14,0.84,0.19,-1.0,0.00790740740740741,,ETof
2024-05-13,180,None,10,CA_247548,61,0.06,0.04,-0.94,0.06,0.86,0.07033333333333332,,ETof
2024-05-13,180,None,11,CA_247823,69,0.39,0.21,-0.88,0.39,0.9,0.35259259259259257,,ETof
2024-05-13,180,None,12,CA_247968,61,0.32,0.27,0.59,-0.32,-0.44,0.17914814814814814,,ETof
2024-05-13,180,None,13,CA_248688,61,0.05,0.03,-0.2,0.03,0.44,0.027962962962962967,,ETof
2024-05-13,180,None,14,CA_248689,47,0.12,0.1,0.04,-0.12,0.46,0.10083333333333327,,ETof
2024-05-13,180,None,15,CA_248737,47,1.07,0.96,0.32,1.07,-1.0,0.4335925925925927,,ETof
2024-05-13,180,None,16,CA_249254,47,0.26,0.16,0.38,0.26,-1.0,0.028574074074074075,,ETof
2024-05-13,180,None,17,CA_249462,69,0.25,0.23,-0.98,0.25,0.73,0.38125925925925924,,ETof
2024-05-13,180,None,18,CA_249468,69,0.41,0.21,-0.91,0.41,-1.0,0.06301851851851852,,ETof
2024-05-13,180,None,19,CA_249601,69,1.58,1.13,1.0,1.58,-1.0,0.3928888888888889,,ETof
2024-05-13,180,None,20,CA_249694,69,0.05,0.08,-0.32,0.03,0.97,0.4441481481481481,,ETof
2024-05-13,180,None,21,CA_249783,69,0.8,0.57,0.65,-0.8,-0.68,0.313,,ETof
2024-05-13,180,None,22,CA_249856,69,0.13,0.1,0.96,-0.13,0.94,0.33483333333333337,,ETof
2024-05-13,180,None,23,CA_249946,61,0.02,0.02,0.21,-0.01,0.95,0.07392592592592594,,ETof
2024-05-13,180,None,24,CA_250212,69,0.2,0.18,0.28,0.2,-1.0,0.09053703703703704,,ETof
2024-05-13,180,None,25,CA_250290,69,0.25,0.2,0.77,-0.25,-1.0,0.046037037037037064,,ETof
2024-05-13,180,None,26,CA_250502,47,0.14,0.15,-0.84,0.08,0.13,0.14387037037037034,,ETof
2024-05-13,180,None,27,CA_251400,47,0.5,0.28,0.85,-0.5,0.03,0.15388888888888888,,ETof
2024-05-13,180,None,28,CA_252567,47,0.25,0.17,0.95,0.25,0.67,0.1937037037037037,,ETof
2024-05-13,180,None,29,CA_252577,47,0.18,0.17,0.24,0.18,0.82,0.3798148148148148,,ETof
2024-05-13,180,None,30,CA_252621,47,0.18,0.15,0.64,0.18,-0.84,0.09281481481481486,,ETof
2024-05-13,180,None,31,CA_253072,47,0.1,0.07,-0.72,-0.1,0.98,0.3268518518518519,,ETof
2024-05-13,180,None,32,CA_253554,47,0.6,0.22,1.0,0.6,0.98,0.5439814814814814,,ETof
2024-05-13,180,None,33,CA_253625,47,0.2,0.19,0.09,0.2,-1.0,0.026388888888888924,,ETof
2024-05-13,180,None,34,CA_253715,47,0.02,0.02,-0.23,0.02,-1.0,0.007870370370370361,,ETof
2024-05-13,180,None,35,CA_253873,47,0.01,0.01,-0.96,0.01,0.08,0.012944444444444536,,ETof
2024-05-13,180,None,36,CA_254360,47,0.42,0.33,-0.96,-0.42,-0.37,0.22727777777777777,,ETof
2024-05-13,180,None,37,CA_254518,47,0.33,0.28,-0.77,0.33,-1.0,0.09583333333333331,,ETof
2024-05-13,180,None,38,CA_254559,47,1.41,0.81,0.55,1.41,-0.36,0.4023888888888889,,ETof
2024-05-13,180,None,39,CA_254644,47,0.21,0.21,0.85,-0.21,0.76,0.4048703703703704,,ETof
2024-05-13,180,None,40,CA_254907,47,0.04,0.04,-0.3,0.04,0.98,0.20527777777777778,,ETof
2024-05-13,180,None,41,CA_255156,47,0.27,0.27,0.89,0.27,-1.0,0.05192592592592591,,ETof
2024-05-13,180,None,42,CA_255325,47,0.07,0.04,0.99,0.07,1.0,0.5718703703703704,,ETof
2024-05-13,180,None,43,CA_255613,47,0.13,0.13,0.95,0.13,-1.0,0.03588888888888886,,ETof
2024-05-13,180,None,44,CA_256638,47,0.29,0.2,0.47,0.29,0.06,0.13488888888888886,,ETof
2024-05-13,180,None,45,CA_257473,47,0.11,0.11,0.87,0.11,0.9,0.33927777777777773,,ETof
2024-05-13,180,None,46,CA_257648,47,0.07,0.07,0.88,0.07,-1.0,0.021888888888888847,,ETof
2024-05-13,180,None,47,CA_257744,47,0.1,0.08,0.85,-0.1,-0.96,0.0494444444444444,,ETof
2024-05-13,180,None,48,CA_257756,47,0.15,0.13,0.96,-0.15,-1.0,0.04033333333333331,,ETof
2024-05-13,180,None,49,CA_257924,47,0.03,0.03,-0.48,-0.03,-0.77,0.017203703703703666,,ETof
2024-05-13,180,None,50,CA_244113,47,0.53,1.24,0.8,-0.53,-1.0,0.4929629629629629,,ETo
2024-05-13,180,None,51,CA_244387,61,0.09,0.21,0.23,-0.08,0.55,0.5468703703703705,,ETo
2024-05-13,180,None,52,CA_244479,47,0.5,0.95,0.29,0.5,-1.0,0.700814814814815,,ETo
2024-05-13,180,None,53,CA_245292,47,0.52,1.11,0.59,-0.52,-1.0,0.4368888888888886,,ETo
2024-05-13,180,None,54,CA_246341,47,0.55,1.24,0.83,-0.55,-1.0,0.5481296296296297,,ETo
2024-05-13,180,None,55,CA_246587,47,0.17,0.45,-0.9,0.13,-0.99,0.5451481481481485,,ETo
2024-05-13,180,None,56,CA_246614,47,0.51,1.14,0.78,-0.51,-1.0,0.49225925925925945,,ETo
2024-05-13,180,None,57,CA_246801,47,0.55,1.26,0.86,-0.55,-1.0,0.548574074074074,,ETo
2024-05-13,180,None,58,CA_246992,47,0.54,1.17,0.68,-0.54,-1.0,0.4616296296296298,,ETo
2024-05-13,180,None,59,CA_247537,47,0.55,1.23,0.82,-0.55,-1.0,0.5169814814814813,,ETo
2024-05-13,180,None,60,CA_247548,61,0.51,1.15,0.85,-0.51,-1.0,0.49611111111111095,,ETo
2024-05-13,180,None,61,CA_247823,69,0.57,1.25,0.57,-0.57,-1.0,0.5309814814814814,,ETo
2024-05-13,180,None,62,CA_247968,61,0.58,1.27,0.22,-0.58,-1.0,0.622611111111111,,ETo
2024-05-13,180,None,63,CA_248688,61,0.55,1.23,0.09,-0.55,-1.0,0.5092407407407408,,ETo
2024-05-13,180,None,64,CA_248689,47,0.55,1.24,-0.09,-0.55,-1.0,0.5706111111111113,,ETo
2024-05-13,180,None,65,CA_248737,47,0.56,1.25,0.2,-0.56,-1.0,0.5445925925925929,,ETo
2024-05-13,180,None,66,CA_249254,47,0.57,1.24,0.62,-0.57,-1.0,0.6585555555555552,,ETo
2024-05-13,180,None,67,CA_249462,69,0.62,1.34,0.68,-0.62,-1.0,0.592685185185185,,ETo
2024-05-13,180,None,68,CA_249468,69,0.58,1.26,0.67,-0.58,-1.0,0.5821111111111109,,ETo
2024-05-13,180,None,69,CA_249601,69,0.59,1.27,0.75,-0.59,-1.0,0.5637592592592592,,ETo
2024-05-13,180,None,70,CA_249694,69,0.53,1.2,0.11,-0.53,-1.0,0.6899629629629628,,ETo
2024-05-13,180,None,71,CA_249783,69,0.57,1.29,-0.15,-0.57,-1.0,0.6327962962962963,,ETo
2024-05-13,180,None,72,CA_249856,69,0.59,1.31,0.08,-0.59,-1.0,0.6977222222222222,,ETo
2024-05-13,180,None,73,CA_249946,61,0.53,1.19,0.07,-0.53,-1.0,0.5780555555555554,,ETo
2024-05-13,180,None,74,CA_250212,69,0.59,1.3,0.52,-0.59,-1.0,0.5927037037037038,,ETo
2024-05-13,180,None,75,CA_250290,69,0.52,1.03,-0.24,-0.52,-1.0,0.7742962962962964,,ETo
2024-05-13,180,None,76,CA_250502,47,0.62,1.38,0.68,-0.62,-1.0,0.661888888888889,,ETo
2024-05-13,180,None,77,CA_251400,47,0.65,1.42,0.48,-0.65,-1.0,0.7227592592592593,,ETo
2024-05-13,180,None,78,CA_252567,47,0.59,1.31,0.69,-0.59,-1.0,0.6219444444444445,,ETo
2024-05-13,180,None,79,CA_252577,47,0.61,1.35,0.57,-0.61,-1.0,0.6873703703703704,,ETo
2024-05-13,180,None,80,CA_252621,47,0.57,1.25,0.66,-0.57,-1.0,0.6568333333333333,,ETo
2024-05-13,180,None,81,CA_253072,47,0.58,1.3,0.71,-0.58,-1.0,0.6917777777777778,,ETo
2024-05-13,180,None,82,CA_253554,47,0.56,1.24,0.68,-0.56,-1.0,0.6606111111111111,,ETo
2024-05-13,180,None,83,CA_253625,47,0.59,1.29,0.81,-0.59,-1.0,0.5875185185185184,,ETo
2024-05-13,180,None,84,CA_253715,47,0.59,1.27,0.75,-0.59,-1.0,0.5719814814814818,,ETo
2024-05-13,180,None,85,CA_253873,47,0.61,1.34,0.8,-0.61,-1.0,0.5769814814814817,,ETo
2024-05-13,180,None,86,CA_254360,47,0.58,1.28,0.68,-0.58,-1.0,0.6360555555555555,,ETo
2024-05-13,180,None,87,CA_254518,47,0.56,1.23,0.49,-0.56,-1.0,0.47833333333333306,,ETo
2024-05-13,180,None,88,CA_254559,47,0.63,1.39,0.71,-0.63,-1.0,0.6430185185185185,,ETo
2024-05-13,180,None,89,CA_254644,47,0.63,1.38,0.65,-0.63,-1.0,0.649462962962963,,ETo
2024-05-13,180,None,90,CA_254907,47,0.61,1.37,-0.32,-0.61,-1.0,0.7291296296296296,,ETo
2024-05-13,180,None,91,CA_255156,47,0.63,1.38,0.53,-0.63,-1.0,0.6692592592592591,,ETo
2024-05-13,180,None,92,CA_255325,47,0.63,1.38,0.46,-0.63,-1.0,0.6561111111111108,,ETo
2024-05-13,180,None,93,CA_255613,47,0.68,1.48,0.62,-0.68,-1.0,0.7158888888888889,,ETo
2024-05-13,180,None,94,CA_256638,47,0.6,1.34,-0.2,-0.6,-1.0,0.7371296296296294,,ETo
2024-05-13,180,None,95,CA_257473,47,0.65,1.43,0.5,-0.65,-1.0,0.6752962962962963,,ETo
2024-05-13,180,None,96,CA_257648,47,0.66,1.47,0.45,-0.66,-1.0,0.6883518518518518,,ETo
2024-05-13,180,None,97,CA_257744,47,0.65,1.44,0.5,-0.65,-1.0,0.6776851851851852,,ETo
2024-05-13,180,None,98,CA_257756,47,0.7,1.52,0.59,-0.7,-1.0,0.7046481481481481,,ETo
2024-05-13,180,None,99,CA_257924,47,0.65,1.44,0.5,-0.65,-1.0,0.6776851851851852,,ETo
2024-05-13,180,None,100,CA_244113,47,0.25,0.29,0.66,-0.25,-1.0,0.10124074074074076,,ET
2024-05-13,180,None,101,CA_244387,61,0.22,0.36,0.28,-0.22,0.24,0.5232777777777776,,ET
2024-05-13,180,None,102,CA_244479,47,0.68,1.31,-0.31,0.68,-1.0,0.5345185185185186,,ET
2024-05-13,180,None,103,CA_245292,47,0.24,0.46,0.71,-0.24,0.31,0.9196111111111112,,ET
2024-05-13,180,None,104,CA_246341,47,0.17,0.27,-0.67,0.13,0.8,0.6060555555555557,,ET
2024-05-13,180,None,105,CA_246587,47,0.32,0.55,0.34,-0.32,-1.0,0.4377592592592594,,ET
2024-05-13,180,None,106,CA_246614,47,0.5,0.93,0.66,-0.5,-1.0,0.6222962962962967,,ET
2024-05-13,180,None,107,CA_246801,47,0.91,1.34,-0.98,0.91,-1.0,0.3701851851851852,,ET
2024-05-13,180,None,108,CA_246992,47,0.17,0.32,-0.86,-0.14,0.12,0.48846296296296304,,ET
2024-05-13,180,None,109,CA_247537,47,0.11,0.2,-0.76,-0.06,0.04,0.24475925925925926,,ET
2024-05-13,180,None,110,CA_247548,61,0.25,0.33,-0.69,-0.25,-0.78,0.26807407407407396,,ET
2024-05-13,180,None,111,CA_247823,69,0.88,0.79,0.73,0.88,0.88,2.0158888888888895,,ET
2024-05-13,180,None,112,CA_247968,61,0.17,0.34,0.77,-0.17,0.88,1.6727777777777775,,ET
2024-05-13,180,None,113,CA_248688,61,0.13,0.21,0.37,-0.06,0.78,0.5187222222222223,,ET
2024-05-13,180,None,114,CA_248689,47,0.13,0.24,0.39,0.12,-0.93,0.19442592592592592,,ET
2024-05-13,180,None,115,CA_248737,47,0.29,0.56,-0.65,0.29,0.82,2.500074074074074,,ET
2024-05-13,180,None,116,CA_249254,47,0.8,0.88,0.72,-0.8,-1.0,0.3418703703703703,,ET
2024-05-13,180,None,117,CA_249462,69,0.26,0.5,-0.88,0.26,0.85,2.176277777777778,,ET
2024-05-13,180,None,118,CA_249468,69,0.32,0.32,-0.8,-0.32,-0.25,0.2662037037037038,,ET
2024-05-13,180,None,119,CA_249601,69,1.33,2.17,0.96,1.33,-1.0,2.2219444444444445,,ET
2024-05-13,180,None,120,CA_249694,69,0.58,1.24,0.05,-0.58,0.52,3.6380555555555554,,ET
2024-05-13,180,None,121,CA_249783,69,1.33,1.93,-0.37,-1.33,-0.54,2.2523333333333335,,ET
2024-05-13,180,None,122,CA_249856,69,0.2,0.37,0.29,-0.2,0.93,2.5102407407407408,,ET
2024-05-13,180,None,123,CA_249946,61,0.91,1.51,0.12,-0.91,-1.0,1.1056851851851854,,ET
2024-05-13,180,None,124,CA_250212,69,0.04,0.1,0.57,-0.04,0.85,0.4589074074074073,,ET
2024-05-13,180,None,125,CA_250290,69,0.29,0.45,0.29,0.29,0.49,0.9366296296296298,,ET
2024-05-13,180,None,126,CA_250502,47,0.22,0.45,0.53,-0.22,0.67,1.5592037037037036,,ET
2024-05-13,180,None,127,CA_251400,47,1.18,1.28,0.13,-1.18,-0.46,1.131592592592593,,ET
2024-05-13,180,None,128,CA_252567,47,0.07,0.11,0.87,0.05,0.99,1.0922037037037036,,ET
2024-05-13,180,None,129,CA_252577,47,0.12,0.28,-0.08,-0.1,0.95,2.789648148148148,,ET
2024-05-13,180,None,130,CA_252621,47,0.14,0.32,-0.39,-0.12,0.7,1.0630555555555556,,ET
2024-05-13,180,None,131,CA_253072,47,0.34,0.5,0.01,-0.34,0.77,1.5053333333333334,,ET
2024-05-13,180,None,132,CA_253554,47,1.09,0.81,0.56,1.09,0.96,2.9348333333333336,,ET
2024-05-13,180,None,133,CA_253625,47,0.72,1.48,0.81,-0.72,-1.0,0.6770555555555554,,ET
2024-05-13,180,None,134,CA_253715,47,0.6,1.16,0.74,-0.6,-1.0,0.4923148148148151,,ET
2024-05-13,180,None,135,CA_253873,47,0.6,1.31,0.77,-0.6,-1.0,0.6996296296296295,,ET
2024-05-13,180,None,136,CA_254360,47,0.32,0.56,-0.22,-0.32,0.67,1.6532222222222224,,ET
2024-05-13,180,None,137,CA_254518,47,0.54,0.97,-0.51,0.54,-1.0,0.271074074074074,,ET
2024-05-13,180,None,138,CA_254559,47,1.8,1.91,-0.8,1.8,0.22,2.2399814814814816,,ET
2024-05-13,180,None,139,CA_254644,47,0.54,1.15,-0.33,-0.54,0.29,2.8390925925925927,,ET
2024-05-13,180,None,140,CA_254907,47,0.08,0.17,-0.19,-0.06,0.96,1.5892962962962962,,ET
2024-05-13,180,None,141,CA_255156,47,0.35,0.79,0.62,-0.35,-1.0,0.45122222222222197,,ET
2024-05-13,180,None,142,CA_255325,47,0.06,0.1,0.67,-0.04,1.0,3.1672962962962963,,ET
2024-05-13,180,None,143,CA_255613,47,0.66,1.44,0.68,-0.66,-1.0,0.5550185185185185,,ET
2024-05-13,180,None,144,CA_256638,47,0.17,0.29,0.38,-0.03,0.67,0.5767222222222222,,ET
2024-05-13,180,None,145,CA_257473,47,0.1,0.24,0.17,-0.1,0.96,2.576518518518519,,ET
2024-05-13,180,None,146,CA_257648,47,0.67,1.16,0.38,-0.67,-1.0,0.35964814814814816,,ET
2024-05-13,180,None,147,CA_257744,47,0.1,0.22,-0.12,-0.09,0.79,0.8774259259259259,,ET
2024-05-13,180,None,148,CA_257756,47,0.53,0.99,0.28,-0.53,-1.0,0.2812962962962961,,ET
2024-05-13,180,None,149,CA_257924,47,0.25,0.49,-0.51,-0.25,-0.83,0.6348333333333331,,ET
2024-05-13,180,ndvi,0,CA_244113,47,0.34,0.21,0.91,0.34,-1.0,0.023000000000000003,,ETof
2024-05-13,180,ndvi,1,CA_244387,61,0.61,0.51,0.44,-0.61,-1.0,0.1507407407407408,,ETof
2024-05-13,180,ndvi,2,CA_244479,47,0.3,0.31,1.0,0.3,-1.0,0.056351851851851764,,ETof
2024-05-13,180,ndvi,3,CA_245292,47,0.19,0.16,0.99,-0.19,-0.65,0.10722222222222223,,ETof
2024-05-13,180,ndvi,4,CA_246341,47,1.01,0.62,-0.06,1.01,-1.0,0.13648148148148148,,ETof
2024-05-13,180,ndvi,5,CA_246587,47,0.26,0.2,0.08,-0.26,-1.0,0.03811111111111107,,ETof
2024-05-13,180,ndvi,6,CA_246614,47,0.22,0.18,0.67,-0.22,-1.0,0.06050000000000002,,ETof
2024-05-13,180,ndvi,7,CA_246801,47,0.77,0.54,-0.99,0.77,-1.0,0.03883333333333334,,ETof
2024-05-13,180,ndvi,8,CA_246992,47,0.06,0.05,0.44,-0.06,-0.17,0.03859259259259257,,ETof
2024-05-13,180,ndvi,9,CA_247537,47,0.04,0.03,-0.85,-0.04,-1.0,0.00790740740740741,,ETof
2024-05-13,180,ndvi,10,CA_247548,61,0.06,0.04,-0.94,0.06,0.86,0.07033333333333332,,ETof
2024-05-13,180,ndvi,11,CA_247823,69,0.54,0.29,0.88,0.54,0.8,0.35259259259259257,,ETof
2024-05-13,180,ndvi,12,CA_247968,61,0.6,0.5,-0.29,-0.6,-1.0,0.17914814814814814,,ETof
2024-05-13,180,ndvi,13,CA_248688,61,0.05,0.03,-0.2,0.03,0.44,0.027962962962962967,,ETof
2024-05-13,180,ndvi,14,CA_248689,47,0.21,0.17,0.45,0.21,-0.56,0.10083333333333327,,ETof
2024-05-13,180,ndvi,15,CA_248737,47,1.19,1.06,0.2,1.19,-1.0,0.4335925925925927,,ETof
2024-05-13,180,ndvi,16,CA_249254,47,1.16,0.69,0.98,1.16,-1.0,0.028574074074074075,,ETof
2024-05-13,180,ndvi,17,CA_249462,69,0.25,0.23,-0.98,0.25,0.73,0.38125925925925924,,ETof
2024-05-13,180,ndvi,18,CA_249468,69,0.11,0.06,0.85,0.11,0.81,0.06301851851851852,,ETof
2024-05-13,180,ndvi,19,CA_249601,69,1.09,0.78,0.91,1.09,-1.0,0.3928888888888889,,ETof
2024-05-13,180,ndvi,20,CA_249694,69,0.05,0.08,-0.32,0.03,0.97,0.4441481481481481,,ETof
2024-05-13,180,ndvi,21,CA_249783,69,0.65,0.46,0.99,-0.65,-0.09,0.313,,ETof
2024-05-13,180,ndvi,22,CA_249856,69,0.13,0.1,0.96,-0.13,0.94,0.33483333333333337,,ETof
2024-05-13,180,ndvi,23,CA_249946,61,0.04,0.04,-0.05,-0.03,0.85,0.07392592592592594,,ETof
2024-05-13,180,ndvi,24,CA_250212,69,0.03,0.03,0.53,0.02,0.93,0.09053703703703704,,ETof
2024-05-13,180,ndvi,25,CA_250290,69,0.32,0.25,0.81,-0.32,-1.0,0.046037037037037064,,ETof
2024-05-13,180,ndvi,26,CA_250502,47,0.25,0.23,0.96,-0.25,-1.0,0.14387037037037034,,ETof
2024-05-13,180,ndvi,27,CA_251400,47,0.56,0.31,0.8,-0.56,-0.22,0.15388888888888888,,ETof
2024-05-13,180,ndvi,28,CA_252567,47,0.67,0.45,0.99,0.67,-1.0,0.1937037037037037,,ETof
2024-05-13,180,ndvi,29,CA_252577,47,0.18,0.17,0.24,0.18,0.82,0.3798148148148148,,ETof
2024-05-13,180,ndvi,30,CA_252621,47,0.18,0.15,0.64,0.18,-0.84,0.09281481481481486,,ETof
2024-05-13,180,ndvi,31,CA_253072,47,2.06,1.45,0.99,2.06,-1.0,0.3268518518518519,,ETof
2024-05-13,180,ndvi,32,CA_253554,47,0.41,0.16,-0.9,0.41,0.99,0.5439814814814814,,ETof
2024-05-13,180,ndvi,33,CA_253625,47,0.44,0.42,-0.12,0.44,-1.0,0.026388888888888924,,ETof
2024-05-13,180,ndvi,34,CA_253715,47,0.11,0.1,-0.41,0.11,-1.0,0.007870370370370361,,ETof
2024-05-13,180,ndvi,35,CA_253873,47,0.05,0.05,-0.89,0.05,-1.0,0.012944444444444536,,ETof
2024-05-13,180,ndvi,36,CA_254360,47,0.39,0.31,-0.89,-0.39,-0.17,0.22727777777777777,,ETof
