forecasting_date,level_1,field_id,crop,mae,rmse,corr,bias,skill_score,variable
2024-09-12,0,CA_244000,47,0.64,0.44,0.67,0.64,-0.17,ETof
2024-09-12,1,CA_244018,47,0.54,0.52,0.53,-0.54,-1.0,ETof
2024-09-12,2,CA_244025,47,0.46,0.49,-0.83,-0.46,-1.0,ETof
2024-09-12,3,CA_244035,69,0.7,0.45,0.15,-0.69,-0.28,ETof
2024-09-12,4,CA_244053,47,0.34,0.35,0.7,-0.34,0.3,ETof
2024-09-12,5,CA_244054,69,0.49,0.41,-0.68,-0.49,-0.54,ETof
2024-09-12,6,CA_244073,47,0.29,0.32,-0.68,-0.29,0.53,ETof
2024-09-12,7,CA_244077,47,0.16,0.18,0.66,-0.14,0.8,ETof
2024-09-12,8,CA_244102,47,0.11,0.15,0.51,0.11,0.49,ETof
2024-09-12,9,CA_244108,47,0.12,0.1,-0.65,0.12,-1.0,ETof
2024-09-12,10,CA_244113,47,0.31,0.28,-0.56,-0.31,-1.0,ETof
2024-09-12,11,CA_244144,61,0.35,0.32,0.7,-0.33,0.42,ETof
2024-09-12,12,CA_244148,69,0.52,0.41,0.66,-0.52,-0.04,ETof
2024-09-12,13,CA_244152,47,0.28,0.28,-0.73,-0.28,-0.69,ETof
2024-09-12,14,CA_244172,69,0.17,0.14,0.42,0.17,0.63,ETof
2024-09-12,15,CA_244189,69,0.39,0.34,-0.47,-0.33,-0.5,ETof
2024-09-12,16,CA_244207,47,0.58,0.48,0.65,0.58,-1.0,ETof
2024-09-12,17,CA_244212,47,0.32,0.34,0.81,-0.32,0.24,ETof
2024-09-12,18,CA_244216,47,0.33,0.28,-0.73,-0.21,-1.0,ETof
2024-09-12,19,CA_244229,47,0.29,0.35,0.76,-0.29,0.61,ETof
2024-09-12,20,CA_244317,47,0.09,0.1,0.8,-0.05,0.55,ETof
2024-09-12,21,CA_244323,47,0.36,0.24,0.19,-0.26,-0.91,ETof
2024-09-12,22,CA_244332,47,0.27,0.2,-0.26,-0.08,0.01,ETof
2024-09-12,23,CA_244362,47,0.21,0.24,0.75,-0.21,0.74,ETof
2024-09-12,24,CA_244363,47,0.45,0.46,-0.89,-0.45,0.11,ETof
2024-09-12,25,CA_244380,47,4.38,1.22,,4.38,-1.0,ETof
2024-09-12,26,CA_244387,61,0.61,0.52,0.41,-0.61,-0.19,ETof
2024-09-12,27,CA_244402,47,0.12,0.13,-0.62,-0.1,0.66,ETof
2024-09-12,28,CA_244426,47,0.09,0.1,-0.56,-0.07,0.96,ETof
2024-09-12,29,CA_244427,47,3.51,1.06,0.0,3.51,-1.0,ETof
2024-09-12,30,CA_244429,47,0.27,0.31,-0.36,-0.27,0.43,ETof
2024-09-12,31,CA_244437,47,0.5,0.33,-0.84,-0.42,-1.0,ETof
2024-09-12,32,CA_244473,47,0.8,0.35,-0.0,0.8,-0.79,ETof
2024-09-12,33,CA_244478,47,1.67,0.64,,1.67,0.05,ETof
2024-09-12,34,CA_244479,47,0.5,0.34,-0.66,-0.41,-1.0,ETof
2024-09-12,35,CA_244491,47,0.53,0.25,,0.53,0.23,ETof
2024-09-12,36,CA_244504,47,0.38,0.35,0.77,0.38,-1.0,ETof
2024-09-12,37,CA_244553,47,0.73,0.58,0.29,0.73,-1.0,ETof
2024-09-12,38,CA_244574,47,0.56,0.55,0.44,-0.56,-1.0,ETof
2024-09-12,39,CA_244617,72,0.26,0.22,0.7,-0.19,0.63,ETof
2024-09-12,40,CA_244653,47,0.57,0.42,-0.12,-0.57,-1.0,ETof
2024-09-12,41,CA_244673,47,0.08,0.09,-0.48,-0.01,0.93,ETof
2024-09-12,42,CA_244686,47,0.57,0.4,0.78,-0.57,-1.0,ETof
2024-09-12,43,CA_244748,47,0.28,0.3,0.89,-0.28,-0.12,ETof
2024-09-12,44,CA_244751,47,0.17,0.17,-0.52,-0.1,0.85,ETof
2024-09-12,45,CA_244758,47,0.21,0.22,-0.6,-0.14,0.7,ETof
2024-09-12,46,CA_244760,47,0.18,0.2,-0.6,-0.18,0.73,ETof
2024-09-12,47,CA_244773,47,0.42,0.26,-0.63,-0.25,-1.0,ETof
2024-09-12,48,CA_244845,47,0.18,0.25,-0.71,0.18,-0.14,ETof
2024-09-12,49,CA_244849,47,0.54,0.48,0.67,-0.54,-1.0,ETof
2024-09-12,50,CA_244870,47,0.76,0.35,,0.76,-0.83,ETof
2024-09-12,51,CA_244884,47,0.98,0.69,0.92,0.98,-0.96,ETof
2024-09-12,52,CA_244903,61,0.1,0.12,0.72,-0.0,0.89,ETof
2024-09-12,53,CA_244909,47,0.44,0.27,-0.38,-0.29,-0.72,ETof
2024-09-12,54,CA_244928,47,0.26,0.27,0.75,-0.26,-1.0,ETof
2024-09-12,55,CA_244948,47,0.49,0.41,-0.68,0.49,0.19,ETof
2024-09-12,56,CA_244963,47,0.22,0.23,-0.48,0.22,-1.0,ETof
2024-09-12,57,CA_244988,47,0.98,0.59,0.68,0.98,-1.0,ETof
2024-09-12,58,CA_245022,69,0.59,0.42,-0.72,0.59,-1.0,ETof
2024-09-12,59,CA_245023,47,0.45,0.49,0.65,-0.45,-0.73,ETof
2024-09-12,60,CA_245053,47,0.27,0.18,0.88,-0.18,0.76,ETof
2024-09-12,61,CA_245078,47,0.16,0.19,-0.72,0.16,0.51,ETof
2024-09-12,62,CA_245112,47,0.74,0.51,0.6,0.74,-1.0,ETof
2024-09-12,63,CA_245140,61,0.43,0.42,-0.59,0.42,-1.0,ETof
2024-09-12,64,CA_245184,47,0.49,0.37,-0.62,-0.48,-1.0,ETof
2024-09-12,65,CA_245193,47,0.23,0.25,-0.65,-0.23,-0.29,ETof
2024-09-12,66,CA_245281,47,0.47,0.53,-0.61,-0.47,0.03,ETof
2024-09-12,67,CA_245291,47,4.23,0.94,-0.0,4.23,-0.97,ETof
2024-09-12,68,CA_245292,47,0.61,0.61,0.64,-0.61,-1.0,ETof
2024-09-12,69,CA_245296,47,1.9,0.52,,1.9,-0.09,ETof
2024-09-12,70,CA_245297,47,0.29,0.17,,0.29,-1.0,ETof
2024-09-12,71,CA_245314,47,0.96,0.58,0.57,0.96,-0.61,ETof
2024-09-12,72,CA_245345,47,0.41,0.24,0.74,-0.34,-0.55,ETof
2024-09-12,73,CA_245432,47,0.17,0.15,0.61,-0.04,0.61,ETof
2024-09-12,74,CA_245450,47,0.89,0.87,0.25,-0.89,-1.0,ETof
2024-09-12,75,CA_245467,47,0.44,0.48,0.62,-0.44,-1.0,ETof
2024-09-12,76,CA_245511,69,0.08,0.11,0.24,0.02,0.78,ETof
2024-09-12,77,CA_245526,47,0.13,0.14,-0.52,-0.11,0.62,ETof
2024-09-12,78,CA_245529,47,0.1,0.12,0.28,-0.1,0.94,ETof
2024-09-12,79,CA_245543,61,0.62,0.5,0.18,-0.62,-1.0,ETof
2024-09-12,80,CA_245547,47,0.24,0.23,-0.51,-0.23,0.66,ETof
2024-09-12,81,CA_245553,47,0.11,0.11,-0.68,-0.07,0.91,ETof
2024-09-12,82,CA_245558,47,0.75,0.57,-0.58,0.75,-1.0,ETof
2024-09-12,83,CA_245568,47,0.25,0.21,-0.66,-0.15,-0.7,ETof
2024-09-12,84,CA_245588,47,0.23,0.19,0.79,0.23,-1.0,ETof
2024-09-12,85,CA_245621,47,0.13,0.16,0.49,0.13,-0.23,ETof
2024-09-12,86,CA_245661,47,0.06,0.11,-0.53,0.03,0.89,ETof
2024-09-12,87,CA_245680,47,0.41,0.35,-0.66,0.41,-1.0,ETof
2024-09-12,88,CA_245684,47,0.58,0.61,-0.61,-0.58,-1.0,ETof
2024-09-12,89,CA_245691,47,0.62,0.43,-0.87,-0.53,-1.0,ETof
2024-09-12,90,CA_245696,47,0.15,0.19,-0.57,0.06,-1.0,ETof
2024-09-12,91,CA_245708,47,0.16,0.18,0.74,0.16,0.62,ETof
2024-09-12,92,CA_245730,47,0.45,0.49,-0.75,-0.45,0.25,ETof
2024-09-12,93,CA_245736,47,0.17,0.19,-0.14,0.17,0.55,ETof
2024-09-12,94,CA_245782,47,0.45,0.42,-0.8,-0.45,-1.0,ETof
2024-09-12,95,CA_245801,47,0.14,0.09,,0.14,-1.0,ETof
2024-09-12,96,CA_245818,47,0.61,0.46,0.59,0.61,-1.0,ETof
2024-09-12,97,CA_245835,47,0.71,0.62,-0.76,-0.71,-1.0,ETof
2024-09-12,98,CA_245848,47,0.15,0.21,-0.7,0.15,0.47,ETof
2024-09-12,99,CA_245850,47,0.79,0.69,0.74,-0.79,-1.0,ETof
2024-09-12,100,CA_245882,47,0.49,0.51,0.52,-0.49,-1.0,ETof
2024-09-12,101,CA_245905,47,0.18,0.19,-0.62,-0.18,0.58,ETof
2024-09-12,102,CA_245928,47,0.24,0.24,-0.73,-0.09,-0.17,ETof
2024-09-12,103,CA_245955,69,0.67,0.38,0.56,0.67,-0.65,ETof
2024-09-12,104,CA_245992,69,0.11,0.14,0.8,0.01,0.58,ETof
2024-09-12,105,CA_246012,37,0.09,0.08,0.66,-0.02,0.33,ETof
2024-09-12,106,CA_246046,47,0.38,0.27,-0.79,-0.26,-1.0,ETof
2024-09-12,107,CA_246072,61,0.43,0.24,-0.49,-0.26,0.48,ETof
2024-09-12,108,CA_246087,47,0.06,0.07,0.73,0.02,0.89,ETof
2024-09-12,109,CA_246089,61,0.18,0.05,,0.18,0.95,ETof
2024-09-12,110,CA_246123,69,0.74,0.54,-0.68,-0.69,-0.87,ETof
2024-09-12,111,CA_246227,47,0.11,0.08,0.56,-0.11,-0.03,ETof
2024-09-12,112,CA_246235,61,0.34,0.2,-0.61,-0.34,0.56,ETof
2024-09-12,113,CA_246318,47,1.93,1.11,-0.76,1.93,-1.0,ETof
2024-09-12,114,CA_246321,69,0.06,0.06,0.63,0.06,0.97,ETof
2024-09-12,115,CA_246341,47,0.05,0.05,0.8,-0.05,0.96,ETof
2024-09-12,116,CA_246364,69,0.14,0.08,-0.58,-0.14,0.75,ETof
2024-09-12,117,CA_246370,61,0.64,0.18,0.79,0.64,0.82,ETof
2024-09-12,118,CA_246427,69,0.09,0.06,-0.7,0.09,0.9,ETof
2024-09-12,119,CA_246436,47,0.18,0.12,-0.53,0.18,0.91,ETof
2024-09-12,120,CA_246448,61,4.46,0.93,-0.54,4.46,-1.0,ETof
2024-09-12,121,CA_246458,69,0.25,0.18,0.8,0.25,-1.0,ETof
2024-09-12,122,CA_246473,69,0.23,0.2,-0.61,-0.14,0.4,ETof
2024-09-12,123,CA_246532,47,0.46,0.34,0.66,0.32,0.79,ETof
2024-09-12,124,CA_246533,69,0.3,0.25,-0.68,-0.3,-0.11,ETof
2024-09-12,125,CA_246558,69,0.21,0.14,0.58,-0.21,-0.07,ETof
2024-09-12,126,CA_246568,69,0.51,0.21,,0.51,-1.0,ETof
2024-09-12,127,CA_246587,47,0.59,0.35,-0.39,0.59,-1.0,ETof
2024-09-12,128,CA_246593,61,1.67,0.57,-0.43,1.67,-1.0,ETof
2024-09-12,129,CA_246614,47,0.25,0.26,0.7,-0.25,0.61,ETof
2024-09-12,130,CA_246665,47,0.53,0.44,0.78,-0.53,-1.0,ETof
2024-09-12,131,CA_246673,69,0.52,0.37,-0.69,-0.52,-1.0,ETof
2024-09-12,132,CA_246679,69,0.3,0.17,0.61,0.3,-1.0,ETof
2024-09-12,133,CA_246729,61,0.11,0.05,-0.67,-0.09,0.01,ETof
2024-09-12,134,CA_246755,69,0.4,0.36,-0.76,-0.4,-1.0,ETof
2024-09-12,135,CA_246756,69,0.13,0.08,-0.68,-0.13,0.24,ETof
2024-09-12,136,CA_246757,69,0.06,0.05,0.64,0.05,0.94,ETof
2024-09-12,137,CA_246801,47,0.11,0.11,-0.45,-0.11,0.87,ETof
2024-09-12,138,CA_246807,61,0.01,0.0,0.0,0.01,1.0,ETof
2024-09-12,139,CA_246812,69,0.18,0.14,-0.55,-0.18,0.39,ETof
2024-09-12,140,CA_246835,69,0.13,0.13,-0.44,-0.13,0.31,ETof
2024-09-12,141,CA_246861,47,0.39,0.27,0.67,-0.25,0.59,ETof
2024-09-12,142,CA_246869,69,0.11,0.1,-0.26,-0.11,0.88,ETof
2024-09-12,143,CA_246876,69,0.35,0.24,-0.77,-0.35,-1.0,ETof
2024-09-12,144,CA_246910,69,0.11,0.08,-0.76,-0.11,0.81,ETof
2024-09-12,145,CA_246928,47,0.62,0.49,0.83,0.62,-1.0,ETof
2024-09-12,146,CA_246965,47,1.87,0.99,-0.6,1.87,-1.0,ETof
2024-09-12,147,CA_246967,61,0.76,0.29,0.88,0.76,-1.0,ETof
2024-09-12,148,CA_246992,47,0.17,0.14,-0.69,-0.17,0.35,ETof
2024-09-12,149,CA_247003,69,0.57,0.28,-0.81,-0.57,-0.56,ETof
2024-09-12,150,CA_247012,47,0.35,0.26,0.57,0.34,0.64,ETof
2024-09-12,151,CA_247066,47,0.03,0.04,0.66,0.03,0.97,ETof
2024-09-12,152,CA_247155,47,0.68,0.59,-0.72,-0.68,-1.0,ETof
2024-09-12,153,CA_247159,47,0.91,0.88,-0.88,-0.91,-1.0,ETof
2024-09-12,154,CA_247174,69,1.0,0.5,-0.71,1.0,0.28,ETof
2024-09-12,155,CA_247196,69,0.32,0.31,-0.72,-0.32,-0.42,ETof
2024-09-12,156,CA_247211,47,0.18,0.13,0.69,0.18,-1.0,ETof
2024-09-12,157,CA_247235,47,0.34,0.25,0.11,-0.34,0.14,ETof
2024-09-12,158,CA_247267,69,0.68,0.48,-0.67,-0.68,-1.0,ETof
2024-09-12,159,CA_247271,69,0.14,0.09,0.87,0.14,-0.27,ETof
2024-09-12,160,CA_247278,69,0.23,0.19,-0.4,-0.23,0.62,ETof
2024-09-12,161,CA_247296,61,0.14,0.06,-0.0,0.14,0.91,ETof
2024-09-12,162,CA_247299,47,1.33,0.55,0.71,1.33,0.17,ETof
2024-09-12,163,CA_247304,47,0.41,0.4,0.58,-0.41,-1.0,ETof
2024-09-12,164,CA_247318,47,0.41,0.34,0.69,0.41,-1.0,ETof
2024-09-12,165,CA_247319,69,0.42,0.3,-0.67,-0.42,-0.67,ETof
2024-09-12,166,CA_247331,69,0.43,0.27,-0.64,-0.43,-1.0,ETof
2024-09-12,167,CA_247350,47,0.12,0.12,0.6,-0.12,0.84,ETof
2024-09-12,168,CA_247354,69,0.3,0.17,-0.62,-0.3,-1.0,ETof
2024-09-12,169,CA_247369,47,0.07,0.08,-0.6,-0.04,0.82,ETof
2024-09-12,170,CA_247395,47,0.35,0.16,,-0.35,-0.16,ETof
2024-09-12,171,CA_247396,69,0.36,0.3,-0.75,-0.36,-1.0,ETof
2024-09-12,172,CA_247400,47,0.44,0.43,0.71,-0.44,0.07,ETof
2024-09-12,173,CA_247408,69,0.24,0.19,-0.83,-0.24,-1.0,ETof
2024-09-12,174,CA_247416,61,0.09,0.06,0.69,0.09,-0.13,ETof
2024-09-12,175,CA_247439,47,0.19,0.08,0.32,0.19,0.61,ETof
2024-09-12,176,CA_247454,47,1.48,0.91,-0.54,1.48,-1.0,ETof
2024-09-12,177,CA_247470,47,0.09,0.08,0.58,-0.09,-1.0,ETof
2024-09-12,178,CA_247476,47,0.29,0.23,0.75,0.29,-1.0,ETof
2024-09-12,179,CA_247491,47,0.04,0.05,0.73,-0.01,0.35,ETof
2024-09-12,180,CA_247511,69,0.09,0.09,-0.6,-0.09,0.9,ETof
2024-09-12,181,CA_247535,47,0.08,0.09,-0.65,-0.08,0.92,ETof
2024-09-12,182,CA_247537,47,0.05,0.03,-0.58,0.02,0.99,ETof
2024-09-12,183,CA_247542,69,0.11,0.07,-0.8,-0.11,-0.92,ETof
2024-09-12,184,CA_247548,61,0.56,0.2,-0.64,-0.56,-0.82,ETof
2024-09-12,185,CA_247552,47,0.27,0.27,0.25,-0.27,0.41,ETof
2024-09-12,186,CA_247559,69,0.38,0.25,-0.1,-0.38,0.41,ETof
2024-09-12,187,CA_247605,69,0.01,0.01,0.79,-0.01,0.98,ETof
2024-09-12,188,CA_247609,69,0.38,0.27,-0.46,-0.31,-0.27,ETof
2024-09-12,189,CA_247629,47,0.42,0.44,-0.66,-0.42,-0.49,ETof
2024-09-12,190,CA_247642,69,0.1,0.09,0.65,-0.1,0.94,ETof
2024-09-12,191,CA_247653,47,0.23,0.24,0.8,-0.23,0.49,ETof
2024-09-12,192,CA_247676,69,0.55,0.39,0.2,-0.55,-0.0,ETof
2024-09-12,193,CA_247691,47,0.14,0.12,0.69,-0.14,0.8,ETof
2024-09-12,194,CA_247706,61,0.13,0.06,0.61,-0.03,0.95,ETof
2024-09-12,195,CA_247741,69,0.15,0.11,0.74,0.15,0.11,ETof
2024-09-12,196,CA_247763,69,0.23,0.2,0.78,-0.17,0.39,ETof
2024-09-12,197,CA_247766,69,0.38,0.24,-0.63,0.38,0.07,ETof
2024-09-12,198,CA_247785,69,0.09,0.09,-0.61,-0.09,0.32,ETof
2024-09-12,199,CA_247820,69,0.28,0.22,-0.67,-0.26,-1.0,ETof
2024-09-12,200,CA_247822,69,0.1,0.13,0.04,0.03,0.59,ETof
2024-09-12,201,CA_247823,69,0.24,0.23,-0.61,-0.24,-0.35,ETof
2024-09-12,202,CA_247832,47,0.05,0.05,0.77,-0.05,0.95,ETof
2024-09-12,203,CA_247872,69,2.09,1.06,0.73,2.09,-0.84,ETof
2024-09-12,204,CA_247878,47,0.16,0.13,0.72,-0.01,0.91,ETof
2024-09-12,205,CA_247903,47,0.24,0.22,0.78,-0.24,0.33,ETof
2024-09-12,206,CA_247918,69,0.17,0.13,0.04,-0.17,-1.0,ETof
2024-09-12,207,CA_247925,69,0.08,0.07,0.78,-0.08,0.97,ETof
2024-09-12,208,CA_247968,61,0.6,0.19,0.7,-0.6,-1.0,ETof
2024-09-12,209,CA_247976,69,0.5,0.38,-0.6,-0.5,-1.0,ETof
2024-09-12,210,CA_248006,47,0.28,0.24,-0.64,0.26,0.14,ETof
2024-09-12,211,CA_248038,69,0.38,0.16,-0.55,0.38,0.27,ETof
2024-09-12,212,CA_248070,69,0.27,0.21,0.42,-0.23,0.17,ETof
2024-09-12,213,CA_248083,47,0.33,0.2,0.25,0.33,0.82,ETof
2024-09-12,214,CA_248084,47,0.1,0.09,0.65,0.1,-1.0,ETof
2024-09-12,215,CA_248086,69,0.39,0.35,,-0.39,-0.83,ETof
2024-09-12,216,CA_248113,69,0.21,0.16,-0.78,-0.11,-0.25,ETof
2024-09-12,217,CA_248117,69,0.37,0.26,-0.52,-0.25,0.45,ETof
2024-09-12,218,CA_248128,47,0.45,0.27,0.72,-0.45,-1.0,ETof
2024-09-12,219,CA_248155,37,1.2,0.46,0.52,1.2,0.61,ETof
2024-09-12,220,CA_248175,69,0.26,0.23,-0.46,-0.26,0.7,ETof
2024-09-12,221,CA_248207,69,0.21,0.17,0.83,0.21,0.16,ETof
2024-09-12,222,CA_248208,47,0.64,0.48,-0.8,-0.64,-1.0,ETof
2024-09-12,223,CA_248217,69,0.06,0.05,-0.47,-0.05,0.97,ETof
2024-09-12,224,CA_248230,69,0.54,0.33,-0.79,-0.54,-1.0,ETof
2024-09-12,225,CA_248238,61,0.53,0.17,-0.58,0.53,-1.0,ETof
2024-09-12,226,CA_248264,69,0.64,0.39,-0.43,-0.52,0.04,ETof
2024-09-12,227,CA_248302,47,0.14,0.12,0.4,-0.14,0.5,ETof
2024-09-12,228,CA_248338,61,0.63,0.63,-0.74,-0.63,0.04,ETof
2024-09-12,229,CA_248364,61,0.08,0.03,0.29,-0.08,0.97,ETof
2024-09-12,230,CA_248380,47,0.08,0.08,-0.17,-0.08,0.35,ETof
2024-09-12,231,CA_248388,61,0.02,0.01,0.78,-0.02,1.0,ETof
2024-09-12,232,CA_248409,69,0.6,0.52,0.61,-0.6,-1.0,ETof
2024-09-12,233,CA_248438,69,0.09,0.1,-0.68,-0.09,0.92,ETof
2024-09-12,234,CA_248446,47,0.08,0.08,0.63,-0.08,0.87,ETof
2024-09-12,235,CA_248451,47,0.81,0.37,-0.72,-0.81,-1.0,ETof
2024-09-12,236,CA_248468,47,0.53,0.22,0.12,0.53,-0.96,ETof
2024-09-12,237,CA_248480,69,0.11,0.07,0.72,0.11,0.91,ETof
2024-09-12,238,CA_248482,47,0.17,0.13,0.72,0.17,-1.0,ETof
2024-09-12,239,CA_248484,47,0.63,0.63,0.48,-0.63,-1.0,ETof
2024-09-12,240,CA_248499,69,0.33,0.23,-0.65,-0.33,-0.05,ETof
2024-09-12,241,CA_248505,47,0.36,0.34,-0.65,-0.36,-1.0,ETof
2024-09-12,242,CA_248523,61,0.48,0.11,0.64,0.48,0.77,ETof
2024-09-12,243,CA_248612,69,0.27,0.24,-0.68,-0.27,0.6,ETof
2024-09-12,244,CA_248625,69,2.47,1.02,-0.71,2.47,-0.13,ETof
2024-09-12,245,CA_248642,47,0.1,0.06,0.38,-0.1,0.99,ETof
2024-09-12,246,CA_248652,61,3.82,0.74,0.56,3.82,-1.0,ETof
2024-09-12,247,CA_248663,47,0.66,0.42,0.83,0.66,0.47,ETof
2024-09-12,248,CA_248688,61,0.22,0.15,0.69,-0.22,-1.0,ETof
2024-09-12,249,CA_248689,47,0.17,0.16,0.62,0.17,0.65,ETof
2024-09-12,250,CA_248722,69,0.28,0.16,0.58,0.28,-0.22,ETof
2024-09-12,251,CA_248737,47,1.87,0.86,0.77,1.87,-0.11,ETof
2024-09-12,252,CA_248749,61,0.18,0.16,0.82,-0.01,0.35,ETof
2024-09-12,253,CA_248760,69,0.61,0.48,0.81,-0.61,-0.92,ETof
2024-09-12,254,CA_248786,61,0.61,0.18,-0.39,0.61,-1.0,ETof
2024-09-12,255,CA_248793,61,0.29,0.19,-0.69,-0.29,0.61,ETof
2024-09-12,256,CA_248799,47,0.12,0.12,0.52,0.08,0.42,ETof
2024-09-12,257,CA_248852,69,0.1,0.09,-0.58,-0.1,0.91,ETof
2024-09-12,258,CA_248858,47,0.82,0.82,-0.67,-0.82,-1.0,ETof
2024-09-12,259,CA_248877,37,0.23,0.15,-0.43,-0.23,0.47,ETof
2024-09-12,260,CA_248880,47,0.05,0.05,0.74,-0.05,0.98,ETof
2024-09-12,261,CA_248888,69,0.35,0.36,0.4,-0.32,0.0,ETof
2024-09-12,262,CA_248889,47,0.55,0.32,-0.72,-0.55,-0.95,ETof
2024-09-12,263,CA_248926,69,0.07,0.11,0.78,0.02,0.66,ETof
2024-09-12,264,CA_248949,61,0.56,0.32,-0.4,-0.56,-1.0,ETof
2024-09-12,265,CA_248967,47,0.17,0.15,0.75,-0.17,0.81,ETof
2024-09-12,266,CA_249008,47,0.2,0.23,-0.63,0.2,-1.0,ETof
2024-09-12,267,CA_249053,69,0.48,0.27,0.68,0.48,-1.0,ETof
2024-09-12,268,CA_249083,47,0.34,0.32,-0.61,-0.34,-1.0,ETof
2024-09-12,269,CA_249088,69,0.12,0.13,-0.35,-0.01,0.72,ETof
2024-09-12,270,CA_249091,69,0.21,0.19,-0.71,-0.21,-0.22,ETof
2024-09-12,271,CA_249101,69,0.3,0.16,-0.76,0.3,0.5,ETof
2024-09-12,272,CA_249122,47,0.77,0.29,0.52,-0.77,0.48,ETof
2024-09-12,273,CA_249138,61,0.2,0.11,-0.85,-0.2,0.85,ETof
2024-09-12,274,CA_249145,69,0.1,0.09,0.78,-0.1,0.62,ETof
2024-09-12,275,CA_249166,47,0.63,0.27,0.76,0.63,-1.0,ETof
2024-09-12,276,CA_249176,69,0.19,0.19,-0.63,-0.13,-0.36,ETof
2024-09-12,277,CA_249203,47,1.8,0.9,0.59,1.8,-1.0,ETof
2024-09-12,278,CA_249248,47,0.18,0.18,,-0.18,0.66,ETof
2024-09-12,279,CA_249252,69,0.66,0.35,0.65,0.66,-1.0,ETof
2024-09-12,280,CA_249254,47,0.38,0.38,-0.62,-0.38,0.32,ETof
2024-09-12,281,CA_249284,69,0.03,0.03,0.87,-0.03,0.96,ETof
2024-09-12,282,CA_249291,47,0.5,0.41,-0.76,-0.5,-1.0,ETof
2024-09-12,283,CA_249296,47,0.14,0.09,-0.84,0.14,0.94,ETof
2024-09-12,284,CA_249344,69,0.09,0.07,0.62,-0.09,0.85,ETof
2024-09-12,285,CA_249348,69,0.15,0.09,-0.79,-0.15,-1.0,ETof
2024-09-12,286,CA_249396,69,0.43,0.31,-0.66,-0.43,-0.38,ETof
2024-09-12,287,CA_249407,47,1.07,0.68,0.62,1.07,-1.0,ETof
2024-09-12,288,CA_249414,47,0.38,0.37,0.63,-0.38,0.28,ETof
2024-09-12,289,CA_249456,61,0.88,0.38,-0.77,-0.88,-1.0,ETof
2024-09-12,290,CA_249462,69,0.11,0.12,0.7,-0.01,0.45,ETof
2024-09-12,291,CA_249468,69,0.77,0.52,-0.88,-0.77,-1.0,ETof
2024-09-12,292,CA_249479,69,0.09,0.07,-0.44,-0.09,0.86,ETof
2024-09-12,293,CA_249507,61,0.72,0.37,0.41,-0.72,-1.0,ETof
2024-09-12,294,CA_249524,61,0.04,0.03,-0.59,-0.03,0.99,ETof
2024-09-12,295,CA_249531,47,0.69,0.67,0.53,-0.69,-1.0,ETof
2024-09-12,296,CA_249545,47,0.06,0.07,0.62,-0.02,0.96,ETof
2024-09-12,297,CA_249576,47,0.1,0.08,0.71,0.1,-1.0,ETof
2024-09-12,298,CA_249601,69,0.04,0.04,-0.6,0.04,0.82,ETof
2024-09-12,299,CA_249627,69,0.08,0.08,0.77,-0.08,0.82,ETof
2024-09-12,300,CA_249685,69,0.31,0.26,-0.71,-0.31,-0.57,ETof
2024-09-12,301,CA_249694,69,0.18,0.13,0.33,0.18,0.79,ETof
2024-09-12,302,CA_249725,69,0.04,0.04,-0.64,-0.03,0.72,ETof
2024-09-12,303,CA_249733,69,0.31,0.26,-0.78,-0.31,-0.94,ETof
2024-09-12,304,CA_249774,47,0.61,0.61,0.65,-0.61,-1.0,ETof
2024-09-12,305,CA_249783,69,0.07,0.08,0.75,0.04,0.74,ETof
2024-09-12,306,CA_249784,61,0.18,0.12,0.65,0.18,-1.0,ETof
2024-09-12,307,CA_249796,47,0.61,0.35,-0.72,0.61,0.7,ETof
2024-09-12,308,CA_249846,47,0.62,0.38,0.7,0.62,-0.96,ETof
2024-09-12,309,CA_249856,69,0.21,0.19,-0.66,-0.21,0.5,ETof
2024-09-12,310,CA_249858,47,1.08,0.57,-0.73,1.08,0.1,ETof
2024-09-12,311,CA_249863,47,0.11,0.05,-0.48,-0.11,0.99,ETof
2024-09-12,312,CA_249864,69,0.18,0.14,-0.48,-0.18,0.69,ETof
2024-09-12,313,CA_249875,47,0.8,0.62,-0.78,-0.8,-0.31,ETof
2024-09-12,314,CA_249887,61,0.47,0.3,-0.53,-0.37,0.22,ETof
2024-09-12,315,CA_249898,47,0.67,0.58,-0.69,0.67,-1.0,ETof
2024-09-12,316,CA_249944,69,0.11,0.07,0.75,0.11,0.47,ETof
2024-09-12,317,CA_249946,61,0.54,0.52,-0.73,-0.54,-0.21,ETof
2024-09-12,318,CA_249988,47,0.08,0.09,-0.57,-0.07,0.81,ETof
2024-09-12,319,CA_249989,47,0.28,0.26,-0.62,0.28,-0.99,ETof
2024-09-12,320,CA_249997,47,0.06,0.05,-0.61,-0.01,0.98,ETof
2024-09-12,321,CA_249999,69,0.3,0.23,-0.69,-0.3,-1.0,ETof
2024-09-12,322,CA_250003,69,0.23,0.18,-0.7,-0.23,-1.0,ETof
2024-09-12,323,CA_250044,69,0.2,0.15,0.56,-0.2,-1.0,ETof
2024-09-12,324,CA_250130,69,0.14,0.12,0.29,-0.02,0.75,ETof
2024-09-12,325,CA_250143,47,0.21,0.21,0.68,-0.21,-1.0,ETof
2024-09-12,326,CA_250155,47,0.06,0.03,-0.55,-0.06,-0.47,ETof
2024-09-12,327,CA_250182,47,0.24,0.24,-0.65,-0.24,-1.0,ETof
