forecasting_date,level_1,field_id,crop,mae,rmse,corr,bias,skill_score,variable
2024-09-12,987,CA_248688,61,0.12,0.27,0.97,0.08,0.82,ETo
2024-09-12,988,CA_248689,47,0.1,0.23,0.88,-0.0,0.75,ETo
2024-09-12,989,CA_248722,69,0.11,0.31,0.82,-0.02,0.63,ETo
2024-09-12,990,CA_248737,47,0.16,0.35,0.8,0.07,0.55,ETo
2024-09-12,991,CA_248749,61,0.19,0.37,0.89,-0.14,0.58,ETo
2024-09-12,992,CA_248760,69,0.32,0.66,0.81,-0.32,-0.48,ETo
2024-09-12,993,CA_248786,61,0.17,0.55,0.54,-0.1,-0.07,ETo
2024-09-12,994,CA_248793,61,0.13,0.28,0.92,-0.05,0.74,ETo
2024-09-12,995,CA_248799,47,0.15,0.26,0.9,-0.07,0.81,ETo
2024-09-12,996,CA_248852,69,0.27,0.52,0.92,0.18,0.65,ETo
2024-09-12,997,CA_248858,47,0.14,0.3,0.88,-0.06,0.66,ETo
2024-09-12,998,CA_248877,37,0.12,0.26,0.91,0.05,0.76,ETo
2024-09-12,999,CA_248880,47,0.11,0.26,0.9,-0.02,0.75,ETo
2024-09-12,1000,CA_248888,69,0.19,0.38,0.85,-0.14,0.44,ETo
2024-09-12,1001,CA_248889,47,0.18,0.37,0.89,-0.14,0.53,ETo
2024-09-12,1002,CA_248926,69,0.11,0.24,0.96,0.06,0.89,ETo
2024-09-12,1003,CA_248949,61,0.13,0.28,0.92,-0.05,0.74,ETo
2024-09-12,1004,CA_248967,47,0.15,0.31,0.92,0.13,0.69,ETo
2024-09-12,1005,CA_249008,47,0.28,0.6,0.83,-0.28,-0.38,ETo
2024-09-12,1006,CA_249053,69,0.17,0.4,0.7,0.04,0.34,ETo
2024-09-12,1007,CA_249083,47,0.11,0.25,0.86,-0.0,0.7,ETo
2024-09-12,1008,CA_249088,69,0.19,0.38,0.85,-0.14,0.44,ETo
2024-09-12,1009,CA_249091,69,0.14,0.31,0.87,-0.06,0.68,ETo
2024-09-12,1010,CA_249101,69,0.14,0.31,0.87,-0.06,0.68,ETo
2024-09-12,1011,CA_249122,47,0.1,0.23,0.89,-0.02,0.76,ETo
2024-09-12,1012,CA_249138,61,0.11,0.26,0.9,-0.02,0.75,ETo
2024-09-12,1013,CA_249145,69,0.14,0.31,0.87,-0.06,0.68,ETo
2024-09-12,1014,CA_249166,47,0.14,0.32,0.82,0.05,0.62,ETo
2024-09-12,1015,CA_249176,69,0.13,0.23,0.96,-0.01,0.9,ETo
2024-09-12,1016,CA_249203,47,0.1,0.25,0.88,0.04,0.75,ETo
2024-09-12,1017,CA_249248,47,0.22,0.44,0.9,-0.18,0.34,ETo
2024-09-12,1018,CA_249252,69,0.11,0.24,0.89,0.01,0.8,ETo
2024-09-12,1019,CA_249254,47,0.15,0.32,0.98,0.13,0.75,ETo
2024-09-12,1020,CA_249284,69,0.14,0.31,0.87,-0.06,0.68,ETo
2024-09-12,1021,CA_249291,47,0.13,0.3,0.96,0.13,0.73,ETo
2024-09-12,1022,CA_249296,47,0.11,0.27,0.88,-0.01,0.72,ETo
2024-09-12,1023,CA_249344,69,0.13,0.29,0.79,0.01,0.57,ETo
2024-09-12,1024,CA_249348,69,0.13,0.3,0.83,-0.06,0.57,ETo
2024-09-12,1025,CA_249396,69,0.17,0.39,0.95,0.14,0.46,ETo
2024-09-12,1026,CA_249407,47,0.1,0.23,0.88,-0.0,0.75,ETo
2024-09-12,1027,CA_249414,47,0.1,0.23,0.93,0.05,0.79,ETo
2024-09-12,1028,CA_249456,61,0.13,0.33,0.87,-0.02,0.68,ETo
2024-09-12,1029,CA_249462,69,0.16,0.32,0.92,-0.12,0.7,ETo
2024-09-12,1030,CA_249468,69,0.22,0.45,0.97,0.21,0.67,ETo
2024-09-12,1031,CA_249479,69,0.15,0.33,0.85,0.03,0.56,ETo
2024-09-12,1032,CA_249507,61,0.17,0.35,0.92,0.15,0.63,ETo
2024-09-12,1033,CA_249524,61,0.15,0.31,0.78,-0.05,0.46,ETo
2024-09-12,1034,CA_249531,47,0.11,0.3,0.81,-0.03,0.61,ETo
2024-09-12,1035,CA_249545,47,0.16,0.34,0.96,0.09,0.8,ETo
2024-09-12,1036,CA_249576,47,0.24,0.49,0.9,-0.22,0.15,ETo
2024-09-12,1037,CA_249601,69,0.19,0.44,0.89,0.19,0.34,ETo
2024-09-12,1038,CA_249627,69,0.12,0.36,0.79,-0.06,0.34,ETo
2024-09-12,1039,CA_249685,69,0.19,0.37,0.89,-0.14,0.53,ETo
2024-09-12,1040,CA_249694,69,0.19,0.49,0.57,-0.0,0.17,ETo
2024-09-12,1041,CA_249725,69,0.17,0.34,0.88,-0.1,0.62,ETo
2024-09-12,1042,CA_249733,69,0.17,0.39,0.95,0.14,0.46,ETo
2024-09-12,1043,CA_249774,47,0.22,0.44,0.9,-0.18,0.34,ETo
2024-09-12,1044,CA_249783,69,0.16,0.31,0.97,0.03,0.83,ETo
2024-09-12,1045,CA_249784,61,0.13,0.3,0.83,-0.06,0.57,ETo
2024-09-12,1046,CA_249796,47,0.12,0.28,0.89,-0.01,0.72,ETo
2024-09-12,1047,CA_249846,47,0.11,0.24,0.87,0.01,0.72,ETo
2024-09-12,1048,CA_249856,69,0.13,0.3,0.89,-0.05,0.69,ETo
2024-09-12,1049,CA_249858,47,0.16,0.34,0.9,-0.11,0.62,ETo
2024-09-12,1050,CA_249863,47,0.15,0.32,0.95,0.14,0.69,ETo
2024-09-12,1051,CA_249864,69,0.12,0.3,0.85,-0.02,0.7,ETo
2024-09-12,1052,CA_249875,47,0.17,0.52,0.53,-0.08,0.04,ETo
2024-09-12,1053,CA_249887,61,0.25,0.51,0.68,-0.2,0.01,ETo
2024-09-12,1054,CA_249898,47,0.15,0.28,0.93,-0.1,0.79,ETo
2024-09-12,1055,CA_249944,69,0.17,0.32,0.94,0.15,0.66,ETo
2024-09-12,1056,CA_249946,61,0.14,0.29,0.8,-0.05,0.51,ETo
2024-09-12,1057,CA_249988,47,0.26,0.53,0.78,-0.24,-0.04,ETo
2024-09-12,1058,CA_249989,47,0.1,0.23,0.91,0.05,0.77,ETo
2024-09-12,1059,CA_249997,47,0.15,0.32,0.98,0.13,0.75,ETo
2024-09-12,1060,CA_249999,69,0.12,0.26,0.93,0.02,0.78,ETo
2024-09-12,1061,CA_250003,69,0.15,0.31,0.96,0.08,0.78,ETo
2024-09-12,1062,CA_250044,69,0.15,0.33,0.83,-0.1,0.45,ETo
2024-09-12,1063,CA_250130,69,0.16,0.34,0.83,-0.09,0.59,ETo
2024-09-12,1064,CA_250143,47,0.19,0.38,0.88,-0.15,0.55,ETo
2024-09-12,1065,CA_250155,47,0.17,0.35,0.89,0.01,0.47,ETo
2024-09-12,1066,CA_250182,47,0.2,0.41,0.83,-0.15,0.39,ETo
2024-09-12,1067,CA_250186,47,0.12,0.26,0.95,0.09,0.77,ETo
2024-09-12,1068,CA_250200,61,0.13,0.29,0.92,-0.02,0.72,ETo
2024-09-12,1069,CA_250208,47,0.2,0.41,0.83,-0.15,0.39,ETo
2024-09-12,1070,CA_250211,61,0.2,0.5,0.53,0.03,0.22,ETo
2024-09-12,1071,CA_250212,69,0.15,0.31,0.92,0.13,0.7,ETo
2024-09-12,1072,CA_250221,47,0.15,0.32,0.98,0.13,0.75,ETo
2024-09-12,1073,CA_250290,69,0.17,0.37,0.79,-0.12,0.34,ETo
2024-09-12,1074,CA_250295,69,0.14,0.32,0.82,-0.08,0.49,ETo
2024-09-12,1075,CA_250318,47,0.16,0.32,0.92,-0.12,0.7,ETo
2024-09-12,1076,CA_250324,47,0.19,0.38,0.85,-0.14,0.44,ETo
2024-09-12,1077,CA_250328,47,0.16,0.32,0.92,-0.12,0.7,ETo
2024-09-12,1078,CA_250355,47,0.15,0.32,0.96,0.15,0.69,ETo
2024-09-12,1079,CA_250356,61,0.15,0.32,0.87,-0.07,0.66,ETo
2024-09-12,1080,CA_250364,69,0.11,0.22,0.9,-0.02,0.83,ETo
2024-09-12,1081,CA_250373,69,0.14,0.3,0.9,-0.05,0.71,ETo
2024-09-12,1082,CA_250388,47,0.12,0.26,0.93,0.09,0.78,ETo
2024-09-12,1083,CA_250406,61,0.29,0.61,0.74,-0.28,-0.42,ETo
2024-09-12,1084,CA_250435,69,0.12,0.26,0.93,0.09,0.78,ETo
2024-09-12,1085,CA_250438,69,0.17,0.37,0.79,-0.12,0.34,ETo
2024-09-12,1086,CA_250500,69,0.12,0.3,0.85,-0.02,0.7,ETo
2024-09-12,1087,CA_250502,47,0.23,0.45,0.85,-0.21,0.19,ETo
2024-09-12,1088,CA_250522,69,0.4,0.82,0.77,-0.4,-1.0,ETo
2024-09-12,1089,CA_250527,47,0.1,0.23,0.89,0.0,0.76,ETo
2024-09-12,1090,CA_250543,47,0.16,0.28,0.93,-0.1,0.79,ETo
2024-09-12,1091,CA_250568,69,0.13,0.31,0.84,-0.07,0.53,ETo
2024-09-12,1092,CA_250576,69,0.19,0.38,0.85,-0.14,0.44,ETo
2024-09-12,1093,CA_250606,47,0.15,0.35,0.9,0.12,0.57,ETo
2024-09-12,1094,CA_250608,69,0.19,0.49,0.57,-0.0,0.17,ETo
2024-09-12,1095,CA_250617,69,0.16,0.33,0.92,-0.09,0.66,ETo
2024-09-12,1096,CA_250625,61,0.17,0.39,0.74,0.05,0.38,ETo
2024-09-12,1097,CA_250626,69,0.47,0.94,0.74,0.43,-0.24,ETo
2024-09-12,1098,CA_250660,69,0.31,0.59,0.65,0.1,0.18,ETo
2024-09-12,1099,CA_250673,47,0.11,0.31,0.81,-0.01,0.62,ETo
2024-09-12,1100,CA_250696,47,0.15,0.28,0.93,-0.1,0.79,ETo
2024-09-12,1101,CA_250757,47,0.2,0.4,0.92,-0.15,0.48,ETo
2024-09-12,1102,CA_250774,47,0.23,0.47,0.91,-0.21,0.2,ETo
2024-09-12,1103,CA_250791,69,0.15,0.3,0.9,-0.05,0.71,ETo
2024-09-12,1104,CA_250803,47,0.22,0.44,0.9,-0.18,0.34,ETo
2024-09-12,1105,CA_250863,47,0.1,0.24,0.92,0.03,0.79,ETo
2024-09-12,1106,CA_250898,47,0.1,0.22,0.91,-0.03,0.83,ETo
2024-09-12,1107,CA_250911,69,0.11,0.22,0.92,-0.04,0.82,ETo
2024-09-12,1108,CA_250917,61,0.15,0.3,0.89,-0.11,0.58,ETo
2024-09-12,1109,CA_250919,47,0.1,0.23,0.89,0.0,0.76,ETo
2024-09-12,1110,CA_250938,47,0.15,0.3,0.78,-0.05,0.46,ETo
2024-09-12,1111,CA_250979,61,0.17,0.35,0.92,0.15,0.63,ETo
2024-09-12,1112,CA_250998,61,0.14,0.41,0.79,-0.07,0.41,ETo
2024-09-12,1113,CA_251003,47,0.15,0.44,0.8,-0.05,0.34,ETo
2024-09-12,1114,CA_251020,61,0.2,0.52,0.5,-0.02,0.02,ETo
2024-09-12,1115,CA_251037,69,0.19,0.52,0.51,-0.03,0.07,ETo
2024-09-12,1116,CA_251043,69,0.19,0.49,0.57,-0.0,0.17,ETo
2024-09-12,1117,CA_251053,61,0.23,0.46,0.76,0.11,0.26,ETo
2024-09-12,1118,CA_251078,61,0.16,0.33,0.93,0.02,0.56,ETo
2024-09-12,1119,CA_251092,47,0.1,0.23,0.91,0.06,0.76,ETo
2024-09-12,1120,CA_251118,47,0.15,0.28,0.93,-0.1,0.79,ETo
2024-09-12,1121,CA_251129,47,0.1,0.25,0.91,0.02,0.77,ETo
2024-09-12,1122,CA_251134,47,0.11,0.26,0.9,-0.0,0.77,ETo
2024-09-12,1123,CA_251179,47,0.13,0.26,0.94,0.09,0.88,ETo
2024-09-12,1124,CA_251191,47,0.21,0.43,0.85,-0.19,0.35,ETo
2024-09-12,1125,CA_251195,61,0.18,0.34,0.96,0.08,0.79,ETo
2024-09-12,1126,CA_251304,47,0.11,0.31,0.81,-0.01,0.62,ETo
2024-09-12,1127,CA_251336,47,0.13,0.25,0.94,0.09,0.88,ETo
2024-09-12,1128,CA_251339,47,0.1,0.23,0.89,-0.03,0.74,ETo
2024-09-12,1129,CA_251340,61,0.2,0.5,0.54,0.03,0.09,ETo
2024-09-12,1130,CA_251382,47,0.1,0.23,0.88,-0.0,0.75,ETo
2024-09-12,1131,CA_251384,47,0.21,0.43,0.9,-0.18,0.34,ETo
2024-09-12,1132,CA_251400,47,0.12,0.21,0.94,-0.02,0.88,ETo
2024-09-12,1133,CA_251411,47,0.12,0.28,0.86,0.07,0.69,ETo
2024-09-12,1134,CA_251415,61,0.18,0.34,0.87,-0.12,0.58,ETo
2024-09-12,1135,CA_251450,47,0.19,0.38,0.91,-0.15,0.48,ETo
2024-09-12,1136,CA_251476,47,0.16,0.32,0.92,-0.12,0.7,ETo
2024-09-12,1137,CA_251480,47,0.1,0.24,0.88,-0.03,0.72,ETo
2024-09-12,1138,CA_251481,47,0.11,0.26,0.9,-0.02,0.75,ETo
2024-09-12,1139,CA_251524,47,0.24,0.49,0.88,-0.21,0.11,ETo
2024-09-12,1140,CA_251529,47,0.11,0.26,0.9,0.0,0.74,ETo
2024-09-12,1141,CA_251576,47,0.1,0.25,0.91,0.02,0.77,ETo
2024-09-12,1142,CA_251578,47,0.19,0.38,0.88,-0.15,0.55,ETo
2024-09-12,1143,CA_251610,47,0.2,0.41,0.83,-0.15,0.39,ETo
2024-09-12,1144,CA_251678,47,0.15,0.28,0.93,-0.1,0.79,ETo
2024-09-12,1145,CA_251688,47,0.15,0.31,0.88,-0.06,0.66,ETo
2024-09-12,1146,CA_251701,47,0.15,0.32,0.98,0.13,0.75,ETo
2024-09-12,1147,CA_251743,47,0.24,0.49,0.9,-0.22,0.15,ETo
2024-09-12,1148,CA_251752,47,0.1,0.25,0.91,0.02,0.77,ETo
2024-09-12,1149,CA_251802,47,0.17,0.34,0.92,0.14,0.63,ETo
2024-09-12,1150,CA_251803,47,0.1,0.24,0.88,-0.03,0.72,ETo
2024-09-12,1151,CA_251806,47,0.11,0.3,0.82,-0.0,0.64,ETo
2024-09-12,1152,CA_251814,61,0.19,0.49,0.43,-0.05,-0.01,ETo
2024-09-12,1153,CA_251816,47,0.18,0.37,0.89,-0.14,0.53,ETo
2024-09-12,1154,CA_251820,47,0.24,0.49,0.88,-0.21,0.11,ETo
2024-09-12,1155,CA_251827,47,0.26,0.53,0.78,-0.24,-0.04,ETo
2024-09-12,1156,CA_251864,47,0.11,0.24,0.87,0.02,0.72,ETo
2024-09-12,1157,CA_251888,47,0.15,0.32,0.95,0.14,0.69,ETo
2024-09-12,1158,CA_251912,47,0.16,0.32,0.92,-0.09,0.66,ETo
2024-09-12,1159,CA_251920,69,0.15,0.3,0.9,-0.05,0.71,ETo
2024-09-12,1160,CA_251928,47,0.22,0.44,0.9,-0.18,0.34,ETo
2024-09-12,1161,CA_251969,69,0.21,0.41,0.94,0.08,0.74,ETo
2024-09-12,1162,CA_251982,69,0.11,0.24,0.95,0.04,0.88,ETo
2024-09-12,1163,CA_251986,47,0.19,0.37,0.85,-0.14,0.44,ETo
2024-09-12,1164,CA_251995,69,0.25,0.54,0.88,0.16,0.41,ETo
2024-09-12,1165,CA_252007,47,0.2,0.4,0.85,-0.16,0.45,ETo
2024-09-12,1166,CA_252027,69,0.1,0.24,0.96,0.05,0.89,ETo
2024-09-12,1167,CA_252031,47,0.16,0.32,0.92,-0.12,0.7,ETo
2024-09-12,1168,CA_252046,47,0.15,0.33,0.9,0.07,0.62,ETo
2024-09-12,1169,CA_252089,69,0.14,0.33,0.8,-0.09,0.4,ETo
2024-09-12,1170,CA_252118,47,0.16,0.35,0.8,0.07,0.55,ETo
2024-09-12,1171,CA_252183,47,0.2,0.35,0.72,-0.11,0.43,ETo
2024-09-12,1172,CA_252196,47,0.2,0.35,0.72,-0.11,0.43,ETo
2024-09-12,1173,CA_252203,47,0.2,0.35,0.77,-0.13,0.44,ETo
2024-09-12,1174,CA_252230,47,0.19,0.38,0.83,-0.16,0.42,ETo
2024-09-12,1175,CA_252232,47,0.18,0.3,0.89,-0.09,0.78,ETo
2024-09-12,1176,CA_252254,47,0.15,0.26,0.92,-0.04,0.83,ETo
2024-09-12,1177,CA_252296,47,0.19,0.37,0.85,-0.14,0.44,ETo
2024-09-12,1178,CA_252301,47,0.18,0.34,0.87,-0.12,0.58,ETo
2024-09-12,1179,CA_252322,47,0.19,0.36,0.89,-0.14,0.58,ETo
2024-09-12,1180,CA_252334,47,0.2,0.39,0.9,-0.16,0.53,ETo
2024-09-12,1181,CA_252359,47,0.23,0.45,0.92,-0.2,0.3,ETo
2024-09-12,1182,CA_252374,47,0.16,0.33,0.9,-0.1,0.64,ETo
2024-09-12,1183,CA_252397,47,0.11,0.26,0.9,-0.02,0.75,ETo
2024-09-12,1184,CA_252400,47,0.11,0.25,0.92,0.07,0.76,ETo
2024-09-12,1185,CA_252417,47,0.1,0.24,0.92,0.03,0.79,ETo
2024-09-12,1186,CA_252439,47,0.12,0.25,0.89,-0.04,0.77,ETo
2024-09-12,1187,CA_252444,47,0.1,0.22,0.91,-0.01,0.82,ETo
2024-09-12,1188,CA_252462,69,0.11,0.22,0.9,-0.02,0.83,ETo
2024-09-12,1189,CA_252463,69,0.15,0.3,0.89,-0.11,0.58,ETo
2024-09-12,1190,CA_252479,47,0.1,0.23,0.92,0.07,0.77,ETo
2024-09-12,1191,CA_252486,47,0.12,0.24,0.87,-0.01,0.72,ETo
2024-09-12,1192,CA_252530,47,0.1,0.23,0.89,-0.02,0.76,ETo
2024-09-12,1193,CA_252534,47,0.12,0.28,0.86,0.07,0.69,ETo
2024-09-12,1194,CA_252538,47,0.15,0.32,0.84,-0.1,0.47,ETo
2024-09-12,1195,CA_252549,47,0.13,0.3,0.85,0.05,0.7,ETo
2024-09-12,1196,CA_252567,47,0.12,0.29,0.82,-0.05,0.6,ETo
2024-09-12,1197,CA_252577,47,0.12,0.32,0.8,0.01,0.6,ETo
2024-09-12,1198,CA_252618,47,0.17,0.3,0.89,-0.09,0.78,ETo
2024-09-12,1199,CA_252621,47,0.17,0.3,0.89,-0.09,0.78,ETo
2024-09-12,1200,CA_252626,47,0.19,0.38,0.83,-0.17,0.42,ETo
2024-09-12,1201,CA_252645,47,0.19,0.37,0.85,-0.14,0.44,ETo
2024-09-12,1202,CA_252652,47,0.21,0.42,0.85,-0.18,0.38,ETo
2024-09-12,1203,CA_252657,47,0.21,0.43,0.85,-0.19,0.35,ETo
2024-09-12,1204,CA_252701,47,0.19,0.38,0.83,-0.16,0.42,ETo
2024-09-12,1205,CA_252702,122,0.19,0.34,0.82,-0.12,0.56,ETo
2024-09-12,1206,CA_252711,69,0.19,0.36,0.89,-0.14,0.58,ETo
2024-09-12,1207,CA_252716,47,0.18,0.37,0.96,-0.02,0.79,ETo
2024-09-12,1208,CA_252720,47,0.19,0.37,0.89,-0.14,0.58,ETo
2024-09-12,1209,CA_252751,47,0.24,0.49,0.9,-0.22,0.15,ETo
2024-09-12,1210,CA_252753,47,0.16,0.33,0.92,-0.09,0.66,ETo
2024-09-12,1211,CA_252754,47,0.25,0.5,0.9,-0.23,0.15,ETo
2024-09-12,1212,CA_252774,47,0.11,0.27,0.88,-0.01,0.72,ETo
2024-09-12,1213,CA_252809,47,0.1,0.25,0.91,0.02,0.77,ETo
2024-09-12,1214,CA_252828,69,0.1,0.22,0.91,-0.01,0.82,ETo
2024-09-12,1215,CA_252861,47,0.15,0.3,0.78,-0.05,0.46,ETo
2024-09-12,1216,CA_252874,47,0.17,0.32,0.9,0.12,0.71,ETo
2024-09-12,1217,CA_252887,47,0.15,0.33,0.84,-0.1,0.47,ETo
2024-09-12,1218,CA_252904,47,0.11,0.31,0.8,-0.03,0.59,ETo
2024-09-12,1219,CA_252913,47,0.2,0.48,0.54,0.03,0.07,ETo
2024-09-12,1220,CA_252919,61,0.15,0.36,0.79,0.02,0.48,ETo
2024-09-12,1221,CA_252928,61,0.21,0.43,0.66,0.09,0.25,ETo
2024-09-12,1222,CA_252935,61,0.13,0.31,0.92,-0.03,0.5,ETo
2024-09-12,1223,CA_252973,47,0.16,0.32,0.92,-0.12,0.7,ETo
2024-09-12,1224,CA_253002,47,0.19,0.38,0.81,-0.16,0.44,ETo
2024-09-12,1225,CA_253025,47,0.18,0.31,0.46,-0.06,0.35,ETo
2024-09-12,1226,CA_253047,61,0.16,0.28,0.77,0.09,0.68,ETo
2024-09-12,1227,CA_253072,47,0.2,0.38,0.76,-0.16,0.29,ETo
2024-09-12,1228,CA_253080,47,0.16,0.25,0.85,-0.02,0.73,ETo
2024-09-12,1229,CA_253113,47,0.16,0.28,0.54,-0.06,0.47,ETo
2024-09-12,1230,CA_253132,47,0.15,0.27,0.74,-0.06,0.5,ETo
2024-09-12,1231,CA_253184,61,0.18,0.31,0.81,0.1,0.65,ETo
2024-09-12,1232,CA_253185,61,0.17,0.3,0.86,0.09,0.71,ETo
2024-09-12,1233,CA_253223,47,0.18,0.31,0.46,-0.06,0.35,ETo
2024-09-12,1234,CA_253254,47,0.13,0.25,0.69,-0.01,0.61,ETo
2024-09-12,1235,CA_253275,47,0.13,0.25,0.69,-0.01,0.61,ETo
2024-09-12,1236,CA_253284,61,0.17,0.35,0.82,0.16,0.62,ETo
2024-09-12,1237,CA_253303,61,0.18,0.33,0.81,0.13,0.65,ETo
2024-09-12,1238,CA_253321,61,0.18,0.33,0.81,0.13,0.65,ETo
2024-09-12,1239,CA_253339,47,0.16,0.27,0.73,0.07,0.66,ETo
2024-09-12,1240,CA_253386,47,0.17,0.29,0.76,-0.09,0.56,ETo
2024-09-12,1241,CA_253399,47,0.19,0.37,0.76,-0.16,0.26,ETo
2024-09-12,1242,CA_253402,47,0.17,0.27,0.72,0.06,0.64,ETo
2024-09-12,1243,CA_253417,47,0.2,0.34,0.81,-0.16,0.17,ETo
2024-09-12,1244,CA_253433,61,0.17,0.3,0.85,0.1,0.71,ETo
2024-09-12,1245,CA_253441,47,0.16,0.27,0.79,0.1,0.69,ETo
2024-09-12,1246,CA_253496,47,0.26,0.42,0.93,0.21,0.71,ETo
2024-09-12,1247,CA_253515,47,0.16,0.26,0.85,0.07,0.71,ETo
2024-09-12,1248,CA_253537,47,0.16,0.26,0.85,-0.04,0.7,ETo
2024-09-12,1249,CA_253541,47,0.19,0.33,0.76,-0.11,0.45,ETo
2024-09-12,1250,CA_253544,47,0.23,0.35,0.65,-0.15,0.26,ETo
2024-09-12,1251,CA_253554,47,0.16,0.28,0.72,0.09,0.63,ETo
2024-09-12,1252,CA_253559,61,0.17,0.27,0.72,0.06,0.64,ETo
2024-09-12,1253,CA_253578,47,0.18,0.34,0.68,-0.12,0.37,ETo
2024-09-12,1254,CA_253591,47,0.19,0.33,0.76,-0.11,0.45,ETo
2024-09-12,1255,CA_253596,47,0.16,0.27,0.73,0.07,0.66,ETo
2024-09-12,1256,CA_253611,47,0.19,0.31,0.61,-0.11,0.36,ETo
2024-09-12,1257,CA_253621,47,0.17,0.3,0.44,-0.07,0.39,ETo
2024-09-12,1258,CA_253625,47,0.17,0.31,0.51,-0.07,0.39,ETo
2024-09-12,1259,CA_253638,47,0.16,0.28,0.72,0.09,0.63,ETo
2024-09-12,1260,CA_253662,47,0.18,0.33,0.88,0.15,0.7,ETo
2024-09-12,1261,CA_253663,47,0.17,0.3,0.74,-0.11,0.36,ETo
2024-09-12,1262,CA_253711,47,0.16,0.28,0.54,-0.06,0.47,ETo
2024-09-12,1263,CA_253715,47,0.17,0.31,0.8,0.13,0.61,ETo
2024-09-12,1264,CA_253717,47,0.17,0.27,0.72,0.06,0.64,ETo
2024-09-12,1265,CA_253734,47,0.17,0.28,0.75,0.09,0.61,ETo
2024-09-12,1266,CA_253756,47,0.17,0.28,0.66,-0.02,0.57,ETo
2024-09-12,1267,CA_253764,47,0.16,0.25,0.76,-0.02,0.68,ETo
2024-09-12,1268,CA_253781,47,0.15,0.26,0.62,-0.02,0.56,ETo
2024-09-12,1269,CA_253799,47,0.17,0.32,0.85,0.15,0.63,ETo
2024-09-12,1270,CA_253839,47,0.19,0.36,0.85,0.18,0.61,ETo
2024-09-12,1271,CA_253853,47,0.16,0.28,0.72,0.09,0.63,ETo
2024-09-12,1272,CA_253873,47,0.19,0.32,0.39,-0.1,0.27,ETo
2024-09-12,1273,CA_253884,47,0.15,0.26,0.75,-0.06,0.67,ETo
2024-09-12,1274,CA_253894,47,0.15,0.26,0.62,-0.02,0.56,ETo
2024-09-12,1275,CA_254100,47,0.23,0.35,0.65,-0.15,0.26,ETo
2024-09-12,1276,CA_254124,69,0.17,0.31,0.8,0.13,0.61,ETo
2024-09-12,1277,CA_254144,47,0.15,0.27,0.57,0.03,0.53,ETo
2024-09-12,1278,CA_254149,47,0.18,0.33,0.81,0.13,0.65,ETo
2024-09-12,1279,CA_254152,47,0.14,0.25,0.71,-0.02,0.61,ETo
2024-09-12,1280,CA_254227,47,0.16,0.28,0.72,0.09,0.63,ETo
2024-09-12,1281,CA_254268,47,0.15,0.25,0.9,0.04,0.82,ETo
2024-09-12,1282,CA_254271,47,0.19,0.37,0.76,-0.16,0.26,ETo
2024-09-12,1283,CA_254272,47,0.13,0.25,0.69,-0.01,0.61,ETo
2024-09-12,1284,CA_254279,47,0.17,0.31,0.89,0.13,0.71,ETo
2024-09-12,1285,CA_254360,47,0.18,0.32,0.69,-0.12,0.3,ETo
2024-09-12,1286,CA_254370,47,0.17,0.31,0.89,0.13,0.71,ETo
2024-09-12,1287,CA_254377,47,0.15,0.26,0.75,-0.06,0.67,ETo
2024-09-12,1288,CA_254422,47,0.16,0.28,0.86,0.11,0.64,ETo
2024-09-12,1289,CA_254432,47,0.15,0.26,0.77,-0.06,0.63,ETo
2024-09-12,1290,CA_254458,47,0.25,0.41,0.92,0.16,0.73,ETo
2024-09-12,1291,CA_254498,47,0.16,0.27,0.73,0.07,0.66,ETo
2024-09-12,1292,CA_254510,47,0.14,0.25,0.71,-0.02,0.61,ETo
2024-09-12,1293,CA_254515,61,0.17,0.3,0.85,0.1,0.71,ETo
2024-09-12,1294,CA_254518,47,0.16,0.28,0.72,0.09,0.63,ETo
2024-09-12,1295,CA_254519,47,0.17,0.31,0.87,0.12,0.67,ETo
2024-09-12,1296,CA_254527,47,0.16,0.27,0.85,-0.04,0.7,ETo
2024-09-12,1297,CA_254551,47,0.19,0.36,0.85,0.18,0.61,ETo
2024-09-12,1298,CA_254559,47,0.17,0.3,0.44,-0.07,0.39,ETo
2024-09-12,1299,CA_254587,47,0.22,0.33,0.62,-0.15,0.25,ETo
2024-09-12,1300,CA_254636,61,0.22,0.35,0.91,0.14,0.71,ETo
2024-09-12,1301,CA_254644,47,0.15,0.27,0.89,-0.08,0.76,ETo
2024-09-12,1302,CA_254693,47,0.14,0.25,0.71,-0.02,0.61,ETo
2024-09-12,1303,CA_254714,47,0.15,0.28,0.57,-0.03,0.48,ETo
2024-09-12,1304,CA_254743,47,0.23,0.4,0.92,0.21,0.65,ETo
2024-09-12,1305,CA_254750,47,0.2,0.31,0.63,-0.14,0.33,ETo
2024-09-12,1306,CA_254806,47,0.18,0.32,0.69,0.14,0.53,ETo
2024-09-12,1307,CA_254812,47,0.18,0.33,0.81,0.13,0.65,ETo
2024-09-12,1308,CA_254821,61,0.25,0.42,0.93,0.21,0.71,ETo
2024-09-12,1309,CA_254824,47,0.17,0.3,0.49,-0.05,0.4,ETo
2024-09-12,1310,CA_254835,47,0.2,0.38,0.76,-0.16,0.29,ETo
2024-09-12,1311,CA_254902,47,0.18,0.32,0.69,0.14,0.53,ETo
2024-09-12,1312,CA_254906,47,0.16,0.25,0.85,-0.02,0.73,ETo
2024-09-12,1313,CA_254907,47,0.16,0.28,0.54,-0.06,0.47,ETo
