forecasting_date,match_window,match_variable,level_3,field_id,crop,mae,rmse,corr,bias,skill_score,variable
2024-06-24,60,ndvi,30,CA_36281,61,0.09,0.07,0.94,0.09,0.96,ETof
2024-06-24,60,ndvi,31,CA_36850,61,0.6,0.51,-0.45,0.6,-1.0,ETof
2024-06-24,60,ndvi,32,CA_36898,37,0.25,0.22,0.98,0.25,-1.0,ETof
2024-06-24,60,ndvi,33,CA_36982,241,0.12,0.13,-0.94,-0.11,0.58,ETof
2024-06-24,60,ndvi,34,CA_37400,61,0.15,0.12,-0.76,-0.15,0.86,ETof
2024-06-24,60,ndvi,35,CA_37674,47,0.6,0.52,-0.98,0.6,-1.0,ETof
2024-06-24,60,ndvi,36,CA_37683,61,0.52,0.34,0.96,-0.52,-1.0,ETof
2024-06-24,60,ndvi,37,CA_37890,241,0.11,0.11,-0.9,0.11,-0.01,ETof
2024-06-24,60,ndvi,38,CA_38650,47,0.66,0.52,-0.04,0.66,0.37,ETof
2024-06-24,60,ndvi,39,CA_38734,204,0.06,0.07,-0.43,0.04,0.78,ETof
2024-06-24,60,ndvi,40,CA_38912,69,0.02,0.02,-0.74,0.02,0.98,ETof
2024-06-24,60,ndvi,41,CA_39031,69,0.26,0.21,-0.99,0.26,0.69,ETof
2024-06-24,60,ndvi,42,CA_39032,69,0.04,0.04,-0.31,-0.04,-0.02,ETof
2024-06-24,60,ndvi,43,CA_39770,69,0.12,0.11,-0.8,0.05,0.84,ETof
2024-06-24,60,ndvi,44,CA_40009,69,0.08,0.07,0.98,0.08,-1.0,ETof
2024-06-24,60,ndvi,45,CA_41244,69,0.04,0.05,0.7,0.04,0.98,ETof
2024-06-24,60,ndvi,46,CA_41458,69,0.14,0.13,0.93,0.14,0.16,ETof
2024-06-24,60,ndvi,47,CA_41682,69,0.05,0.05,-0.93,0.05,0.67,ETof
2024-06-24,60,ndvi,48,CA_42021,69,0.3,0.24,0.99,0.3,-1.0,ETof
2024-06-24,60,ndvi,49,CA_42143,69,0.12,0.11,-0.72,0.12,-1.0,ETof
2024-06-24,60,ndvi,50,CA_298397,75,0.13,0.34,-0.05,-0.06,-0.4,ETo
2024-06-24,60,ndvi,51,CA_299395,75,0.32,0.81,-0.6,-0.32,-1.0,ETo
2024-06-24,60,ndvi,52,CA_299467,75,0.34,0.77,0.57,0.34,-1.0,ETo
2024-06-24,60,ndvi,53,CA_300271,75,0.19,0.48,-0.73,-0.08,-1.0,ETo
2024-06-24,60,ndvi,54,CA_300581,75,0.33,0.87,-0.56,-0.32,-1.0,ETo
2024-06-24,60,ndvi,55,CA_300893,75,0.3,0.81,-0.63,-0.28,-1.0,ETo
2024-06-24,60,ndvi,56,CA_301734,75,0.25,0.63,-0.59,-0.24,-1.0,ETo
2024-06-24,60,ndvi,57,CA_301986,75,0.17,0.45,0.14,-0.14,-1.0,ETo
2024-06-24,60,ndvi,58,CA_302388,75,0.31,0.81,-0.59,-0.29,-1.0,ETo
2024-06-24,60,ndvi,59,CA_302578,75,0.19,0.42,0.35,0.1,-0.35,ETo
2024-06-24,60,ndvi,60,CA_302669,72,0.34,0.9,-0.62,-0.34,-1.0,ETo
2024-06-24,60,ndvi,61,CA_303433,72,0.3,0.77,-0.54,-0.27,-1.0,ETo
2024-06-24,60,ndvi,62,CA_303972,47,0.32,0.85,-0.58,-0.31,-1.0,ETo
2024-06-24,60,ndvi,63,CA_304258,72,0.16,0.42,-0.03,0.06,-0.64,ETo
2024-06-24,60,ndvi,64,CA_304688,72,0.34,0.91,-0.54,-0.33,-1.0,ETo
2024-06-24,60,ndvi,65,CA_305684,204,0.17,0.48,-0.09,-0.09,-1.0,ETo
2024-06-24,60,ndvi,66,CA_306027,204,0.18,0.44,-0.03,-0.1,-0.56,ETo
2024-06-24,60,ndvi,67,CA_306521,204,0.21,0.59,-0.41,-0.13,-1.0,ETo
2024-06-24,60,ndvi,68,CA_307370,204,0.29,0.69,0.59,0.29,-1.0,ETo
2024-06-24,60,ndvi,69,CA_307376,204,0.29,0.69,0.59,0.29,-1.0,ETo
2024-06-24,60,ndvi,70,CA_307472,204,0.17,0.43,-0.54,-0.11,-1.0,ETo
2024-06-24,60,ndvi,71,CA_307774,204,0.16,0.35,0.37,0.02,0.05,ETo
2024-06-24,60,ndvi,72,CA_32080,75,0.16,0.41,0.23,-0.16,-1.0,ETo
2024-06-24,60,ndvi,73,CA_32260,61,0.34,0.78,0.46,0.34,-1.0,ETo
2024-06-24,60,ndvi,74,CA_32418,47,0.31,0.68,-0.01,-0.31,-1.0,ETo
2024-06-24,60,ndvi,75,CA_32637,47,0.39,0.9,0.59,0.39,-1.0,ETo
2024-06-24,60,ndvi,76,CA_32667,61,0.08,0.2,0.52,0.03,0.12,ETo
2024-06-24,60,ndvi,77,CA_35772,36,0.36,0.85,-0.33,-0.36,-1.0,ETo
2024-06-24,60,ndvi,78,CA_36095,61,0.26,0.58,0.18,0.24,-1.0,ETo
2024-06-24,60,ndvi,79,CA_36121,47,0.31,0.73,-0.34,-0.31,-1.0,ETo
2024-06-24,60,ndvi,80,CA_36281,61,0.33,0.79,-0.51,-0.33,-1.0,ETo
2024-06-24,60,ndvi,81,CA_36850,61,0.2,0.45,-0.68,-0.2,-1.0,ETo
2024-06-24,60,ndvi,82,CA_36898,37,0.31,0.65,-0.05,-0.31,-1.0,ETo
2024-06-24,60,ndvi,83,CA_36982,241,0.08,0.19,0.07,0.03,0.11,ETo
2024-06-24,60,ndvi,84,CA_37400,61,0.35,0.87,-0.64,-0.35,-1.0,ETo
2024-06-24,60,ndvi,85,CA_37674,47,0.3,0.65,-0.65,-0.3,-1.0,ETo
2024-06-24,60,ndvi,86,CA_37683,61,0.37,0.83,0.74,0.37,-1.0,ETo
2024-06-24,60,ndvi,87,CA_37890,241,0.31,0.69,-0.63,-0.31,-1.0,ETo
2024-06-24,60,ndvi,88,CA_38650,47,0.07,0.16,0.35,0.02,0.27,ETo
2024-06-24,60,ndvi,89,CA_38734,204,0.27,0.62,0.25,0.27,-1.0,ETo
2024-06-24,60,ndvi,90,CA_38912,69,0.33,0.7,0.65,0.33,-1.0,ETo
2024-06-24,60,ndvi,91,CA_39031,69,0.33,0.69,0.69,0.33,-1.0,ETo
2024-06-24,60,ndvi,92,CA_39032,69,0.14,0.34,0.35,-0.14,-1.0,ETo
2024-06-24,60,ndvi,93,CA_39770,69,0.3,0.77,-0.57,-0.3,-1.0,ETo
2024-06-24,60,ndvi,94,CA_40009,69,0.07,0.16,0.24,-0.02,0.46,ETo
2024-06-24,60,ndvi,95,CA_41244,69,0.11,0.29,-0.16,-0.11,-1.0,ETo
2024-06-24,60,ndvi,96,CA_41458,69,0.07,0.17,0.03,0.02,-0.72,ETo
2024-06-24,60,ndvi,97,CA_41682,69,0.17,0.41,0.19,-0.16,-1.0,ETo
2024-06-24,60,ndvi,98,CA_42021,69,0.24,0.58,-0.73,-0.24,-1.0,ETo
2024-06-24,60,ndvi,99,CA_42143,69,0.11,0.3,-0.84,-0.07,-1.0,ETo
2024-06-24,60,ndvi,100,CA_298397,75,0.27,0.43,-0.9,-0.27,-0.26,ET
2024-06-24,60,ndvi,101,CA_299395,75,0.13,0.34,-0.55,-0.07,0.94,ET
2024-06-24,60,ndvi,102,CA_299467,75,0.53,1.05,0.64,0.53,-1.0,ET
2024-06-24,60,ndvi,103,CA_300271,75,0.25,0.4,-0.39,0.23,-0.38,ET
2024-06-24,60,ndvi,104,CA_300581,75,0.47,1.01,-0.61,-0.47,0.02,ET
2024-06-24,60,ndvi,105,CA_300893,75,0.2,0.47,-0.64,-0.05,0.04,ET
2024-06-24,60,ndvi,106,CA_301734,75,0.24,0.57,0.46,-0.24,-1.0,ET
2024-06-24,60,ndvi,107,CA_301986,75,0.24,0.45,-0.53,-0.24,-1.0,ET
2024-06-24,60,ndvi,108,CA_302388,75,0.29,0.39,-0.34,-0.29,0.25,ET
2024-06-24,60,ndvi,109,CA_302578,75,0.17,0.36,0.18,0.13,-0.78,ET
2024-06-24,60,ndvi,110,CA_302669,72,0.69,1.13,-0.36,-0.69,-0.11,ET
2024-06-24,60,ndvi,111,CA_303433,72,0.17,0.28,-0.58,-0.02,0.95,ET
2024-06-24,60,ndvi,112,CA_303972,47,0.17,0.32,-0.53,0.0,-1.0,ET
2024-06-24,60,ndvi,113,CA_304258,72,0.14,0.35,-0.13,-0.03,-0.46,ET
2024-06-24,60,ndvi,114,CA_304688,72,0.2,0.46,-0.47,0.09,-1.0,ET
2024-06-24,60,ndvi,115,CA_305684,204,0.16,0.4,-0.19,-0.16,0.02,ET
2024-06-24,60,ndvi,116,CA_306027,204,0.24,0.5,-0.08,-0.24,0.34,ET
2024-06-24,60,ndvi,117,CA_306521,204,0.29,0.66,-0.47,-0.29,0.73,ET
2024-06-24,60,ndvi,118,CA_307370,204,0.33,0.77,0.52,0.33,-1.0,ET
2024-06-24,60,ndvi,119,CA_307376,204,0.16,0.3,0.29,0.16,-1.0,ET
2024-06-24,60,ndvi,120,CA_307472,204,0.3,0.65,-0.61,-0.16,0.44,ET
2024-06-24,60,ndvi,121,CA_307774,204,0.28,0.54,0.23,0.28,-1.0,ET
2024-06-24,60,ndvi,122,CA_32080,75,1.46,2.06,-0.28,1.46,-0.19,ET
2024-06-24,60,ndvi,123,CA_32260,61,0.34,0.58,0.12,-0.34,0.52,ET
2024-06-24,60,ndvi,124,CA_32418,47,0.57,0.97,0.19,-0.57,-1.0,ET
2024-06-24,60,ndvi,125,CA_32637,47,0.12,0.24,0.71,0.07,-0.35,ET
2024-06-24,60,ndvi,126,CA_32667,61,0.08,0.18,0.36,-0.05,0.62,ET
2024-06-24,60,ndvi,127,CA_35772,36,0.22,0.48,-0.59,-0.2,-0.16,ET
2024-06-24,60,ndvi,128,CA_36095,61,0.23,0.45,0.81,0.23,0.92,ET
2024-06-24,60,ndvi,129,CA_36121,47,0.25,0.61,-0.47,-0.25,0.61,ET
2024-06-24,60,ndvi,130,CA_36281,61,0.2,0.44,-0.68,-0.18,0.9,ET
2024-06-24,60,ndvi,131,CA_36850,61,0.93,1.58,-0.7,0.93,-1.0,ET
2024-06-24,60,ndvi,132,CA_36898,37,0.21,0.39,0.96,0.2,-0.24,ET
2024-06-24,60,ndvi,133,CA_36982,241,0.21,0.48,-0.73,-0.2,0.73,ET
2024-06-24,60,ndvi,134,CA_37400,61,0.48,0.85,-0.84,-0.48,0.59,ET
2024-06-24,60,ndvi,135,CA_37674,47,0.97,1.59,-0.97,0.97,-1.0,ET
2024-06-24,60,ndvi,136,CA_37683,61,0.92,1.26,-0.67,-0.92,-1.0,ET
2024-06-24,60,ndvi,137,CA_37890,241,0.16,0.39,-0.86,-0.13,0.5,ET
2024-06-24,60,ndvi,138,CA_38650,47,1.76,2.41,-0.94,1.76,0.26,ET
2024-06-24,60,ndvi,139,CA_38734,204,0.21,0.34,-0.56,0.19,0.67,ET
2024-06-24,60,ndvi,140,CA_38912,69,0.4,0.77,0.76,0.4,-0.36,ET
2024-06-24,60,ndvi,141,CA_39031,69,0.91,1.32,0.79,0.91,0.15,ET
2024-06-24,60,ndvi,142,CA_39032,69,0.18,0.33,-0.23,-0.18,-0.62,ET
2024-06-24,60,ndvi,143,CA_39770,69,0.12,0.31,-0.71,-0.06,0.91,ET
2024-06-24,60,ndvi,144,CA_40009,69,0.14,0.29,0.6,0.14,-1.0,ET
2024-06-24,60,ndvi,145,CA_41244,69,0.1,0.24,-0.98,-0.04,0.97,ET
2024-06-24,60,ndvi,146,CA_41458,69,0.3,0.54,0.85,0.3,-0.07,ET
2024-06-24,60,ndvi,147,CA_41682,69,0.1,0.16,-0.85,0.06,0.77,ET
2024-06-24,60,ndvi,148,CA_42021,69,0.23,0.49,0.18,0.23,-0.84,ET
2024-06-24,60,ndvi,149,CA_42143,69,0.23,0.48,-0.76,0.13,-1.0,ET
2024-06-24,90,None,0,CA_298397,75,0.07,0.07,-0.54,0.0,0.28,ETof
2024-06-24,90,None,1,CA_299395,75,0.17,0.16,-0.99,0.17,0.74,ETof
2024-06-24,90,None,2,CA_299467,75,0.27,0.26,-0.99,0.27,-1.0,ETof
2024-06-24,90,None,3,CA_300271,75,0.2,0.13,-0.07,0.2,-1.0,ETof
2024-06-24,90,None,4,CA_300581,75,0.07,0.08,-0.67,-0.07,0.89,ETof
2024-06-24,90,None,5,CA_300893,75,0.1,0.1,0.21,0.1,-0.21,ETof
2024-06-24,90,None,6,CA_301734,75,0.04,0.04,-0.19,-0.01,-1.0,ETof
2024-06-24,90,None,7,CA_301986,75,0.28,0.21,0.94,0.28,-1.0,ETof
2024-06-24,90,None,8,CA_302388,75,0.04,0.03,-0.99,-0.04,0.93,ETof
2024-06-24,90,None,9,CA_302578,75,0.01,0.01,-0.62,0.01,-1.0,ETof
2024-06-24,90,None,10,CA_302669,72,0.42,0.3,0.87,-0.42,-0.63,ETof
2024-06-24,90,None,11,CA_303433,72,0.1,0.08,0.91,0.1,0.94,ETof
2024-06-24,90,None,12,CA_303972,47,0.14,0.12,-0.58,0.14,-1.0,ETof
2024-06-24,90,None,13,CA_304258,72,0.01,0.01,0.98,0.01,0.55,ETof
2024-06-24,90,None,14,CA_304688,72,0.09,0.09,0.89,0.09,-1.0,ETof
2024-06-24,90,None,15,CA_305684,204,0.05,0.04,0.91,-0.05,0.87,ETof
2024-06-24,90,None,16,CA_306027,204,0.04,0.03,0.75,0.04,0.95,ETof
2024-06-24,90,None,17,CA_306521,204,0.11,0.1,0.99,-0.11,0.93,ETof
2024-06-24,90,None,18,CA_307370,204,0.12,0.13,-0.06,0.12,-1.0,ETof
2024-06-24,90,None,19,CA_307376,204,0.19,0.14,0.95,0.19,-1.0,ETof
2024-06-24,90,None,20,CA_307472,204,0.1,0.1,0.16,-0.04,0.69,ETof
2024-06-24,90,None,21,CA_307774,204,0.06,0.05,0.99,0.06,-1.0,ETof
2024-06-24,90,None,22,CA_32080,75,0.68,0.46,-0.74,0.68,0.25,ETof
2024-06-24,90,None,23,CA_32260,61,0.13,0.09,0.89,-0.13,0.79,ETof
2024-06-24,90,None,24,CA_32418,47,0.23,0.19,0.1,-0.23,-1.0,ETof
2024-06-24,90,None,25,CA_32637,47,0.06,0.05,0.96,0.06,-1.0,ETof
2024-06-24,90,None,26,CA_32667,61,0.02,0.02,0.5,0.02,0.98,ETof
2024-06-24,90,None,27,CA_35772,36,0.07,0.07,-0.88,0.06,0.11,ETof
2024-06-24,90,None,28,CA_36095,61,0.11,0.1,0.97,0.11,0.94,ETof
2024-06-24,90,None,29,CA_36121,47,0.02,0.03,-0.91,0.02,0.98,ETof
2024-06-24,90,None,30,CA_36281,61,0.09,0.07,0.94,0.09,0.96,ETof
2024-06-24,90,None,31,CA_36850,61,0.03,0.03,0.63,-0.0,0.99,ETof
2024-06-24,90,None,32,CA_36898,37,0.08,0.09,0.87,-0.06,0.48,ETof
2024-06-24,90,None,33,CA_36982,241,0.12,0.13,-0.94,-0.11,0.58,ETof
2024-06-24,90,None,34,CA_37400,61,0.15,0.12,-0.76,-0.15,0.86,ETof
2024-06-24,90,None,35,CA_37674,47,0.04,0.04,0.97,-0.04,0.97,ETof
2024-06-24,90,None,36,CA_37683,61,0.52,0.34,0.96,-0.52,-1.0,ETof
2024-06-24,90,None,37,CA_37890,241,0.08,0.07,0.98,0.08,0.53,ETof
2024-06-24,90,None,38,CA_38650,47,0.66,0.52,-0.04,0.66,0.37,ETof
2024-06-24,90,None,39,CA_38734,204,0.02,0.03,0.64,-0.01,0.97,ETof
2024-06-24,90,None,40,CA_38912,69,0.16,0.14,0.68,0.16,0.19,ETof
2024-06-24,90,None,41,CA_39031,69,0.04,0.04,0.99,0.04,0.99,ETof
2024-06-24,90,None,42,CA_39032,69,0.21,0.18,-0.43,0.21,-1.0,ETof
2024-06-24,90,None,43,CA_39770,69,0.12,0.11,-0.8,0.05,0.84,ETof
2024-06-24,90,None,44,CA_40009,69,0.08,0.07,0.98,0.08,-1.0,ETof
2024-06-24,90,None,45,CA_41244,69,0.04,0.05,0.7,0.04,0.98,ETof
2024-06-24,90,None,46,CA_41458,69,0.27,0.24,1.0,-0.27,-1.0,ETof
2024-06-24,90,None,47,CA_41682,69,0.05,0.05,-0.93,0.05,0.67,ETof
2024-06-24,90,None,48,CA_42021,69,0.11,0.09,0.98,0.11,0.42,ETof
2024-06-24,90,None,49,CA_42143,69,0.23,0.19,-0.63,0.23,-1.0,ETof
2024-06-24,90,None,50,CA_298397,75,0.15,0.37,-0.89,-0.07,-0.58,ETo
2024-06-24,90,None,51,CA_299395,75,0.13,0.32,-0.88,-0.06,-0.95,ETo
2024-06-24,90,None,52,CA_299467,75,0.13,0.32,-0.88,-0.06,-0.97,ETo
2024-06-24,90,None,53,CA_300271,75,0.19,0.48,-0.73,-0.08,-1.0,ETo
2024-06-24,90,None,54,CA_300581,75,0.25,0.63,-0.59,-0.24,-1.0,ETo
2024-06-24,90,None,55,CA_300893,75,0.24,0.62,-0.36,-0.24,-1.0,ETo
2024-06-24,90,None,56,CA_301734,75,0.25,0.63,-0.59,-0.24,-1.0,ETo
2024-06-24,90,None,57,CA_301986,75,0.24,0.61,-0.17,-0.24,-1.0,ETo
2024-06-24,90,None,58,CA_302388,75,0.25,0.63,-0.33,-0.25,-1.0,ETo
2024-06-24,90,None,59,CA_302578,75,0.23,0.62,0.06,-0.23,-1.0,ETo
2024-06-24,90,None,60,CA_302669,72,0.15,0.38,-0.83,-0.05,-1.0,ETo
2024-06-24,90,None,61,CA_303433,72,0.18,0.42,-0.56,-0.05,-1.0,ETo
2024-06-24,90,None,62,CA_303972,47,0.17,0.45,-0.54,-0.12,-1.0,ETo
2024-06-24,90,None,63,CA_304258,72,0.17,0.44,-0.52,-0.05,-0.81,ETo
2024-06-24,90,None,64,CA_304688,72,0.17,0.44,-0.54,-0.1,-1.0,ETo
2024-06-24,90,None,65,CA_305684,204,0.13,0.29,0.01,0.04,0.19,ETo
2024-06-24,90,None,66,CA_306027,204,0.24,0.62,0.02,-0.23,-1.0,ETo
2024-06-24,90,None,67,CA_306521,204,0.22,0.56,0.25,-0.22,-1.0,ETo
2024-06-24,90,None,68,CA_307370,204,0.17,0.44,-0.55,-0.11,-1.0,ETo
2024-06-24,90,None,69,CA_307376,204,0.17,0.44,-0.55,-0.11,-1.0,ETo
2024-06-24,90,None,70,CA_307472,204,0.17,0.43,-0.54,-0.11,-1.0,ETo
2024-06-24,90,None,71,CA_307774,204,0.23,0.6,0.14,-0.23,-1.0,ETo
2024-06-24,90,None,72,CA_32080,75,0.16,0.4,-0.83,-0.14,-1.0,ETo
2024-06-24,90,None,73,CA_32260,61,0.14,0.33,-0.78,-0.11,-1.0,ETo
2024-06-24,90,None,74,CA_32418,47,0.12,0.31,-0.92,-0.11,-0.8,ETo
2024-06-24,90,None,75,CA_32637,47,0.17,0.43,-0.88,-0.15,-1.0,ETo
2024-06-24,90,None,76,CA_32667,61,0.14,0.36,-0.89,-0.1,-1.0,ETo
2024-06-24,90,None,77,CA_35772,36,0.14,0.33,-0.54,-0.11,-0.94,ETo
2024-06-24,90,None,78,CA_36095,61,0.1,0.21,-0.57,-0.07,-0.46,ETo
2024-06-24,90,None,79,CA_36121,47,0.1,0.23,-0.56,-0.08,-0.58,ETo
2024-06-24,90,None,80,CA_36281,61,0.11,0.27,-0.74,-0.08,-1.0,ETo
2024-06-24,90,None,81,CA_36850,61,0.11,0.25,-0.63,-0.09,-0.61,ETo
2024-06-24,90,None,82,CA_36898,37,0.11,0.25,-0.55,-0.09,-0.5,ETo
2024-06-24,90,None,83,CA_36982,241,0.11,0.25,-0.63,-0.09,-0.61,ETo
2024-06-24,90,None,84,CA_37400,61,0.16,0.41,-0.9,-0.13,-1.0,ETo
2024-06-24,90,None,85,CA_37674,47,0.11,0.29,-0.88,-0.07,-1.0,ETo
2024-06-24,90,None,86,CA_37683,61,0.16,0.42,-0.91,-0.14,-1.0,ETo
2024-06-24,90,None,87,CA_37890,241,0.14,0.33,-0.94,-0.1,-1.0,ETo
2024-06-24,90,None,88,CA_38650,47,0.11,0.26,-0.84,-0.08,-0.89,ETo
2024-06-24,90,None,89,CA_38734,204,0.08,0.2,-0.64,-0.05,-0.61,ETo
2024-06-24,90,None,90,CA_38912,69,0.11,0.28,-0.87,-0.06,-1.0,ETo
2024-06-24,90,None,91,CA_39031,69,0.1,0.28,-0.89,-0.06,-1.0,ETo
2024-06-24,90,None,92,CA_39032,69,0.11,0.29,-0.88,-0.07,-1.0,ETo
2024-06-24,90,None,93,CA_39770,69,0.14,0.34,-0.94,-0.07,-0.35,ETo
2024-06-24,90,None,94,CA_40009,69,0.12,0.29,-0.89,-0.11,-0.71,ETo
2024-06-24,90,None,95,CA_41244,69,0.1,0.24,-0.07,0.08,-1.0,ETo
2024-06-24,90,None,96,CA_41458,69,0.27,0.58,-0.37,-0.27,-1.0,ETo
2024-06-24,90,None,97,CA_41682,69,0.16,0.4,-0.9,-0.13,-1.0,ETo
2024-06-24,90,None,98,CA_42021,69,0.13,0.32,-0.91,-0.08,-0.98,ETo
2024-06-24,90,None,99,CA_42143,69,0.11,0.3,-0.84,-0.07,-1.0,ETo
2024-06-24,90,None,100,CA_298397,75,0.2,0.37,-0.69,-0.1,0.07,ET
2024-06-24,90,None,101,CA_299395,75,0.13,0.34,-0.55,-0.07,0.94,ET
2024-06-24,90,None,102,CA_299467,75,0.33,0.66,0.84,-0.33,-1.0,ET
2024-06-24,90,None,103,CA_300271,75,0.29,0.45,0.4,0.29,-0.71,ET
2024-06-24,90,None,104,CA_300581,75,0.26,0.61,-0.68,-0.22,0.64,ET
2024-06-24,90,None,105,CA_300893,75,0.11,0.29,0.06,0.02,0.63,ET
2024-06-24,90,None,106,CA_301734,75,0.24,0.57,0.46,-0.24,-1.0,ET
2024-06-24,90,None,107,CA_301986,75,0.24,0.45,-0.53,-0.24,-1.0,ET
2024-06-24,90,None,108,CA_302388,75,0.29,0.39,-0.34,-0.29,0.25,ET
2024-06-24,90,None,109,CA_302578,75,0.16,0.39,0.47,-0.16,-1.0,ET
2024-06-24,90,None,110,CA_302669,72,0.69,1.13,-0.36,-0.69,-0.11,ET
2024-06-24,90,None,111,CA_303433,72,0.17,0.28,-0.58,-0.02,0.95,ET
2024-06-24,90,None,112,CA_303972,47,0.09,0.21,-0.01,0.06,-0.42,ET
2024-06-24,90,None,113,CA_304258,72,0.2,0.5,0.4,-0.2,-1.0,ET
2024-06-24,90,None,114,CA_304688,72,0.23,0.49,0.44,-0.23,-1.0,ET
2024-06-24,90,None,115,CA_305684,204,0.1,0.21,-0.22,0.03,0.73,ET
2024-06-24,90,None,116,CA_306027,204,0.24,0.5,-0.08,-0.24,0.34,ET
2024-06-24,90,None,117,CA_306521,204,0.19,0.43,0.04,-0.17,0.89,ET
2024-06-24,90,None,118,CA_307370,204,0.2,0.53,-0.74,0.13,-1.0,ET
2024-06-24,90,None,119,CA_307376,204,0.18,0.35,-0.24,0.18,-1.0,ET
2024-06-24,90,None,120,CA_307472,204,0.31,0.62,0.08,-0.31,0.49,ET
2024-06-24,90,None,121,CA_307774,204,0.17,0.34,-0.48,0.08,-0.64,ET
2024-06-24,90,None,122,CA_32080,75,1.57,2.21,0.53,1.57,-0.37,ET
2024-06-24,90,None,123,CA_32260,61,0.34,0.58,0.12,-0.34,0.52,ET
2024-06-24,90,None,124,CA_32418,47,0.23,0.41,0.55,-0.23,0.22,ET
2024-06-24,90,None,125,CA_32637,47,0.14,0.3,-0.9,-0.02,-1.0,ET
2024-06-24,90,None,126,CA_32667,61,0.14,0.35,-0.82,0.11,-0.46,ET
2024-06-24,90,None,127,CA_35772,36,0.32,0.61,-0.88,-0.32,-0.92,ET
2024-06-24,90,None,128,CA_36095,61,0.12,0.23,0.97,0.12,0.98,ET
2024-06-24,90,None,129,CA_36121,47,0.09,0.19,-0.27,0.04,0.96,ET
2024-06-24,90,None,130,CA_36281,61,0.2,0.44,-0.68,-0.18,0.9,ET
2024-06-24,90,None,131,CA_36850,61,0.6,1.07,-0.5,0.6,-0.18,ET
2024-06-24,90,None,132,CA_36898,37,0.06,0.13,0.96,0.06,0.86,ET
2024-06-24,90,None,133,CA_36982,241,0.61,1.12,0.73,-0.61,-0.45,ET
2024-06-24,90,None,134,CA_37400,61,0.48,0.85,-0.84,-0.48,0.59,ET
2024-06-24,90,None,135,CA_37674,47,0.61,0.98,0.84,0.61,-0.37,ET
2024-06-24,90,None,136,CA_37683,61,0.92,1.26,-0.67,-0.92,-1.0,ET
2024-06-24,90,None,137,CA_37890,241,0.15,0.36,0.41,-0.15,0.58,ET
2024-06-24,90,None,138,CA_38650,47,1.0,1.41,0.92,1.0,0.75,ET
2024-06-24,90,None,139,CA_38734,204,0.08,0.13,0.6,0.04,0.96,ET
2024-06-24,90,None,140,CA_38912,69,0.13,0.29,-0.55,0.02,0.81,ET
2024-06-24,90,None,141,CA_39031,69,0.91,1.32,0.79,0.91,0.15,ET
2024-06-24,90,None,142,CA_39032,69,0.19,0.35,-0.67,0.03,-0.81,ET
2024-06-24,90,None,143,CA_39770,69,0.23,0.43,-0.56,0.09,0.82,ET
2024-06-24,90,None,144,CA_40009,69,0.68,1.3,0.89,0.68,-1.0,ET
2024-06-24,90,None,145,CA_41244,69,0.1,0.24,-0.98,-0.04,0.97,ET
2024-06-24,90,None,146,CA_41458,69,0.83,1.48,0.6,-0.83,-1.0,ET
2024-06-24,90,None,147,CA_41682,69,0.1,0.16,-0.85,0.06,0.77,ET
2024-06-24,90,None,148,CA_42021,69,0.57,1.02,-0.54,0.57,-1.0,ET
2024-06-24,90,None,149,CA_42143,69,0.24,0.47,0.1,0.24,-0.93,ET
2024-06-24,90,ndvi,0,CA_298397,75,0.07,0.07,-0.54,0.0,0.28,ETof
2024-06-24,90,ndvi,1,CA_299395,75,0.17,0.16,-0.99,0.17,0.74,ETof
2024-06-24,90,ndvi,2,CA_299467,75,0.27,0.26,-0.99,0.27,-1.0,ETof
2024-06-24,90,ndvi,3,CA_300271,75,0.15,0.11,-0.03,0.15,-0.74,ETof
2024-06-24,90,ndvi,4,CA_300581,75,0.12,0.11,-0.61,-0.12,0.78,ETof
2024-06-24,90,ndvi,5,CA_300893,75,0.13,0.13,-0.25,0.13,-1.0,ETof
2024-06-24,90,ndvi,6,CA_301734,75,0.04,0.04,-0.19,-0.01,-1.0,ETof
2024-06-24,90,ndvi,7,CA_301986,75,0.06,0.04,0.95,-0.06,-1.0,ETof
2024-06-24,90,ndvi,8,CA_302388,75,0.04,0.03,-0.99,-0.04,0.93,ETof
2024-06-24,90,ndvi,9,CA_302578,75,0.01,0.01,-0.8,-0.01,-1.0,ETof
2024-06-24,90,ndvi,10,CA_302669,72,0.18,0.15,0.41,-0.18,0.61,ETof
2024-06-24,90,ndvi,11,CA_303433,72,0.1,0.08,0.91,0.1,0.94,ETof
2024-06-24,90,ndvi,12,CA_303972,47,0.14,0.12,-0.58,0.14,-1.0,ETof
2024-06-24,90,ndvi,13,CA_304258,72,0.05,0.05,-0.98,0.05,-1.0,ETof
2024-06-24,90,ndvi,14,CA_304688,72,0.01,0.01,0.92,-0.01,0.87,ETof
2024-06-24,90,ndvi,15,CA_305684,204,0.05,0.04,0.91,-0.05,0.87,ETof
2024-06-24,90,ndvi,16,CA_306027,204,0.08,0.07,0.57,-0.08,0.72,ETof
2024-06-24,90,ndvi,17,CA_306521,204,0.11,0.1,0.99,-0.11,0.93,ETof
2024-06-24,90,ndvi,18,CA_307370,204,0.04,0.05,0.12,0.04,0.39,ETof
2024-06-24,90,ndvi,19,CA_307376,204,0.05,0.04,0.59,-0.03,-0.94,ETof
2024-06-24,90,ndvi,20,CA_307472,204,0.14,0.12,0.01,-0.14,0.56,ETof
